grain_size,T1-A_interpolated,T1-B_interpolated,T1-C_interpolated,T1-D_interpolated,T2-A_interpolated,T2-B_interpolated,T3-C_interpolated,T3-D_interpolated,T5-A_interpolated,T5-B_interpolated,T5-C_interpolated,T5-D_interpolated,T6-A_interpolated,T6-B_interpolated,T6-C_interpolated,T6-D_interpolated,T7-A_interpolated,T7-B_interpolated,T7-C_interpolated,T7-D_interpolated,T8-A_interpolated,T8-C_interpolated,T8-D_interpolated,T1-A_interpolated_kde,T1-B_interpolated_kde,T1-C_interpolated_kde,T1-D_interpolated_kde,T2-A_interpolated_kde,T2-B_interpolated_kde,T3-C_interpolated_kde,T3-D_interpolated_kde,T5-A_interpolated_kde,T5-B_interpolated_kde,T5-C_interpolated_kde,T5-D_interpolated_kde,T6-A_interpolated_kde,T6-B_interpolated_kde,T6-C_interpolated_kde,T6-D_interpolated_kde,T7-A_interpolated_kde,T7-B_interpolated_kde,T7-C_interpolated_kde,T7-D_interpolated_kde,T8-A_interpolated_kde,T8-C_interpolated_kde,T8-D_interpolated_kde
27.91410255,0.000430726,0.000947324,0.000506834,0.000877412,0.000387655,0.000330265,0.000857803,0.000290784,0.000843511,0.000535501,0.000720275,0.001293646,0.000391493,0.000324758,0.000963322,0.000380401,0.00019816,0.000430053,0.001217097,0.00077295,0.001132046,0.000577333,0.000521422,6.03E-80,0.000325695,1.85E-111,7.79E-05,1.02E-95,4.24E-76,8.85E-05,6.03E-65,2.67E-05,1.69E-73,7.40E-96,0.001035959,3.04E-64,1.87E-64,0.000347372,8.71E-67,3.09E-65,3.21E-71,0.000996581,3.30E-08,0.000894335,1.24E-166,5.20E-130
30.72901233,0.000468153,0.00102537,0.000559094,0.00095018,0.000411778,0.000353963,0.000931485,0.000314207,0.000908554,0.000580662,0.000786211,0.001361558,0.000414706,0.000346994,0.001046474,0.000405289,0.000215836,0.000464495,0.001313131,0.000842926,0.001241826,0.000626884,0.000576198,5.49E-74,0.000705218,5.20E-103,0.000326347,1.66E-88,1.92E-70,0.000334291,3.43E-60,0.000125568,4.78E-68,1.24E-88,0.001036232,1.53E-59,9.77E-60,0.000685669,6.92E-62,1.86E-60,6.02E-66,0.001028673,9.33E-07,0.000999857,7.69E-154,4.29E-120
33.82778284,0.000506314,0.001102853,0.000611679,0.001021469,0.000432788,0.000378554,0.001006769,0.000337099,0.000967347,0.000620262,0.000845671,0.001423773,0.000435511,0.000365293,0.001120805,0.000426314,0.000231547,0.000496072,0.001386946,0.000904626,0.001337854,0.00067239,0.000631685,2.85E-68,0.000953146,6.62E-95,0.000706697,1.37E-81,5.12E-65,0.000696623,1.25E-55,0.000360392,8.11E-63,1.05E-81,0.001036244,4.92E-55,3.27E-55,0.000927204,3.47E-57,7.11E-56,6.88E-61,0.001034488,1.26E-05,0.001028861,1.43E-141,1.39E-110
37.23903909,0.000544026,0.001176248,0.000662925,0.001088063,0.000450916,0.000403302,0.001080688,0.000358822,0.001018206,0.000652773,0.000898324,0.001478065,0.000453088,0.000379297,0.001182447,0.000442406,0.00024416,0.000524741,0.001437438,0.000954729,0.001419613,0.000711372,0.000684324,8.47E-63,0.001022263,3.81E-87,0.000955142,5.77E-75,8.02E-60,0.000942415,2.91E-51,0.00067371,8.24E-58,4.53E-75,0.001036244,1.02E-50,7.01E-51,0.001015113,1.10E-52,1.74E-51,4.78E-56,0.001035135,8.05E-05,0.001033616,8.00E-130,1.78E-101
40.99429275,0.000578904,0.001238213,0.00071245,0.00114355,0.00046708,0.000425249,0.001145323,0.000379266,0.001060737,0.00068106,0.000950349,0.001523088,0.000465859,0.000390307,0.001228722,0.000454168,0.000253548,0.000551058,0.001477933,0.000994907,0.001496581,0.000743148,0.000728793,1.44E-57,0.001030486,9.89E-80,0.001024384,1.23E-68,7.38E-55,0.001019141,4.34E-47,0.000908302,5.02E-53,9.90E-69,0.001036244,1.36E-46,9.67E-47,0.00103142,2.20E-48,2.71E-47,2.03E-51,0.001035177,0.000245257,0.001034081,1.34E-118,8.97E-93
45.12823313,0.000601557,0.001273353,0.000748579,0.00117396,0.000476695,0.00043942,0.00118536,0.000393005,0.001082567,0.000695526,0.000988783,0.001540929,0.000469425,0.000395106,0.001248848,0.000458162,0.000257152,0.000568631,0.001491629,0.001011323,0.001548912,0.000757979,0.000753601,1.39E-52,0.001030904,1.16E-72,0.001032609,1.34E-62,3.99E-50,0.001030141,4.14E-43,0.001004049,1.83E-48,1.10E-62,0.001036244,1.17E-42,8.55E-43,0.001032889,2.77E-44,2.70E-43,5.24E-47,0.001035135,0.000355574,0.001034109,6.79E-108,1.78E-84
49.67904772,0.000603049,0.001268738,0.000757813,0.001167512,0.000474389,0.000442562,0.00118811,0.000393858,0.001070237,0.000684344,0.000995427,0.001513974,0.000460263,0.000389501,0.001232091,0.00045031,0.000252475,0.000570163,0.001453937,0.000988457,0.001548972,0.000746071,0.000750023,7.71E-48,0.001030904,6.17E-66,0.001032609,7.35E-57,1.27E-45,0.001030141,2.52E-39,0.001004049,4.00E-44,6.16E-57,0.001036232,6.43E-39,4.86E-39,0.00103142,2.20E-40,1.72E-39,8.24E-43,0.001034488,0.000245257,0.001034109,1.03E-97,1.39E-76
54.68877487,0.000596307,0.001244928,0.000750868,0.001143359,0.000467055,0.000444584,0.001173008,0.000387504,0.001039848,0.000661996,0.000984279,0.001473451,0.000446724,0.000378063,0.001191358,0.000435482,0.000244432,0.000564217,0.001393671,0.000948414,0.001519411,0.000723582,0.000739191,2.44E-43,0.001030486,1.48E-59,0.001024384,2.05E-51,2.37E-41,0.001019141,9.84E-36,0.000908302,5.23E-40,1.76E-51,0.001035959,2.28E-35,1.77E-35,0.001015113,1.10E-36,6.96E-36,7.90E-39,0.001028673,8.05E-05,0.001034081,4.70E-88,4.27E-69
60.20369219,0.000588143,0.001213267,0.000734755,0.001111444,0.000458711,0.00044952,0.00114928,0.000377408,0.001001418,0.000637902,0.000965497,0.001434185,0.000433111,0.000364075,0.001136304,0.000415782,0.000235572,0.000555759,0.001330083,0.000904723,0.001476766,0.00069892,0.000731195,4.40E-39,0.001022263,1.61E-53,0.000955142,2.91E-46,2.60E-37,0.000942415,2.46E-32,0.00067371,4.10E-36,2.54E-46,0.001032523,5.19E-32,4.14E-32,0.000927204,3.49E-33,1.80E-32,4.61E-35,0.000996581,1.26E-05,0.001033616,6.44E-79,5.17E-62
66.27474399,0.000561123,0.001148303,0.000695654,0.001046361,0.000440792,0.000442501,0.001088239,0.000356034,0.000936399,0.000596572,0.00092342,0.001351298,0.000409099,0.000343305,0.001056918,0.000382902,0.000219612,0.00053374,0.001233195,0.000832755,0.001396928,0.000650669,0.000697585,4.53E-35,0.000953146,7.88E-48,0.000706697,2.10E-41,1.68E-33,0.000696623,3.92E-29,0.000360392,1.93E-32,1.86E-41,0.001007888,7.60E-29,6.23E-29,0.000685669,6.98E-30,2.98E-29,1.64E-31,0.000887875,9.33E-07,0.001028861,2.65E-70,2.46E-55
72.95801188,0.00051682,0.001054557,0.000636551,0.000951407,0.000413337,0.000423381,0.000993264,0.000324712,0.000847459,0.000537666,0.00085829,0.001223389,0.000375205,0.000316172,0.000957869,0.000337477,0.000196619,0.00049869,0.001101323,0.000732811,0.001279004,0.000579249,0.000636536,2.67E-31,0.000705218,1.75E-42,0.000326347,7.67E-37,6.35E-30,0.000334291,4.00E-26,0.000125568,5.43E-29,6.92E-37,0.00090727,7.16E-26,6.01E-26,0.000347372,8.80E-27,3.14E-26,3.56E-28,0.000661841,3.30E-08,0.000999857,3.29E-62,4.63E-49
80.31523289,0.000475604,0.000965828,0.000577061,0.00085818,0.000385295,0.0004068,0.000899312,0.000293507,0.000758684,0.000477265,0.00078748,0.001094212,0.000342852,0.000288071,0.000858751,0.000289491,0.000173286,0.000462921,0.000964297,0.000631908,0.001148153,0.000507689,0.000574415,8.99E-28,0.000325695,1.75E-37,7.79E-05,1.42E-32,1.41E-26,8.85E-05,2.61E-23,2.67E-05,9.15E-26,1.30E-32,0.000673198,4.34E-23,3.72E-23,0.000105837,7.00E-24,2.11E-23,4.70E-25,0.00037334,5.54E-10,0.000894335,1.22E-54,3.42E-43
88.41436968,0.000437383,0.000882167,0.000519315,0.000767879,0.000357983,0.000393203,0.00080851,0.000263044,0.000673274,0.000421147,0.000717063,0.000973573,0.000312465,0.000260876,0.000765582,0.000244159,0.000151507,0.000427752,0.000836784,0.000540393,0.001018317,0.000441574,0.00051913,1.73E-24,7.78E-05,7.92E-33,8.66E-06,1.34E-28,1.85E-23,1.18E-05,1.09E-20,3.35E-06,9.25E-23,1.25E-28,0.000363047,1.69E-20,1.48E-20,1.79E-05,3.52E-21,9.09E-21,3.79E-22,0.000147306,4.43E-12,0.000665314,1.37E-47,9.96E-38
97.33023843,0.000393243,0.000788516,0.000457299,0.000669044,0.000327855,0.000374641,0.000708775,0.000229909,0.000584718,0.00036783,0.000644422,0.000853541,0.000279223,0.000233569,0.000674913,0.000203463,0.000130585,0.000388538,0.000721487,0.000458092,0.000892063,0.000377944,0.000466066,1.90E-21,8.65E-06,1.62E-28,4.27E-07,6.42E-25,1.43E-20,7.51E-07,2.92E-18,2.41E-07,5.60E-20,6.05E-25,0.000128975,4.24E-18,3.79E-18,1.62E-06,1.11E-18,2.49E-18,1.86E-19,3.86E-05,1.69E-14,0.000368795,4.60E-41,1.14E-32
107.1451999,0.000338271,0.000674556,0.000386514,0.000557648,0.000287921,0.000338694,0.000594362,0.000192665,0.000488415,0.000309051,0.000557183,0.000723521,0.000238885,0.000201477,0.000574364,0.000166735,0.000109157,0.00033897,0.000607352,0.000377787,0.000753827,0.000314258,0.000399987,1.19E-18,4.27E-07,1.50E-24,9.13E-09,1.56E-21,6.45E-18,2.25E-08,5.01E-16,9.93E-09,2.03E-17,1.49E-21,2.84E-05,6.85E-16,6.23E-16,7.62E-08,2.23E-16,4.37E-16,5.56E-17,6.51E-06,3.05E-17,0.000139775,4.64E-35,5.15E-28
117.9499202,0.000280836,0.000556583,0.000315875,0.000447913,0.00024387,0.000292797,0.000480116,0.000156029,0.000394864,0.000249035,0.00046489,0.000598017,0.000196889,0.000167928,0.000473596,0.00013583,8.91E-05,0.00028648,0.000501359,0.000303723,0.000613782,0.000256626,0.000327561,4.27E-16,9.13E-09,6.27E-21,8.39E-11,1.93E-18,1.72E-15,3.12E-10,5.50E-14,2.31E-10,4.42E-15,1.86E-18,3.72E-06,7.13E-14,6.59E-14,1.85E-09,2.83E-14,4.90E-14,1.01E-14,6.93E-07,1.05E-19,3.43E-05,1.41E-29,9.16E-24
129.8442086,0.00024758,0.000488561,0.000273517,0.000378499,0.000221165,0.00027512,0.000409129,0.000133105,0.000336119,0.000212547,0.000412455,0.000529092,0.000172742,0.000149186,0.000417556,0.000117022,7.73E-05,0.000259233,0.000441188,0.000259136,0.000525752,0.000223585,0.000291156,8.76E-14,8.40E-11,1.18E-17,3.30E-13,1.21E-15,2.69E-13,2.00E-12,3.88E-12,3.11E-12,5.78E-13,1.18E-15,2.86E-07,4.79E-12,4.49E-12,2.30E-11,2.27E-12,3.51E-12,1.13E-12,4.61E-08,9.17E-17,5.25E-06,1.28E-24,6.41E-20
142.937939,0.000233752,0.000461455,0.000253757,0.000342585,0.00021542,0.000280371,0.0003742,0.000121156,0.000306339,0.000195186,0.000392783,0.000500303,0.000163423,0.000142599,0.000398667,0.000105205,7.12E-05,0.000252211,0.000413284,0.000235683,0.000481991,0.000206323,0.000284183,1.03E-11,3.33E-13,1.01E-14,3.32E-15,3.85E-13,2.49E-11,2.97E-14,1.76E-10,9.17E-12,4.54E-11,3.78E-13,1.27E-08,2.08E-10,1.98E-10,7.34E-13,1.15E-10,1.61E-10,7.69E-11,2.05E-09,5.07E-14,4.93E-07,3.52E-20,1.77E-16
157.3520654,0.000202982,0.000403034,0.0002171,0.000287943,0.000192597,0.000258971,0.000317355,0.000101654,0.000261219,0.000162565,0.000345505,0.000428009,0.00014297,0.00012648,0.000356881,8.54E-05,5.93E-05,0.00022719,0.000353728,0.000194148,0.000410837,0.00017099,0.000250146,6.93E-10,1.65E-12,3.92E-12,1.65E-12,6.23E-11,1.36E-09,8.03E-12,5.16E-09,6.97E-10,2.14E-09,6.17E-11,1.94E-09,5.86E-09,5.63E-09,9.23E-11,3.74E-09,4.73E-09,3.21E-09,5.79E-09,1.34E-11,3.10E-08,2.90E-16,1.92E-13
173.219739,0.000180887,0.000367509,0.000191899,0.000253131,0.000181334,0.000247612,0.000278672,8.78E-05,0.0002294,0.000136724,0.000311135,0.000372518,0.000129125,0.000117813,0.000341165,7.22E-05,5.14E-05,0.000213541,0.000307252,0.000163259,0.000356565,0.000149491,0.000230332,2.69E-08,4.21E-10,6.86E-10,4.20E-10,5.15E-09,4.38E-08,1.25E-09,9.78E-08,3.00E-08,6.12E-08,5.13E-09,6.37E-08,1.08E-07,1.04E-07,7.43E-09,7.73E-08,8.93E-08,8.23E-08,1.40E-07,1.68E-09,8.72E-08,7.19E-13,8.22E-11
190.6875383,0.000171036,0.000358307,0.000181025,0.000240058,0.000182336,0.000250789,0.000262367,8.13E-05,0.000212968,0.000124149,0.000295953,0.000350285,0.000124278,0.000117274,0.000349257,6.78E-05,4.91E-05,0.00021258,0.000285107,0.000149947,0.000327557,0.000144969,0.000232009,6.02E-07,4.58E-08,5.46E-08,4.57E-08,2.18E-07,8.41E-07,9.05E-08,1.21E-06,7.34E-07,1.06E-06,2.18E-07,1.44E-06,1.29E-06,1.27E-06,3.07E-07,1.03E-06,1.09E-06,1.30E-06,2.12E-06,1.01E-07,1.54E-06,5.36E-10,1.39E-08
209.9168227,7.58E-05,0.00015936,7.37E-05,9.29E-05,8.14E-05,0.000128216,0.000110351,3.19E-05,9.36E-05,4.93E-05,0.000144896,0.000158915,5.97E-05,5.66E-05,0.000172688,2.20E-05,1.83E-05,0.000106048,0.000132612,5.57E-05,0.000154387,4.18E-05,0.000104126,7.86E-06,2.15E-06,1.99E-06,2.14E-06,4.74E-06,9.71E-06,3.05E-06,9.85E-06,1.03E-05,1.13E-05,4.77E-06,1.89E-05,1.03E-05,1.01E-05,6.55E-06,8.94E-06,8.64E-06,1.29E-05,2.02E-05,2.93E-06,1.67E-05,1.20E-07,9.32E-07
231.0852238,7.01E-07,0,0,0,0,1.55E-05,0,0,0,0,1.66E-05,5.64E-06,4.22E-06,3.96E-06,1.60E-05,0,0,1.13E-05,8.86E-06,0,9.96E-06,0,0,6.08E-05,4.41E-05,3.34E-05,4.37E-05,5.39E-05,6.83E-05,4.86E-05,5.36E-05,8.33E-05,7.45E-05,5.45E-05,0.000145377,5.51E-05,5.45E-05,7.33E-05,5.14E-05,4.51E-05,8.04E-05,0.000122062,4.15E-05,0.000113006,8.21E-06,2.50E-05
254.3882856,4.95E-06,0,0,0,0,5.42E-05,0,0,0,0,6.12E-05,2.51E-05,1.43E-05,1.45E-05,6.06E-05,0,0,4.05E-05,3.38E-05,0,3.11E-05,0,4.67E-06,0.000285231,0.000405831,0.000267592,0.000397857,0.000328831,0.000300401,0.000377022,0.000199627,0.00040193,0.000313181,0.000333299,0.000673247,0.000201892,0.000200533,0.000440458,0.00020189,0.000159244,0.000324905,0.000481059,0.000294882,0.00048705,0.000174447,0.000276043
280.0412713,3.25E-05,5.93E-05,3.61E-05,3.03E-05,3.14E-05,4.97E-05,3.44E-05,1.62E-05,2.67E-05,2.75E-05,7.12E-05,7.98E-05,2.03E-05,2.19E-05,7.64E-05,1.78E-05,1.05E-05,4.19E-05,6.42E-05,2.58E-05,4.60E-05,2.67E-05,4.52E-05,0.000852098,0.001781166,0.001075956,0.00170633,0.001129674,0.000864857,0.001510421,0.000534074,0.001207462,0.000879496,0.00114666,0.001967641,0.000530665,0.000528119,0.00149522,0.000571528,0.000399676,0.000888876,0.001299843,0.001106574,0.001403072,0.001238678,0.001326022
308.2811517,0.002684052,0.005944146,0.003548422,0.005311286,0.003150546,0.002616705,0.004779822,0.001686076,0.003313603,0.002460401,0.003217058,0.005201653,0.001526467,0.001531697,0.004416225,0.001985222,0.001185602,0.002376932,0.003707687,0.003468004,0.003868268,0.004907404,0.004024205,0.001799351,0.004224332,0.002438986,0.003896743,0.002425803,0.001808194,0.003502052,0.001132496,0.002500279,0.001825194,0.002463336,0.00403613,0.001095868,0.001091004,0.003198962,0.001285595,0.000797959,0.001811472,0.002681298,0.002454056,0.002971516,0.003509667,0.003152573
339.3687938,0.003518969,0.007740757,0.004654955,0.006925414,0.004117337,0.003416434,0.006231291,0.002222988,0.004324227,0.003240336,0.004234369,0.006818134,0.002000685,0.002009067,0.00576586,0.00263149,0.00157005,0.00311038,0.004866553,0.004545804,0.005037761,0.00642791,0.005258561,0.00331219,0.007114466,0.004080812,0.00631738,0.004108048,0.003338178,0.006000487,0.002218221,0.004398594,0.003365401,0.004170154,0.007161321,0.002073802,0.002063637,0.005513819,0.002625126,0.001509432,0.003276072,0.005047641,0.00416037,0.005480766,0.00563947,0.004961698
373.5913713,0.00287655,0.006248379,0.003793891,0.005596507,0.003354785,0.002794717,0.005043892,0.001831996,0.003517019,0.002652476,0.003468649,0.005531888,0.001649592,0.001657276,0.004689523,0.002169039,0.001305297,0.002550245,0.003967069,0.00370009,0.00408994,0.005209054,0.00427615,0.006480214,0.012947943,0.00759808,0.011440642,0.007489246,0.006461235,0.010901893,0.004405019,0.008231997,0.006435729,0.007599671,0.013412046,0.004022975,0.004003703,0.010362356,0.005259528,0.002996646,0.006142697,0.009788803,0.007753835,0.010279123,0.009530717,0.008568159
411.265017,0.008817924,0.019820388,0.011735072,0.017774351,0.010398907,0.008511839,0.015932038,0.005515991,0.010969072,0.008078697,0.01045843,0.017182724,0.00495485,0.004966012,0.014522469,0.006528333,0.003848129,0.007743157,0.01214463,0.011500377,0.012766164,0.016408456,0.01331373,0.012764387,0.026635736,0.015897462,0.023815105,0.014747154,0.012479899,0.021914902,0.008399439,0.015909207,0.012211737,0.014955933,0.025388243,0.007641864,0.007610911,0.020643722,0.009965094,0.005824985,0.011541884,0.018420326,0.015843482,0.019169554,0.020899028,0.017861814
452.7377428,0.021408114,0.047746758,0.028413088,0.0429389,0.02524238,0.020644657,0.038530228,0.013472462,0.026634866,0.019618854,0.025217047,0.04132807,0.012129942,0.012150489,0.035021439,0.015873897,0.009462859,0.018795878,0.029316181,0.027886371,0.030918591,0.039646168,0.032208507,0.022129377,0.047969688,0.028970572,0.043230287,0.025932018,0.021399549,0.039092876,0.014242942,0.027438533,0.020691252,0.026245167,0.042629814,0.013025118,0.012980532,0.036091809,0.01679986,0.010127138,0.019546661,0.030661222,0.028450884,0.032119962,0.039946929,0.032877929
498.392655,0.033755645,0.072911551,0.044365269,0.065942572,0.039594635,0.032585801,0.05945605,0.021685025,0.041691606,0.031026323,0.039479948,0.063471298,0.019640696,0.019672069,0.054203804,0.025325524,0.015586988,0.029769347,0.045670806,0.043578553,0.048110658,0.061124296,0.050065243,0.032748217,0.070554567,0.043367656,0.06403937,0.03850949,0.031629819,0.057711289,0.021158326,0.040428663,0.030421598,0.038850333,0.061236379,0.019459561,0.0193988,0.052834129,0.024806285,0.015431661,0.028855138,0.044233323,0.042523566,0.046626939,0.060084963,0.049137039
548.6514932,0.043867623,0.09059518,0.056896992,0.082578353,0.051079431,0.042420197,0.074967538,0.02894984,0.053619707,0.040485391,0.050878968,0.079579167,0.026416074,0.02645825,0.068699719,0.033442275,0.021415581,0.038932252,0.058421617,0.055932555,0.061387508,0.076988406,0.063802945,0.042685002,0.08868836,0.056004457,0.081135012,0.049896822,0.041339762,0.073367414,0.028183251,0.052259519,0.039716919,0.050230233,0.077149365,0.026032696,0.025953796,0.067230263,0.032707197,0.021079913,0.037894668,0.056628728,0.055088553,0.059745825,0.076148145,0.062890648
603.9785256,0.05188613,0.101464046,0.066260386,0.093394784,0.059896575,0.050278127,0.085514939,0.035291954,0.062644309,0.048112253,0.059614451,0.090167478,0.032462062,0.03251489,0.078886218,0.040284415,0.026914342,0.046388156,0.06783958,0.065192992,0.071050371,0.087707934,0.073741237,0.050993326,0.10041453,0.065782121,0.092629582,0.058978319,0.049485976,0.084525343,0.034687906,0.061626164,0.047615396,0.059309736,0.088347059,0.032170775,0.032073645,0.077884318,0.039683756,0.026632296,0.04570378,0.066432779,0.064889494,0.069856,0.087274125,0.073215763
664.8848385,0.057960058,0.106201724,0.07271698,0.098955569,0.066254094,0.056296395,0.091561867,0.040740332,0.068999306,0.054029262,0.065894936,0.095766534,0.037788075,0.037851283,0.085152277,0.045916996,0.032051433,0.052246473,0.074205415,0.071613694,0.07741086,0.093766101,0.080210587,0.0574732,0.105819532,0.072570573,0.09862006,0.065663243,0.055777501,0.091156799,0.040410055,0.068337435,0.053818459,0.065927107,0.094536492,0.037669123,0.037556033,0.084665833,0.045495038,0.031879694,0.05192418,0.07325228,0.071716134,0.076625792,0.093731157,0.080166561
731.9330567,0.062238296,0.105491787,0.0765283,0.099824415,0.070360012,0.060611807,0.093571937,0.045323938,0.072918591,0.058358773,0.069928959,0.096906642,0.042403534,0.042476724,0.087886877,0.05040507,0.036795017,0.056616616,0.077799841,0.075448489,0.080780588,0.095646129,0.083541463,0.062151599,0.105554099,0.076606346,0.099836598,0.070049331,0.060287198,0.093667233,0.045285508,0.072629645,0.058343525,0.070281633,0.096164529,0.042484569,0.042363481,0.08779841,0.050177425,0.036714139,0.056547142,0.077193546,0.075785595,0.080314882,0.095873925,0.083884787
805.7425413,0.064869736,0.100017813,0.077955875,0.096565025,0.072422353,0.063361168,0.092008764,0.049071738,0.074636056,0.06122314,0.071925059,0.094118108,0.046317855,0.046400509,0.087478997,0.053813688,0.041113255,0.059607999,0.078903577,0.076951205,0.08147117,0.093831242,0.084064331,0.065104456,0.100335695,0.078247693,0.096851763,0.072291927,0.063177169,0.092504915,0.049285816,0.074734863,0.061345969,0.072641,0.093749649,0.04658592,0.04648157,0.087702038,0.053794869,0.041090456,0.059716623,0.078575678,0.077457532,0.081306431,0.094198686,0.084737305
886.9951111,0.066003267,0.090463376,0.077261232,0.089741107,0.072649142,0.064681283,0.087335963,0.052012696,0.074385594,0.062744717,0.072091772,0.087931236,0.049540458,0.049631932,0.084317614,0.056207903,0.04497431,0.061330036,0.077797342,0.076375672,0.079794217,0.08880466,0.082109662,0.066450773,0.090800734,0.077767683,0.090122095,0.072670764,0.064605859,0.088056588,0.052378026,0.074792157,0.063011598,0.073109133,0.087787156,0.049943166,0.049903992,0.08476447,0.056375804,0.045013289,0.061568972,0.077767912,0.077051402,0.079921407,0.08940085,0.083012667
976.4413404,0.065787782,0.07751205,0.0747059,0.079916363,0.071248403,0.064708957,0.080017148,0.054175777,0.0724011,0.063045859,0.070637635,0.078876332,0.052080759,0.052180288,0.078791709,0.057652766,0.048346345,0.061892139,0.074761856,0.073975717,0.076061345,0.081049607,0.078007922,0.066332318,0.077729558,0.075354137,0.080300703,0.071428344,0.06474654,0.080786264,0.054585338,0.07297917,0.063457173,0.071747399,0.078892979,0.05255631,0.052616325,0.079375133,0.057937002,0.048478955,0.062211742,0.075063274,0.074820504,0.076407822,0.081974059,0.078986305
1074.907493,0.06437217,0.061847412,0.070551405,0.067654501,0.068428162,0.063580994,0.070515935,0.055589946,0.068916465,0.06224892,0.067771187,0.067483701,0.053948178,0.054054873,0.07129026,0.05821333,0.051197521,0.061403724,0.070077837,0.07000517,0.070584165,0.071049305,0.072089579,0.064941372,0.062006912,0.071332686,0.068079567,0.068722141,0.063756292,0.071194413,0.055998224,0.069597419,0.062725608,0.068843253,0.067650283,0.054454815,0.054570027,0.071959646,0.05852568,0.051425783,0.061765571,0.070641648,0.070984389,0.071020889,0.072042794,0.072967888
1183.303155,0.061905323,0.044153036,0.065059275,0.053519225,0.064396443,0.061434201,0.059295938,0.056284169,0.064165583,0.060476255,0.063700963,0.054283649,0.055152132,0.055264981,0.062202247,0.057954646,0.053496001,0.059974203,0.064026006,0.064717859,0.063674292,0.059286976,0.064685102,0.062495314,0.044471226,0.06595918,0.053984419,0.064751304,0.061738681,0.059801321,0.05669491,0.064926152,0.060922985,0.064738441,0.054538179,0.055664409,0.055750911,0.062825385,0.058254446,0.053775506,0.060371874,0.064663799,0.065731628,0.064107991,0.060100728,0.065398776
1302.629636,0.05853613,0.025112498,0.058491039,0.038074241,0.05936127,0.058405382,0.046820772,0.056287409,0.058382347,0.057850217,0.058635503,0.039806481,0.055702039,0.055819907,0.051916648,0.056941766,0.055209947,0.05771299,0.05688708,0.058367613,0.055643338,0.046245842,0.056124958,0.059173646,0.026524375,0.059416548,0.038512151,0.059756929,0.058796947,0.047122095,0.056696119,0.059139398,0.05826704,0.059651327,0.040247806,0.056187988,0.05624283,0.052375451,0.05726643,0.055477967,0.058193414,0.05744401,0.059378628,0.056055467,0.046845489,0.056701909
1433.989221,0.054413483,0.005409373,0.051108223,0.021883253,0.053530667,0.054631341,0.033554052,0.055628632,0.05180065,0.054493161,0.052783341,0.024582503,0.055607318,0.055728947,0.040822442,0.055239743,0.056307521,0.054729498,0.04894178,0.05120826,0.046802917,0.032409126,0.046739616,0.055095094,0.011671569,0.051983981,0.02292577,0.05398005,0.055084658,0.033752404,0.056009361,0.052495965,0.054961482,0.053782805,0.026055936,0.056044154,0.056137026,0.041182027,0.055639261,0.05650151,0.055358826,0.049427945,0.05218055,0.047202799,0.032827954,0.047079432
1578.595349,0.049686273,0,0.043172355,0.005509967,0.047112661,0.050248885,0.019959392,0.054336803,0.044654385,0.050527441,0.046353018,0.009142019,0.054877387,0.055001395,0.029308608,0.052913628,0.056756886,0.051133143,0.040470824,0.043493629,0.037464642,0.018260051,0.036859543,0.050399921,0.00335557,0.043854025,0.010215378,0.047618537,0.050755578,0.020702681,0.054649751,0.045337857,0.05111129,0.047323334,0.013916076,0.055270491,0.055420124,0.029715571,0.053381036,0.056840353,0.051899927,0.040981038,0.044344781,0.037856309,0.018933202,0.036954752
1737.783827,0.04450339,0,0.034944964,0,0.040315275,0.045394818,0.006500408,0.052440886,0.037177446,0.046075412,0.039553068,0,0.053521663,0.053646546,0.017764126,0.050028474,0.056526204,0.047033336,0.031754932,0.035477549,0.027940127,0.004281838,0.026815206,0.045266553,0.000570093,0.035347072,0.003031937,0.040818124,0.04591277,0.009927561,0.052638009,0.03789818,0.046766435,0.040431352,0.005687056,0.053872938,0.0540413,0.01865397,0.050499862,0.056501327,0.047805568,0.03233401,0.036193106,0.028364374,0.007620028,0.026781827
1913.025165,0.039013724,0,0.026687576,0,0.033346533,0.040205945,0,0.049969847,0.029603725,0.041259427,0.03259203,0,0.051549565,0.051673696,0.006577974,0.046649331,0.055583637,0.042539492,0.023074823,0.027413848,0.018540984,0,0.016937076,0.039795909,5.20E-05,0.026960789,0.000535477,0.03377675,0.040660322,0.003331105,0.050044766,0.030357101,0.041992644,0.033353148,0.001646385,0.051837562,0.052011129,0.009421021,0.047050977,0.055475686,0.04316219,0.023718222,0.028030798,0.019218933,0.001780539,0.017009479
2105.938165,0.033366167,0,0.01866172,0,0.026414462,0.034819071,0,0.046952651,0.022167115,0.036201842,0.025678441,0,0.048970512,0.049092138,0,0.042841253,0.053897347,0.037761024,0.014711215,0.019556355,0.009578828,0,0.007555618,0.034071014,2.32E-06,0.019015059,5.03E-05,0.026736864,0.035158291,0.000694848,0.046968175,0.022944604,0.036889669,0.026373351,0.0003155,0.049193888,0.049354248,0.003482243,0.043164112,0.053756883,0.038179627,0.015565872,0.020130043,0.011188418,0.000199358,0.00855753
