grain_size,T1-A_interpolated,T1-B_interpolated,T1-C_interpolated,T1-D_interpolated,T2-A_interpolated,T2-B_interpolated,T3-C_interpolated,T3-D_interpolated,T5-A_interpolated,T5-B_interpolated,T5-C_interpolated,T5-D_interpolated,T6-A_interpolated,T6-B_interpolated,T6-C_interpolated,T6-D_interpolated,T7-A_interpolated,T7-B_interpolated,T7-C_interpolated,T7-D_interpolated,T8-A_interpolated,T8-C_interpolated,T8-D_interpolated,T1-A_interpolated_kde,T1-B_interpolated_kde,T1-C_interpolated_kde,T1-D_interpolated_kde,T2-A_interpolated_kde,T2-B_interpolated_kde,T3-C_interpolated_kde,T3-D_interpolated_kde,T5-A_interpolated_kde,T5-B_interpolated_kde,T5-C_interpolated_kde,T5-D_interpolated_kde,T6-A_interpolated_kde,T6-B_interpolated_kde,T6-C_interpolated_kde,T6-D_interpolated_kde,T7-A_interpolated_kde,T7-B_interpolated_kde,T7-C_interpolated_kde,T7-D_interpolated_kde,T8-A_interpolated_kde,T8-C_interpolated_kde,T8-D_interpolated_kde
148.4612565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64E-10,4.56E-07,4.13E-09,1.66E-07,2.27E-09,7.64E-10,2.96E-08,1.89E-10,3.56E-09,7.58E-10,1.66E-09,1.02E-07,4.10E-12,3.93E-12,1.19E-08,3.01E-10,2.12E-12,5.59E-10,6.62E-09,4.56E-09,7.74E-09,3.28E-08,8.84E-09
154.4452105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86E-09,1.17E-06,1.74E-08,4.66E-07,1.00E-08,3.86E-09,9.92E-08,1.13E-09,1.53E-08,3.84E-09,7.59E-09,3.05E-07,3.49E-11,3.36E-11,4.42E-08,1.70E-09,1.95E-11,2.94E-09,2.63E-08,1.90E-08,3.02E-08,1.09E-07,3.40E-08
160.6703568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76E-08,2.84E-06,6.68E-08,1.23E-06,4.02E-08,1.76E-08,3.09E-07,6.02E-09,5.96E-08,1.75E-08,3.16E-08,8.48E-07,2.60E-10,2.51E-10,1.51E-07,8.56E-09,1.57E-10,1.39E-08,9.62E-08,7.21E-08,1.08E-07,3.34E-07,1.20E-07
167.146417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22E-08,6.51E-06,2.35E-07,3.04E-06,1.47E-07,7.22E-08,8.94E-07,2.85E-08,2.13E-07,7.18E-08,1.19E-07,2.20E-06,1.69E-09,1.64E-09,4.76E-07,3.85E-08,1.09E-09,5.89E-08,3.22E-07,2.50E-07,3.58E-07,9.57E-07,3.91E-07
173.8835045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67E-07,1.41E-05,7.53E-07,7.05E-06,4.89E-07,2.67E-07,2.41E-06,1.20E-07,6.93E-07,2.66E-07,4.09E-07,5.34E-06,9.64E-09,9.40E-09,1.38E-06,1.55E-07,6.63E-09,2.25E-07,9.90E-07,7.96E-07,1.08E-06,2.55E-06,1.17E-06
180.8921404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94E-07,2.87E-05,2.21E-06,1.54E-05,1.48E-06,8.94E-07,6.04E-06,4.48E-07,2.06E-06,8.90E-07,1.28E-06,1.21E-05,4.81E-08,4.71E-08,3.72E-06,5.58E-07,3.51E-08,7.74E-07,2.80E-06,2.32E-06,3.02E-06,6.34E-06,3.23E-06
188.18327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-06,5.55E-05,5.95E-06,3.16E-05,4.12E-06,2.70E-06,1.41E-05,1.50E-06,5.62E-06,2.69E-06,3.63E-06,2.58E-05,2.10E-07,2.07E-07,9.23E-06,1.80E-06,1.62E-07,2.40E-06,7.29E-06,6.18E-06,7.77E-06,1.47E-05,8.20E-06
195.7682795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41E-06,0.00010167,1.47E-05,6.14E-05,1.05E-05,7.41E-06,3.08E-05,4.46E-06,1.40E-05,7.39E-06,9.41E-06,5.15E-05,8.07E-07,7.95E-07,2.12E-05,5.22E-06,6.52E-07,6.73E-06,1.75E-05,1.51E-05,1.84E-05,3.18E-05,1.93E-05
203.6590141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84E-05,0.000176538,3.33E-05,0.000112382,2.44E-05,1.84E-05,6.26E-05,1.19E-05,3.21E-05,1.84E-05,2.23E-05,9.68E-05,2.72E-06,2.69E-06,4.53E-05,1.36E-05,2.29E-06,1.71E-05,3.86E-05,3.41E-05,4.04E-05,6.43E-05,4.19E-05
211.8677968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18E-05,0.000291163,6.95E-05,0.000194724,5.24E-05,4.18E-05,0.000119313,2.84E-05,6.75E-05,4.16E-05,4.85E-05,0.000171158,8.07E-06,8.00E-06,8.97E-05,3.20E-05,7.07E-06,3.94E-05,7.90E-05,7.08E-05,8.19E-05,0.000121726,8.43E-05
220.4074467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62E-05,0.000456874,0.000133763,0.000319779,0.000103746,8.62E-05,0.000212959,6.11E-05,0.000130806,8.60E-05,9.69E-05,0.000285666,2.11E-05,2.10E-05,0.000165531,6.80E-05,1.91E-05,8.25E-05,0.000149672,0.000135687,0.000154006,0.000216152,0.000157536
229.2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162767,0.000683287,0.000238197,0.000498673,0.000189839,0.000162767,0.000356856,0.000118716,0.000234306,0.000162376,0.000178338,0.000450962,4.89E-05,4.86E-05,0.000284968,0.000131718,4.55E-05,0.00015771,0.000263211,0.000240658,0.000269175,0.000360615,0.000273875
238.5332304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282012,0.000975927,0.000393662,0.00073994,0.000322453,0.000282012,0.000562635,0.000209826,0.000389063,0.000281381,0.000303704,0.00067493,0.000100277,9.98E-05,0.000459064,0.000232944,9.54E-05,0.000276049,0.000430922,0.000396432,0.000438452,0.000566467,0.000444141
248.1476708,0,6.18E-05,0,2.27E-05,0,1.88E-05,3.06E-05,0,8.04E-05,3.50E-05,8.33E-05,0.0001221,4.72E-05,2.47E-05,6.49E-05,3.38E-06,0,5.20E-05,5.59E-06,0,8.15E-05,0,0,0.000450129,0.001334062,0.000606132,0.001046944,0.000510329,0.000450129,0.000836714,0.000339431,0.000601185,0.000449179,0.00048049,0.000960062,0.000183354,0.000182681,0.0006942,0.000378499,0.00017763,0.000444169,0.00065885,0.000608818,0.000667623,0.000839874,0.000673905
258.1496355,0.000654065,0.001192908,0.00074064,0.001040772,0.000710728,0.000674941,0.000953833,0.00052805,0.000800006,0.000671059,0.000776495,0.001081198,0.000536649,0.000518101,0.00091685,0.000573614,0.000407096,0.000661097,0.000787179,0.000742848,0.000876582,0.000901051,0.00080311,0.000664822,0.001749384,0.000873324,0.001415715,0.000755573,0.000664822,0.001176955,0.000506588,0.000868266,0.000663483,0.000709501,0.001301412,0.000300392,0.000299534,0.000988926,0.000568482,0.000294868,0.000659979,0.000944106,0.000875461,0.000953638,0.001178583,0.000960038
268.5547445,0.001265991,0.002240064,0.001428199,0.001980089,0.001363121,0.001268908,0.001802483,0.001005118,0.001453955,0.001245682,0.001405063,0.001963411,0.000971072,0.000956247,0.001697315,0.001084998,0.000795698,0.001209433,0.001500764,0.001436469,0.00160301,0.001787036,0.001564943,0.000913277,0.002206042,0.001183219,0.001833925,0.00105083,0.000913277,0.001570818,0.000703528,0.001177731,0.000911502,0.000982636,0.001685883,0.000444126,0.000443108,0.001332252,0.000794197,0.000439669,0.000910334,0.001273084,0.0011844,0.001282903,0.001570162,0.001289131
279.379247,0.001800621,0.003181872,0.00203293,0.002821,0.001935327,0.001786706,0.002558331,0.001413371,0.002027217,0.001745121,0.001954321,0.002749972,0.00133896,0.001327619,0.002389181,0.001524769,0.001120953,0.001683696,0.002130368,0.002047379,0.002244617,0.002578399,0.00224015,0.001173764,0.002682146,0.001515269,0.002281444,0.00137846,0.001173764,0.001995969,0.000916553,0.001507962,0.001171537,0.001282834,0.002093275,0.000597939,0.000596775,0.00170422,0.001038358,0.00059403,0.001172523,0.001622743,0.001515261,0.001632572,0.001992639,0.001638843
290.6400474,0.002243638,0.00399697,0.002539214,0.003543881,0.002412343,0.002214324,0.003203203,0.001740668,0.002504753,0.002155652,0.002409613,0.003422118,0.001628832,0.001620667,0.002975373,0.001880163,0.001372122,0.00207053,0.002660018,0.002559917,0.002785245,0.003256389,0.002812012,0.001420724,0.003152459,0.001843887,0.0027325,0.001712269,0.001420724,0.002423392,0.001127547,0.001831863,0.001418066,0.001586212,0.002498966,0.000741115,0.000739798,0.002078706,0.001277556,0.000734544,0.001419413,0.001964847,0.001842681,0.001974687,0.002417594,0.001982056
302.3547313,0.002580759,0.004664038,0.002931467,0.004129147,0.002779203,0.00253778,0.003718961,0.001974896,0.002871556,0.002463586,0.002756318,0.003961124,0.001829235,0.001823866,0.003438853,0.002138447,0.00153849,0.002356611,0.003073773,0.002958457,0.003208776,0.003802297,0.003263846,0.001631152,0.003591643,0.002142803,0.003158987,0.002021454,0.001631152,0.002822139,0.001315314,0.002121526,0.001628119,0.001865676,0.002877515,0.000856247,0.000854765,0.002427557,0.001486144,0.000839865,0.001625986,0.002271648,0.00214061,0.002281742,0.002814845,0.002292374
314.5415931,0.002804589,0.005171233,0.003201488,0.004566055,0.003028085,0.002749871,0.004095783,0.002110035,0.00311979,0.002661907,0.002986844,0.004356807,0.00193457,0.001931578,0.003770494,0.002293221,0.001614924,0.002535167,0.003363196,0.003234759,0.003506653,0.004205926,0.003586736,0.0017893,0.003977302,0.002388812,0.003534149,0.002275775,0.0017893,0.003164174,0.001457529,0.002352594,0.001785977,0.002095114,0.003206187,0.000933973,0.000932341,0.002724837,0.001640443,0.000895755,0.001774225,0.002520876,0.002386064,0.002531581,0.003157258,0.002548893
327.2196647,0.002923196,0.005527982,0.003357649,0.004863702,0.003167213,0.002858602,0.004342503,0.002153735,0.003257706,0.002758582,0.003109389,0.00461816,0.001952387,0.001951368,0.00397893,0.002352303,0.001608813,0.002614136,0.003536688,0.003397168,0.003687308,0.004476187,0.003789196,0.001887742,0.004292165,0.002564122,0.00383582,0.002450677,0.001887742,0.003427965,0.001534533,0.002507425,0.001884232,0.002253452,0.003467423,0.000972336,0.000970612,0.002950198,0.001722438,0.000895755,0.001854514,0.002698341,0.002561545,0.00271004,0.003424297,0.002738566
340.408745,0.002946756,0.005746608,0.003410584,0.00503389,0.003206996,0.002874055,0.004470501,0.002115511,0.003295748,0.00276362,0.003134297,0.004756788,0.001892026,0.001892598,0.004075213,0.002325448,0.001529252,0.002603457,0.003604945,0.003456287,0.003761483,0.004624595,0.003882116,0.001925125,0.004525091,0.002657348,0.004048613,0.002531131,0.001925125,0.003600094,0.001534533,0.00257678,0.00192154,0.002327911,0.003649782,0.000972336,0.000970612,0.003090859,0.001722438,0.000839865,0.001864078,0.002797775,0.002656169,0.002810925,0.003603575,0.002855723
354.129431,0.002885443,0.005839435,0.003370923,0.005088421,0.003157843,0.002806307,0.004491153,0.002004876,0.003244359,0.002687031,0.003071916,0.004784296,0.001762826,0.001764632,0.004070396,0.00222241,0.001385339,0.002513072,0.003578661,0.003422718,0.003739921,0.004662667,0.003876385,0.001902785,0.004670894,0.002663637,0.004164748,0.00251338,0.001902785,0.003675084,0.001457529,0.002559975,0.00189924,0.002315648,0.003747492,0.000933973,0.000932341,0.003142109,0.001640443,0.000734544,0.001804632,0.002818812,0.002665912,0.002834203,0.003690517,0.002899684
368.4031499,0.002749434,0.005818786,0.003249299,0.005039096,0.003030164,0.002665438,0.004415838,0.001831345,0.003113985,0.002538823,0.00293259,0.004712288,0.001574128,0.001576835,0.00397553,0.002052945,0.001186169,0.002352919,0.003468534,0.003307065,0.003633367,0.004601918,0.003782894,0.001822713,0.00472933,0.002584352,0.004183618,0.002404323,0.001822713,0.00365419,0.001315314,0.002463563,0.001819316,0.002223111,0.003759265,0.000856247,0.000854765,0.003106463,0.001486144,0.00059403,0.001681277,0.002764627,0.002593312,0.002783803,0.003686837,0.002872119
383.2521924,0.002548903,0.005696985,0.003056342,0.004897717,0.002834367,0.002461527,0.004255933,0.001604431,0.002915068,0.002329005,0.002726667,0.00455237,0.00133527,0.001338569,0.003801669,0.001826806,0.000940838,0.002132941,0.003285257,0.00311993,0.003452563,0.004453864,0.003612531,0.001687957,0.004703721,0.00242652,0.004110427,0.002218989,0.001687957,0.003543917,0.001127547,0.00229894,0.001684808,0.00206333,0.003687184,0.000741115,0.000739798,0.002991847,0.001277556,0.000439669,0.001503023,0.002640447,0.002446699,0.002666116,0.003598715,0.002775653
398.699748,0.002294025,0.005486356,0.002802685,0.004676085,0.002580862,0.002204654,0.004022817,0.001333649,0.002658052,0.002067587,0.002464491,0.004316147,0.001055594,0.001059199,0.003559866,0.00155375,0.000658442,0.001863077,0.003039526,0.002871917,0.003208253,0.004230019,0.003376188,0.001504749,0.004599655,0.002202123,0.003954431,0.001977086,0.001504749,0.003354736,0.000916553,0.002079822,0.001501931,0.001852445,0.003536191,0.000597939,0.000596775,0.002809405,0.001038358,0.000294868,0.001283767,0.00245329,0.002238942,0.002489458,0.003435276,0.002614201
414.7699404,0.001994977,0.005199223,0.00249896,0.004386001,0.002280058,0.001904897,0.003727867,0.001028513,0.002353382,0.001764576,0.00215641,0.004015224,0.000744438,0.000748089,0.003261171,0.001243531,0.000348077,0.001553268,0.002742037,0.002573628,0.002911181,0.0039419,0.003084752,0.001284462,0.00442406,0.001927299,0.003727325,0.001699789,0.001284462,0.003100008,0.000703528,0.001820697,0.001282035,0.001607084,0.003314192,0.000444126,0.000443108,0.002571665,0.000794197,0.00017763,0.001042144,0.002212571,0.001985855,0.002264091,0.003207623,0.002394437
431.4878662,0.001661933,0.004847909,0.002155797,0.004039268,0.001942364,0.001572336,0.003382461,0.000698536,0.002011502,0.001429982,0.001812769,0.003661205,0.000411143,0.000414601,0.002916639,0.000905903,1.88E-05,0.001213454,0.002403485,0.002235666,0.00257209,0.003601022,0.002749115,0.001043801,0.004184746,0.001621421,0.003442119,0.001407541,0.001043801,0.002795004,0.000506588,0.001536672,0.0010418,0.001343382,0.003032367,0.000300392,0.000299534,0.002291622,0.000568482,9.54E-05,0.000799441,0.001930841,0.001704606,0.002002213,0.002928309,0.002127177
448.879633,0.001305068,0.004444738,0.00178383,0.003647686,0.00157819,0.001217049,0.002997977,0.000353233,0.001642854,0.001073814,0.001443914,0.003265696,6.50E-05,6.81E-05,0.002537322,0.000550621,0,0.000853575,0.002034566,0.001868635,0.002201722,0.0032189,0.002380165,0.000802709,0.003890346,0.001305839,0.003112579,0.001118915,0.000802709,0.002455961,0.000339431,0.001244051,0.000801134,0.00107711,0.002705122,0.000183354,0.000182681,0.00198278,0.000378499,4.55E-05,0.000576019,0.001624,0.001412429,0.00171761,0.002611028,0.001827602
466.9724012,0.000934558,0.004002034,0.001393689,0.003223057,0.001197944,0.000849117,0.002585792,2.12E-06,0.001257884,0.000706081,0.001060192,0.002840301,0,0,0.002134271,0.000187441,0,0.000483573,0.001645975,0.001483137,0.001810823,0.002807051,0.001988793,0.000580666,0.003550508,0.001001981,0.002753024,0.000850009,0.000580666,0.002099292,0.000209826,0.000960277,0.000579489,0.000823641,0.002349359,0.000100277,9.98E-05,0.00165966,0.000232945,1.91E-05,0.000387448,0.001310564,0.001125686,0.001424967,0.002270313,0.001514003
485.7944255,0.000560578,0.003532121,0.000996006,0.002777183,0.000812036,0.000478618,0.002157286,0,0.000867035,0.000336792,0.000671948,0.002396625,0,0,0.001718541,0,0,0.000113387,0.001248407,0.001089776,0.001410134,0.002376988,0.001585888,0.000392762,0.003176163,0.000728767,0.002378159,0.000613712,0.000392762,0.001741007,0.000118716,0.000702311,0.000391931,0.000596885,0.001983107,4.89E-05,4.86E-05,0.001337974,0.000131718,7.07E-06,0.000241826,0.00100984,0.00085905,0.001138976,0.001921078,0.001205479
505.3750999,0.000193303,0.003047322,0.000601412,0.002321865,0.000430876,0.000115632,0.001723835,0,0.000480751,0,0.000289528,0.001946274,0,0,0.001301182,0,0,0,0.000852558,0.000699154,0.0010104,0.001940229,0.00118234,0.000246979,0.002779699,0.000499871,0.002002699,0.00041865,0.000246979,0.001396257,6.11E-05,0.000483759,0.000246427,0.000407326,0.001623877,2.11E-05,2.10E-05,0.001033822,6.81E-05,2.30E-06,0.000139263,0.000739283,0.000624495,0.000873271,0.001577991,0.000919374
525.7450027,0,0.00255996,0.000220541,0.001868905,6.49E-05,0,0.001296817,0,0.000109475,0,0,0.001500852,0,0,0.000893249,0,0,0,0.000469124,0.000321873,0.000622363,0.001508289,0.000789038,0.000143611,0.002374917,0.000321808,0.001640736,0.000268253,0.000143611,0.00107875,2.84E-05,0.000312162,0.000143268,0.000260179,0.001287165,8.08E-06,8.00E-06,0.000761877,3.20E-05,6.53E-07,7.36E-05,0.000511743,0.000430133,0.000639198,0.001254667,0.000669146
546.9359451,0,0.002082361,0,0.001430104,0,0,0.000887611,0,0,0,0,0.001071964,0,0,0.000505792,0,0,0,0.0001088,0,0.000256768,0.001092682,0.000416873,7.69E-05,0.001976661,0.000193723,0.001305004,0.000160656,7.69E-05,0.000799879,1.19E-05,0.000187944,7.67E-05,0.000154776,0.000985396,2.73E-06,2.70E-06,0.000533161,1.36E-05,1.70E-07,3.56E-05,0.000333584,0.000279308,0.000444579,0.000962821,0.000463078
568.9810203,0,0.001626847,0,0.001017263,0,0,0.000507594,0,0,0,0,0.000671215,0,0,0.000149865,0,0,0,0,0,0,0.000704925,7.67E-05,3.80E-05,0.001600156,0.000109077,0.001006239,8.98E-05,3.80E-05,0.000567748,4.61E-06,0.000105585,3.79E-05,8.56E-05,0.000727428,8.67E-07,8.54E-07,0.000353403,5.42E-06,7.81E-08,1.59E-05,0.000204465,0.000170567,0.000292916,0.00071153,0.000304014
591.9146553,0,0.001205743,0,0.000642184,0,0,0.000168144,0,0,0,0,0.000310211,0,0,0,0,0,0,0,0,0,0.000356533,0,1.80E-05,0.001260181,5.86E-05,0.000752874,4.79E-05,1.80E-05,0.000386605,2.10E-06,5.65E-05,1.79E-05,4.49E-05,0.000518642,4.80E-07,4.72E-07,0.000222858,2.55E-06,2.12E-07,7.23E-06,0.000118971,9.88E-05,0.000183524,0.000506868,0.000190194
615.772665,0,0.000831371,0,0.000316669,0,0,0,0,0,0,0,5.55E-07,0,0,0,0,0,0,0,0,0,5.90E-05,0,1.05E-05,0.000970317,3.37E-05,0.000551213,2.74E-05,1.05E-05,0.000257238,2.54E-06,3.22E-05,1.04E-05,2.51E-05,0.000361654,1.13E-06,1.11E-06,0.000137873,3.07E-06,8.59E-07,5.44E-06,6.96E-05,5.78E-05,0.000112916,0.000352192,0.000117157
640.5923076,0,0.000516056,0,5.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27E-05,0.000742537,2.89E-05,0.000406162,2.41E-05,1.27E-05,0.000178575,6.64E-06,2.75E-05,1.27E-05,2.18E-05,0.000257665,3.81E-06,3.76E-06,9.38E-05,7.74E-06,3.16E-06,9.95E-06,5.01E-05,4.23E-05,7.73E-05,0.000249234,8.04E-05
666.4123432,0,0.000272122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71E-05,0.000587307,4.45E-05,0.00032244,3.89E-05,2.71E-05,0.000150186,1.83E-05,4.26E-05,2.70E-05,3.56E-05,0.000208327,1.19E-05,1.18E-05,8.83E-05,2.07E-05,1.03E-05,2.44E-05,5.88E-05,5.19E-05,7.54E-05,0.000199919,7.85E-05
693.2730941,0,0.000111891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19E-05,0.000514126,8.73E-05,0.000306011,7.90E-05,6.19E-05,0.000174922,4.63E-05,8.43E-05,6.17E-05,7.37E-05,0.000217741,3.30E-05,3.28E-05,0.000124492,5.10E-05,2.95E-05,5.78E-05,0.000100384,9.19E-05,0.000111489,0.000208474,0.000115273
721.216508,0,4.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132559,0.00053223,0.000171393,0.000365269,0.000158784,0.000132559,0.000260753,0.000106262,0.000166913,0.000132199,0.000150498,0.000293971,8.21E-05,8.15E-05,0.000212086,0.000114402,7.55E-05,0.000125855,0.000187246,0.000175461,0.000196713,0.000283098,0.000201875
750.2862231,0,9.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000261928,0.000651033,0.000317877,0.000511453,0.000299873,0.000261928,0.000421054,0.000221736,0.00031142,0.000261267,0.00028788,0.000449427,0.000183,0.000181922,0.000367496,0.00023442,0.000172565,0.00025184,0.000338709,0.000322489,0.000349204,0.000436459,0.000356126
780.5276368,0,0.000256662,0,6.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000478492,0.000879975,0.000552289,0.000757966,0.000528613,0.000478492,0.000673105,0.000423289,0.000543681,0.00047736,0.00051273,0.000699755,0.000368472,0.000366697,0.000611493,0.000440935,0.000355163,0.000464695,0.000578877,0.000557927,0.000592071,0.000684612,0.000600646
811.9879761,1.28E-05,0.000554485,0,0.000417172,1.62E-05,1.46E-05,0.000278304,0,2.99E-06,0,0,0.000245552,0,0,0.000189027,0,0,0,0.000129593,8.48E-05,0.000198641,0.000368402,0.000253447,0.000812313,0.001227704,0.000901153,0.001118627,0.000872504,0.000812313,0.001035165,0.000743956,0.000890511,0.000810492,0.00085324,0.001061439,0.000674994,0.000672304,0.000965625,0.000765941,0.00066286,0.000795127,0.000932924,0.000907831,0.000949774,0.001044509,0.000959123
