Time,T1,T2
2023-03-21 13:00:00,,-6.823143322922737e-06
2023-03-21 13:15:00,,-6.738608920083506e-06
2023-03-21 13:30:00,,-6.618991123556727e-06
2023-03-21 13:45:00,,-6.466096200456479e-06
2023-03-21 14:00:00,,-6.282749034238364e-06
2023-03-21 14:15:00,,-6.066254105609252e-06
2023-03-21 14:30:00,,-5.824465391658673e-06
2023-03-21 14:45:00,,-5.558410679559004e-06
2023-03-21 15:00:00,,-5.267942360129714e-06
2023-03-21 15:15:00,,-4.9561734645840686e-06
2023-03-21 15:30:00,,-4.629619849182765e-06
2023-03-21 15:45:00,,-4.2948919008382755e-06
2023-03-21 16:00:00,,-3.958444708388747e-06
2023-03-21 16:15:00,,-3.6244858393080864e-06
2023-03-21 16:30:00,,-3.2958749795670657e-06
2023-03-21 16:45:00,,-2.97243905885728e-06
2023-03-21 17:00:00,,-2.661282052571569e-06
2023-03-21 17:15:00,,-2.364574636423012e-06
2023-03-21 17:30:00,,-2.0865592484605175e-06
2023-03-21 17:45:00,,-1.8268716168541296e-06
2023-03-21 18:00:00,,-1.5851915063562788e-06
2023-03-21 18:15:00,,-1.3635901166222483e-06
2023-03-21 18:30:00,,-1.1628163280396319e-06
2023-03-21 18:45:00,,-9.826412195189723e-07
2023-03-21 19:00:00,,-8.216264789951368e-07
2023-03-21 19:15:00,,-6.768615958442059e-07
2023-03-21 19:30:00,,-5.496136705481997e-07
2023-03-21 19:45:00,,-4.4213242937536665e-07
2023-03-21 20:00:00,,-3.492087981619026e-07
2023-03-21 20:15:00,,-2.695703082578151e-07
2023-03-21 20:30:00,,-2.0381947173799918e-07
2023-03-21 20:45:00,,-1.4929735199954032e-07
2023-03-21 21:00:00,,-1.0412831120394658e-07
2023-03-21 21:15:00,,-6.489687457544668e-08
2023-03-21 21:30:00,,-3.810750722441707e-08
2023-03-21 21:45:00,,-1.7533053812425854e-08
2023-03-21 22:00:00,,6.93688269828271e-10
2023-03-21 22:15:00,,1.7380473264263535e-08
2023-03-21 22:30:00,,2.832027556177237e-08
2023-03-21 22:45:00,,4.0258836301288995e-08
2023-03-21 23:00:00,,4.920095795977046e-08
2023-03-21 23:15:00,,6.056966927142522e-08
2023-03-21 23:30:00,,7.444697219775962e-08
2023-03-21 23:45:00,,8.619316244411064e-08
2023-03-22 00:00:00,,9.966556972758338e-08
2023-03-22 00:15:00,,1.1788755100878704e-07
2023-03-22 00:30:00,,1.397313416765472e-07
2023-03-22 00:45:00,,1.6457573271346494e-07
2023-03-22 01:00:00,,1.9019704086570532e-07
2023-03-22 01:15:00,,2.2257155488366986e-07
2023-03-22 01:30:00,,2.581655118438728e-07
2023-03-22 01:45:00,,2.9747626544098276e-07
2023-03-22 02:00:00,,3.442632828241299e-07
2023-03-22 02:15:00,,3.943906133047125e-07
2023-03-22 02:30:00,,4.4902869108840473e-07
2023-03-22 02:45:00,,5.112938933101154e-07
2023-03-22 03:00:00,,5.756561931025874e-07
2023-03-22 03:15:00,,6.447344721088406e-07
2023-03-22 03:30:00,,7.174813340813872e-07
2023-03-22 03:45:00,,7.95248525831322e-07
2023-03-22 04:00:00,,8.713942672496031e-07
2023-03-22 04:15:00,,9.498558891020302e-07
2023-03-22 04:30:00,,1.0298694433672636e-06
2023-03-22 04:45:00,,1.1108639660543147e-06
2023-03-22 05:00:00,,1.1922991244722003e-06
2023-03-22 05:15:00,,1.274612027052083e-06
2023-03-22 05:30:00,,1.3566007521367626e-06
2023-03-22 05:45:00,,1.437783827094768e-06
2023-03-22 06:00:00,,1.5178123453139944e-06
2023-03-22 06:15:00,,1.5964295107316628e-06
2023-03-22 06:30:00,,1.6717698356305256e-06
2023-03-22 06:45:00,,1.7430788363409839e-06
2023-03-22 07:00:00,,1.8096835628275744e-06
2023-03-22 07:15:00,,1.8712104574682897e-06
2023-03-22 07:30:00,,1.926058717819947e-06
2023-03-22 07:45:00,,1.9735749434648986e-06
2023-03-22 08:00:00,,2.015029493875516e-06
2023-03-22 08:15:00,,2.051343639220381e-06
2023-03-22 08:30:00,,2.081595039063777e-06
2023-03-22 08:45:00,,2.1049063757221107e-06
2023-03-22 09:00:00,,2.12085301602881e-06
2023-03-22 09:15:00,,2.1305178635178504e-06
2023-03-22 09:30:00,,2.131062431032989e-06
2023-03-22 09:45:00,,2.1256565763392857e-06
2023-03-22 10:00:00,,2.1101393650873785e-06
2023-03-22 10:15:00,,2.0846846120790703e-06
2023-03-22 10:30:00,,2.0479540976646222e-06
2023-03-22 10:45:00,,2.0050547208808352e-06
2023-03-22 11:00:00,,1.9563701373438666e-06
2023-03-22 11:15:00,,1.9030639844536254e-06
2023-03-22 11:30:00,,1.8439313292203853e-06
2023-03-22 11:45:00,,1.7816348265404489e-06
2023-03-22 12:00:00,,1.7184119722865133e-06
2023-03-22 12:15:00,,1.6562287997578197e-06
2023-03-22 12:30:00,,1.595984065131635e-06
2023-03-22 12:45:00,,1.5367391893403563e-06
2023-03-22 13:00:00,,1.4832696145860351e-06
2023-03-22 13:15:00,,1.4291600683955724e-06
2023-03-22 13:30:00,,1.3736593576672652e-06
2023-03-22 13:45:00,,1.3241540155294588e-06
2023-03-22 14:00:00,,1.280443496845374e-06
2023-03-22 14:15:00,,1.2436428860166355e-06
2023-03-22 14:30:00,,1.2108541760465014e-06
2023-03-22 14:45:00,,1.182729259449998e-06
2023-03-22 15:00:00,,1.1575944692196544e-06
2023-03-22 15:15:00,,1.1343705212548038e-06
2023-03-22 15:30:00,,1.1109438198159333e-06
2023-03-22 15:45:00,,1.0878071352049387e-06
2023-03-22 16:00:00,,1.0640650797675583e-06
2023-03-22 16:15:00,,1.040056673163078e-06
2023-03-22 16:30:00,,1.0158267115689068e-06
2023-03-22 16:45:00,,9.906259517148601e-07
2023-03-22 17:00:00,,9.651147423072106e-07
2023-03-22 17:15:00,,9.384585995802179e-07
2023-03-22 17:30:00,,9.104761491167172e-07
2023-03-22 17:45:00,,8.808695674974153e-07
2023-03-22 18:00:00,,8.495290977176741e-07
2023-03-22 18:15:00,,8.169027908110752e-07
2023-03-22 18:30:00,,7.818702973524345e-07
2023-03-22 18:45:00,,7.450681330309122e-07
2023-03-22 19:00:00,,7.073683375728814e-07
2023-03-22 19:15:00,,6.680226859447243e-07
2023-03-22 19:30:00,,6.272586354002641e-07
2023-03-22 19:45:00,,5.854924530471e-07
2023-03-22 20:00:00,,5.438265925004653e-07
2023-03-22 20:15:00,,5.02846363656927e-07
2023-03-22 20:30:00,,4.629337329449525e-07
2023-03-22 20:45:00,,4.233298030835443e-07
2023-03-22 21:00:00,,3.830519177143687e-07
2023-03-22 21:15:00,,3.426029898523231e-07
2023-03-22 21:30:00,,3.014087493014171e-07
2023-03-22 21:45:00,,2.596372012186932e-07
2023-03-22 22:00:00,,2.1791350134935293e-07
2023-03-22 22:15:00,,1.778203671565483e-07
2023-03-22 22:30:00,,1.407001221204633e-07
2023-03-22 22:45:00,,1.0527674354856164e-07
2023-03-22 23:00:00,,7.234556782263183e-08
2023-03-22 23:15:00,,4.116615311384525e-08
2023-03-22 23:30:00,,1.09659869090998e-08
2023-03-22 23:45:00,,-1.730371644114682e-08
2023-03-23 00:00:00,,-4.46848853271041e-08
2023-03-23 00:15:00,,-6.957706840048335e-08
2023-03-23 00:30:00,,-9.303099693565143e-08
2023-03-23 00:45:00,,-1.1543221530781173e-07
2023-03-23 01:00:00,,-1.385015934995043e-07
2023-03-23 01:15:00,,-1.5952299470597115e-07
2023-03-23 01:30:00,,-1.8066405162658353e-07
2023-03-23 01:45:00,,-1.9991000705410954e-07
2023-03-23 02:00:00,,-2.1848103729581788e-07
2023-03-23 02:15:00,,-2.3696566294500562e-07
2023-03-23 02:30:00,,-2.5527360882235654e-07
2023-03-23 02:45:00,,-2.72984829533205e-07
2023-03-23 03:00:00,,-2.894540161068635e-07
2023-03-23 03:15:00,,-3.051721496573467e-07
2023-03-23 03:30:00,,-3.2062254746644553e-07
2023-03-23 03:45:00,,-3.3589349706230997e-07
2023-03-23 04:00:00,,-3.504037770838281e-07
2023-03-23 04:15:00,,-3.652225299333368e-07
2023-03-23 04:30:00,,-3.806619147681709e-07
2023-03-23 04:45:00,,-3.965467752236279e-07
2023-03-23 05:00:00,,-4.1214966367080683e-07
2023-03-23 05:15:00,,-4.281214114196179e-07
2023-03-23 05:30:00,,-4.4381884084250766e-07
2023-03-23 05:45:00,,-4.6004770270253815e-07
2023-03-23 06:00:00,,-4.768288477194114e-07
2023-03-23 06:15:00,,-4.942106378228681e-07
2023-03-23 06:30:00,,-5.120412327931254e-07
2023-03-23 06:45:00,,-5.305732304259726e-07
2023-03-23 07:00:00,,-5.49844905146175e-07
2023-03-23 07:15:00,,-5.698272846049454e-07
2023-03-23 07:30:00,,-5.909209119276192e-07
2023-03-23 07:45:00,,-6.130117160662661e-07
2023-03-23 08:00:00,,-6.364748190087324e-07
2023-03-23 08:15:00,,-6.613438733014479e-07
2023-03-23 08:30:00,,-6.87987956102298e-07
2023-03-23 08:45:00,,-7.165732836103812e-07
2023-03-23 09:00:00,,-7.471424042731004e-07
2023-03-23 09:15:00,,-7.800380644724941e-07
2023-03-23 09:30:00,,-8.151388120634461e-07
2023-03-23 09:45:00,,-8.523672758689157e-07
2023-03-23 10:00:00,,-8.913475810158214e-07
2023-03-23 10:15:00,,-9.318891448890175e-07
2023-03-23 10:30:00,,-9.752542121858809e-07
2023-03-23 10:45:00,,-1.0216672818581463e-06
2023-03-23 11:00:00,,-1.070961563874716e-06
2023-03-23 11:15:00,,-1.1224140592952792e-06
2023-03-23 11:30:00,,-1.1766845794887316e-06
2023-03-23 11:45:00,,-1.233675795526629e-06
2023-03-23 12:00:00,,-1.2909229599354862e-06
2023-03-23 12:15:00,,-1.3493432247097656e-06
2023-03-23 12:30:00,,-1.408128126695801e-06
2023-03-23 12:45:00,,-1.4667161804193481e-06
2023-03-23 13:00:00,,-1.5249208322861434e-06
2023-03-23 13:15:00,,-1.5806987909793336e-06
2023-03-23 13:30:00,,-1.6348698793216336e-06
2023-03-23 13:45:00,,-1.6876217393407513e-06
2023-03-23 14:00:00,,-1.7387633234179593e-06
2023-03-23 14:15:00,,-1.7881567065987642e-06
2023-03-23 14:30:00,,-1.8358387502022886e-06
2023-03-23 14:45:00,,-1.8811299439725162e-06
2023-03-23 15:00:00,,-1.923258467115623e-06
2023-03-23 15:15:00,,-1.9608137375022385e-06
2023-03-23 15:30:00,,-1.9948500463418816e-06
2023-03-23 15:45:00,,-2.0238854193196943e-06
2023-03-23 16:00:00,,-2.048996158204678e-06
2023-03-23 16:15:00,,-2.0697252819359727e-06
2023-03-23 16:30:00,,-2.086429260161095e-06
2023-03-23 16:45:00,,-2.099865359906836e-06
2023-03-23 17:00:00,,-2.1101281967815583e-06
2023-03-23 17:15:00,,-2.1176113820178413e-06
2023-03-23 17:30:00,,-2.1228438576095224e-06
2023-03-23 17:45:00,,-2.1260671730198156e-06
2023-03-23 18:00:00,,-2.127585384090026e-06
2023-03-23 18:15:00,,-2.1280926450423473e-06
2023-03-23 18:30:00,,-2.127524284729016e-06
2023-03-23 18:45:00,,-2.1263670081627403e-06
2023-03-23 19:00:00,,-2.1247146233348206e-06
2023-03-23 19:15:00,,-2.1223844129746406e-06
2023-03-23 19:30:00,,-2.1191036809370386e-06
2023-03-23 19:45:00,,-2.1150107143811112e-06
2023-03-23 20:00:00,,-2.1102747681141977e-06
2023-03-23 20:15:00,,-2.1051014780546705e-06
2023-03-23 20:30:00,,-2.0994271362284155e-06
2023-03-23 20:45:00,,-2.093487565250176e-06
2023-03-23 21:00:00,,-2.0870216900741423e-06
2023-03-23 21:15:00,,-2.0803515327269673e-06
2023-03-23 21:30:00,,-2.072942524295991e-06
2023-03-23 21:45:00,,-2.0653148250602167e-06
2023-03-23 22:00:00,,-2.0572703161431016e-06
2023-03-23 22:15:00,,-2.0492868042604016e-06
2023-03-23 22:30:00,,-2.0417744230201943e-06
2023-03-23 22:45:00,,-2.034047772986723e-06
2023-03-23 23:00:00,,-2.0269747688063103e-06
2023-03-23 23:15:00,,-2.0197366218471885e-06
2023-03-23 23:30:00,,-2.012364823524885e-06
2023-03-23 23:45:00,,-2.0053292321874224e-06
2023-03-24 00:00:00,,-1.9981606626352345e-06
2023-03-24 00:15:00,,-1.991979156127246e-06
2023-03-24 00:30:00,,-1.9866042672195434e-06
2023-03-24 00:45:00,,-1.981129247567367e-06
2023-03-24 01:00:00,,-1.976087846798413e-06
2023-03-24 01:15:00,,-1.9716776647486822e-06
2023-03-24 01:30:00,,-1.967097781331149e-06
2023-03-24 01:45:00,,-1.963333148291095e-06
2023-03-24 02:00:00,,-1.9603517144566214e-06
2023-03-24 02:15:00,,-1.957252427099938e-06
2023-03-24 02:30:00,,-1.954934105774171e-06
2023-03-24 02:45:00,,-1.952995723355866e-06
2023-03-24 03:00:00,,-1.9511922380112592e-06
2023-03-24 03:15:00,,-1.9497297279020428e-06
2023-03-24 03:30:00,,-1.948108605622187e-06
2023-03-24 03:45:00,,-1.9472892729639866e-06
2023-03-24 04:00:00,,-1.946447467587116e-06
2023-03-24 04:15:00,,-1.945896567742977e-06
2023-03-24 04:30:00,,-1.9457818883200595e-06
2023-03-24 04:45:00,,-1.9456690188256372e-06
2023-03-24 05:00:00,,-1.9454073298367684e-06
2023-03-24 05:15:00,,-1.945478154949214e-06
2023-03-24 05:30:00,,-1.9457351606856727e-06
2023-03-24 05:45:00,,-1.9458993099661853e-06
2023-03-24 06:00:00,,-1.9463073684640393e-06
