Time,30L,30I,45L,45I,60L,60I
2023-03-21 13:00:00,5.189920756592194e-07,3.535735254594915e-07,5.305928944563298e-06,1.1019748073099118e-06,2.7369081174688985e-06,1.877343458433381e-06
2023-03-21 13:15:00,,3.5890149037397084e-07,,1.1165035901050642e-06,,1.8981139338273281e-06
2023-03-21 13:30:00,,3.652612879582183e-07,,1.1295981304321864e-06,,1.9210654943850274e-06
2023-03-21 13:45:00,,3.728210795106121e-07,,1.1406853707239576e-06,,1.9457472536611004e-06
2023-03-21 14:00:00,,3.817404248828285e-07,,1.1495628419383939e-06,,1.9718547298599944e-06
2023-03-21 14:15:00,,3.921527915115187e-07,,1.1562359350416076e-06,,1.999051110230627e-06
2023-03-21 14:30:00,,4.042855559826523e-07,,1.1609030659871667e-06,,2.0271238731701093e-06
2023-03-21 14:45:00,,4.1822814036152704e-07,,1.163780421204062e-06,,2.055752917114475e-06
2023-03-21 15:00:00,,4.3372569847167736e-07,,1.1651147361005368e-06,,2.084489540417849e-06
2023-03-21 15:15:00,,4.50236745571267e-07,,1.165240779770918e-06,,2.112831024682911e-06
2023-03-21 15:30:00,,4.6720285650271806e-07,,1.164553925830142e-06,,2.140275394269897e-06
2023-03-21 15:45:00,,4.843034962767849e-07,,1.163371492353493e-06,,2.166401702868495e-06
2023-03-21 16:00:00,,5.014804258687399e-07,,1.161818440379082e-06,,2.190909264259255e-06
2023-03-21 16:15:00,,5.187778130030023e-07,,1.1598800636091593e-06,,2.2135705954931697e-06
2023-03-21 16:30:00,,5.36263173671967e-07,,1.157491941115054e-06,,2.234210102047263e-06
2023-03-21 16:45:00,,5.539790654804413e-07,,1.1546547238708014e-06,,2.2526437386705815e-06
2023-03-21 17:00:00,,5.720182023108239e-07,,1.1513694590959936e-06,,2.268784563518866e-06
2023-03-21 17:15:00,,5.904443184436303e-07,,1.147768336397696e-06,,2.282543177395085e-06
2023-03-21 17:30:00,,6.092784930888677e-07,,1.1441342652409481e-06,,2.2937651262627957e-06
2023-03-21 17:45:00,,6.285300940393176e-07,,1.1408117681099784e-06,,2.302262180811663e-06
2023-03-21 18:00:00,,6.481917481450155e-07,,1.1381870618079728e-06,,2.307788568517563e-06
2023-03-21 18:15:00,,6.682335052675886e-07,,1.136671671359239e-06,,2.3100156845754907e-06
2023-03-21 18:30:00,,6.886078980473316e-07,,1.1366591068171189e-06,,2.3085795198147997e-06
2023-03-21 18:45:00,,7.092733468387265e-07,,1.1384721503781176e-06,,2.303282076299279e-06
2023-03-21 19:00:00,,7.301867684355315e-07,,1.1423885828403047e-06,,2.2943418289887923e-06
2023-03-21 19:15:00,,7.513201869888527e-07,,1.1486233300401145e-06,,2.283023978006715e-06
2023-03-21 19:30:00,,7.72674665429861e-07,,1.1573330324057545e-06,,2.2725774109316677e-06
2023-03-21 19:45:00,,7.942930615495139e-07,,1.1686079624325285e-06,,2.2691085678371437e-06
2023-03-21 20:00:00,,8.162767095267705e-07,,1.182477887007764e-06,,2.281087028798448e-06
2023-03-21 20:15:00,,8.388010862472307e-07,,1.1989185740713658e-06,,2.315220202473318e-06
2023-03-21 20:30:00,,8.621328131953351e-07,,1.2178703463403586e-06,,2.3694626319848024e-06
2023-03-21 20:45:00,,8.866416120745824e-07,,1.2392050861080583e-06,,2.4322881072453233e-06
2023-03-21 21:00:00,,9.128086210122509e-07,,1.262678873117408e-06,,2.492529243834564e-06
2023-03-21 21:15:00,,9.412283662815335e-07,,1.2879940521025408e-06,,2.5462592855276512e-06
2023-03-21 21:30:00,,9.72595793127232e-07,,1.3148123512044425e-06,,2.5944709127504198e-06
2023-03-21 21:45:00,,1.0076885880569575e-06,,1.3427255946477574e-06,,2.639301801651921e-06
2023-03-21 22:00:00,,1.0473162431477978e-06,,1.3713244315992624e-06,,2.6827120529766856e-06
2023-03-21 22:15:00,,1.0922914155599167e-06,,1.4001600462669556e-06,,2.726088157866422e-06
2023-03-21 22:30:00,,1.1433446242967934e-06,,1.4288214000085933e-06,,2.7705507938493978e-06
2023-03-21 22:45:00,,1.2011472160079706e-06,,1.4568541142447186e-06,,2.816962194740222e-06
2023-03-21 23:00:00,,1.2661051297063574e-06,,1.4839421241459207e-06,,2.866120738075569e-06
2023-03-21 23:15:00,,1.3384913996327628e-06,,1.5097557780609974e-06,,2.9185981110409845e-06
2023-03-21 23:30:00,,1.4184341248923005e-06,,1.53398395340946e-06,,2.9746739247966797e-06
2023-03-21 23:45:00,,1.5056668264305612e-06,,1.556465514716232e-06,,3.0339356525407658e-06
2023-03-22 00:00:00,,1.5998260127303008e-06,,1.5770368425614568e-06,,3.0954515279009723e-06
2023-03-22 00:15:00,,1.7003405750177023e-06,,1.5955923763533649e-06,,3.157707577725171e-06
