Time,T1-T2,T2-T3,T3-T4
2023-03-21 13:00:00,3.3071091284577176e-05,0.0001376214832907071,8.143819003620604e-07
2023-03-21 13:15:00,3.2911542854323976e-05,0.0001413285885004558,8.179616192139949e-07
2023-03-21 13:30:00,3.2775552554540084e-05,0.00014494524411785568,8.215173466063979e-07
2023-03-21 13:45:00,3.2665410900641874e-05,0.00014848943287091744,8.250280119889142e-07
2023-03-21 14:00:00,3.2581535802463404e-05,0.00015217186143863607,8.284315639770238e-07
2023-03-21 14:15:00,3.253470678227805e-05,0.0001556880979115407,8.318895258862984e-07
2023-03-21 14:30:00,3.25169645870587e-05,0.00015933239192335272,8.35382529993533e-07
2023-03-21 14:45:00,3.253121906136587e-05,0.00016301188113398328,8.389913216958984e-07
2023-03-21 15:00:00,3.258938010152268e-05,0.00016671459103115166,8.428192344917006e-07
2023-03-21 15:15:00,3.269417484092967e-05,0.0001704671998520627,8.468283623918953e-07
2023-03-21 15:30:00,3.2841019740115595e-05,0.0001743672555618658,8.51120462621177e-07
2023-03-21 15:45:00,3.302420084116976e-05,0.00017824626885975308,8.558554282427651e-07
2023-03-21 16:00:00,3.323195829796134e-05,0.00018226658807723181,8.610263744005327e-07
2023-03-21 16:15:00,3.345884671110645e-05,0.00018628722355924546,8.667284819344244e-07
2023-03-21 16:30:00,3.369892047245795e-05,0.00019034952248315852,8.729215204707007e-07
2023-03-21 16:45:00,3.396136022786459e-05,0.0001944619405398406,8.798079483502509e-07
2023-03-21 17:00:00,3.422983418946183e-05,0.0001989012851521385,8.87198203874768e-07
2023-03-21 17:15:00,3.450142616269443e-05,0.0002033256590084516,8.950478385089068e-07
2023-03-21 17:30:00,3.476024155742756e-05,0.0002082855661863243,9.032785934561917e-07
2023-03-21 17:45:00,3.501136546144002e-05,0.00021319860147381948,9.119519061130049e-07
2023-03-21 18:00:00,3.524242522210802e-05,0.0002181511107613881,9.21025655677337e-07
2023-03-21 18:15:00,3.5463587232336985e-05,0.0002230132710567271,9.304168865826447e-07
2023-03-21 18:30:00,3.56626809481894e-05,0.00022788553794376472,9.401134564881851e-07
2023-03-21 18:45:00,3.583628817870957e-05,0.00023271123048133346,9.500672503076224e-07
2023-03-21 19:00:00,3.598391667934139e-05,0.00023734929565034276,9.60213155202366e-07
2023-03-21 19:15:00,3.609737836297611e-05,0.00024186425818906575,9.705288888204605e-07
2023-03-21 19:30:00,3.618079517155178e-05,0.00024627031071339613,9.80907820657011e-07
2023-03-21 19:45:00,3.6237971651067364e-05,0.0002504470277368208,9.912574029242355e-07
2023-03-21 20:00:00,3.6263244100151884e-05,0.000254397533520597,1.001554701464995e-06
2023-03-21 20:15:00,3.625686017900887e-05,0.00025805467994459707,1.011746537255724e-06
2023-03-21 20:30:00,3.6221265320743075e-05,0.00026141682542975,1.0217390282558952e-06
2023-03-21 20:45:00,3.6157568645405475e-05,0.00026446746707640457,1.0314693749604675e-06
2023-03-21 21:00:00,3.606715042543514e-05,0.00026722391769500747,1.0408717003839976e-06
2023-03-21 21:15:00,3.595312169548281e-05,0.00026978659273186207,1.0498643408629971e-06
2023-03-21 21:30:00,3.581395790899053e-05,0.0002719970755543528,1.0582427151894774e-06
2023-03-21 21:45:00,3.565288437379887e-05,0.00027390248329118655,1.0659964556239334e-06
2023-03-21 22:00:00,3.54741051828849e-05,0.00027550945868697497,1.07323744157969e-06
2023-03-21 22:15:00,3.5280212190125226e-05,0.0002767971911557996,1.0799293085408596e-06
