Time,30L,30I,45L,45I,60L,60I
2023-03-21 13:00:00,1.539836779718829e-06,3.3902856116718165e-07,4.8439296688185285e-06,1.0331577073691487e-06,1.4885816030453496e-06,7.998153318818183e-07
2023-03-21 13:15:00,,3.413073302710734e-07,,1.0433465525973168e-06,,8.131206578243834e-07
2023-03-21 13:30:00,,3.437917081478123e-07,,1.0539006866232802e-06,,8.28924885451106e-07
2023-03-21 13:45:00,,3.4647601687190524e-07,,1.0646633746739001e-06,,8.467951574270487e-07
2023-03-21 14:00:00,,3.493304851428332e-07,,1.0754736667911488e-06,,8.662280014197465e-07
2023-03-21 14:15:00,,3.5228852563924564e-07,,1.086160756707568e-06,,8.866449699136937e-07
2023-03-21 14:30:00,,3.5528497461203814e-07,,1.0965867873276728e-06,,9.07631551975103e-07
2023-03-21 14:45:00,,3.582525722271815e-07,,1.1066332246372487e-06,,9.288629303160997e-07
2023-03-21 15:00:00,,3.610746047524139e-07,,1.1161672615103352e-06,,9.498587577441012e-07
2023-03-21 15:15:00,,3.636290531262939e-07,,1.1250598930182755e-06,,9.701850761770861e-07
2023-03-21 15:30:00,,3.6581524065573587e-07,,1.1331937717601303e-06,,9.89515379373246e-07
2023-03-21 15:45:00,,3.675788141681634e-07,,1.1404674667549912e-06,,1.0076683882968865e-06
2023-03-21 16:00:00,,3.6895350649839894e-07,,1.1467870962741771e-06,,1.0246894444631563e-06
2023-03-21 16:15:00,,3.699953897033286e-07,,1.152095126219671e-06,,1.0406281102884032e-06
2023-03-21 16:30:00,,3.7076040089613914e-07,,1.1563790006223677e-06,,1.0555040563555747e-06
2023-03-21 16:45:00,,3.713005600907578e-07,,1.159665612435511e-06,,1.0693296442258152e-06
2023-03-21 17:00:00,,3.7167076472472347e-07,,1.1619936355111843e-06,,1.0821256886349482e-06
2023-03-21 17:15:00,,3.7192011687793457e-07,,1.163421167457574e-06,,1.0939068324192642e-06
2023-03-21 17:30:00,,3.720912325381524e-07,,1.1640227239950532e-06,,1.1046752001657519e-06
2023-03-21 17:45:00,,3.7221852312701547e-07,,1.1639242274843617e-06,,1.1144891925554434e-06
2023-03-21 18:00:00,,3.723340458796956e-07,,1.163255967078092e-06,,1.1234267523061624e-06
2023-03-21 18:15:00,,3.724667758680295e-07,,1.1621339149327078e-06,,1.1315275836912273e-06
2023-03-21 18:30:00,,3.726417967569182e-07,,1.1606886178168085e-06,,1.13886814484672e-06
2023-03-21 18:45:00,,3.728796602789037e-07,,1.1590451792174665e-06,,1.1455218242037615e-06
2023-03-21 19:00:00,,3.731959943449359e-07,,1.157322759140265e-06,,1.1515528559573339e-06
2023-03-21 19:15:00,,3.7360302784512784e-07,,1.1556301579059162e-06,,1.1569739224060798e-06
2023-03-21 19:30:00,,3.7410777003688475e-07,,1.1540792089944942e-06,,1.1618264350383773e-06
2023-03-21 19:45:00,,3.747064861207687e-07,,1.1527766714197901e-06,,1.1661973750090119e-06
