Time,T2,T3
2023-03-21 13:00:00,,4.22999504276115e-05
2023-03-21 13:15:00,,4.273024085008161e-05
2023-03-21 13:30:00,,4.312895132609008e-05
2023-03-21 13:45:00,,4.350587116343431e-05
2023-03-21 14:00:00,,4.3911571946188415e-05
2023-03-21 14:15:00,,4.4276222517487794e-05
2023-03-21 14:30:00,,4.466487264196589e-05
2023-03-21 14:45:00,,4.50561538164734e-05
2023-03-21 15:00:00,,4.544701001601314e-05
2023-03-21 15:15:00,,4.5842089551629796e-05
2023-03-21 15:30:00,,4.625645758771768e-05
2023-03-21 15:45:00,,4.6660689240001685e-05
2023-03-21 16:00:00,,4.708003762876485e-05
2023-03-21 16:15:00,,4.749209370510954e-05
2023-03-21 16:30:00,,4.7903210523851036e-05
2023-03-21 16:45:00,,4.831423655457434e-05
2023-03-21 17:00:00,,4.875692255742165e-05
2023-03-21 17:15:00,,4.918655251233756e-05
2023-03-21 17:30:00,,4.966307070342779e-05
2023-03-21 17:45:00,,5.0118255428340294e-05
2023-03-21 18:00:00,,5.056108898715633e-05
2023-03-21 18:15:00,,5.097983494955049e-05
2023-03-21 18:30:00,,5.1383213630842345e-05
2023-03-21 18:45:00,,5.176563695908588e-05
2023-03-21 19:00:00,,5.211728384392655e-05
2023-03-21 19:15:00,,5.24433084449324e-05
2023-03-21 19:30:00,,5.2744259284876334e-05
2023-03-21 19:45:00,,5.301462591945151e-05
2023-03-21 20:00:00,,5.325359657331353e-05
2023-03-21 20:15:00,,5.345881464801793e-05
2023-03-21 20:30:00,,5.3633800316279746e-05
2023-03-21 20:45:00,,5.378033269810538e-05
2023-03-21 21:00:00,,5.3900911322235403e-05
2023-03-21 21:15:00,,5.398729998597591e-05
2023-03-21 21:30:00,,5.4051940105168105e-05
2023-03-21 21:45:00,,5.409324435106307e-05
2023-03-21 22:00:00,,5.410367835664882e-05
2023-03-21 22:15:00,,5.408190363470287e-05
2023-03-21 22:30:00,,5.40523094056919e-05
2023-03-21 22:45:00,,5.398989756750557e-05
2023-03-21 23:00:00,,5.39066214067344e-05
2023-03-21 23:15:00,,5.3811200597994335e-05
2023-03-21 23:30:00,,5.368456031436547e-05
2023-03-21 23:45:00,,5.3559865388209944e-05
2023-03-22 00:00:00,,5.344409722941905e-05
2023-03-22 00:15:00,,5.3298548216931666e-05
2023-03-22 00:30:00,,5.312803113674506e-05
2023-03-22 00:45:00,,5.295476989866371e-05
2023-03-22 01:00:00,,5.2817021853625056e-05
2023-03-22 01:15:00,,5.263750439657453e-05
2023-03-22 01:30:00,,5.245394281489173e-05
2023-03-22 01:45:00,,5.229334305186343e-05
2023-03-22 02:00:00,,5.21127587229789e-05
2023-03-22 02:15:00,,5.191357504254201e-05
2023-03-22 02:30:00,,5.1743999021773255e-05
2023-03-22 02:45:00,,5.1540434936916646e-05
2023-03-22 03:00:00,,5.138229788639082e-05
2023-03-22 03:15:00,,5.1210293210747e-05
2023-03-22 03:30:00,,5.104336062763844e-05
2023-03-22 03:45:00,,5.088237735624841e-05
2023-03-22 04:00:00,,5.074506641519933e-05
2023-03-22 04:15:00,,5.0616069689712474e-05
2023-03-22 04:30:00,,5.047791701761868e-05
2023-03-22 04:45:00,,5.034908569464806e-05
2023-03-22 05:00:00,,5.022905697184565e-05
2023-03-22 05:15:00,,5.009151570416774e-05
2023-03-22 05:30:00,,4.9978867869954885e-05
2023-03-22 05:45:00,,4.98746450382998e-05
2023-03-22 06:00:00,,4.977073929946226e-05
2023-03-22 06:15:00,,4.966483980388529e-05
2023-03-22 06:30:00,,4.957694849840109e-05
2023-03-22 06:45:00,,4.949447125604025e-05
2023-03-22 07:00:00,,4.940782207445134e-05
2023-03-22 07:15:00,,4.9339467475971856e-05
2023-03-22 07:30:00,,4.927375732776008e-05
2023-03-22 07:45:00,,4.920016390722343e-05
2023-03-22 08:00:00,,4.912411328692161e-05
2023-03-22 08:15:00,,4.904499303876311e-05
2023-03-22 08:30:00,,4.8962211575181e-05
2023-03-22 08:45:00,,4.8875144922289334e-05
2023-03-22 09:00:00,,4.87835082572105e-05
2023-03-22 09:15:00,,4.868335451494677e-05
2023-03-22 09:30:00,,4.8578973547962855e-05
2023-03-22 09:45:00,,4.846865277493318e-05
2023-03-22 10:00:00,,4.83445928954944e-05
2023-03-22 10:15:00,,4.820782097013635e-05
2023-03-22 10:30:00,,4.805589054663537e-05
2023-03-22 10:45:00,,4.7886004067273043e-05
2023-03-22 11:00:00,,4.7690075191923155e-05
2023-03-22 11:15:00,,4.748458642978642e-05
2023-03-22 11:30:00,,4.726427024951604e-05
2023-03-22 11:45:00,,4.703397889703126e-05
2023-03-22 12:00:00,,4.678496891576271e-05
2023-03-22 12:15:00,,4.6532628010579074e-05
2023-03-22 12:30:00,,4.62798678338955e-05
2023-03-22 12:45:00,,4.6017571889380656e-05
2023-03-22 13:00:00,,4.575522695877895e-05
