Size (um),Vol Conc
0.37,0.1
0.44,0.1
0.52,0.1
0.61,0.1
0.72,0.1
0.85,0.11
1.01,0.14
1.19,0.2
1.4,0.28
1.65,0.33
1.95,0.39
2.3,0.43
2.72,0.46
3.2,0.49
3.78,0.53
4.46,0.57
5.27,0.62
6.21,0.69
7.33,0.77
8.65,0.87
10.21,1.01
12.05,1.18
14.22,1.43
16.78,1.79
19.81,2.28
23.37,2.9
27.58,3.71
32.55,4.67
38.41,5.84
45.32,7.15
53.48,8.39
63.11,9.54
74.48,9.93
87.89,9.77
103.72,8.82
122.39,7.86
144.43,6.84
170.44,5.95
201.13,4.97
237.35,4.5
280.09,3.4
330.52,2.75
390.04,2.22
460.27,2.09
TOTAL,126.37
