Size (um),Vol Conc
0.37,0.09
0.44,0.09
0.52,0.09
0.61,0.09
0.72,0.09
0.85,0.1
1.01,0.13
1.19,0.18
1.4,0.25
1.65,0.31
1.95,0.35
2.3,0.4
2.72,0.43
3.2,0.46
3.78,0.49
4.46,0.54
5.27,0.59
6.21,0.66
7.33,0.74
8.65,0.83
10.21,0.95
12.05,1.1
14.22,1.32
16.78,1.63
19.81,2.03
23.37,2.55
27.58,3.22
32.55,4
38.41,4.98
45.32,6.13
53.48,7.27
63.11,8.38
74.48,9.01
87.89,9.34
103.72,3.04
122.39,8.73
144.43,8.26
170.44,7.98
201.13,7.5
237.35,7.26
280.09,6.89
330.52,6.49
390.04,5.75
460.27,5.21
TOTAL,135.93
