Size (um),Vol Conc
0.37,0.1
0.44,0.1
0.52,0.1
0.61,0.1
0.72,0.1
0.85,0.12
1.01,0.15
1.19,0.21
1.4,0.29
1.65,0.35
1.95,0.4
2.3,0.44
2.72,0.47
3.2,0.51
3.78,0.54
4.46,0.59
5.27,0.64
6.21,0.7
7.33,0.78
8.65,0.87
10.21,0.99
12.05,1.15
14.22,1.38
16.78,1.72
19.81,2.18
23.37,2.8
27.58,3.61
32.55,4.61
38.41,5.88
45.32,7.29
53.48,8.61
63.11,9.78
74.48,10.14
87.89,9.88
103.72,8.81
122.39,7.6
144.43,6.22
170.44,5.01
201.13,3.84
237.35,2.99
280.09,2.27
330.52,1.76
390.04,1.41
460.27,1.38
TOTAL,118.87
