sum_sq,df,F,PR(>F)
0.020175555874841763,1.0,3.420217723139594,0.11388746284342978
0.03539345885206673,6.0,,
0.02185365651244966,1.0,3.3994248388078225,0.11477962108927169
0.038571801199370655,6.0,,
0.024338096463576098,1.0,3.4041086011403454,0.11457781484308102
0.04289774384182054,6.0,,
0.0271849269765943,1.0,3.331818077189651,0.11774809979316815
0.04895512242287453,6.0,,
0.03154102551788928,1.0,3.2973960486916516,0.1193004058859535
0.05739260626045367,6.0,,
0.0342602587754612,1.0,3.2103043644168086,0.1233566607386931
0.06403179553042472,6.0,,
0.034189128570473175,1.0,3.189710268218039,0.12434370488466151
0.06431141206359142,6.0,,
0.032244142281447265,1.0,3.2105373180207417,0.12334555786707228
0.06025933808735555,6.0,,
0.031482704101015814,1.0,3.207240491849465,0.12350281794696734
0.058896807110703234,6.0,,
0.03186934752469109,1.0,3.260183292776536,0.12101061667429211
0.05865194315050222,6.0,,
0.03197337255767412,1.0,3.454362369679192,0.11244308324709285
0.05553564299736771,6.0,,
0.031547686157337364,1.0,3.499390043743728,0.11057672801692411
0.054091174341206485,6.0,,
0.030504729871014723,1.0,3.5102587253103734,0.11013264399292867
0.052140994025990255,6.0,,
0.02833906927323546,1.0,3.371309206969069,0.11600140851879023
0.050435722504456944,6.0,,
0.02458332142346258,1.0,3.121728030420776,0.127680886452355
0.047249448735895816,6.0,,
0.01995263611168192,1.0,2.730611525261567,0.14952905287481105
0.04384212677730637,6.0,,
0.015486411143317405,1.0,2.258695297644864,0.18355494750532628
0.04113811498026771,6.0,,
0.012684803977219513,1.0,1.9325356388184685,0.21385999299731454
0.03938288243411086,6.0,,
0.010800606364013891,1.0,1.6949721378451188,0.2406921576790389
0.03823286338291709,6.0,,
0.009180822257981286,1.0,1.4583156206144086,0.2726361761580667
0.037772984646958434,6.0,,
0.009446488892365669,1.0,1.4841416907297267,0.26885364426777364
0.038189705004733045,6.0,,
0.010566702358148225,1.0,1.7238388986532118,0.237177854016455
0.03677850302509254,6.0,,
0.011236895134723467,1.0,2.0958002054990197,0.19786158583519733
0.0321697510246629,6.0,,
0.011445998373899743,1.0,2.5013824306347257,0.16483148746996953
0.027455214125723243,6.0,,
0.009359764064691727,1.0,2.433363026252356,0.16979584250965016
0.02307858867841873,6.0,,
0.005445858687518383,1.0,1.339961035990857,0.29103548956718317
0.024385150946533384,6.0,,
0.0014044894236515065,1.0,0.2937717766932742,0.6073396070389785
0.028685317006158718,6.0,,
2.030649150562859e-05,1.0,0.0034298263427500275,0.9552005993385687
0.03552335799487776,6.0,,
0.00027180618527587573,1.0,0.036593531770454935,0.8546041526928041
0.044566267117511944,6.0,,
0.0017277584897497193,1.0,0.18934657673880978,0.6786771456394686
0.05474908032162758,6.0,,
0.0032287608172610906,1.0,0.301991857608922,0.6024742865665083
0.06414929547091935,6.0,,
0.003583558258458012,1.0,0.3258538764991842,0.5888355539840243
0.06598463637059694,6.0,,
0.005453112573017258,1.0,0.44657972949154773,0.5288186158319911
0.07326502587870551,6.0,,
0.006962571769972761,1.0,0.4554433716087335,0.5248989095057448
0.09172475267841945,6.0,,
0.011065384846915445,1.0,0.6420371643299638,0.45352772000004676
0.10340882548564041,6.0,,
0.014148208418229414,1.0,0.7424835183657044,0.4219625438765182
0.1143314947868849,6.0,,
0.019318453250213922,1.0,0.894566549134898,0.3807577083137434
0.12957193583124305,6.0,,
0.023491334765498664,1.0,0.732336401792013,0.4249768842936012
0.192463474774837,6.0,,
0.026550523631790376,1.0,0.5986262205667886,0.4684811550777504
0.26611454078959584,6.0,,
0.06196446821311058,1.0,1.2377482037963563,0.3084829770334863
0.3003735397380004,6.0,,
0.20706436263272174,1.0,2.912723305350069,0.13875584096397692
0.4265376575640825,6.0,,
0.47777634324362744,1.0,3.1001581207769378,0.1287657096025382
0.9246812413372466,6.0,,
0.6021070863797281,1.0,2.954271276307735,0.13645058170394744
1.2228540240195782,6.0,,
0.32621578083799685,1.0,2.0542251632491726,0.2017678862500663
0.9528140926538567,6.0,,
