sum_sq,df,F,PR(>F)
0.0013068674521766333,1.0,0.12329667579549851,0.7315738967684817
0.1271924755873439,12.0,,
0.0012045284068254352,1.0,0.11098199145312913,0.7447772923375405
0.13024041732040556,12.0,,
0.0009491059781207798,1.0,0.08250767576049747,0.7788272781469364
0.13803893555928096,12.0,,
0.000891107364822622,1.0,0.06927445169966578,0.7968609346967157
0.15436121276327697,12.0,,
0.0004931154054098949,1.0,0.03314088717908922,0.8585853701444053
0.17855239761512504,12.0,,
0.0002480932779634909,1.0,0.015135404075642726,0.9041229708497828
0.19669903232731942,12.0,,
0.0001592130060284678,1.0,0.009949461992371561,0.9221922209376535
0.19202606872677866,12.0,,
0.0002770294237969225,1.0,0.01821169176446691,0.8948880096977869
0.18253949872187397,12.0,,
0.00043136823407553246,1.0,0.02764984874446605,0.8707035213180292
0.18721327761123532,12.0,,
0.0006350917585834721,1.0,0.04026817311642611,0.8443180267022226
0.18925867535552243,12.0,,
0.0008946218260797192,1.0,0.057962958816103465,0.8138091744232065
0.1852124551994759,12.0,,
0.0008904048735988644,1.0,0.056972387888973776,0.8153743535033628
0.18754450847327536,12.0,,
0.0014760536902834846,1.0,0.09458835359455466,0.7636954735886453
0.18726030859280662,12.0,,
0.0019264560711897288,1.0,0.12660653334342356,0.7281534764019266
0.18259304827160847,12.0,,
0.0035027345732202724,1.0,0.24613765729333653,0.6287701258800178
0.17076954148690188,12.0,,
0.005712694690751926,1.0,0.447172842926874,0.5163385926828858
0.15330165365215045,12.0,,
0.008057553507127644,1.0,0.7131426045640816,0.41492158633212717
0.13558388107331665,12.0,,
0.009500064054823794,1.0,0.9498712159235432,0.34898999772913614
0.1200170788911048,12.0,,
0.010170338082085348,1.0,1.1153646326544178,0.31171760440091084
0.10942077004412067,12.0,,
0.011209745584948382,1.0,1.2629425185776582,0.28307408901887304
0.10651074379131305,12.0,,
0.010238719958018996,1.0,1.1837249907060248,0.29796830172359684
0.10379491897264598,12.0,,
0.008927786755562647,1.0,0.9989532283330498,0.33729227739409795
0.10724570282987625,12.0,,
0.007810702159016633,1.0,0.7599389171768163,0.40045308708399985
0.12333678903615308,12.0,,
0.004946532573614252,1.0,0.4151038827060686,0.5315129399320875
0.14299647234425453,12.0,,
0.0028890093055703747,1.0,0.20226751623080147,0.6609127723121604
0.1713973272272041,12.0,,
0.0012294662017325619,1.0,0.07611099833306581,0.7873320561852932
0.19384313363264824,12.0,,
0.0012294761608794005,1.0,0.07611165345857063,0.7873311657047986
0.19384303533208094,12.0,,
0.0006198866086648116,1.0,0.03321015830423799,0.8584394139505871
0.2239868667843262,12.0,,
0.0005167613557020987,1.0,0.025617685098949305,0.875500161781359
0.24206466136471952,12.0,,
0.00038975070838090283,1.0,0.020014317526140357,0.889844374948403
0.23368313680755154,12.0,,
0.00014026639418479302,1.0,0.0075949410273154746,0.9319904757361919
0.22162077679916664,12.0,,
2.2814309359598645e-06,1.0,0.00014798428037224233,0.9904939775673595
0.18500053629110702,12.0,,
0.00022702885538854658,1.0,0.018607904709266904,0.8937583289879952
0.14640800816793792,12.0,,
0.0026844833476601924,1.0,0.32610767394274953,0.578498171842597
0.09878271118997851,12.0,,
0.011334997489466208,1.0,1.3245265180601522,0.27219816463170965
0.10269327795173465,12.0,,
0.025879080070678257,1.0,1.6942568666924536,0.21747471681087846
0.1832950876300098,12.0,,
0.046405486387343035,1.0,2.1033111035759537,0.1726116196758601
0.2647567617084123,12.0,,
0.04640591435748582,1.0,2.1033397800066607,0.17260891551403432
0.26475559373867136,12.0,,
0.0752141707069907,1.0,2.0529178441873213,0.17744864944362784
0.439652298332077,12.0,,
0.14630245533911557,1.0,2.363185389835554,0.15016775728325402
0.7429080560588414,12.0,,
0.2341560826828677,1.0,2.408921308387106,0.14660842675753522
1.1664444921514534,12.0,,
0.25077848441733946,1.0,2.2660751826045216,0.15809463039881716
1.3279973392362365,12.0,,
0.25077961805594345,1.0,2.2660939437340373,0.15809304845697106
1.327992347798498,12.0,,
0.1228817914190179,1.0,1.5620349911249556,0.23519349101329556
0.9440131017591622,12.0,,
0.01488526654684321,1.0,0.2418096661324991,0.6317739551725109
0.7386933757405807,12.0,,
0.016951517466519815,1.0,0.27190741460596357,0.6115438146209835
0.7481157139205734,12.0,,
0.01786939563987949,1.0,0.2841365945224349,0.603734621852534
0.7546819093787044,12.0,,
0.01895775325330026,1.0,0.29685771760698565,0.5958399126043563
0.766336953856071,12.0,,
0.07019895133255878,1.0,1.0021300297569617,0.3365549266596344
0.840596919538478,12.0,,
0.3673335014263359,1.0,4.121647342791844,0.06510732949583958
1.0694757824987087,12.0,,
0.15346649338445584,1.0,2.9773733320654987,0.11006925936088133
0.6185310726001213,12.0,,
