sum_sq,df,F,PR(>F)
0.005335992705030684,1.0,0.7289030807225952,0.4099583679385658
0.08784694996334824,12.0,,
0.005170768418795451,1.0,0.6950075745453321,0.42075126782907757
0.0892784817001994,12.0,,
0.004596337248223624,1.0,0.5806237298186449,0.4607827011164548
0.09499447601962673,12.0,,
0.004477957012131855,1.0,0.491091938867048,0.4968046597628034
0.109420415797397,12.0,,
0.003510550728679195,1.0,0.3203756716250483,0.5818124319322753
0.1314912849982355,12.0,,
0.002786784527143864,1.0,0.22407243706666594,0.6444491997161821
0.14924376582639165,12.0,,
0.0024658668128009534,1.0,0.20224370590261173,0.6609313291970329
0.14631061877327534,12.0,,
0.0028821637357232706,1.0,0.2509743325890878,0.6254524042493892
0.13780678076473157,12.0,,
0.0033421129906734044,1.0,0.28175181019729206,0.60524013493966
0.14234285082320408,12.0,,
0.003874018790010812,1.0,0.31943239664313533,0.5823616334710057
0.14553384681286924,12.0,,
0.00448248369798479,1.0,0.3750743935580374,0.5516802354623094
0.1434110280511439,12.0,,
0.004473037060283438,1.0,0.36504310664534156,0.556969176770377
0.14704138702049432,12.0,,
0.0056943094106535405,1.0,0.4629418704675363,0.5091672874374781
0.1476032246960782,12.0,,
0.00655006859671194,1.0,0.5447010570215546,0.47467737963139467
0.14430084566080242,12.0,,
0.00925928460646445,1.0,0.825728663242965,0.38139843512872845
0.13456165472226028,12.0,,
0.01268413168425514,1.0,1.2725928833200675,0.28133071545159855
0.11960587097891207,12.0,,
0.016079539667107103,1.0,1.8556141518634,0.1981539473560834
0.10398415845854654,12.0,,
0.01809278548265731,1.0,2.4172293643059484,0.14597331940644695
0.08981912473755954,12.0,,
0.019013360300357666,1.0,2.8462708177884157,0.11738523059223578
0.0801611435490791,12.0,,
0.020425227219755336,1.0,3.107690940773671,0.10334747054693215
0.07886972395525432,12.0,,
0.019106843559848284,1.0,2.908600744055896,0.11383428087499384
0.07882901191810092,12.0,,
0.017299664445885755,1.0,2.436882631749749,0.1444846636660493
0.08518915545865638,12.0,,
0.015729955409350228,1.0,1.8081650558033244,0.20359432617567805
0.10439282868916049,12.0,,
0.011528896189819518,1.0,1.0960298902812056,0.31576885652218445
0.1262253479623069,12.0,,
0.00824293287657629,1.0,0.6370010440406536,0.44030816635661274
0.15528262542785204,12.0,,
0.005199138296462394,1.0,0.35196986617193715,0.5640149738441755
0.1772585256689884,12.0,,
0.0038363925031772677,1.0,0.22037693770687924,0.6471678631321992
0.20889985366508765,12.0,,
0.0035728669072650327,1.0,0.18439844534637284,0.6752293031791745
0.23250956810750434,12.0,,
0.0032243293244087526,1.0,0.16557218178398983,0.6912413975649777
0.23368630814676133,12.0,,
0.002389692156962118,1.0,0.12492035857807367,0.7298895562733583
0.22955670484745752,12.0,,
0.0012624262802845658,1.0,0.07597814964388214,0.7875127167459545
0.19938779023206465,12.0,,
0.0004828345523012843,1.0,0.03379574089470896,0.8572118243916458
0.17144215437284643,12.0,,
0.00021817968958594028,1.0,0.0201071755128405,0.8895909767884894
0.13021004732163008,12.0,,
0.00481981964236414,1.0,0.4013617615564134,0.5382746546196
0.14410400104903934,12.0,,
0.015333524398137227,1.0,0.7953471674355855,0.3900206698926695
0.2313483976700639,12.0,,
0.0318190848296861,1.0,1.2183998031234187,0.29131785744096556
0.31338565303227944,12.0,,
0.05626906036313859,1.0,1.377695927369307,0.26326393129839376
0.4901144809558985,12.0,,
0.11933834793986368,1.0,1.8178902912257215,0.2024635615953765
0.7877594056090098,12.0,,
0.19967915829772298,1.0,1.9924023623440357,0.18348955311882503
1.2026435748417987,12.0,,
0.2150525361420623,1.0,1.9098464279906167,0.19216478997082712
1.3512240543968106,12.0,,
0.09828517094504156,1.0,1.2555543564842377,0.2844188951428718
0.9393635928619433,12.0,,
0.014626475085579843,1.0,0.15282570170626583,0.7027014490082021
1.148482873412921,12.0,,
0.0042265269202225375,1.0,0.03352977436438711,0.8577680075385572
1.5126353816606581,12.0,,
0.051760915182785694,1.0,0.4395677723712234,0.5198637547141618
1.4130494117955292,12.0,,
