sum_sq,df,F,PR(>F)
0.43286018115326785,1.0,1.160222222993428,0.3010023353469025
4.850090132280078,13.0,,
0.4639247225140704,1.0,1.2485954367119487,0.28404679612710443
4.830244621560533,13.0,,
0.49459052441545565,1.0,1.300683254169413,0.2746644503656508
4.943307140143639,13.0,,
0.46536951949662336,1.0,1.208275131240805,0.2916142905419867
5.006975313017842,13.0,,
0.4522381593930333,1.0,1.1430645577598668,0.30445637827777466
5.143275620084884,13.0,,
0.47253704629901255,1.0,1.2002985079671455,0.29314428325550745
5.117878228717508,13.0,,
0.49021161466371005,1.0,1.2465595486789633,0.2844223765182912
5.112271609793314,13.0,,
0.4768304106521684,1.0,1.2230757361649203,0.2888045076708682
5.068202364896183,13.0,,
0.5058297879735087,1.0,1.2972703125834066,0.27526612757103575
5.068941437933993,13.0,,
0.5104068707656637,1.0,1.3094542233708546,0.27312639255521665
5.0672174723853844,13.0,,
0.5298719967566989,1.0,1.3717496907869557,0.26253193430789973
5.02156917118409,13.0,,
0.5534269139868102,1.0,1.4421851668971133,0.25121052331344307
4.988645041543267,13.0,,
0.5688690853468518,1.0,1.4760080381910357,0.24600613209136063
5.010337286897566,13.0,,
0.5777720018627892,1.0,1.5031659457969078,0.24193088807330673
4.996810927774352,13.0,,
0.5882761318280026,1.0,1.5187451404639296,0.23963357075230457
5.035466129246631,13.0,,
0.5981372087640892,1.0,1.5351592810520838,0.23724433961448266
5.065131553387878,13.0,,
0.6118821638822746,1.0,1.5542678866305824,0.23450248402292076
5.117823123601719,13.0,,
0.6258737854333736,1.0,1.5752692154532877,0.231537150795638
5.165059490033008,13.0,,
0.6359109501501206,1.0,1.5756771264515606,0.23148004618572562
5.246533197171284,13.0,,
0.6437265792555483,1.0,1.5642496088095896,0.233086876000895
5.349814686347023,13.0,,
0.6447423142869138,1.0,1.547383689900808,0.23548542837648967
5.416659190887017,13.0,,
0.6334288182774294,1.0,1.5208238991893042,0.23932922878552915
5.41454841812792,13.0,,
0.6049213279381396,1.0,1.4651004476391887,0.24766864133523922
5.367534544042732,13.0,,
0.5690656407704359,1.0,1.419489214731462,0.25478565121894947
5.211630531067605,13.0,,
0.5109554082974154,1.0,1.334938701742817,0.2687234516701895
4.975824207654216,13.0,,
0.43631364654537447,1.0,1.2068481345850037,0.29188718919976675
4.699909825058737,13.0,,
0.355389190699301,1.0,1.0290365161369384,0.328893820732455
4.489694395330964,13.0,,
0.2767436913750602,1.0,0.8232020284849223,0.38075664237353163
4.370334211271538,13.0,,
0.2105557535017607,1.0,0.6277099001878327,0.44241507871508656
4.360652579645177,13.0,,
0.1567182818407746,1.0,0.45539022666727,0.5116100450460022
4.473828256790076,13.0,,
0.11491071104347496,1.0,0.3187448044705406,0.5819740700653269
4.6866308802948335,13.0,,
0.08302565638218819,1.0,0.21731859989165406,0.6488054651245567
4.9665952822563595,13.0,,
0.057892370736007344,1.0,0.14182372744491567,0.7125497774605425
5.30659314295914,13.0,,
0.038871532849232865,1.0,0.09100238534713768,0.7676782215392792
5.552930564538454,13.0,,
0.02165469870015048,1.0,0.04984043470921217,0.8268109017126483
5.648246945364696,13.0,,
0.008882312834667009,1.0,0.021374622614827827,0.8860057709033058
5.402203768995116,13.0,,
0.000210570270424405,1.0,0.0005411497892724502,0.9817940649192326
5.058513501774777,13.0,,
0.015876024111154904,1.0,0.04026090262289859,0.844076428244111
5.126271394810442,13.0,,
0.09801511289827808,1.0,0.2112426688348663,0.6533868773206508
6.031908585067566,13.0,,
0.25530664696020583,1.0,0.41687836885380697,0.5297309629557725
7.961522253140927,13.0,,
0.49423498897827695,1.0,0.6402301724114428,0.43800545634979204
10.035538988294588,13.0,,
0.8181223330986762,1.0,0.8016248428608497,0.38688588003136654
13.267540826612048,13.0,,
97.5774767764557,1.0,0.9807724243940887,0.34008394487617943
1293.3756767046084,13.0,,
99.49050078046827,1.0,1.0251219976173154,0.32978154056310366
1261.6805737778277,13.0,,
