time,P2,P3,P4,P6
7/1/2021 0:00,0.053187598,0.06692108,0.110079195,0.038746531
7/1/2021 0:15,0.053187598,0.06692108,0.110079195,0.038746531
7/1/2021 0:30,0.053187598,0.06692108,0.110079195,0.038746531
7/1/2021 0:45,0.053191803,0.06692518,0.110126111,0.038763896
7/1/2021 1:00,0.053196009,0.066929353,0.110173021,0.03878126
7/1/2021 1:15,0.053181292,0.066915064,0.110008806,0.038720481
7/1/2021 1:30,0.053166586,0.066901663,0.109844505,0.038659689
7/1/2021 1:45,0.053170787,0.066905401,0.109891458,0.038677059
7/1/2021 2:00,0.053174988,0.066909212,0.109938402,0.038694429
7/1/2021 2:15,0.053185496,0.066919056,0.110055734,0.038737848
7/1/2021 2:30,0.053196009,0.066929353,0.110173021,0.03878126
7/1/2021 2:45,0.05320232,0.066935746,0.110243372,0.038807304
7/1/2021 3:00,0.053208634,0.066942299,0.110313708,0.038833347
7/1/2021 3:15,0.053198113,0.066931466,0.110196473,0.038789942
7/1/2021 3:30,0.053187598,0.06692108,0.110079195,0.038746531
7/1/2021 3:45,0.053198113,0.066931466,0.110196473,0.038789942
7/1/2021 4:00,0.053208634,0.066942299,0.110313708,0.038833347
7/1/2021 4:15,0.053214949,0.066949013,0.110384028,0.038859387
7/1/2021 4:30,0.053221267,0.066955885,0.110454331,0.038885424
7/1/2021 4:45,0.053210739,0.06694452,0.110337149,0.038842027
7/1/2021 5:00,0.053200216,0.066933597,0.110219924,0.038798623
7/1/2021 5:15,0.053204425,0.066937913,0.110266819,0.038815985
7/1/2021 5:30,0.053208634,0.066942299,0.110313708,0.038833347
7/1/2021 5:45,0.053212844,0.066946757,0.110360589,0.038850707
7/1/2021 6:00,0.053217055,0.066951286,0.110407464,0.038868066
7/1/2021 6:15,0.053223374,0.066958211,0.110477762,0.038894102
7/1/2021 6:30,0.053229694,0.066965294,0.110548045,0.038920136
7/1/2021 6:45,0.053229694,0.066965294,0.110548045,0.038920136
7/1/2021 7:00,0.053229694,0.066965294,0.110548045,0.038920136
7/1/2021 7:15,0.05322548,0.066960555,0.110501192,0.038902781
7/1/2021 7:30,0.053221267,0.066955885,0.110454331,0.038885424
7/1/2021 7:45,0.05322548,0.066960555,0.110501192,0.038902781
7/1/2021 8:00,0.053229694,0.066965294,0.110548045,0.038920136
7/1/2021 8:15,0.053229694,0.066965294,0.110548045,0.038920136
7/1/2021 8:30,0.053229694,0.066965294,0.110548045,0.038920136
7/1/2021 8:45,0.05322548,0.066960555,0.110501192,0.038902781
7/1/2021 9:00,0.053221267,0.066955885,0.110454331,0.038885424
7/1/2021 9:15,0.053214949,0.066949013,0.110384028,0.038859387
7/1/2021 9:30,0.053208634,0.066942299,0.110313708,0.038833347
7/1/2021 9:45,0.053204425,0.066937913,0.110266819,0.038815985
7/1/2021 10:00,0.053200216,0.066933597,0.110219924,0.038798623
7/1/2021 10:15,0.053198113,0.066931466,0.110196473,0.038789942
7/1/2021 10:30,0.053196009,0.066929353,0.110173021,0.03878126
7/1/2021 10:45,0.053181292,0.066915064,0.110008806,0.038720481
7/1/2021 11:00,0.053166586,0.066901663,0.109844505,0.038659689
7/1/2021 11:15,0.053160288,0.066896194,0.109774064,0.038633631
7/1/2021 11:30,0.053153992,0.066890891,0.109703607,0.038607571
7/1/2021 11:45,0.053139309,0.066879166,0.109539145,0.038546754
7/1/2021 12:00,0.053124639,0.066868357,0.109374597,0.038485926
7/1/2021 12:15,0.053114167,0.066861204,0.109257009,0.038442469
7/1/2021 12:30,0.053103702,0.066854528,0.109139377,0.038399006
7/1/2021 12:45,0.053093243,0.066848333,0.1090217,0.038355535
7/1/2021 13:00,0.05308279,0.066842622,0.108903979,0.038312059
7/1/2021 13:15,0.053256761,0.066992606,0.110805614,0.039015575
7/1/2021 13:30,0.053536568,0.067255457,0.112695782,0.039717387
7/1/2021 13:45,0.055230269,0.068756351,0.115092783,0.043936567
7/1/2021 14:00,0.056920105,0.073920907,0.123809869,0.048126871
7/1/2021 14:15,0.058733369,0.085850608,0.134276045,0.052567893
7/1/2021 14:30,0.060443053,0.100178571,0.144931116,0.05694383
7/1/2021 14:45,0.05954263,0.092617321,0.139067076,0.05453171
7/1/2021 15:00,0.058541234,0.084227928,0.133132059,0.052100001
7/1/2021 15:15,0.058373081,0.082802533,0.132128758,0.051689994
7/1/2021 15:30,0.058204897,0.081371873,0.131123267,0.051279422
7/1/2021 15:45,0.058582409,0.084576211,0.133377435,0.052200326
7/1/2021 16:00,0.05895976,0.087754523,0.135620749,0.053118396
7/1/2021 16:15,0.058812269,0.086515132,0.134745089,0.05275985
7/1/2021 16:30,0.058664754,0.085271849,0.1338678,0.052400873
7/1/2021 16:45,0.058397105,0.083006481,0.13227222,0.051748601
7/1/2021 17:00,0.058129375,0.080727801,0.130671101,0.051094899
7/1/2021 17:15,0.057882165,0.078612296,0.129188126,0.050490207
7/1/2021 17:30,0.057634884,0.077311091,0.127700232,0.049884284
7/1/2021 17:45,0.057377223,0.076891709,0.126157178,0.049251799
7/1/2021 18:00,0.057119481,0.075231621,0.12483419,0.048617966
7/1/2021 18:15,0.056902915,0.073858513,0.123721515,0.048084498
7/1/2021 18:30,0.056686292,0.073082638,0.122607563,0.047550069
7/1/2021 18:45,0.056538405,0.072564456,0.121846499,0.047184747
7/1/2021 19:00,0.056390489,0.07205601,0.121084816,0.046818973
7/1/2021 19:15,0.056228783,0.071511948,0.120251561,0.046418658
7/1/2021 19:30,0.056067043,0.070980714,0.119417542,0.0460178
7/1/2021 19:45,0.055912154,0.070629146,0.118618285,0.04563349
7/1/2021 20:00,0.055757234,0.070745345,0.117818304,0.04524868
7/1/2021 20:15,0.055612614,0.070450421,0.117070991,0.044889072
7/1/2021 20:30,0.055467965,0.069806027,0.116323026,0.044529026
7/1/2021 20:45,0.055354294,0.069302582,0.115734875,0.044245824
7/1/2021 21:00,0.055240605,0.068801749,0.115146309,0.04396235
7/1/2021 21:15,0.05517514,0.068514608,0.114807249,0.043799159
7/1/2021 21:30,0.055109669,0.068228378,0.114468048,0.043636981
7/1/2021 21:45,0.055047638,0.067958069,0.114146569,0.043483257
7/1/2021 22:00,0.054985602,0.067688609,0.113824963,0.043329451
7/1/2021 22:15,0.054927008,0.067434911,0.113521106,0.043184116
7/1/2021 22:30,0.054868409,0.067181998,0.113217134,0.043038708
7/1/2021 22:45,0.054796016,0.066870678,0.112841479,0.042858986
7/1/2021 23:00,0.054723615,0.066547628,0.112465645,0.042679154
7/1/2021 23:15,0.054682241,0.066345756,0.112250802,0.042576342
7/1/2021 23:30,0.054640863,0.066144055,0.1120359,0.042473495
7/1/2021 23:45,0.05460638,0.065976102,0.111856769,0.042387761
7/2/2021 0:00,0.054571895,0.065809197,0.111677597,0.042302001
7/2/2021 0:15,0.054530512,0.065663387,0.111991063,0.042199057
7/2/2021 0:30,0.054489125,0.065518347,0.112373403,0.042096076
7/2/2021 0:45,0.054468431,0.065446118,0.112567684,0.042044571
7/2/2021 1:00,0.054447737,0.065374086,0.112764068,0.041993058
7/2/2021 1:15,0.054409795,0.065242543,0.113129641,0.041898594
7/2/2021 1:30,0.054371852,0.065111673,0.113502493,0.041804098
7/2/2021 1:45,0.054337356,0.064993292,0.113847888,0.041718167
7/2/2021 2:00,0.054302858,0.064875483,0.114199527,0.04163221
7/2/2021 2:15,0.054271809,0.064769948,0.114521433,0.041554827
7/2/2021 2:30,0.054240758,0.064664886,0.114848572,0.041477423
7/2/2021 2:45,0.054240758,0.064664886,0.114848572,0.041477423
7/2/2021 3:00,0.054240758,0.064664886,0.114848572,0.041477423
7/2/2021 3:15,0.054220056,0.06459511,0.115069613,0.04142581
7/2/2021 3:30,0.054199355,0.064525549,0.115293042,0.041374186
7/2/2021 3:45,0.054189003,0.064490849,0.115405662,0.041348371
7/2/2021 4:00,0.054178652,0.064456203,0.115518887,0.041322554
7/2/2021 4:15,0.054154499,0.064375574,0.115785461,0.041262305
7/2/2021 4:30,0.054130344,0.064295244,0.116055401,0.041202043
7/2/2021 4:45,0.054116541,0.064249475,0.116211182,0.041167603
7/2/2021 5:00,0.054102738,0.064203806,0.116368082,0.041133158
7/2/2021 5:15,0.054088934,0.064158236,0.116396619,0.041098709
7/2/2021 5:30,0.05407513,0.064112765,0.116304619,0.041064256
7/2/2021 5:45,0.054064778,0.064078728,0.116235602,0.041038414
7/2/2021 6:00,0.054054424,0.064044747,0.11616657,0.041012568
7/2/2021 6:15,0.05404062,0.063999528,0.116074504,0.040978105
7/2/2021 6:30,0.054026815,0.06395441,0.115982411,0.040943638
7/2/2021 6:45,0.054023364,0.063943147,0.115959384,0.040935021
7/2/2021 7:00,0.054019913,0.06393189,0.115936356,0.040926403
7/2/2021 7:15,0.053995754,0.063853269,0.115775107,0.040866071
7/2/2021 7:30,0.053971593,0.063774964,0.115613777,0.040805727
7/2/2021 7:45,0.053971593,0.063774964,0.115613777,0.040805727
7/2/2021 8:00,0.053971593,0.063774964,0.115613777,0.040805727
7/2/2021 8:15,0.053957787,0.063730361,0.115521552,0.04077124
7/2/2021 8:30,0.053943981,0.063685863,0.115429301,0.040736748
7/2/2021 8:45,0.053937078,0.063663653,0.115383165,0.0407195
7/2/2021 9:00,0.053930175,0.06364147,0.115337022,0.040702252
7/2/2021 9:15,0.053923271,0.063619312,0.115290873,0.040685002
7/2/2021 9:30,0.053916368,0.063597182,0.115244718,0.040667752
7/2/2021 9:45,0.053916368,0.063597182,0.115244718,0.040667752
7/2/2021 10:00,0.053916368,0.063597182,0.115244718,0.040667752
7/2/2021 10:15,0.053892205,0.063519934,0.11508312,0.040607366
7/2/2021 10:30,0.053868041,0.063443014,0.11492144,0.040546969
7/2/2021 10:45,0.053840424,0.063355511,0.114736563,0.040477928
7/2/2021 11:00,0.053812807,0.063268444,0.114551578,0.04040887
7/2/2021 11:15,0.053805902,0.063246746,0.114505315,0.040391603
7/2/2021 11:30,0.053798998,0.063225076,0.114459046,0.040374335
7/2/2021 11:45,0.053995754,0.063853269,0.115775107,0.040866071
7/2/2021 12:00,0.054192454,0.064502409,0.115368055,0.041356977
7/2/2021 12:15,0.054989049,0.067703556,0.113842834,0.043337998
7/2/2021 12:30,0.055784777,0.070720961,0.117960577,0.045317127
7/2/2021 12:45,0.056015417,0.070813983,0.119151203,0.045889751
7/2/2021 13:00,0.056245987,0.071569229,0.120340241,0.04646127
7/2/2021 13:15,0.055915596,0.070627131,0.118636055,0.045642036
7/2/2021 13:30,0.055585064,0.070327371,0.116928572,0.044820526
7/2/2021 13:45,0.055381852,0.069424393,0.115877495,0.044314504
7/2/2021 14:00,0.055178585,0.068529698,0.114825097,0.043807692
7/2/2021 14:15,0.055151019,0.068409048,0.114682296,0.043739419
7/2/2021 14:30,0.055123452,0.068288561,0.11453947,0.043671132
7/2/2021 14:45,0.055123452,0.068288561,0.11453947,0.043671132
7/2/2021 15:00,0.055123452,0.068288561,0.11453947,0.043671132
7/2/2021 15:15,0.055268167,0.068922919,0.11528903,0.044031096
7/2/2021 15:30,0.055412854,0.069561612,0.116037913,0.044391749
7/2/2021 15:45,0.055340514,0.069241734,0.115663555,0.044211478
7/2/2021 16:00,0.055268167,0.068922919,0.11528903,0.044031096
7/2/2021 16:15,0.055157911,0.068439195,0.114717999,0.043756489
7/2/2021 16:30,0.055047638,0.067958069,0.114146569,0.043483257
7/2/2021 16:45,0.054951136,0.067539281,0.113646238,0.043243968
7/2/2021 17:00,0.054854621,0.067122604,0.113145594,0.043004484
7/2/2021 17:15,0.054809806,0.066929882,0.112913046,0.042893227
7/2/2021 17:30,0.054764988,0.066737635,0.112680429,0.042781929
7/2/2021 17:45,0.054706376,0.066463494,0.112376134,0.04263632
7/2/2021 18:00,0.054647759,0.066177659,0.112071721,0.042490638
7/2/2021 18:15,0.054599483,0.065942525,0.111820938,0.042370611
7/2/2021 18:30,0.054551204,0.065736197,0.111802961,0.042250534
7/2/2021 18:45,0.054513268,0.06560286,0.11214937,0.042156153
7/2/2021 19:00,0.05447533,0.065470173,0.112502691,0.042061741
7/2/2021 19:15,0.054451186,0.065386078,0.11273119,0.042001644
7/2/2021 19:30,0.054427042,0.065302252,0.112962577,0.041941536
7/2/2021 19:45,0.054444288,0.0653621,0.112797004,0.041984472
7/2/2021 20:00,0.054461534,0.065422086,0.11263291,0.042027401
7/2/2021 20:15,0.054582241,0.065858606,0.111731354,0.042327731
7/2/2021 20:30,0.054702928,0.066446671,0.112358231,0.042627753
7/2/2021 20:45,0.054713272,0.066497144,0.112411939,0.042653454
7/2/2021 21:00,0.054723615,0.066547628,0.112465645,0.042679154
7/2/2021 21:15,0.054682241,0.066345756,0.112250802,0.042576342
7/2/2021 21:30,0.054640863,0.066144055,0.1120359,0.042473495
7/2/2021 21:45,0.054602932,0.065959313,0.111838854,0.042379186
7/2/2021 22:00,0.054564998,0.065784842,0.111678681,0.042284846
7/2/2021 22:15,0.054551204,0.065736197,0.111802961,0.042250534
7/2/2021 22:30,0.054537409,0.065687636,0.111928136,0.042216216
7/2/2021 22:45,0.054568447,0.065797017,0.111659678,0.042293424
7/2/2021 23:00,0.054599483,0.065942525,0.111820938,0.042370611
7/2/2021 23:15,0.054599483,0.065942525,0.111820938,0.042370611
7/2/2021 23:30,0.054599483,0.065942525,0.111820938,0.042370611
7/2/2021 23:45,0.054592586,0.065908954,0.111785105,0.04235346
7/3/2021 0:00,0.054585689,0.065875388,0.111749271,0.042336308
7/3/2021 0:15,0.054568447,0.065797017,0.111659678,0.042293424
7/3/2021 0:30,0.054551204,0.065736197,0.111802961,0.042250534
7/3/2021 0:45,0.054527063,0.065651271,0.112022611,0.042190476
7/3/2021 1:00,0.054502921,0.065566607,0.11224504,0.042130406
7/3/2021 1:15,0.05447533,0.065470173,0.112502691,0.042061741
7/3/2021 1:30,0.054447737,0.065374086,0.112764068,0.041993058
7/3/2021 1:45,0.054423592,0.065290299,0.11299587,0.041932948
7/3/2021 2:00,0.054399447,0.065206784,0.113230599,0.041872825
7/3/2021 2:15,0.054368402,0.065099809,0.113536754,0.041795506
7/3/2021 2:30,0.054337356,0.064993292,0.113847888,0.041718167
7/3/2021 2:45,0.054337356,0.064993292,0.113847888,0.041718167
7/3/2021 3:00,0.054337356,0.064993292,0.113847888,0.041718167
7/3/2021 3:15,0.054337356,0.064993292,0.113847888,0.041718167
7/3/2021 3:30,0.054337356,0.064993292,0.113847888,0.041718167
7/3/2021 3:45,0.054306308,0.064887238,0.114164079,0.041640806
7/3/2021 4:00,0.054275259,0.064781651,0.114485409,0.041563426
7/3/2021 4:15,0.054282158,0.064805074,0.114413554,0.041580623
7/3/2021 4:30,0.054289058,0.06482852,0.114341956,0.04159782
7/3/2021 4:45,0.054275259,0.064781651,0.114485409,0.041563426
7/3/2021 5:00,0.054261458,0.064734874,0.114629894,0.041529028
7/3/2021 5:15,0.054223507,0.064606725,0.115032607,0.041434412
7/3/2021 5:30,0.054185553,0.064479294,0.115443336,0.041339766
7/3/2021 5:45,0.054182103,0.064467746,0.115481078,0.04133116
7/3/2021 6:00,0.054178652,0.064456203,0.115518887,0.041322554
7/3/2021 6:15,0.054178652,0.064456203,0.115518887,0.041322554
7/3/2021 6:30,0.054178652,0.064456203,0.115518887,0.041322554
7/3/2021 6:45,0.05416485,0.064410093,0.115670806,0.041288127
7/3/2021 7:00,0.054151048,0.06436408,0.115823817,0.041253697
7/3/2021 7:15,0.054144147,0.06434111,0.115900736,0.04123648
7/3/2021 7:30,0.054137246,0.064318165,0.11597793,0.041219263
7/3/2021 7:45,0.054102738,0.064203806,0.116368082,0.041133158
7/3/2021 8:00,0.054068229,0.064090067,0.116258609,0.041047028
7/3/2021 8:15,0.054085483,0.064146859,0.116373621,0.041090096
7/3/2021 8:30,0.054102738,0.064203806,0.116368082,0.041133158
7/3/2021 8:45,0.054102738,0.064203806,0.116368082,0.041133158
7/3/2021 9:00,0.054102738,0.064203806,0.116368082,0.041133158
7/3/2021 9:15,0.054078582,0.064124123,0.116327622,0.041072869
7/3/2021 9:30,0.054054424,0.064044747,0.11616657,0.041012568
7/3/2021 9:45,0.054037169,0.063988239,0.116051484,0.040969489
7/3/2021 10:00,0.054019913,0.06393189,0.115936356,0.040926403
