time,P2,P3,P4,P6,avg 
3/1/2023 13:15,0.073120501,0.07500917,0.101623655,0.062420929,0.074064836
3/1/2023 13:30,0.070541769,0.072751783,0.102761809,0.062973411,0.071646776
3/1/2023 13:45,0.071622194,0.073637973,0.102761809,0.063251373,0.072630084
3/1/2023 14:00,0.071630771,0.073643104,0.101614156,0.062966149,0.072636938
3/1/2023 14:15,0.071630771,0.073643104,0.101614156,0.062736258,0.072636938
3/1/2023 14:30,0.070541769,0.072751783,0.102183675,0.062954728,0.071646776
3/1/2023 14:45,0.071622194,0.073637973,0.102183675,0.06276234,0.072630084
3/1/2023 15:00,0.068895151,0.071331569,0.105279206,0.061843374,0.07011336
3/1/2023 15:15,0.069552388,0.071888809,0.103985606,0.061390867,0.070720598
3/1/2023 15:30,0.068559959,0.071052587,0.105290721,0.060727818,0.069806273
3/1/2023 15:45,0.069552388,0.071888809,0.103985606,0.0604254,0.070720598
3/1/2023 16:00,0.070547412,0.072756784,0.105279206,0.059992612,0.071652098
3/1/2023 16:15,0.072624913,0.074354239,0.103985606,0.05949303,0.073489576
3/1/2023 16:30,0.06988635,0.072176951,0.105279206,0.058972775,0.07103165
3/1/2023 16:45,0.071630771,0.073643104,0.103358648,0.058815849,0.072636938
3/1/2023 17:00,0.073129057,0.075020049,0.103358648,0.058980586,0.074074553
3/1/2023 17:15,0.071630771,0.073643104,0.103358648,0.058879619,0.072636938
3/1/2023 17:30,0.071200712,0.073341614,0.103985606,0.059171437,0.072271163
3/1/2023 17:45,0.071200712,0.073341614,0.103985606,0.059476501,0.072271163
3/1/2023 18:00,0.070547412,0.072756784,0.105279206,0.059477095,0.071652098
3/1/2023 18:15,0.070547412,0.072756784,0.101614156,0.059823862,0.071652098
3/1/2023 18:30,0.071200712,0.073341614,0.100546811,0.059993589,0.072271163
3/1/2023 18:45,0.072624913,0.074354239,0.102183675,0.060317808,0.073489576
3/1/2023 19:00,0.072624913,0.074354239,0.100546811,0.060711476,0.073489576
3/1/2023 19:15,0.072624913,0.074354239,0.100546811,0.060279103,0.073489576
3/1/2023 19:30,0.072624913,0.074354239,0.102183675,0.059910835,0.073489576
3/1/2023 19:45,0.074120685,0.076277716,0.100546811,0.059910396,0.0751992
3/1/2023 20:00,0.072624913,0.074354239,0.101311973,0.059938393,0.073489576
3/1/2023 20:15,0.073129057,0.075020049,0.101614156,0.059778529,0.074074553
3/1/2023 20:30,0.071630771,0.073643104,0.103358648,0.060265355,0.072636938
3/1/2023 20:45,0.074120685,0.076277716,0.102183675,0.060571116,0.0751992
3/1/2023 21:00,0.072624913,0.074354239,0.102183675,0.060936677,0.073489576
3/1/2023 21:15,0.071630771,0.073643104,0.103358648,0.061257391,0.072636938
3/1/2023 21:30,0.074120685,0.076277716,0.105279206,0.061472111,0.0751992
3/1/2023 21:45,0.075110655,0.076956529,0.102183675,0.061340723,0.076033592
3/1/2023 22:00,0.074120685,0.076277716,0.102183675,0.061952426,0.0751992
3/1/2023 22:15,0.072624913,0.074354239,0.102183675,0.062179303,0.073489576
3/1/2023 22:30,0.074120685,0.076277716,0.102183675,0.062074349,0.0751992
3/1/2023 22:45,0.073625079,0.075649924,0.103985606,0.061896886,0.074637501
3/1/2023 23:00,0.075612688,0.077087891,0.102183675,0.061847562,0.07635029
3/1/2023 23:15,0.071200712,0.073341614,0.105144959,0.061681502,0.072271163
3/1/2023 23:30,0.071622194,0.073637973,0.102183675,0.061853383,0.072630084
3/1/2023 23:45,0.075119182,0.076958702,0.101071984,0.061953757,0.076038942
3/2/2023 0:00,0.072624913,0.074354239,0.103985606,0.062277523,0.073489576
3/2/2023 0:15,0.072624913,0.074354239,0.103985606,0.062531128,0.073489576
3/2/2023 0:30,0.075119182,0.076958702,0.100929113,0.063094318,0.076038942
3/2/2023 0:45,0.073625079,0.075649924,0.104622082,0.063160786,0.074637501
3/2/2023 1:00,0.075119182,0.076958702,0.101071984,0.062932238,0.076038942
3/2/2023 1:15,0.075110655,0.076956529,0.101623655,0.062764644,0.076033592
3/2/2023 1:30,0.075110655,0.076956529,0.102771939,0.06292003,0.076033592
3/2/2023 1:45,0.073625079,0.075649924,0.103369107,0.063382425,0.074637501
3/2/2023 2:00,0.072128051,0.073941858,0.101623655,0.064082168,0.073034954
3/2/2023 2:15,0.075119182,0.076958702,0.101623655,0.064800532,0.076038942
3/2/2023 2:30,0.075119182,0.076958702,0.102183675,0.06550237,0.076038942
3/2/2023 2:45,0.076603173,0.077368686,0.102183675,0.065528006,0.07698593
3/2/2023 3:00,0.076106636,0.077223863,0.103985606,0.06531616,0.076665249
3/2/2023 3:15,0.074615877,0.076834028,0.104318648,0.065321955,0.075724952
3/2/2023 3:30,0.07361653,0.075639082,0.104318648,0.064741354,0.074627806
3/2/2023 3:45,0.075110655,0.076956529,0.105144959,0.064302641,0.076033592
3/2/2023 4:00,0.07361653,0.075639082,0.103491209,0.064102258,0.074627806
3/2/2023 4:15,0.075110655,0.076956529,0.103491209,0.063844191,0.076033592
3/2/2023 4:30,0.073120501,0.07500917,0.104044537,0.06374412,0.074064836
3/2/2023 4:45,0.074615877,0.076834028,0.103216719,0.063826728,0.075724952
3/2/2023 5:00,0.073120501,0.07500917,0.104044537,0.064094825,0.074064836
3/2/2023 5:15,0.073120501,0.07500917,0.102761809,0.063734324,0.074064836
3/2/2023 5:30,0.073120501,0.07500917,0.100929113,0.06335393,0.074064836
3/2/2023 5:45,0.074615877,0.076834028,0.100929113,0.062945341,0.075724952
3/2/2023 6:00,0.076106636,0.077223863,0.100929113,0.062160606,0.076665249
3/2/2023 6:15,0.071622194,0.073637973,0.101071984,0.061404471,0.072630084
3/2/2023 6:30,0.074615877,0.076834028,0.101071984,0.060658737,0.075724952
3/2/2023 6:45,0.073120501,0.07500917,0.102761809,0.060095909,0.074064836
3/2/2023 7:00,0.074615877,0.076834028,0.102761809,0.05985278,0.075724952
3/2/2023 7:15,0.073120501,0.07500917,0.104622082,0.059492048,0.074064836
3/2/2023 7:30,0.074615877,0.076834028,0.101071984,0.059956247,0.075724952
3/2/2023 7:45,0.073120501,0.07500917,0.104622082,0.060386281,0.074064836
3/2/2023 8:00,0.076106636,0.077223863,0.104622082,0.06097246,0.076665249
3/2/2023 8:15,0.075110655,0.076956529,0.105144959,0.061734014,0.076033592
3/2/2023 8:30,0.075110655,0.076956529,0.103985606,0.062264803,0.076033592
3/2/2023 8:45,0.073120501,0.07500917,0.103985606,0.062625047,0.074064836
3/2/2023 9:00,0.073625079,0.075649924,0.104597358,0.062904601,0.074637501
3/2/2023 9:15,0.072624913,0.074354239,0.104597358,0.063013719,0.073489576
3/2/2023 9:30,0.072128051,0.073941858,0.105279206,0.06274509,0.073034954
3/2/2023 9:45,0.073625079,0.075649924,0.105144959,0.060948385,0.074637501
3/2/2023 10:00,0.070214254,0.07246302,0.104318648,0.059674934,0.071338637
3/2/2023 10:15,0.069223686,0.071608459,0.102387742,0.057701866,0.070416072
3/2/2023 10:30,0.068559959,0.071052587,0.101832852,0.056267458,0.069806273
3/2/2023 10:45,0.067563239,0.070680103,0.100721453,0.05549046,0.069121671
3/2/2023 11:00,0.069552388,0.071888809,0.103211985,0.054697068,0.070720598
3/2/2023 11:15,0.068559959,0.071052587,0.103211985,0.054273206,0.069806273
3/2/2023 11:30,0.070541769,0.072751783,0.103211985,0.054171077,0.071646776
3/2/2023 11:45,0.068895151,0.071331569,0.102662619,0.054376627,0.07011336
3/2/2023 12:00,0.067899699,0.070623812,0.101832852,0.054087118,0.069261756
3/2/2023 12:15,0.070214254,0.07246302,0.101552833,0.053462414,0.071338637
3/2/2023 12:30,0.070214254,0.07246302,0.10403981,0.053070158,0.071338637
3/2/2023 12:45,0.070214254,0.07246302,0.103211985,0.052846009,0.071338637
3/2/2023 13:00,0.069558052,0.071893668,0.102662619,0.053134763,0.07072586
3/2/2023 13:15,0.071630771,0.073643104,0.103491209,0.053167359,0.072636938
3/2/2023 13:30,0.070214254,0.07246302,0.102383001,0.053088684,0.071338637
3/2/2023 13:45,0.070214254,0.07246302,0.102383001,0.053271722,0.071338637
3/2/2023 14:00,0.068565643,0.071057288,0.101832852,0.053766755,0.069811466
3/2/2023 14:15,0.069558052,0.071893668,0.101001884,0.054047528,0.07072586
3/2/2023 14:30,0.068895151,0.071331569,0.101832852,0.054174949,0.07011336
3/2/2023 14:45,0.069558052,0.071893668,0.101832852,0.054700974,0.07072586
3/2/2023 15:00,0.070547412,0.072756784,0.104318648,0.055287082,0.071652098
3/2/2023 15:15,0.069558052,0.071893668,0.103491209,0.055791327,0.07072586
3/2/2023 15:30,0.071200712,0.073341614,0.104871219,0.055502793,0.072271163
3/2/2023 15:45,0.071200712,0.073341614,0.104044537,0.055176435,0.072271163
3/2/2023 16:00,0.071200712,0.073341614,0.104871219,0.054868234,0.072271163
3/2/2023 16:15,0.067899699,0.070623812,0.101277425,0.054461143,0.069261756
3/2/2023 16:30,0.068559959,0.071052587,0.102107992,0.05408996,0.069806273
3/2/2023 16:45,0.068889473,0.071326814,0.100721453,0.053538727,0.070108143
3/2/2023 17:00,0.069223686,0.071608459,0.100169688,0.053243733,0.070416072
3/2/2023 17:15,0.069223686,0.071608459,0.100169688,0.053159337,0.070416072
3/2/2023 17:30,0.069558052,0.071893668,0.099059728,0.053351067,0.07072586
3/2/2023 17:45,0.070214254,0.07246302,0.100445639,0.053117934,0.071338637
3/2/2023 18:00,0.071200712,0.073341614,0.102107992,0.053027112,0.072271163
3/2/2023 18:15,0.071630771,0.073643104,0.10155758,0.053355155,0.072636938
3/2/2023 18:30,0.073129057,0.075020049,0.10155758,0.053522576,0.074074553
3/2/2023 18:45,0.074120685,0.076277716,0.103216719,0.053520927,0.0751992
3/2/2023 19:00,0.072624913,0.074354239,0.102942102,0.053589291,0.073489576
3/2/2023 19:15,0.074120685,0.076277716,0.103770302,0.05365764,0.0751992
3/2/2023 19:30,0.072624913,0.074354239,0.103770302,0.053725974,0.073489576
3/2/2023 19:45,0.074120685,0.076277716,0.104597358,0.053794291,0.0751992
3/2/2023 20:00,0.074120685,0.076277716,0.102942102,0.053862593,0.0751992
3/2/2023 20:15,0.075612688,0.077087891,0.103770302,0.05393088,0.07635029
3/2/2023 20:30,0.073120501,0.07500917,0.10155758,0.053999151,0.074064836
3/2/2023 20:45,0.072624913,0.074354239,0.102387742,0.054067406,0.073489576
3/2/2023 21:00,0.074120685,0.076277716,0.104622082,0.054135646,0.0751992
3/2/2023 21:15,0.074120685,0.076277716,0.104871219,0.05420387,0.0751992
3/2/2023 21:30,0.074120685,0.076277716,0.104622082,0.054272079,0.0751992
3/2/2023 21:45,0.075612688,0.077087891,0.104622082,0.054340272,0.07635029
3/2/2023 22:00,0.075612688,0.077087891,0.104622082,0.05440845,0.07635029
3/2/2023 22:15,0.077076308,0.077517235,0.101623655,0.054476612,0.077296772
3/2/2023 22:30,0.072624913,0.074354239,0.104871219,0.054544758,0.073489576
3/2/2023 22:45,0.074120685,0.076277716,0.104044537,0.054612889,0.0751992
3/2/2023 23:00,0.077076308,0.077517235,0.104871219,0.054681005,0.077296772
3/2/2023 23:15,0.073120501,0.07500917,0.104318648,0.054749105,0.074064836
3/2/2023 23:30,0.074615877,0.076834028,0.104633234,0.05481719,0.075724952
3/2/2023 23:45,0.078500319,0.07956575,0.103369107,0.054885259,0.079033035
3/3/2023 0:00,0.078028546,0.078871626,0.103369107,0.054953312,0.078450086
3/3/2023 0:15,0.079450636,0.080959428,0.101623655,0.055021351,0.080205032
3/3/2023 0:30,0.078028546,0.078871626,0.101623655,0.055089373,0.078450086
3/3/2023 0:45,0.078028546,0.078871626,0.103369107,0.055157381,0.078450086
3/3/2023 1:00,0.076603173,0.077368686,0.103369107,0.055225373,0.07698593
3/3/2023 1:15,0.079450636,0.080959428,0.100539152,0.055293349,0.080205032
3/3/2023 1:30,0.079450636,0.080959428,0.102761809,0.05536131,0.080205032
3/3/2023 1:45,0.079450636,0.080959428,0.100539152,0.055429256,0.080205032
3/3/2023 2:00,0.079450636,0.080959428,0.101311973,0.055497186,0.080205032
3/3/2023 2:15,0.076603173,0.077368686,0.105279206,0.055565101,0.07698593
3/3/2023 2:30,0.079450636,0.080959428,0.101614156,0.055633001,0.080205032
3/3/2023 2:45,0.077076308,0.077517235,0.101071984,0.055700885,0.077296772
3/3/2023 3:00,0.078028546,0.078871626,0.101614156,0.055768754,0.078450086
3/3/2023 3:15,0.077076308,0.077517235,0.101623655,0.055836607,0.077296772
3/3/2023 3:30,0.078028546,0.078871626,0.100539152,0.055904445,0.078450086
3/3/2023 3:45,0.078028546,0.078871626,0.100539152,0.055972268,0.078450086
3/3/2023 4:00,0.077076308,0.077517235,0.101623655,0.056040075,0.077296772
3/3/2023 4:15,0.079450636,0.080959428,0.100539152,0.056107867,0.080205032
3/3/2023 4:30,0.078028546,0.078871626,0.100546811,0.056175644,0.078450086
3/3/2023 4:45,0.079450636,0.080959428,0.101614156,0.056243406,0.080205032
3/3/2023 5:00,0.079450636,0.080959428,0.100546811,0.056311152,0.080205032
3/3/2023 5:15,0.079450636,0.080959428,0.101311973,0.056378883,0.080205032
3/3/2023 5:30,0.078028546,0.078871626,0.100545765,0.056446599,0.078450086
3/3/2023 5:45,0.079450636,0.080959428,0.100545765,0.056514299,0.080205032
3/3/2023 6:00,0.078028546,0.078871626,0.101614156,0.056581984,0.078450086
3/3/2023 6:15,0.079450636,0.080959428,0.100546811,0.056649654,0.080205032
3/3/2023 6:30,0.079450636,0.080959428,0.101311973,0.056717309,0.080205032
3/3/2023 6:45,0.081813663,0.084399308,0.101311973,0.056784948,0.083106485
3/3/2023 7:00,0.081813663,0.084399308,0.101311973,0.056852572,0.083106485
3/3/2023 7:15,0.080867856,0.083026801,0.102464223,0.056920181,0.081947328
3/3/2023 7:30,0.081813663,0.084399308,0.102464223,0.056987775,0.083106485
3/3/2023 7:45,0.081813663,0.084399308,0.102464223,0.057055354,0.083106485
3/3/2023 8:00,0.080867856,0.083026801,0.100539152,0.057122917,0.081947328
3/3/2023 8:15,0.078500319,0.07956575,0.100922508,0.057190465,0.079033035
3/3/2023 8:30,0.079921059,0.081647111,0.10207624,0.057257998,0.080784085
3/3/2023 8:45,0.079442521,0.080947553,0.100922508,0.057325516,0.080195037
3/3/2023 9:00,0.078500319,0.07956575,0.102771939,0.057393019,0.079033035
3/3/2023 9:15,0.076115148,0.077226264,0.104318648,0.057460506,0.076670706
3/3/2023 9:30,0.078500319,0.07956575,0.102183675,0.057527979,0.079033035
3/3/2023 9:45,0.070214254,0.07246302,0.102662619,0.057595436,0.071338637
3/3/2023 10:00,0.071200712,0.073341614,0.101832852,0.057662878,0.072271163
3/3/2023 10:15,0.069880693,0.072172043,0.103211985,0.057730305,0.071026368
3/3/2023 10:30,0.072119481,0.073936687,0.104866499,0.057797717,0.073028084
3/3/2023 10:45,0.069880693,0.072172043,0.102383001,0.057865114,0.071026368
3/3/2023 11:00,0.072119481,0.073936687,0.104866499,0.057932496,0.073028084
3/3/2023 11:15,0.072128051,0.073941858,0.103985606,0.057999862,0.073034954
3/3/2023 11:30,0.072119481,0.073936687,0.105290721,0.058067214,0.073028084
3/3/2023 11:45,0.069223686,0.071608459,0.104044537,0.05813455,0.070416072
3/3/2023 12:00,0.067568945,0.070679021,0.102662619,0.058201872,0.069123983
3/3/2023 12:15,0.069223686,0.071608459,0.103765572,0.058269178,0.070416072
3/3/2023 12:30,0.069880693,0.072172043,0.105290721,0.05833647,0.071026368
3/3/2023 12:45,0.068565643,0.071057288,0.104871219,0.058403746,0.069811466
3/3/2023 13:00,0.068565643,0.071057288,0.104318648,0.058471007,0.069811466
3/3/2023 13:15,0.069223686,0.071608459,0.102383001,0.058538253,0.070416072
3/3/2023 13:30,0.069223686,0.071608459,0.105290721,0.058605485,0.070416072
3/3/2023 13:45,0.06988635,0.072176951,0.103985606,0.058672701,0.07103165
3/3/2023 14:00,0.068230035,0.07078156,0.104592635,0.058739902,0.069505798
3/3/2023 14:15,0.069223686,0.071608459,0.103369107,0.058807089,0.070416072
3/3/2023 14:30,0.071622194,0.073637973,0.101081187,0.05887426,0.072630084
3/3/2023 14:45,0.071622194,0.073637973,0.101081187,0.058941416,0.072630084
3/3/2023 15:00,0.069223686,0.071608459,0.103985606,0.059008558,0.070416072
3/3/2023 15:15,0.068895151,0.071331569,0.105144959,0.059075684,0.07011336
3/3/2023 15:30,0.068895151,0.071331569,0.104318648,0.059142796,0.07011336
3/3/2023 15:45,0.072128051,0.073941858,0.103985606,0.059209892,0.073034954
3/3/2023 16:00,0.070873971,0.073047691,0.103985606,0.059276974,0.071960831
3/3/2023 16:15,0.069223686,0.071608459,0.105290721,0.05934404,0.070416072
3/3/2023 16:30,0.067232629,0.070750442,0.102937367,0.059411092,0.068991535
3/3/2023 16:45,0.068559959,0.071052587,0.104866499,0.059478129,0.069806273
3/3/2023 17:00,0.070214254,0.07246302,0.104633234,0.059545151,0.071338637
3/3/2023 17:15,0.069552388,0.071888809,0.104633234,0.059612158,0.070720598
3/3/2023 17:30,0.070214254,0.07246302,0.104866499,0.05967915,0.071338637
3/3/2023 17:45,0.070873971,0.073047691,0.103985606,0.059746128,0.071960831
3/3/2023 18:00,0.070873971,0.073047691,0.100546811,0.05981309,0.071960831
3/3/2023 18:15,0.074624411,0.076836081,0.102183675,0.059880038,0.075730246
3/3/2023 18:30,0.070873971,0.073047691,0.103369107,0.059946971,0.071960831
3/3/2023 18:45,0.073625079,0.075649924,0.100546811,0.060013889,0.074637501
3/3/2023 19:00,0.073129057,0.075020049,0.102183675,0.060080792,0.074074553
3/3/2023 19:15,0.077548991,0.078164503,0.100546811,0.06014768,0.077856747
3/3/2023 19:30,0.074615877,0.076834028,0.100546811,0.060214554,0.075724952
3/3/2023 19:45,0.074615877,0.076834028,0.100546811,0.060281412,0.075724952
3/3/2023 20:00,0.073120501,0.07500917,0.103985606,0.060348256,0.074064836
3/3/2023 20:15,0.074615877,0.076834028,0.100546811,0.060415085,0.075724952
3/3/2023 20:30,0.073120501,0.07500917,0.102183675,0.0604819,0.074064836
3/3/2023 20:45,0.074615877,0.076834028,0.100546811,0.060548699,0.075724952
3/3/2023 21:00,0.073120501,0.07500917,0.103985606,0.060615484,0.074064836
3/3/2023 21:15,0.074615877,0.076834028,0.100546811,0.060682254,0.075724952
3/3/2023 21:30,0.075612688,0.077087891,0.102183675,0.060749009,0.07635029
3/3/2023 21:45,0.074615877,0.076834028,0.100539152,0.06081575,0.075724952
3/3/2023 22:00,0.073120501,0.07500917,0.101623655,0.060882476,0.074064836
3/3/2023 22:15,0.072128051,0.073941858,0.102761809,0.060949187,0.073034954
3/3/2023 22:30,0.075119182,0.076958702,0.100545765,0.061015883,0.076038942
3/3/2023 22:45,0.072624913,0.074354239,0.101071984,0.061082565,0.073489576
3/3/2023 23:00,0.073625079,0.075649924,0.101071984,0.061149232,0.074637501
3/3/2023 23:15,0.077548991,0.078164503,0.102845146,0.061215884,0.077856747
3/3/2023 23:30,0.076106636,0.077223863,0.101311973,0.061282522,0.076665249
3/3/2023 23:45,0.076106636,0.077223863,0.101694348,0.061465117,0.076665249
3/4/2023 0:00,0.072128051,0.073941858,0.102761809,0.061361351,0.073034954
3/4/2023 0:15,0.073625079,0.075649924,0.102761809,0.06184141,0.074637501
3/4/2023 0:30,0.074624411,0.076836081,0.102761809,0.061330187,0.075730246
3/4/2023 0:45,0.075119182,0.076958702,0.102761809,0.060423652,0.076038942
3/4/2023 1:00,0.074615877,0.076834028,0.102761809,0.059804505,0.075724952
3/4/2023 1:15,0.077548991,0.078164503,0.100546811,0.059677174,0.077856747
3/4/2023 1:30,0.074120685,0.076277716,0.103358648,0.060737141,0.0751992
3/4/2023 1:45,0.075110655,0.076956529,0.102183675,0.062505115,0.076033592
3/4/2023 2:00,0.078020408,0.078859639,0.101311973,0.06563789,0.078440023
3/4/2023 2:15,0.077548991,0.078164503,0.100922508,0.069196614,0.077856747
3/4/2023 2:30,0.076603173,0.077368686,0.101311973,0.072957426,0.07698593
3/4/2023 2:45,0.076603173,0.077368686,0.100546811,0.076770551,0.07698593
3/4/2023 3:00,0.078971644,0.080257719,0.10207624,0.078982462,0.079614682
3/4/2023 3:15,0.078971644,0.080257719,0.10207624,0.080889912,0.079614682
3/4/2023 3:30,0.078971644,0.080257719,0.10207624,0.082328463,0.079614682
3/4/2023 3:45,0.077548991,0.078164503,0.101311973,0.082233039,0.077856747
3/4/2023 4:00,0.076595011,0.077366178,0.101311973,0.082072219,0.076980595
3/4/2023 4:15,0.078971644,0.080257719,0.10208282,0.081540546,0.079614682
3/4/2023 4:30,0.077548991,0.078164503,0.101311973,0.082224473,0.077856747
3/4/2023 4:45,0.076106636,0.077223863,0.100922508,0.082042066,0.076665249
3/4/2023 5:00,0.078971644,0.080257719,0.10207624,0.080707215,0.079614682
3/4/2023 5:15,0.078028546,0.078871626,0.101311973,0.07902066,0.078450086
3/4/2023 5:30,0.078971644,0.080257719,0.103225592,0.077950237,0.079614682
3/4/2023 5:45,0.077548991,0.078164503,0.103225592,0.078067232,0.077856747
3/4/2023 6:00,0.078979766,0.080269631,0.105895002,0.077888216,0.079624699
3/4/2023 6:15,0.078979766,0.080269631,0.107786688,0.077335391,0.079624699
3/4/2023 6:30,0.078979766,0.080269631,0.111159093,0.078106373,0.079624699
3/4/2023 6:45,0.078979766,0.080269631,0.1122752,0.080089581,0.079624699
3/4/2023 7:00,0.077557136,0.078176527,0.1122752,0.082972231,0.077866832
3/4/2023 7:15,0.078979766,0.080269631,0.114128763,0.084733316,0.079624699
3/4/2023 7:30,0.079450636,0.080959428,0.114804519,0.08459448,0.080205032
3/4/2023 7:45,0.076603173,0.077368686,0.114804519,0.083520258,0.07698593
3/4/2023 8:00,0.077557136,0.078176527,0.114804519,0.08107539,0.077866832
3/4/2023 8:15,0.076603173,0.077368686,0.11423313,0.076733418,0.07698593
3/4/2023 8:30,0.076603173,0.077368686,0.112604262,0.069702754,0.07698593
3/4/2023 8:45,0.075612688,0.077087891,0.114242844,0.061939889,0.07635029
3/4/2023 9:00,0.078020408,0.078859639,0.112613179,0.054880279,0.078440023
3/4/2023 9:15,0.075612688,0.077087891,0.112094507,0.049580955,0.07635029
3/4/2023 9:30,0.075612688,0.077087891,0.113137896,0.046769143,0.07635029
3/4/2023 9:45,0.070541769,0.072751783,0.112268834,0.046546096,0.071646776
3/4/2023 10:00,0.067899699,0.070623812,0.107030109,0.047909189,0.069261756
3/4/2023 10:15,0.071622194,0.073637973,0.105290721,0.050575887,0.072630084
3/4/2023 10:30,0.071622194,0.073637973,0.104592635,0.052471551,0.072630084
3/4/2023 10:45,0.06988635,0.072176951,0.103216719,0.052856919,0.07103165
3/4/2023 11:00,0.071622194,0.073637973,0.104592635,0.051767167,0.072630084
3/4/2023 11:15,0.070541769,0.072751783,0.104592635,0.05052549,0.071646776
3/4/2023 11:30,0.068895151,0.071331569,0.103216719,0.049056158,0.07011336
3/4/2023 11:45,0.067899699,0.070623812,0.103216719,0.047562447,0.069261756
3/4/2023 12:00,0.067899699,0.070623812,0.102387742,0.046733318,0.069261756
3/4/2023 12:15,0.068230035,0.07078156,0.104044537,0.045446308,0.069505798
3/4/2023 12:30,0.069223686,0.071608459,0.103216719,0.045125972,0.070416072
3/4/2023 12:45,0.06623078,0.069933691,0.10155758,0.045513796,0.068082235
