Date_Time,P2C,P3C
2/28/2022 0:15,,2724.135064
2/28/2022 0:30,,2724.137783
2/28/2022 0:45,,2724.138556
2/28/2022 1:00,,2724.13564
2/28/2022 1:15,,2724.136806
2/28/2022 1:30,,2724.137586
2/28/2022 1:45,,2724.137396
2/28/2022 2:00,,2724.137783
2/28/2022 2:15,,2724.13739
2/28/2022 2:30,,2724.13739
2/28/2022 2:45,,2724.138556
2/28/2022 3:00,,2724.137386
2/28/2022 3:15,,2724.137776
2/28/2022 3:30,,2724.138556
2/28/2022 3:45,,2724.13739
2/28/2022 4:00,,2724.137779
2/28/2022 4:15,,2724.139142
2/28/2022 4:30,,2724.139142
2/28/2022 4:45,,2724.137976
2/28/2022 5:00,,2724.139142
2/28/2022 5:15,,2724.138559
2/28/2022 5:30,,2724.141475
2/28/2022 5:45,,2724.141475
2/28/2022 6:00,,2724.138752
2/28/2022 6:15,,2724.138946
2/28/2022 6:30,,2724.139725
2/28/2022 6:45,,2724.141475
2/28/2022 7:00,,2724.141085
2/28/2022 7:15,,2724.142445
2/28/2022 7:30,,2724.142834
2/28/2022 7:45,,2724.142055
2/28/2022 8:00,,2724.143224
2/28/2022 8:15,,2724.143807
2/28/2022 8:30,,2724.141085
2/28/2022 8:45,,2724.140305
2/28/2022 9:00,,2724.142638
2/28/2022 9:15,,2724.140305
2/28/2022 9:30,,2724.142055
2/28/2022 9:45,,2724.141088
2/28/2022 10:00,,2724.139532
2/28/2022 10:15,,2724.138556
2/28/2022 10:30,,2724.13739
2/28/2022 10:45,,2724.137973
2/28/2022 11:00,2723.11658,2724.136806
2/28/2022 11:15,2723.118529,2724.134087
2/28/2022 11:30,2723.11659,2724.132148
2/28/2022 11:45,2723.11659,2724.132148
2/28/2022 12:00,2723.119309,2724.131948
2/28/2022 12:15,2723.117749,2724.132138
2/28/2022 12:30,2723.117749,2724.130389
2/28/2022 12:45,2723.117163,2724.129222
2/28/2022 13:00,2723.120082,2724.132721
2/28/2022 13:15,2723.118719,2724.131368
2/28/2022 13:30,2723.120665,2724.132725
2/28/2022 13:45,2723.118719,2724.134287
2/28/2022 14:00,2723.117749,2724.131568
2/28/2022 14:15,2723.120082,2724.132151
2/28/2022 14:30,2723.117749,2724.135067
2/28/2022 14:45,2723.117749,2724.131568
2/28/2022 15:00,2723.116,2724.133318
2/28/2022 15:15,2723.118333,2724.13565
2/28/2022 15:30,2723.118916,2724.134484
2/28/2022 15:45,2723.117166,2724.132735
2/28/2022 16:00,2723.118333,2724.133901
2/28/2022 16:15,2723.117749,2724.135067
2/28/2022 16:30,2723.116,2724.135067
2/28/2022 16:45,2723.118333,2724.133901
2/28/2022 17:00,2723.117553,2724.13487
2/28/2022 17:15,2723.11716,2724.134477
2/28/2022 17:30,2723.114447,2724.132924
2/28/2022 17:45,2723.117166,2724.134484
2/28/2022 18:00,2723.11697,2724.134287
2/28/2022 18:15,2723.118909,2724.136227
2/28/2022 18:30,2723.120272,2724.13584
2/28/2022 18:45,2723.119499,2724.136816
2/28/2022 19:00,2723.119499,2724.135067
2/28/2022 19:15,2723.120082,2724.1374
2/28/2022 19:30,2723.117749,2724.136816
2/28/2022 19:45,2723.119499,2724.135067
2/28/2022 20:00,2723.120279,2724.136427
2/28/2022 20:15,2723.119889,2724.135447
2/28/2022 20:30,2723.120279,2724.136427
2/28/2022 20:45,2723.121248,2724.136806
2/28/2022 21:00,2723.121638,2724.136037
2/28/2022 21:15,2723.122028,2724.139336
2/28/2022 21:30,2723.121248,2724.136806
2/28/2022 21:45,2723.120665,2724.136223
2/28/2022 22:00,2723.121831,2724.13739
2/28/2022 22:15,2723.120082,2724.139139
2/28/2022 22:30,2723.121248,2724.135057
2/28/2022 22:45,2723.121248,2724.135057
2/28/2022 23:00,2723.122418,2724.136806
2/28/2022 23:15,2723.121831,2724.13564
2/28/2022 23:30,2723.123584,2724.136223
2/28/2022 23:45,2723.121831,2724.13564
3/1/2022 0:00,2723.121248,2724.136806
3/1/2022 0:15,2723.121831,2724.13564
3/1/2022 0:30,2723.123387,2724.136037
3/1/2022 0:45,2723.148079,2724.139725
3/1/2022 1:00,2723.135243,2724.136227
3/1/2022 1:15,2723.129419,2724.13565
3/1/2022 1:30,2723.127083,2724.137393
3/1/2022 1:45,2723.125527,2724.137586
3/1/2022 2:00,2723.124747,2724.136806
3/1/2022 2:15,2723.121638,2724.135447
3/1/2022 2:30,2723.119109,2724.135837
3/1/2022 2:45,2723.11522,2724.134287
3/1/2022 3:00,2723.114251,2724.135067
3/1/2022 3:15,2723.113674,2724.133901
3/1/2022 3:30,2723.11484,2724.135067
3/1/2022 3:45,2723.112311,2724.134287
3/1/2022 4:00,2723.113864,2724.13584
3/1/2022 4:15,2723.125917,2724.135067
3/1/2022 4:30,2723.130002,2724.134484
3/1/2022 4:45,2723.134667,2724.133901
3/1/2022 5:00,2723.13525,2724.134484
3/1/2022 5:15,2723.137576,2724.133901
3/1/2022 5:30,2723.135833,2724.133318
3/1/2022 5:45,2723.137962,2724.134287
3/1/2022 6:00,2723.13641,2724.135644
3/1/2022 6:15,2723.134077,2724.13506
3/1/2022 6:30,2723.132911,2724.135644
3/1/2022 6:45,2723.130575,2724.134477
3/1/2022 7:00,2723.130188,2724.134091
3/1/2022 7:15,2723.130972,2724.133704
3/1/2022 7:30,2723.134857,2724.13584
3/1/2022 7:45,2723.134084,2724.135067
3/1/2022 8:00,2723.137576,2724.13565
3/1/2022 8:15,2723.139522,2724.136427
3/1/2022 8:30,2723.141658,2724.135064
3/1/2022 8:45,2723.144577,2724.136223
3/1/2022 9:00,2723.149429,2724.138166
3/1/2022 9:15,2723.149815,2724.143221
3/1/2022 9:30,2723.147096,2724.143421
3/1/2022 9:45,2723.143407,2724.14614
3/1/2022 10:00,2723.119499,2724.148473
3/1/2022 10:15,2723.115424,2724.145557
3/1/2022 10:30,2723.11659,2724.143814
3/1/2022 10:45,2723.11659,2724.137396
3/1/2022 11:00,2723.117173,2724.13623
3/1/2022 11:15,2723.121255,2724.135064
3/1/2022 11:30,2723.116007,2724.131565
3/1/2022 11:45,2723.116007,2724.130395
3/1/2022 12:00,2723.117173,2724.131562
3/1/2022 12:15,2723.117173,2724.129812
3/1/2022 12:30,2723.117559,2724.133118
3/1/2022 12:45,2723.120082,2724.130972
3/1/2022 13:00,2723.117163,2724.134471
3/1/2022 13:15,2723.120079,2724.135637
3/1/2022 13:30,2723.11697,2724.132528
3/1/2022 13:45,2723.11483,2724.132148
3/1/2022 14:00,2723.115997,2724.133314
3/1/2022 14:15,2723.118329,2724.133897
3/1/2022 14:30,2723.11522,2724.136037
3/1/2022 14:45,2723.114834,2724.13565
3/1/2022 15:00,2723.117749,2724.136816
3/1/2022 15:15,2723.118333,2724.1374
3/1/2022 15:30,2723.116007,2724.136233
3/1/2022 15:45,2723.117749,2724.138566
3/1/2022 16:00,2723.117166,2724.137983
3/1/2022 16:15,2723.116,2724.135067
3/1/2022 16:30,2723.116583,2724.1374
3/1/2022 16:45,2723.116,2724.136816
3/1/2022 17:00,2723.115417,2724.134484
3/1/2022 17:15,2723.114251,2724.135067
3/1/2022 17:30,2723.113674,2724.133901
3/1/2022 17:45,2723.11484,2724.136816
3/1/2022 18:00,2723.117166,2724.136233
3/1/2022 18:15,2723.114834,2724.13565
3/1/2022 18:30,2723.117749,2724.138566
3/1/2022 18:45,2723.117749,2724.136816
3/1/2022 19:00,2723.118916,2724.136233
3/1/2022 19:15,2723.119499,2724.137976
3/1/2022 19:30,2723.120279,2724.137586
3/1/2022 19:45,2723.122414,2724.137973
3/1/2022 20:00,2723.121248,2724.136806
3/1/2022 20:15,2723.121248,2724.136806
3/1/2022 20:30,2723.122414,2724.137973
3/1/2022 20:45,2723.120858,2724.136417
3/1/2022 21:00,2723.121248,2724.137386
3/1/2022 21:15,2723.121248,2724.138556
3/1/2022 21:30,2723.120665,2724.137973
3/1/2022 21:45,2723.119499,2724.136806
3/1/2022 22:00,2723.120665,2724.135054
3/1/2022 22:15,2723.120082,2724.13564
3/1/2022 22:30,2723.122414,2724.137973
3/1/2022 22:45,2723.121248,2724.135057
3/1/2022 23:00,2723.121248,2724.136806
3/1/2022 23:15,2723.121248,2724.136806
3/1/2022 23:30,2723.121248,2724.136806
3/1/2022 23:45,2723.120082,2724.13739
3/2/2022 0:00,2723.121248,2724.138556
3/2/2022 0:15,2723.122414,2724.139722
3/2/2022 0:30,2723.122998,2724.136806
3/2/2022 0:45,2723.123581,2724.13739
