Date_Time,P2C,P3C,
7/3/2021 9:15,2723.123014,2724.192318,
7/3/2021 9:30,2723.122947,2724.192123,
7/3/2021 9:45,2723.122899,2724.191984,
7/3/2021 10:00,2723.122852,2724.191844,
7/3/2021 10:15,2723.122794,2724.191676,
7/3/2021 10:30,2723.122737,2724.191507,
7/3/2021 10:45,2723.122689,2724.191366,
7/3/2021 11:00,2723.122641,2724.191224,
7/3/2021 11:15,2723.122603,2724.19111,
7/3/2021 11:30,2723.122565,2724.190996,
7/3/2021 11:45,2723.122469,2724.19071,
7/3/2021 12:00,2723.122374,2724.190423,
7/3/2021 12:15,2723.122259,2724.190075,
7/3/2021 12:30,2723.122144,2724.189725,
7/3/2021 12:45,2723.122106,2724.189608,
7/3/2021 13:00,2723.122068,2724.18949,
7/3/2021 13:15,2723.121972,2724.189195,
7/3/2021 13:30,2723.121877,2724.188897,
7/3/2021 13:45,2723.121896,2724.188957,
7/3/2021 14:00,2723.121915,2724.189017,
7/3/2021 14:15,2723.121877,2724.188897,
7/3/2021 14:30,2723.121839,2724.188778,
7/3/2021 14:45,2723.121791,2724.188628,
7/3/2021 15:00,2723.121743,2724.188478,
7/3/2021 15:15,2723.121724,2724.188418,
7/3/2021 15:30,2723.121705,2724.188358,
7/3/2021 15:45,2723.121695,2724.188328,
7/3/2021 16:00,2723.121686,2724.188297,
7/3/2021 16:15,2723.121695,2724.188328,
7/3/2021 16:30,2723.121705,2724.188358,
7/3/2021 16:45,2723.121695,2724.188328,
7/3/2021 17:00,2723.121686,2724.188297,
7/3/2021 17:15,2723.121666,2724.188237,
7/3/2021 17:30,2723.121647,2724.188177,
7/3/2021 17:45,2723.121647,2724.188177,
7/3/2021 18:00,2723.121647,2724.188177,
7/3/2021 18:15,2723.121647,2724.188177,
7/3/2021 18:30,2723.121647,2724.188177,
7/3/2021 18:45,2723.121791,2724.188628,
7/3/2021 19:00,2723.121934,2724.189076,
7/3/2021 19:15,2723.121886,2724.188927,
7/3/2021 19:30,2723.121839,2724.188778,
7/3/2021 19:45,2723.121839,2724.188778,
7/3/2021 20:00,2723.121839,2724.188778,
7/3/2021 20:15,2723.121839,2724.188778,
7/3/2021 20:30,2723.121839,2724.188778,
7/3/2021 20:45,2723.121791,2724.188628,
7/3/2021 21:00,2723.121743,2724.188478,
7/3/2021 21:15,2723.121714,2724.188388,
7/3/2021 21:30,2723.121686,2724.188297,
7/3/2021 21:45,2723.121762,2724.188538,
7/3/2021 22:00,2723.121839,2724.188778,
7/3/2021 22:15,2723.121839,2724.188778,
7/3/2021 22:30,2723.121839,2724.188778,
7/3/2021 22:45,2723.121839,2724.188778,
7/3/2021 23:00,2723.121839,2724.188778,
7/3/2021 23:15,2723.121819,2724.188718,
7/3/2021 23:30,2723.1218,2724.188658,
7/3/2021 23:45,2723.121819,2724.188718,
7/4/2021 0:00,2723.121839,2724.188778,
7/4/2021 0:15,2723.121819,2724.188718,
7/4/2021 0:30,2723.1218,2724.188658,
7/4/2021 0:45,2723.121705,2724.188358,
7/4/2021 1:00,2723.121609,2724.188055,
7/4/2021 1:15,2723.121676,2724.188267,
7/4/2021 1:30,2723.121743,2724.188478,
7/4/2021 1:45,2723.121762,2724.188538,
7/4/2021 2:00,2723.121781,2724.188598,
7/4/2021 2:15,2723.121762,2724.188538,
7/4/2021 2:30,2723.121743,2724.188478,
7/4/2021 2:45,2723.121724,2724.188418,
7/4/2021 3:00,2723.121705,2724.188358,
7/4/2021 3:15,2723.121705,2724.188358,
7/4/2021 3:30,2723.121705,2724.188358,
7/4/2021 3:45,2723.121752,2724.188508,
7/4/2021 4:00,2723.1218,2724.188658,
7/4/2021 4:15,2723.121772,2724.188568,
7/4/2021 4:30,2723.121743,2724.188478,
7/4/2021 4:45,2723.121772,2724.188568,
7/4/2021 5:00,2723.1218,2724.188658,
7/4/2021 5:15,2723.121819,2724.188718,
7/4/2021 5:30,2723.121839,2724.188778,
7/4/2021 5:45,2723.121791,2724.188628,
7/4/2021 6:00,2723.121743,2724.188478,
7/4/2021 6:15,2723.121772,2724.188568,
7/4/2021 6:30,2723.1218,2724.188658,
7/4/2021 6:45,2723.121791,2724.188628,
7/4/2021 7:00,2723.121781,2724.188598,
7/4/2021 7:15,2723.121781,2724.188598,
7/4/2021 7:30,2723.121781,2724.188598,
7/4/2021 7:45,2723.121743,2724.188478,
7/4/2021 8:00,2723.121705,2724.188358,
7/4/2021 8:15,2723.121752,2724.188508,
7/4/2021 8:30,2723.1218,2724.188658,
7/4/2021 8:45,2723.121772,2724.188568,
7/4/2021 9:00,2723.121743,2724.188478,
7/4/2021 9:15,2723.121724,2724.188418,
7/4/2021 9:30,2723.121705,2724.188358,
7/4/2021 9:45,2723.121724,2724.188418,
7/4/2021 10:00,2723.121743,2724.188478,
7/4/2021 10:15,2723.121676,2724.188267,
7/4/2021 10:30,2723.121609,2724.188055,
7/4/2021 10:45,2723.121561,2724.187903,
7/4/2021 11:00,2723.121514,2724.187751,
7/4/2021 11:15,2723.121475,2724.187629,
7/4/2021 11:30,2723.121437,2724.187506,
7/4/2021 11:45,2723.121389,2724.187352,
7/4/2021 12:00,2723.121342,2724.187198,
7/4/2021 12:15,2723.12138,2724.187321,
7/4/2021 12:30,2723.121418,2724.187444,
7/4/2021 12:45,2723.121332,2724.187167,
7/4/2021 13:00,2723.121246,2724.186888,
7/4/2021 13:15,2723.121236,2724.186857,
7/4/2021 13:30,2723.121227,2724.186825,
7/4/2021 13:45,2723.12116,2724.186607,
7/4/2021 14:00,2723.121093,2724.186387,
7/4/2021 14:15,2723.121093,2724.186387,
7/4/2021 14:30,2723.121093,2724.186387,
7/4/2021 14:45,2723.121026,2724.186167,
7/4/2021 15:00,2723.120959,2724.185945,
7/4/2021 15:15,2723.120978,2724.186009,
7/4/2021 15:30,2723.120997,2724.186072,
7/4/2021 15:45,2723.120931,2724.18585,
7/4/2021 16:00,2723.120864,2724.185627,
7/4/2021 16:15,2723.120892,2724.185722,
7/4/2021 16:30,2723.120921,2724.185818,
7/4/2021 16:45,2723.120892,2724.185722,
7/4/2021 17:00,2723.120864,2724.185627,
7/4/2021 17:15,2723.120892,2724.185722,
7/4/2021 17:30,2723.120921,2724.185818,
7/4/2021 17:45,2723.120921,2724.185818,
7/4/2021 18:00,2723.120921,2724.185818,
7/4/2021 18:15,2723.120892,2724.185722,
7/4/2021 18:30,2723.120864,2724.185627,
7/4/2021 18:45,2723.120845,2724.185563,
7/4/2021 19:00,2723.120825,2724.185499,
7/4/2021 19:15,2723.120845,2724.185563,
7/4/2021 19:30,2723.120864,2724.185627,
7/4/2021 19:45,2723.120845,2724.185563,
7/4/2021 20:00,2723.120825,2724.185499,
7/4/2021 20:15,2723.120864,2724.185627,
7/4/2021 20:30,2723.120902,2724.185754,
7/4/2021 20:45,2723.120854,2724.185595,
7/4/2021 21:00,2723.120806,2724.185435,
7/4/2021 21:15,2723.120864,2724.185627,
7/4/2021 21:30,2723.120921,2724.185818,
7/4/2021 21:45,2723.120911,2724.185786,
7/4/2021 22:00,2723.120902,2724.185754,
7/4/2021 22:15,2723.120911,2724.185786,
7/4/2021 22:30,2723.120921,2724.185818,
7/4/2021 22:45,2723.120969,2724.185977,
7/4/2021 23:00,2723.121017,2724.186135,
7/4/2021 23:15,2723.121055,2724.186261,
7/4/2021 23:30,2723.121093,2724.186387,
7/4/2021 23:45,2723.121103,2724.186419,
7/5/2021 0:00,2723.121112,2724.18645,
7/5/2021 0:15,2723.121103,2724.186419,
7/5/2021 0:30,2723.121093,2724.186387,
7/5/2021 0:45,2723.121055,2724.186261,
7/5/2021 1:00,2723.121017,2724.186135,
7/5/2021 1:15,2723.121055,2724.186261,
7/5/2021 1:30,2723.121093,2724.186387,
7/5/2021 1:45,2723.121093,2724.186387,
7/5/2021 2:00,2723.121093,2724.186387,
7/5/2021 2:15,2723.121141,2724.186544,
7/5/2021 2:30,2723.121189,2724.186701,
7/5/2021 2:45,2723.121141,2724.186544,
7/5/2021 3:00,2723.121093,2724.186387,
7/5/2021 3:15,2723.121122,2724.186482,
7/5/2021 3:30,2723.12115,2724.186576,
7/5/2021 3:45,2723.121055,2724.186261,
7/5/2021 4:00,2723.120959,2724.185945,
7/5/2021 4:15,2723.120931,2724.18585,
7/5/2021 4:30,2723.120902,2724.185754,
7/5/2021 4:45,2723.120931,2724.18585,
7/5/2021 5:00,2723.120959,2724.185945,
7/5/2021 5:15,2723.120988,2724.18604,
7/5/2021 5:30,2723.121017,2724.186135,
7/5/2021 5:45,2723.121083,2724.186356,
7/5/2021 6:00,2723.12115,2724.186576,
7/5/2021 6:15,2723.121122,2724.186482,
7/5/2021 6:30,2723.121093,2724.186387,
7/5/2021 6:45,2723.121074,2724.186324,
7/5/2021 7:00,2723.121055,2724.186261,
7/5/2021 7:15,2723.121103,2724.186419,
7/5/2021 7:30,2723.12115,2724.186576,
7/5/2021 7:45,2723.121131,2724.186513,
7/5/2021 8:00,2723.121112,2724.18645,
7/5/2021 8:15,2723.121083,2724.186356,
7/5/2021 8:30,2723.121055,2724.186261,
7/5/2021 8:45,2723.121074,2724.186324,
7/5/2021 9:00,2723.121093,2724.186387,
7/5/2021 9:15,2723.121103,2724.186419,
7/5/2021 9:30,2723.121112,2724.18645,
7/5/2021 9:45,2723.121083,2724.186356,
7/5/2021 10:00,2723.121055,2724.186261,
7/5/2021 10:15,2723.121026,2724.186167,
7/5/2021 10:30,2723.120997,2724.186072,
7/5/2021 10:45,2723.120959,2724.185945,
7/5/2021 11:00,2723.120921,2724.185818,
7/5/2021 11:15,2723.120864,2724.185627,
7/5/2021 11:30,2723.120806,2724.185435,
7/5/2021 11:45,2723.12072,2724.185145,
7/5/2021 12:00,2723.120634,2724.184853,
7/5/2021 12:15,2723.120586,2724.184691,
7/5/2021 12:30,2723.120539,2724.184527,
7/5/2021 12:45,2723.120491,2724.184364,
7/5/2021 13:00,2723.120443,2724.184199,
7/5/2021 13:15,2723.120424,2724.184133,
7/5/2021 13:30,2723.120405,2724.184067,
7/5/2021 13:45,2723.120491,2724.184364,
7/5/2021 14:00,2723.120577,2724.184658,
7/5/2021 14:15,2723.120959,2724.185945,
7/5/2021 14:30,2723.121342,2724.187198,
7/5/2021 14:45,2723.121294,2724.187043,
7/5/2021 15:00,2723.121246,2724.186888,
7/5/2021 15:15,2723.121131,2724.186513,
7/5/2021 15:30,2723.121017,2724.186135,
7/5/2021 15:45,2723.120969,2724.185977,
7/5/2021 16:00,2723.120921,2724.185818,
7/5/2021 16:15,2723.12094,2724.185882,
7/5/2021 16:30,2723.120959,2724.185945,
7/5/2021 16:45,2723.121074,2724.186324,
7/5/2021 17:00,2723.121189,2724.186701,
7/5/2021 17:15,2723.121494,2724.18769,
7/5/2021 17:30,2723.1218,2724.188658,
7/5/2021 17:45,2723.121982,2724.189224,
7/5/2021 18:00,2723.122163,2724.189783,
7/5/2021 18:15,2723.121972,2724.189195,
7/5/2021 18:30,2723.121781,2724.188598,
7/5/2021 18:45,2723.121781,2724.188598,
7/5/2021 19:00,2723.121781,2724.188598,
7/5/2021 19:15,2723.121695,2724.188328,
7/5/2021 19:30,2723.121609,2724.188055,
7/5/2021 19:45,2723.121676,2724.188267,
7/5/2021 20:00,2723.121743,2724.188478,
7/5/2021 20:15,2723.121877,2724.188897,
7/5/2021 20:30,2723.122011,2724.189313,
7/5/2021 20:45,2723.122125,2724.189666,
7/5/2021 21:00,2723.12224,2724.190017,
7/5/2021 21:15,2723.122192,2724.189871,
7/5/2021 21:30,2723.122144,2724.189725,
7/5/2021 21:45,2723.122039,2724.189402,
7/5/2021 22:00,2723.121934,2724.189076,
7/5/2021 22:15,2723.121886,2724.188927,
7/5/2021 22:30,2723.121839,2724.188778,
7/5/2021 22:45,2723.121905,2724.188987,
7/5/2021 23:00,2723.121972,2724.189195,
7/5/2021 23:15,2723.121944,2724.189106,
7/5/2021 23:30,2723.121915,2724.189017,
7/5/2021 23:45,2723.122039,2724.189402,
7/6/2021 0:00,2723.122163,2724.189783,
7/6/2021 0:15,2723.122163,2724.189783,
7/6/2021 0:30,2723.122163,2724.189783,
7/6/2021 0:45,2723.122135,2724.189696,
7/6/2021 1:00,2723.122106,2724.189608,
7/6/2021 1:15,2723.122011,2724.189313,
7/6/2021 1:30,2723.121915,2724.189017,
7/6/2021 1:45,2723.121925,2724.189046,
7/6/2021 2:00,2723.121934,2724.189076,
7/6/2021 2:15,2723.121839,2724.188778,
7/6/2021 2:30,2723.121743,2724.188478,
7/6/2021 2:45,2723.121743,2724.188478,
7/6/2021 3:00,2723.121743,2724.188478,
7/6/2021 3:15,2723.121724,2724.188418,
7/6/2021 3:30,2723.121705,2724.188358,
7/6/2021 3:45,2723.121695,2724.188328,
7/6/2021 4:00,2723.121686,2724.188297,
7/6/2021 4:15,2723.121686,2724.188297,
7/6/2021 4:30,2723.121686,2724.188297,
7/6/2021 4:45,2723.121686,2724.188297,
7/6/2021 5:00,2723.121686,2724.188297,
7/6/2021 5:15,2723.121695,2724.188328,
7/6/2021 5:30,2723.121705,2724.188358,
7/6/2021 5:45,2723.121676,2724.188267,
7/6/2021 6:00,2723.121647,2724.188177,
7/6/2021 6:15,2723.121628,2724.188116,
7/6/2021 6:30,2723.121609,2724.188055,
7/6/2021 6:45,2723.121647,2724.188177,
7/6/2021 7:00,2723.121686,2724.188297,
7/6/2021 7:15,2723.121647,2724.188177,
7/6/2021 7:30,2723.121609,2724.188055,
7/6/2021 7:45,2723.12159,2724.187995,
7/6/2021 8:00,2723.121571,2724.187934,
7/6/2021 8:15,2723.121571,2724.187934,
7/6/2021 8:30,2723.121571,2724.187934,
7/6/2021 8:45,2723.121561,2724.187903,
7/6/2021 9:00,2723.121552,2724.187873,
7/6/2021 9:15,2723.12158,2724.187964,
7/6/2021 9:30,2723.121609,2724.188055,
7/6/2021 9:45,2723.121561,2724.187903,
7/6/2021 10:00,2723.121514,2724.187751,
7/6/2021 10:15,2723.121475,2724.187629,
7/6/2021 10:30,2723.121437,2724.187506,
7/6/2021 10:45,2723.121389,2724.187352,
7/6/2021 11:00,2723.121342,2724.187198,
7/6/2021 11:15,2723.121198,2724.186732,
7/6/2021 11:30,2723.121055,2724.186261,
7/6/2021 11:45,2723.121026,2724.186167,
7/6/2021 12:00,2723.120997,2724.186072,
7/6/2021 12:15,2723.12095,2724.185913,
7/6/2021 12:30,2723.120902,2724.185754,
7/6/2021 12:45,2723.120911,2724.185786,
7/6/2021 13:00,2723.120921,2724.185818,
7/6/2021 13:15,2723.120873,2724.185659,
7/6/2021 13:30,2723.120825,2724.185499,
7/6/2021 13:45,2723.120825,2724.185499,
7/6/2021 14:00,2723.120825,2724.185499,
7/6/2021 14:15,2723.120778,2724.185338,
7/6/2021 14:30,2723.12073,2724.185177,
7/6/2021 14:45,2723.120701,2724.18508,
7/6/2021 15:00,2723.120672,2724.184983,
7/6/2021 15:15,2723.120634,2724.184853,
7/6/2021 15:30,2723.120596,2724.184723,
7/6/2021 15:45,2723.120567,2724.184625,
7/6/2021 16:00,2723.120539,2724.184527,
7/6/2021 16:15,2723.120586,2724.184691,
7/6/2021 16:30,2723.120634,2724.184853,
7/6/2021 16:45,2723.120567,2724.184625,
7/6/2021 17:00,2723.1205,2724.184396,
7/6/2021 17:15,2723.120472,2724.184298,
7/6/2021 17:30,2723.120443,2724.184199,
7/6/2021 17:45,2723.121064,2724.186293,
7/6/2021 18:00,2723.121686,2724.188297,
7/6/2021 18:15,2723.121695,2724.188328,
7/6/2021 18:30,2723.121705,2724.188358,
7/6/2021 18:45,2723.121523,2724.187781,
7/6/2021 19:00,2723.121342,2724.187198,
7/6/2021 19:15,2723.121227,2724.186825,
7/6/2021 19:30,2723.121112,2724.18645,
7/6/2021 19:45,2723.121083,2724.186356,
7/6/2021 20:00,2723.121055,2724.186261,
7/6/2021 20:15,2723.121026,2724.186167,
7/6/2021 20:30,2723.120997,2724.186072,
7/6/2021 20:45,2723.120997,2724.186072,
7/6/2021 21:00,2723.120997,2724.186072,
7/6/2021 21:15,2723.120997,2724.186072,
7/6/2021 21:30,2723.120997,2724.186072,
7/6/2021 21:45,2723.121055,2724.186261,
7/6/2021 22:00,2723.121112,2724.18645,
7/6/2021 22:15,2723.121179,2724.186669,
7/6/2021 22:30,2723.121246,2724.186888,
7/6/2021 22:45,2723.121217,2724.186794,
7/6/2021 23:00,2723.121189,2724.186701,
7/6/2021 23:15,2723.12115,2724.186576,
7/6/2021 23:30,2723.121112,2724.18645,
7/6/2021 23:45,2723.121131,2724.186513,
7/7/2021 0:00,2723.12115,2724.186576,
7/7/2021 0:15,2723.121131,2724.186513,
7/7/2021 0:30,2723.121112,2724.18645,
7/7/2021 0:45,2723.121103,2724.186419,
7/7/2021 1:00,2723.121093,2724.186387,
7/7/2021 1:15,2723.121103,2724.186419,
