Date_Time,P2C,P3C,
7/1/2021 0:00,2723.120443,2724.184199,
7/1/2021 0:15,2723.120443,2724.184199,
7/1/2021 0:30,2723.120443,2724.184199,
7/1/2021 0:45,2723.120462,2724.184265,
7/1/2021 1:00,2723.120481,2724.184331,
7/1/2021 1:15,2723.120414,2724.1841,
7/1/2021 1:30,2723.120348,2724.183869,
7/1/2021 1:45,2723.120367,2724.183935,
7/1/2021 2:00,2723.120386,2724.184001,
7/1/2021 2:15,2723.120434,2724.184166,
7/1/2021 2:30,2723.120481,2724.184331,
7/1/2021 2:45,2723.12051,2724.184429,
7/1/2021 3:00,2723.120539,2724.184527,
7/1/2021 3:15,2723.120491,2724.184364,
7/1/2021 3:30,2723.120443,2724.184199,
7/1/2021 3:45,2723.120491,2724.184364,
7/1/2021 4:00,2723.120539,2724.184527,
7/1/2021 4:15,2723.120567,2724.184625,
7/1/2021 4:30,2723.120596,2724.184723,
7/1/2021 4:45,2723.120548,2724.18456,
7/1/2021 5:00,2723.1205,2724.184396,
7/1/2021 5:15,2723.12052,2724.184462,
7/1/2021 5:30,2723.120539,2724.184527,
7/1/2021 5:45,2723.120558,2724.184593,
7/1/2021 6:00,2723.120577,2724.184658,
7/1/2021 6:15,2723.120606,2724.184756,
7/1/2021 6:30,2723.120634,2724.184853,
7/1/2021 6:45,2723.120634,2724.184853,
7/1/2021 7:00,2723.120634,2724.184853,
7/1/2021 7:15,2723.120615,2724.184788,
7/1/2021 7:30,2723.120596,2724.184723,
7/1/2021 7:45,2723.120615,2724.184788,
7/1/2021 8:00,2723.120634,2724.184853,
7/1/2021 8:15,2723.120634,2724.184853,
7/1/2021 8:30,2723.120634,2724.184853,
7/1/2021 8:45,2723.120615,2724.184788,
7/1/2021 9:00,2723.120596,2724.184723,
7/1/2021 9:15,2723.120567,2724.184625,
7/1/2021 9:30,2723.120539,2724.184527,
7/1/2021 9:45,2723.12052,2724.184462,
7/1/2021 10:00,2723.1205,2724.184396,
7/1/2021 10:15,2723.120491,2724.184364,
7/1/2021 10:30,2723.120481,2724.184331,
7/1/2021 10:45,2723.120414,2724.1841,
7/1/2021 11:00,2723.120348,2724.183869,
7/1/2021 11:15,2723.120319,2724.183769,
7/1/2021 11:30,2723.12029,2724.183669,
7/1/2021 11:45,2723.120223,2724.183436,
7/1/2021 12:00,2723.120156,2724.183201,
7/1/2021 12:15,2723.120109,2724.183032,
7/1/2021 12:30,2723.120061,2724.182863,
7/1/2021 12:45,2723.120013,2724.182693,
7/1/2021 13:00,2723.119965,2724.182523,
7/1/2021 13:15,2723.120739,2724.185209,
7/1/2021 13:30,2723.121514,2724.187751,
7/1/2021 13:45,2723.126206,2724.200771,
7/1/2021 14:00,2723.130899,2724.21096,
7/1/2021 14:15,2723.135945,2724.219907,
7/1/2021 14:30,2723.140992,2724.227422,
7/1/2021 14:45,2723.138201,2724.223415,
7/1/2021 15:00,2723.13541,2724.219035,
7/1/2021 15:15,2723.134942,2724.218258,
7/1/2021 15:30,2723.134474,2724.217468,
7/1/2021 15:45,2723.135525,2724.219223,
7/1/2021 16:00,2723.136576,2724.220915,
7/1/2021 16:15,2723.136165,2724.22026,
7/1/2021 16:30,2723.135754,2724.219597,
7/1/2021 16:45,2723.135009,2724.21837,
7/1/2021 17:00,2723.134263,2724.217109,
7/1/2021 17:15,2723.133575,2724.215915,
7/1/2021 17:30,2723.132887,2724.21469,
7/1/2021 17:45,2723.13217,2724.213379,
7/1/2021 18:00,2723.131453,2724.21203,
7/1/2021 18:15,2723.130851,2724.210867,
7/1/2021 18:30,2723.130249,2724.209674,
7/1/2021 18:45,2723.129838,2724.208842,
7/1/2021 19:00,2723.129427,2724.207995,
7/1/2021 19:15,2723.128978,2724.207051,
7/1/2021 19:30,2723.128529,2724.206089,
7/1/2021 19:45,2723.128099,2724.205148,
7/1/2021 20:00,2723.127669,2724.204188,
7/1/2021 20:15,2723.127267,2724.203275,
7/1/2021 20:30,2723.126866,2724.202343,
7/1/2021 20:45,2723.12655,2724.201598,
7/1/2021 21:00,2723.126235,2724.20084,
7/1/2021 21:15,2723.126053,2724.200399,
7/1/2021 21:30,2723.125872,2724.199953,
7/1/2021 21:45,2723.1257,2724.199527,
7/1/2021 22:00,2723.125528,2724.199096,
7/1/2021 22:15,2723.125365,2724.198687,
7/1/2021 22:30,2723.125203,2724.198273,
7/1/2021 22:45,2723.125002,2724.197757,
7/1/2021 23:00,2723.124801,2724.197236,
7/1/2021 23:15,2723.124687,2724.196935,
7/1/2021 23:30,2723.124572,2724.196633,
7/1/2021 23:45,2723.124476,2724.196379,
7/2/2021 0:00,2723.124381,2724.196124,
7/2/2021 0:15,2723.124266,2724.195816,
7/2/2021 0:30,2723.124151,2724.195506,
7/2/2021 0:45,2723.124094,2724.19535,
7/2/2021 1:00,2723.124037,2724.195194,
7/2/2021 1:15,2723.123932,2724.194907,
7/2/2021 1:30,2723.123826,2724.194617,
7/2/2021 1:45,2723.123731,2724.194352,
7/2/2021 2:00,2723.123635,2724.194086,
7/2/2021 2:15,2723.123549,2724.193845,
7/2/2021 2:30,2723.123463,2724.193603,
7/2/2021 2:45,2723.123463,2724.193603,
7/2/2021 3:00,2723.123463,2724.193603,
7/2/2021 3:15,2723.123406,2724.193441,
7/2/2021 3:30,2723.123349,2724.193278,
7/2/2021 3:45,2723.12332,2724.193197,
7/2/2021 4:00,2723.123291,2724.193115,
7/2/2021 4:15,2723.123224,2724.192924,
7/2/2021 4:30,2723.123157,2724.192732,
7/2/2021 4:45,2723.123119,2724.192622,
7/2/2021 5:00,2723.123081,2724.192511,
7/2/2021 5:15,2723.123043,2724.192401,
7/2/2021 5:30,2723.123005,2724.19229,
7/2/2021 5:45,2723.122976,2724.192207,
7/2/2021 6:00,2723.122947,2724.192123,
7/2/2021 6:15,2723.122909,2724.192012,
7/2/2021 6:30,2723.122871,2724.1919,
7/2/2021 6:45,2723.122861,2724.191872,
7/2/2021 7:00,2723.122852,2724.191844,
7/2/2021 7:15,2723.122785,2724.191648,
7/2/2021 7:30,2723.122718,2724.19145,
7/2/2021 7:45,2723.122718,2724.19145,
7/2/2021 8:00,2723.122718,2724.19145,
7/2/2021 8:15,2723.12268,2724.191337,
7/2/2021 8:30,2723.122641,2724.191224,
7/2/2021 8:45,2723.122622,2724.191167,
7/2/2021 9:00,2723.122603,2724.19111,
7/2/2021 9:15,2723.122584,2724.191053,
7/2/2021 9:30,2723.122565,2724.190996,
7/2/2021 9:45,2723.122565,2724.190996,
7/2/2021 10:00,2723.122565,2724.190996,
7/2/2021 10:15,2723.122498,2724.190796,
7/2/2021 10:30,2723.122431,2724.190595,
7/2/2021 10:45,2723.122355,2724.190365,
7/2/2021 11:00,2723.122278,2724.190133,
7/2/2021 11:15,2723.122259,2724.190075,
7/2/2021 11:30,2723.12224,2724.190017,
7/2/2021 11:45,2723.122785,2724.191648,
7/2/2021 12:00,2723.123329,2724.193224,
7/2/2021 12:15,2723.125537,2724.19912,
7/2/2021 12:30,2723.127745,2724.20436,
7/2/2021 12:45,2723.128385,2724.205777,
7/2/2021 13:00,2723.129026,2724.207153,
7/2/2021 13:15,2723.128108,2724.205169,
7/2/2021 13:30,2723.127191,2724.203099,
7/2/2021 13:45,2723.126627,2724.201779,
7/2/2021 14:00,2723.126063,2724.200422,
7/2/2021 14:15,2723.125986,2724.200235,
7/2/2021 14:30,2723.12591,2724.200047,
7/2/2021 14:45,2723.12591,2724.200047,
7/2/2021 15:00,2723.12591,2724.200047,
7/2/2021 15:15,2723.126311,2724.201025,
7/2/2021 15:30,2723.126713,2724.201983,
7/2/2021 15:45,2723.126512,2724.201506,
7/2/2021 16:00,2723.126311,2724.201025,
7/2/2021 16:15,2723.126006,2724.200282,
7/2/2021 16:30,2723.1257,2724.199527,
7/2/2021 16:45,2723.125432,2724.198856,
7/2/2021 17:00,2723.125165,2724.198175,
7/2/2021 17:15,2723.12504,2724.197856,
7/2/2021 17:30,2723.124916,2724.197534,
7/2/2021 17:45,2723.124754,2724.197111,
7/2/2021 18:00,2723.124591,2724.196683,
7/2/2021 18:15,2723.124457,2724.196328,
7/2/2021 18:30,2723.124323,2724.19597,
7/2/2021 18:45,2723.124218,2724.195687,
7/2/2021 19:00,2723.124113,2724.195402,
7/2/2021 19:15,2723.124046,2724.19522,
7/2/2021 19:30,2723.123979,2724.195038,
7/2/2021 19:45,2723.124027,2724.195168,
7/2/2021 20:00,2723.124075,2724.195298,
7/2/2021 20:15,2723.124409,2724.196201,
7/2/2021 20:30,2723.124744,2724.197086,
7/2/2021 20:45,2723.124773,2724.197161,
7/2/2021 21:00,2723.124801,2724.197236,
7/2/2021 21:15,2723.124687,2724.196935,
7/2/2021 21:30,2723.124572,2724.196633,
7/2/2021 21:45,2723.124467,2724.196353,
7/2/2021 22:00,2723.124362,2724.196073,
7/2/2021 22:15,2723.124323,2724.19597,
7/2/2021 22:30,2723.124285,2724.195867,
7/2/2021 22:45,2723.124371,2724.196098,
7/2/2021 23:00,2723.124457,2724.196328,
7/2/2021 23:15,2723.124457,2724.196328,
7/2/2021 23:30,2723.124457,2724.196328,
7/2/2021 23:45,2723.124438,2724.196277,
7/3/2021 0:00,2723.124419,2724.196226,
7/3/2021 0:15,2723.124371,2724.196098,
7/3/2021 0:30,2723.124323,2724.19597,
7/3/2021 0:45,2723.124257,2724.19579,
7/3/2021 1:00,2723.12419,2724.19561,
7/3/2021 1:15,2723.124113,2724.195402,
7/3/2021 1:30,2723.124037,2724.195194,
7/3/2021 1:45,2723.12397,2724.195011,
7/3/2021 2:00,2723.123903,2724.194828,
7/3/2021 2:15,2723.123817,2724.194591,
7/3/2021 2:30,2723.123731,2724.194352,
7/3/2021 2:45,2723.123731,2724.194352,
7/3/2021 3:00,2723.123731,2724.194352,
7/3/2021 3:15,2723.123731,2724.194352,
7/3/2021 3:30,2723.123731,2724.194352,
7/3/2021 3:45,2723.123645,2724.194113,
7/3/2021 4:00,2723.123559,2724.193872,
7/3/2021 4:15,2723.123578,2724.193925,
7/3/2021 4:30,2723.123597,2724.193979,
7/3/2021 4:45,2723.123559,2724.193872,
7/3/2021 5:00,2723.123521,2724.193764,
7/3/2021 5:15,2723.123415,2724.193468,
7/3/2021 5:30,2723.12331,2724.193169,
7/3/2021 5:45,2723.123301,2724.193142,
7/3/2021 6:00,2723.123291,2724.193115,
7/3/2021 6:15,2723.123291,2724.193115,
7/3/2021 6:30,2723.123291,2724.193115,
7/3/2021 6:45,2723.123253,2724.193006,
7/3/2021 7:00,2723.123215,2724.192896,
7/3/2021 7:15,2723.123196,2724.192841,
7/3/2021 7:30,2723.123177,2724.192787,
7/3/2021 7:45,2723.123081,2724.192511,
7/3/2021 8:00,2723.122985,2724.192234,
7/3/2021 8:15,2723.123033,2724.192373,
7/3/2021 8:30,2723.123081,2724.192511,
7/3/2021 8:45,2723.123081,2724.192511,
7/3/2021 9:00,2723.123081,2724.192511,
