Time,DifL,Dif,DifI
2023-03-21 13:00:00,1.5449189324312718e-06,6.533974399778882e-07,3.588430637651832e-08
2023-03-21 13:15:00,,6.533344073767123e-07,3.552333497923659e-08
2023-03-21 13:30:00,,6.53548688653979e-07,3.519226948632671e-08
2023-03-21 13:45:00,,6.540258747992583e-07,3.489231554617707e-08
2023-03-21 14:00:00,,6.547353651612302e-07,3.462706847609377e-08
2023-03-21 14:15:00,,6.55634886732293e-07,3.43993022335264e-08
2023-03-21 14:30:00,,6.566783771305367e-07,3.421021767235834e-08
2023-03-21 14:45:00,,6.578171633563935e-07,3.405978851838456e-08
2023-03-21 15:00:00,,6.590048644889149e-07,3.39464669989005e-08
2023-03-21 15:15:00,,6.601954290459831e-07,3.386734655074063e-08
2023-03-21 15:30:00,,6.613401586084211e-07,3.3818222599820985e-08
2023-03-21 15:45:00,,6.624056900504799e-07,3.379372094271791e-08
2023-03-21 16:00:00,,6.633689055131638e-07,3.3788253902406835e-08
2023-03-21 16:15:00,,6.642207263985324e-07,3.379669857792221e-08
2023-03-21 16:30:00,,6.649557296066914e-07,3.381463982873822e-08
2023-03-21 16:45:00,,6.655805747041232e-07,3.38387998973762e-08
2023-03-21 17:00:00,,6.661046432629971e-07,3.38668455762592e-08
2023-03-21 17:15:00,,6.665536088284837e-07,3.3898065239123206e-08
2023-03-21 17:30:00,,6.66966257386063e-07,3.393340004932011e-08
2023-03-21 17:45:00,,6.673843553496381e-07,3.397475306477535e-08
2023-03-21 18:00:00,,6.678573681280182e-07,3.4024996379147704e-08
2023-03-21 18:15:00,,6.68436494132333e-07,3.408716834155444e-08
2023-03-21 18:30:00,,6.691697033053862e-07,3.416356178148871e-08
2023-03-21 18:45:00,,6.700933695818887e-07,3.4255101012559587e-08
2023-03-21 19:00:00,,6.712404017077243e-07,3.436142873026146e-08
2023-03-21 19:15:00,,6.726283504240666e-07,3.4481325742418784e-08
2023-03-21 19:30:00,,6.74275921309792e-07,3.461335255835735e-08
2023-03-21 19:45:00,,6.762021797205024e-07,3.4755733349034816e-08
2023-03-21 20:00:00,,6.784147595341523e-07,3.490639115396367e-08
2023-03-21 20:15:00,,6.80915947785917e-07,3.506242197660769e-08
2023-03-21 20:30:00,,6.83692746140619e-07,3.522058031279413e-08
2023-03-21 20:45:00,,6.86731683379991e-07,3.537666514086188e-08
2023-03-21 21:00:00,,6.900090414710607e-07,3.5526637154696523e-08
2023-03-21 21:15:00,,6.934941011550712e-07,3.566692353175421e-08
2023-03-21 21:30:00,,6.971784546592612e-07,3.57931303296022e-08
2023-03-21 21:45:00,,7.010387516429776e-07,3.590208099755572e-08
2023-03-21 22:00:00,,7.05063792172422e-07,3.599082424851659e-08
2023-03-21 22:15:00,,7.092350922243944e-07,3.605729859492668e-08
2023-03-21 22:30:00,,7.135461075899513e-07,3.6099688412310935e-08
2023-03-21 22:45:00,,7.179778586989374e-07,3.6117006860985235e-08
2023-03-21 23:00:00,,7.225203233819912e-07,3.6108408798511524e-08
2023-03-21 23:15:00,,7.271497419346009e-07,3.607366124670446e-08
2023-03-21 23:30:00,,7.31848695033313e-07,3.60123343483426e-08
2023-03-21 23:45:00,,7.365964134965967e-07,3.592389912825541e-08
2023-03-22 00:00:00,,7.413665319953508e-07,3.580781314494467e-08
2023-03-22 00:15:00,,7.461235160045964e-07,3.566413850272715e-08
2023-03-22 00:30:00,,7.508353776156734e-07,3.549307147976728e-08
2023-03-22 00:45:00,,7.554808580916412e-07,3.529402269725762e-08
2023-03-22 01:00:00,,7.600440686298804e-07,3.5067578864523216e-08
2023-03-22 01:15:00,,7.645253428142172e-07,3.481484780106791e-08
2023-03-22 01:30:00,,7.689450823041285e-07,3.453638269765097e-08
2023-03-22 01:45:00,,7.73342444957048e-07,3.423364215733794e-08
2023-03-22 02:00:00,,7.777733827717572e-07,3.3912308682146726e-08
