Time,DifL,Dif,DifI
2023-03-21 13:00:00,8.649838438605333e-06,1.4114802072859343e-05,2.8993438283749077e-07
2023-03-21 13:15:00,,1.4159102776055947e-05,2.919850592299276e-07
2023-03-21 13:30:00,,1.4202605352399759e-05,2.948335663022464e-07
2023-03-21 13:45:00,,1.4244272435101792e-05,2.977503262044598e-07
2023-03-21 14:00:00,,1.4283990561767982e-05,3.003281565694383e-07
2023-03-21 14:15:00,,1.4322189982104634e-05,3.02425495253453e-07
2023-03-21 14:30:00,,1.4359056913716457e-05,3.0404040291264157e-07
2023-03-21 14:45:00,,1.4394449158041431e-05,3.052269988149278e-07
2023-03-21 15:00:00,,1.4427951481895406e-05,3.0605404359708683e-07
2023-03-21 15:15:00,,1.445916369380613e-05,3.0659238757027295e-07
2023-03-21 15:30:00,,1.4487948335116656e-05,3.069082790134007e-07
2023-03-21 15:45:00,,1.451440679108951e-05,3.070538363673167e-07
2023-03-21 16:00:00,,1.4538709123300167e-05,3.070609695442403e-07
2023-03-21 16:15:00,,1.4560788837844722e-05,3.069439045982899e-07
2023-03-21 16:30:00,,1.4580637409730847e-05,3.067120870164344e-07
2023-03-21 16:45:00,,1.4598079593180713e-05,3.063789841714458e-07
2023-03-21 17:00:00,,1.461317340093658e-05,3.0596559592282814e-07
2023-03-21 17:15:00,,1.4625966234892645e-05,3.055012360203149e-07
2023-03-21 17:30:00,,1.463647750754472e-05,3.0502244804230363e-07
2023-03-21 17:45:00,,1.4644856368245553e-05,3.0456568594649335e-07
2023-03-21 18:00:00,,1.465125550177743e-05,3.041655752845469e-07
2023-03-21 18:15:00,,1.4655809715910015e-05,3.03851704172816e-07
2023-03-21 18:30:00,,1.4658557702459785e-05,3.0364531098253855e-07
2023-03-21 18:45:00,,1.4659517211207043e-05,3.035592601746297e-07
2023-03-21 19:00:00,,1.4658487800054345e-05,3.035951221897885e-07
2023-03-21 19:15:00,,1.4655296571711855e-05,3.037424525163237e-07
2023-03-21 19:30:00,,1.4649595107335326e-05,3.039784631638023e-07
2023-03-21 19:45:00,,1.4640915950045698e-05,3.0426807956207325e-07
2023-03-21 20:00:00,,1.4628675724031936e-05,3.04564642900562e-07
2023-03-21 20:15:00,,1.4612333678993648e-05,3.048129725723724e-07
2023-03-21 20:30:00,,1.4591478592788507e-05,3.049540193115388e-07
2023-03-21 20:45:00,,1.456594880203469e-05,3.0493273284482556e-07
2023-03-21 21:00:00,,1.4535798357381973e-05,3.047026331111518e-07
2023-03-21 21:15:00,,1.4501259164273225e-05,3.042262894724836e-07
2023-03-21 21:30:00,,1.4462739208579513e-05,3.0348099620500905e-07
2023-03-21 21:45:00,,1.4420713710262998e-05,3.0246412353275974e-07
2023-03-21 22:00:00,,1.4375656820360396e-05,3.011837507898065e-07
2023-03-21 22:15:00,,1.4327930107345652e-05,2.9966186964924623e-07
2023-03-21 22:30:00,,1.4277676506089607e-05,2.979371098863801e-07
2023-03-21 22:45:00,,1.4224883522102904e-05,2.960536794310986e-07
2023-03-21 23:00:00,,1.4169316951876374e-05,2.9406950193532266e-07
2023-03-21 23:15:00,,1.4110702408197411e-05,2.9204138400700555e-07
2023-03-21 23:30:00,,1.4048762460134085e-05,2.900323054017646e-07
2023-03-21 23:45:00,,1.3983457485928885e-05,2.880927821435079e-07
2023-03-22 00:00:00,,1.3915063783962265e-05,2.8626164236730186e-07
2023-03-22 00:15:00,,1.3844211217286425e-05,2.8456433388278303e-07
2023-03-22 00:30:00,,1.3771911935517408e-05,2.829928796146044e-07
2023-03-22 00:45:00,,1.3699292373000165e-05,2.815390202855899e-07
