Time,VelL,Vel,VelI
2023-03-21 13:00:00,7.99633383607537e-06,-8.892368160288836e-05,1.5789934861691463e-06
2023-03-21 13:15:00,,-8.943333300964339e-05,1.592201893240789e-06
2023-03-21 13:30:00,,-8.986820579349124e-05,1.6093055674638056e-06
2023-03-21 13:45:00,,-9.022788802096815e-05,1.6261939198677887e-06
2023-03-21 14:00:00,,-9.052102739088326e-05,1.6405696480150713e-06
2023-03-21 14:15:00,,-9.076004445724404e-05,1.6516671063496134e-06
2023-03-21 14:30:00,,-9.09565619626107e-05,1.6595670617102337e-06
2023-03-21 14:45:00,,-9.111967257218072e-05,1.664700034434781e-06
2023-03-21 15:00:00,,-9.12564464366343e-05,1.6675947337534388e-06
2023-03-21 15:15:00,,-9.137267793573699e-05,1.668783271451168e-06
2023-03-21 15:30:00,,-9.147356553896619e-05,1.6687484977945549e-06
2023-03-21 15:45:00,,-9.15633562585753e-05,1.6678662155777378e-06
2023-03-21 16:00:00,,-9.164485870783985e-05,1.6663742474009006e-06
2023-03-21 16:15:00,,-9.171885652568682e-05,1.6643940760885274e-06
2023-03-21 16:30:00,,-9.178563726019213e-05,1.6619985999000509e-06
2023-03-21 16:45:00,,-9.184465839513017e-05,1.6592684648278785e-06
2023-03-21 17:00:00,,-9.189594983794097e-05,1.6563085124532622e-06
2023-03-21 17:15:00,,-9.193948654732252e-05,1.6532607458683857e-06
2023-03-21 17:30:00,,-9.197516039922297e-05,1.650301046573163e-06
2023-03-21 17:45:00,,-9.200311086165675e-05,1.6476005339704275e-06
2023-03-21 18:00:00,,-9.202336677667847e-05,1.6453193987362366e-06
2023-03-21 18:15:00,,-9.20357310789838e-05,1.6435911599273448e-06
2023-03-21 18:30:00,,-9.203951763177592e-05,1.6425102865872526e-06
2023-03-21 18:45:00,,-9.203372174488789e-05,1.6421250405724021e-06
2023-03-21 19:00:00,,-9.201642241427926e-05,1.6424328540755379e-06
2023-03-21 19:15:00,,-9.19853129688005e-05,1.6433628219670848e-06
2023-03-21 19:30:00,,-9.193714881194773e-05,1.6447833706036638e-06
2023-03-21 19:45:00,,-9.186791543945369e-05,1.646499429525772e-06
2023-03-21 20:00:00,,-9.177301343703057e-05,1.6482573052062351e-06
2023-03-21 20:15:00,,-9.164789225980173e-05,1.6497555960664304e-06
2023-03-21 20:30:00,,-9.148863839560442e-05,1.6506692107336172e-06
2023-03-21 20:45:00,,-9.129254902352303e-05,1.650688114636911e-06
2023-03-21 21:00:00,,-9.105840585542801e-05,1.6495471144299847e-06
2023-03-21 21:15:00,,-9.07867784602571e-05,1.647034899111308e-06
2023-03-21 21:30:00,,-9.047993267762511e-05,1.6430241597048107e-06
2023-03-21 21:45:00,,-9.014121749398962e-05,1.6375032614755851e-06
2023-03-21 22:00:00,,-8.977483629999829e-05,1.6305296820643133e-06
2023-03-21 22:15:00,,-8.93851863876052e-05,1.6222492899160925e-06
2023-03-21 22:30:00,,-8.897637015426757e-05,1.6129143281562741e-06
2023-03-21 22:45:00,,-8.855220429903991e-05,1.6028180599336883e-06
2023-03-21 23:00:00,,-8.811627453565886e-05,1.5923439099944083e-06
2023-03-21 23:15:00,,-8.76721320742199e-05,1.5818725669022231e-06
2023-03-21 23:30:00,,-8.722382913850276e-05,1.5718236975231434e-06
2023-03-21 23:45:00,,-8.6775704669806e-05,1.562536360390944e-06
2023-03-22 00:00:00,,-8.633260861062636e-05,1.5542708554679719e-06
2023-03-22 00:15:00,,-8.589970116378622e-05,1.5471917904003042e-06
2023-03-22 00:30:00,,-8.548087238114981e-05,1.5412493509487028e-06
2023-03-22 00:45:00,,-8.507945150768994e-05,1.5363610650703267e-06
2023-03-22 01:00:00,,-8.469619599727962e-05,1.5322874364089626e-06
2023-03-22 01:15:00,,-8.433006902917918e-05,1.5287686098274263e-06
2023-03-22 01:30:00,,-8.397880460467487e-05,1.5256081880212738e-06
2023-03-22 01:45:00,,-8.363901504405578e-05,1.5226720975174674e-06
2023-03-22 02:00:00,,-8.330709172717095e-05,1.5199137249759794e-06
2023-03-22 02:15:00,,-8.297886938508007e-05,1.517309792589179e-06
