Time,T1,30,45,60
2023-03-21 13:00:00,,3.7071724946482866e-06,3.0615781916242364e-06,-1.2965002953908342e-05
2023-03-21 13:15:00,,3.7778487441928426e-06,3.0054552615756403e-06,-1.3011581754574823e-05
2023-03-21 13:30:00,,3.837640670762291e-06,2.945994335652815e-06,-1.3056041415698579e-05
2023-03-21 13:45:00,,3.885578311711248e-06,2.883649893274881e-06,-1.3098613584587541e-05
2023-03-21 14:00:00,,3.922391356341989e-06,2.819303502480592e-06,-1.3139142855409718e-05
2023-03-21 14:15:00,,3.949529491710718e-06,2.753919928834748e-06,-1.3177475407690929e-05
2023-03-21 14:30:00,,3.967869195717656e-06,2.688271698634816e-06,-1.32135457502512e-05
2023-03-21 14:45:00,,3.978167383680512e-06,2.6229136061883267e-06,-1.3247358401135213e-05
2023-03-21 15:00:00,,3.981468403525803e-06,2.5584318558643022e-06,-1.327939201243834e-05
2023-03-21 15:15:00,,3.979861043141497e-06,2.4954445045094805e-06,-1.3308834992227395e-05
2023-03-21 15:30:00,,3.973430968558361e-06,2.4339347338511425e-06,-1.3336867697753306e-05
2023-03-21 15:45:00,,3.9627621493742185e-06,2.3750631688043304e-06,-1.3362449973790145e-05
2023-03-21 16:00:00,,3.948280016652153e-06,2.3175096735782945e-06,-1.3386337480781661e-05
2023-03-21 16:15:00,,3.932271933668913e-06,2.2620183070181076e-06,-1.3409575824932436e-05
2023-03-21 16:30:00,,3.913475206922568e-06,2.208580365611774e-06,-1.3431550369239189e-05
2023-03-21 16:45:00,,3.892388297340299e-06,2.1573560681506967e-06,-1.3452439950264507e-05
2023-03-21 17:00:00,,3.869402222596826e-06,2.108417948640034e-06,-1.3472437417005475e-05
2023-03-21 17:15:00,,3.848954422307744e-06,2.061757859841503e-06,-1.349175253088754e-05
2023-03-21 17:30:00,,3.827169751024497e-06,2.0172937041577207e-06,-1.3510511255279271e-05
2023-03-21 17:45:00,,3.8041552371726855e-06,1.9767777264904106e-06,-1.3528950016511147e-05
2023-03-21 18:00:00,,3.7799225534840243e-06,1.9365254234722298e-06,-1.3547131889014884e-05
2023-03-21 18:15:00,,3.7545085193909645e-06,1.9001775618258966e-06,-1.3565158167955773e-05
2023-03-21 18:30:00,,3.7278979303117185e-06,1.867772180444427e-06,-1.3583207186348358e-05
2023-03-21 18:45:00,,3.7045732490263613e-06,1.8351152016019514e-06,-1.3601317123612176e-05
2023-03-21 19:00:00,,3.6798506480228117e-06,1.8040723354944815e-06,-1.3619568460695958e-05
2023-03-21 19:15:00,,3.6516666148051174e-06,1.774510000750681e-06,-1.3638019614405261e-05
2023-03-21 19:30:00,,3.6238378556883694e-06,1.7461893545745615e-06,-1.3656825358720577e-05
2023-03-21 19:45:00,,3.594331780434959e-06,1.7190543578479851e-06,-1.3675934665194911e-05
2023-03-21 20:00:00,,3.5652057034660644e-06,1.693044601884132e-06,-1.3695314448846275e-05
2023-03-21 20:15:00,,3.534085889478194e-06,1.6700662587608038e-06,-1.371504800097657e-05
2023-03-21 20:30:00,,3.499119722204342e-06,1.6479095177630605e-06,-1.3735079496219101e-05
2023-03-21 20:45:00,,3.4639532487209407e-06,1.6283574922389451e-06,-1.3755487792434898e-05
2023-03-21 21:00:00,,3.426729461483748e-06,1.609290061372176e-06,-1.3776169468601983e-05
2023-03-21 21:15:00,,3.387569867000098e-06,1.5906956970748695e-06,-1.3797025357262106e-05
2023-03-21 21:30:00,,3.3463402078850837e-06,1.572323019317537e-06,-1.3818123348398819e-05
2023-03-21 21:45:00,,3.303055705909452e-06,1.5522624596253795e-06,-1.3839430019153452e-05
2023-03-21 22:00:00,,3.2579255693655e-06,1.5342148140808372e-06,-1.3860814055810396e-05
2023-03-21 22:15:00,,3.2108605742664676e-06,1.516116891501201e-06,-1.3882309968298547e-05
2023-03-21 22:30:00,,3.1620599626160848e-06,1.4980127514291697e-06,-1.3903804303048588e-05
2023-03-21 22:45:00,,3.112148148995094e-06,1.479733001211594e-06,-1.3925305828214219e-05
2023-03-21 23:00:00,,3.0599813502541377e-06,1.461373651945416e-06,-1.3946683413673019e-05
