Time,VelL,Vel,VelI
2023-03-21 13:00:00,2.4384881688864262e-06,1.426075078621014e-06,2.839118520394963e-07
2023-03-21 13:15:00,,1.394025754759126e-06,2.86906261883973e-07
2023-03-21 13:30:00,,1.3585742487817961e-06,2.899372194514171e-07
2023-03-21 13:45:00,,1.3211335904237084e-06,2.9297990037356734e-07
2023-03-21 14:00:00,,1.2834215488087402e-06,2.960383578641233e-07
2023-03-21 14:15:00,,1.2471930522160915e-06,2.991185287610073e-07
2023-03-21 14:30:00,,1.2136381495565338e-06,3.022330660649189e-07
2023-03-21 14:45:00,,1.18340483378506e-06,3.053739588644217e-07
2023-03-21 15:00:00,,1.1569804865061086e-06,3.084610114103336e-07
2023-03-21 15:15:00,,1.1345253356759037e-06,3.1138425539565e-07
2023-03-21 15:30:00,,1.1159931166092687e-06,3.1403977645463525e-07
2023-03-21 15:45:00,,1.1012028871503468e-06,3.163628355216543e-07
2023-03-21 16:00:00,,1.08954775706799e-06,3.183651714557177e-07
2023-03-21 16:15:00,,1.0803924509177458e-06,3.2007711742454394e-07
2023-03-21 16:30:00,,1.0731898760946645e-06,3.2152943627844224e-07
2023-03-21 16:45:00,,1.0674927026973607e-06,3.2275160170953566e-07
2023-03-21 17:00:00,,1.0627841952200538e-06,3.237758149213697e-07
2023-03-21 17:15:00,,1.058584153738305e-06,3.246321226794429e-07
2023-03-21 17:30:00,,1.054464552682016e-06,3.2534869913715785e-07
2023-03-21 17:45:00,,1.0502903288484593e-06,3.25954643254263e-07
2023-03-21 18:00:00,,1.0459618284671434e-06,3.264791312734862e-07
2023-03-21 18:15:00,,1.0413031314296152e-06,3.2694845461774436e-07
2023-03-21 18:30:00,,1.0362523005110253e-06,3.273883792276295e-07
2023-03-21 18:45:00,,1.0307632127819858e-06,3.278213797634943e-07
2023-03-21 19:00:00,,1.024809035686413e-06,3.2826615227149707e-07
2023-03-21 19:15:00,,1.0183155153057364e-06,3.2873802450707585e-07
2023-03-21 19:30:00,,1.0112930714692492e-06,3.292488825826988e-07
2023-03-21 19:45:00,,1.003863313593285e-06,3.298019909953942e-07
2023-03-21 20:00:00,,9.962299532608315e-07,3.3038656645143163e-07
2023-03-21 20:15:00,,9.88468019601494e-07,3.3099095312507055e-07
2023-03-21 20:30:00,,9.807290474031993e-07,3.315916293173668e-07
2023-03-21 20:45:00,,9.7313754199676e-07,3.3216282030473936e-07
2023-03-21 21:00:00,,9.658881417155285e-07,3.3266532375538393e-07
2023-03-21 21:15:00,,9.591894182011697e-07,3.3305426712982744e-07
2023-03-21 21:30:00,,9.532766102088548e-07,3.3327945860800435e-07
2023-03-21 21:45:00,,9.483178048664277e-07,3.3330751854210236e-07
2023-03-21 22:00:00,,9.445605303834578e-07,3.330936526093454e-07
2023-03-21 22:15:00,,9.421841864744547e-07,3.3261425881803255e-07
2023-03-21 22:30:00,,9.415174800426017e-07,3.318139445612253e-07
2023-03-21 22:45:00,,9.426948217113417e-07,3.306868874055836e-07
2023-03-21 23:00:00,,9.45836645494213e-07,3.292350623503703e-07
2023-03-21 23:15:00,,9.511094353366093e-07,3.2745275568083717e-07
2023-03-21 23:30:00,,9.586487986114756e-07,3.2534765581461313e-07
2023-03-21 23:45:00,,9.684792879366199e-07,3.2296246848565315e-07
2023-03-22 00:00:00,,9.806945942313589e-07,3.2033484288015765e-07
2023-03-22 00:15:00,,9.953607562915002e-07,3.175255402110484e-07
2023-03-22 00:30:00,,1.0125417616176721e-06,3.1461491165409357e-07
2023-03-22 00:45:00,,1.0323021033164252e-06,3.1169766901702275e-07
2023-03-22 01:00:00,,1.0545331374189085e-06,3.088966595040275e-07
2023-03-22 01:15:00,,1.0792163227093426e-06,3.0628251550393556e-07
2023-03-22 01:30:00,,1.106105266479502e-06,3.039002061309032e-07
2023-03-22 01:45:00,,1.1346911248608795e-06,3.01749031322808e-07
2023-03-22 02:00:00,,1.1643420573505205e-06,2.997727578668787e-07
2023-03-22 02:15:00,,1.194191836975998e-06,2.9790438566232816e-07
2023-03-22 02:30:00,,1.223448264504871e-06,2.960724887108107e-07
2023-03-22 02:45:00,,1.2514490208104218e-06,2.942232990335187e-07
2023-03-22 03:00:00,,1.2776403431764526e-06,2.9233431159045046e-07
2023-03-22 03:15:00,,1.3016465268817826e-06,2.904030277742784e-07
2023-03-22 03:30:00,,1.3232224991004391e-06,2.88445801489595e-07
2023-03-22 03:45:00,,1.3422485283103794e-06,2.8648201072275923e-07
2023-03-22 04:00:00,,1.3586981026492418e-06,2.8453818276395686e-07
2023-03-22 04:15:00,,1.372623278324388e-06,2.826392972160961e-07
2023-03-22 04:30:00,,1.384119682663793e-06,2.80805515714564e-07
2023-03-22 04:45:00,,1.3933268879261404e-06,2.790546509349102e-07
2023-03-22 05:00:00,,1.4004157921115272e-06,2.774036040408724e-07
2023-03-22 05:15:00,,1.4055739942410027e-06,2.758711720302133e-07
2023-03-22 05:30:00,,1.4089562310071281e-06,2.7447421811488334e-07
2023-03-22 05:45:00,,1.4107178529238587e-06,2.732303482467127e-07
2023-03-22 06:00:00,,1.4110406535972598e-06,2.721630251597758e-07
2023-03-22 06:15:00,,1.4100947018819324e-06,2.7129493734562047e-07
2023-03-22 06:30:00,,1.4080232358078664e-06,2.706389947514236e-07
2023-03-22 06:45:00,,1.4050105964027928e-06,2.7020750527721354e-07
2023-03-22 07:00:00,,1.4012407302606953e-06,2.700074671944648e-07
2023-03-22 07:15:00,,1.3968342881283134e-06,2.700267572074734e-07
2023-03-22 07:30:00,,1.391899153587337e-06,2.702401369966206e-07
2023-03-22 07:45:00,,1.3865759772053659e-06,2.7061980913099303e-07
2023-03-22 08:00:00,,1.3810306268626346e-06,2.711427748258888e-07
2023-03-22 08:15:00,,1.3753519007452602e-06,2.7177812408756594e-07
2023-03-22 08:30:00,,1.3695750622736782e-06,2.7248016063108916e-07
2023-03-22 08:45:00,,1.363670146705856e-06,2.7319145401821614e-07
2023-03-22 09:00:00,,1.3575845495054725e-06,2.738494182121972e-07
2023-03-22 09:15:00,,1.3511075126104111e-06,2.743638574355745e-07
2023-03-22 09:30:00,,1.3441034551965596e-06,2.746578457619874e-07
2023-03-22 09:45:00,,1.3362999176189588e-06,2.746187329247962e-07
2023-03-22 10:00:00,,1.327735309255747e-06,2.7420898550319855e-07
2023-03-22 10:15:00,,1.3185711093265933e-06,2.7344154225900777e-07
2023-03-22 10:30:00,,1.3089767406977497e-06,2.7236394133679156e-07
2023-03-22 10:45:00,,1.2990699340677594e-06,2.710549145391689e-07
2023-03-22 11:00:00,,1.2887937454279335e-06,2.6951112446211665e-07
2023-03-22 11:15:00,,1.2780918437620514e-06,2.676267497583577e-07
2023-03-22 11:30:00,,1.2670738412411905e-06,2.6537015546896983e-07
2023-03-22 11:45:00,,1.2559188870848218e-06,2.627225834698601e-07
2023-03-22 12:00:00,,1.2448009383275143e-06,2.597602284732398e-07
2023-03-22 12:15:00,,1.2339145625733708e-06,2.5649621727517315e-07
2023-03-22 12:30:00,,1.2234398919768467e-06,2.5298282337252107e-07
2023-03-22 12:45:00,,1.2136176429676997e-06,2.491886356626396e-07
2023-03-22 13:00:00,,1.2047791637996463e-06,2.449820544901201e-07
2023-03-22 13:15:00,,1.1971928395373275e-06,2.4036622053203e-07
2023-03-22 13:30:00,,1.191127834047159e-06,2.3534665762068734e-07
2023-03-22 13:45:00,,1.186808349201138e-06,2.300071164114953e-07
2023-03-22 14:00:00,,1.1844310654594965e-06,2.2444910505347235e-07
2023-03-22 14:15:00,,1.1841292712012987e-06,2.1887752751842595e-07
2023-03-22 14:30:00,,1.1860162128744731e-06,2.1346254759653376e-07
2023-03-22 14:45:00,,1.1901881639062295e-06,2.0821039849243285e-07
2023-03-22 15:00:00,,1.1966689141229805e-06,2.0306974595913104e-07
2023-03-22 15:15:00,,1.2054406252749317e-06,1.9810696208202162e-07
2023-03-22 15:30:00,,1.2163547807686314e-06,1.9336624653138234e-07
2023-03-22 15:45:00,,1.2292249738997763e-06,1.8896536981629302e-07
2023-03-22 16:00:00,,1.2439165010739893e-06,1.8506766304628598e-07
2023-03-22 16:15:00,,1.2603369917306467e-06,1.818235256900349e-07
2023-03-22 16:30:00,,1.2782911215293916e-06,1.7933924826582892e-07
2023-03-22 16:45:00,,1.2973315107411966e-06,1.7768348675554143e-07
2023-03-22 17:00:00,,1.316801698052481e-06,1.7689427260521325e-07
2023-03-22 17:15:00,,1.3362050080118303e-06,1.7696964106823218e-07
2023-03-22 17:30:00,,1.3553119808612426e-06,1.7787029306868081e-07
2023-03-22 17:45:00,,1.3730883697826437e-06,1.7949452279713203e-07
2023-03-22 18:00:00,,1.388764701646711e-06,1.816813857904743e-07
2023-03-22 18:15:00,,1.402006426898485e-06,1.8427283595567695e-07
2023-03-22 18:30:00,,1.412423980494356e-06,1.8711161597149655e-07
2023-03-22 18:45:00,,1.4195519871644126e-06,1.9001685672142625e-07
2023-03-22 19:00:00,,1.423030887478616e-06,1.927849800816511e-07
2023-03-22 19:15:00,,1.4227266012794523e-06,1.952072646127834e-07
2023-03-22 19:30:00,,1.4188120187570165e-06,1.97147303700997e-07
2023-03-22 19:45:00,,1.41164941461511e-06,1.985663795423701e-07
2023-03-22 20:00:00,,1.401642330697248e-06,1.9947154738167508e-07
2023-03-22 20:15:00,,1.389233235012396e-06,1.9994169142167526e-07
2023-03-22 20:30:00,,1.374858831922954e-06,2.0009284503415563e-07
2023-03-22 20:45:00,,1.3589327274650315e-06,2.000350022251072e-07
2023-03-22 21:00:00,,1.341676310572263e-06,1.997458211838673e-07
2023-03-22 21:15:00,,1.323398916061468e-06,1.9927108958568706e-07
2023-03-22 21:30:00,,1.3043982673178075e-06,1.9865421176220064e-07
2023-03-22 21:45:00,,1.2849508698340729e-06,1.979293637424022e-07
2023-03-22 22:00:00,,1.2651257600193378e-06,1.9708881884878366e-07
2023-03-22 22:15:00,,1.2451595931823054e-06,1.9616671554878432e-07
2023-03-22 22:30:00,,1.2252917171742237e-06,1.9519225186425424e-07
2023-03-22 22:45:00,,1.205619277887657e-06,1.941787695688848e-07
2023-03-22 23:00:00,,1.1864513210607375e-06,1.9315411031319055e-07
2023-03-22 23:15:00,,1.1679506381950782e-06,1.9213308855922838e-07
2023-03-22 23:30:00,,1.1501138710283388e-06,1.9112555649669977e-07
2023-03-22 23:45:00,,1.1328827439697601e-06,1.9014350708746163e-07
2023-03-23 00:00:00,,1.1164437359860715e-06,1.8920469969494537e-07
2023-03-23 00:15:00,,1.101011923653026e-06,1.883242159191996e-07
2023-03-23 00:30:00,,1.086501388867279e-06,1.8751018694856057e-07
2023-03-23 00:45:00,,1.073215691757492e-06,1.8677088985541078e-07
2023-03-23 01:00:00,,1.0614716849078894e-06,1.8611164085217971e-07
2023-03-23 01:15:00,,1.051088722077553e-06,1.8553158902551746e-07
2023-03-23 01:30:00,,1.0421438960331191e-06,1.8503282297468402e-07
2023-03-23 01:45:00,,1.0342661443248494e-06,1.846124130497426e-07
2023-03-23 02:00:00,,1.0271007695687272e-06,1.8426739921588518e-07
2023-03-23 02:15:00,,1.02054641865568e-06,1.8400267816923224e-07
2023-03-23 02:30:00,,1.0139166555406939e-06,1.8380959743434444e-07
2023-03-23 02:45:00,,1.0062716690069195e-06,1.8366380074910504e-07
2023-03-23 03:00:00,,9.97021643295691e-07,1.835473925894579e-07
2023-03-23 03:15:00,,9.855634098755677e-07,1.8343245936724847e-07
2023-03-23 03:30:00,,9.71467403053722e-07,1.8328704936473425e-07
2023-03-23 03:45:00,,9.545399185374325e-07,1.8307779965380623e-07
2023-03-23 04:00:00,,9.348584116712768e-07,1.827732150892421e-07
2023-03-23 04:15:00,,9.127686554363527e-07,1.8234704256177348e-07
2023-03-23 04:30:00,,8.88844791548556e-07,1.817810855753377e-07
2023-03-23 04:45:00,,8.639154164035803e-07,1.8106436780168158e-07
2023-03-23 05:00:00,,8.38669496737814e-07,1.802019550089797e-07
2023-03-23 05:15:00,,8.13780263753161e-07,1.792054189884381e-07
2023-03-23 05:30:00,,7.899712880415762e-07,1.780917148351486e-07
2023-03-23 05:45:00,,7.677297809845414e-07,1.7688206013816888e-07
2023-03-23 06:00:00,,7.475444059805421e-07,1.7560028164697356e-07
2023-03-23 06:15:00,,7.29491178666734e-07,1.7426444289412747e-07
2023-03-23 06:30:00,,7.137873942564876e-07,1.7289418207220817e-07
2023-03-23 06:45:00,,7.004872435713038e-07,1.7150485918762888e-07
2023-03-23 07:00:00,,6.894317208649082e-07,1.7010425333397182e-07
2023-03-23 07:15:00,,6.802696846815228e-07,1.6869243594722377e-07
2023-03-23 07:30:00,,6.724730145841146e-07,1.6726288059443038e-07
2023-03-23 07:45:00,,6.653815128331592e-07,1.6580653183112852e-07
2023-03-23 08:00:00,,6.583011882193435e-07,1.6432067324225927e-07
2023-03-23 08:15:00,,6.506600063873636e-07,1.6281891250546296e-07
2023-03-23 08:30:00,,6.423557415802922e-07,1.6135697245445378e-07
2023-03-23 08:45:00,,6.342075952624853e-07,1.6007556856292008e-07
2023-03-23 09:00:00,,6.282145740096255e-07,1.5921531262160932e-07
2023-03-23 09:15:00,,6.2726495049554e-07,1.5909031904525014e-07
2023-03-23 09:30:00,,6.339765137554905e-07,1.5998525390075525e-07
2023-03-23 09:45:00,,6.491930197369965e-07,1.6205090514149931e-07
2023-03-23 10:00:00,,6.709666811699339e-07,1.6525235778827962e-07
2023-03-23 10:15:00,,6.955612155659607e-07,1.6941962505959087e-07
2023-03-23 10:30:00,,7.188634154040519e-07,1.7433105789661865e-07
2023-03-23 10:45:00,,7.374157521876858e-07,1.7974198386453552e-07
2023-03-23 11:00:00,,7.489166753191408e-07,1.8539862467547793e-07
2023-03-23 11:15:00,,7.521441518547032e-07,1.9102560446218099e-07
2023-03-23 11:30:00,,7.468529383007751e-07,1.9635417017559786e-07
2023-03-23 11:45:00,,7.335744470593399e-07,2.0111631684083814e-07
2023-03-23 12:00:00,,7.135598460195935e-07,2.0504685818352804e-07
2023-03-23 12:15:00,,6.888030626788126e-07,2.0789156406004444e-07
2023-03-23 12:30:00,,6.616609779759971e-07,2.0954152968976108e-07
2023-03-23 12:45:00,,6.34611727296752e-07,2.0998200035156942e-07
2023-03-23 13:00:00,,6.100024495220957e-07,2.092781443292866e-07
2023-03-23 13:15:00,,5.901146265046937e-07,2.075131811591599e-07
2023-03-23 13:30:00,,5.763326178174173e-07,2.0487413871982814e-07
2023-03-23 13:45:00,,5.689556779707925e-07,2.015615004973835e-07
2023-03-23 14:00:00,,5.666229780154964e-07,1.978146538910842e-07
2023-03-23 14:15:00,,5.676812459887034e-07,1.9385992037076e-07
2023-03-23 14:30:00,,5.709881017646025e-07,1.8994114043279117e-07
2023-03-23 14:45:00,,5.756998647348271e-07,1.8628274200143878e-07
2023-03-23 15:00:00,,5.805833909677734e-07,1.8306731744907624e-07
2023-03-23 15:15:00,,5.840647426196035e-07,1.8041155357229276e-07
2023-03-23 15:30:00,,5.844826160206547e-07,1.7838485623790384e-07
2023-03-23 15:45:00,,5.80695525619838e-07,1.7701363433888668e-07
2023-03-23 16:00:00,,5.72686292714821e-07,1.7628858525653012e-07
2023-03-23 16:15:00,,5.615500644512264e-07,1.7616613739822252e-07
2023-03-23 16:30:00,,5.487575099431179e-07,1.7656297148587762e-07
2023-03-23 16:45:00,,5.353782724065777e-07,1.77370344157563e-07
2023-03-23 17:00:00,,5.220452280225529e-07,1.7847940085875267e-07
2023-03-23 17:15:00,,5.091896170410257e-07,1.7979901815313863e-07
2023-03-23 17:30:00,,4.971503837903386e-07,1.8125412745654912e-07
2023-03-23 17:45:00,,4.862886295606811e-07,1.8277889397887744e-07
2023-03-23 18:00:00,,4.770913480268879e-07,1.8431805498621598e-07
2023-03-23 18:15:00,,4.7004973642424206e-07,1.8581252773189563e-07
2023-03-23 18:30:00,,4.6572410165274685e-07,1.8720254733343262e-07
2023-03-23 18:45:00,,4.647842053471656e-07,1.8843736209223866e-07
2023-03-23 19:00:00,,4.680962750182147e-07,1.8950994221082193e-07
2023-03-23 19:15:00,,4.765555124206482e-07,1.9043961363347575e-07
2023-03-23 19:30:00,,4.909890616104337e-07,1.912573896287207e-07
2023-03-23 19:45:00,,5.120775078927868e-07,1.9198232309600304e-07
2023-03-23 20:00:00,,5.403265688836187e-07,1.9265636385357053e-07
2023-03-23 20:15:00,,5.759829792419634e-07,1.9329944959501069e-07
2023-03-23 20:30:00,,6.189830134798983e-07,1.9392279789648865e-07
2023-03-23 20:45:00,,6.689503152936195e-07,1.9451473069667064e-07
2023-03-23 21:00:00,,7.251458508225118e-07,1.9505192826120389e-07
2023-03-23 21:15:00,,7.86542854764715e-07,1.9548849118549287e-07
2023-03-23 21:30:00,,8.516694569076355e-07,1.957897355659982e-07
2023-03-23 21:45:00,,9.188841229747263e-07,1.9590106328211702e-07
2023-03-23 22:00:00,,9.863160957210408e-07,1.9577430561935643e-07
2023-03-23 22:15:00,,1.052037142352682e-06,1.9536704228825862e-07
2023-03-23 22:30:00,,1.1141712080142965e-06,1.946500819892697e-07
2023-03-23 22:45:00,,1.1711877434456387e-06,1.935970026808318e-07
