Time,DifL,Dif,DifI
2023-03-21 13:00:00,8.039794185769802e-07,9.62005011352103e-07,3.645865993263796e-08
2023-03-21 13:15:00,,9.62825412161509e-07,3.662312971842018e-08
2023-03-21 13:30:00,,9.63010634582658e-07,3.6740051963214345e-08
2023-03-21 13:45:00,,9.626508089918044e-07,3.6819440671956155e-08
2023-03-21 14:00:00,,9.618952286280136e-07,3.6878880485647303e-08
2023-03-21 14:15:00,,9.609109544891034e-07,3.693767550059134e-08
2023-03-21 14:30:00,,9.59848892559481e-07,3.701128698588971e-08
2023-03-21 14:45:00,,9.588183279669192e-07,3.710795051249295e-08
2023-03-21 15:00:00,,9.57870730252341e-07,3.722597774409841e-08
2023-03-21 15:15:00,,9.570168922681748e-07,3.7357085582935935e-08
2023-03-21 15:30:00,,9.562495958809643e-07,3.74913863150939e-08
2023-03-21 15:45:00,,9.555635965879252e-07,3.7621758114513574e-08
2023-03-21 16:00:00,,9.54962895986124e-07,3.7746226602247544e-08
2023-03-21 16:15:00,,9.544459901104326e-07,3.786423809438411e-08
2023-03-21 16:30:00,,9.540040387977817e-07,3.79754783531645e-08
2023-03-21 16:45:00,,9.536236627421893e-07,3.807983927156317e-08
2023-03-21 17:00:00,,9.532839758375827e-07,3.817691247646554e-08
2023-03-21 17:15:00,,9.529614762071249e-07,3.826609057894598e-08
2023-03-21 17:30:00,,9.526327933769931e-07,3.8346721576626897e-08
2023-03-21 17:45:00,,9.52289549753239e-07,3.841982058465519e-08
2023-03-21 18:00:00,,9.519253068807219e-07,3.8486527486317016e-08
2023-03-21 18:15:00,,9.515283700046468e-07,3.854718776244907e-08
2023-03-21 18:30:00,,9.510944024518632e-07,3.860264015021788e-08
2023-03-21 18:45:00,,9.50619875133347e-07,3.8653414060812295e-08
2023-03-21 19:00:00,,9.501027110373526e-07,3.86997215981085e-08
2023-03-21 19:15:00,,9.49536843296628e-07,3.874126756528897e-08
2023-03-21 19:30:00,,9.489231554920661e-07,3.877779895574695e-08
2023-03-21 19:45:00,,9.482727443765827e-07,3.880860100781467e-08
2023-03-21 20:00:00,,9.476054361233509e-07,3.883181877636728e-08
2023-03-21 20:15:00,,9.469277686724933e-07,3.8845221275082005e-08
2023-03-21 20:30:00,,9.46253456427e-07,3.884569124035833e-08
2023-03-21 20:45:00,,9.455914959195449e-07,3.8829965167267146e-08
2023-03-21 21:00:00,,9.449581975135015e-07,3.87938670311682e-08
2023-03-21 21:15:00,,9.443712430046375e-07,3.873312867421627e-08
2023-03-21 21:30:00,,9.438523514980803e-07,3.864363352321233e-08
2023-03-21 21:45:00,,9.434148003146065e-07,3.852339741645818e-08
2023-03-21 22:00:00,,9.43085119337262e-07,3.8370206424964164e-08
2023-03-21 22:15:00,,9.428821487777181e-07,3.8184287565829406e-08
2023-03-21 22:30:00,,9.428510349064045e-07,3.796378225822803e-08
2023-03-21 22:45:00,,9.4301123594526e-07,3.771135881526823e-08
2023-03-21 23:00:00,,9.433840977680407e-07,3.743068420029387e-08
2023-03-21 23:15:00,,9.440030186728249e-07,3.712519394443103e-08
2023-03-21 23:30:00,,9.449012373243173e-07,3.6799938855979057e-08
2023-03-21 23:45:00,,9.460994270851514e-07,3.6463480942335266e-08
2023-03-22 00:00:00,,9.476337782308897e-07,3.612486381203611e-08
2023-03-22 00:15:00,,9.495399864793603e-07,3.579607703492999e-08
2023-03-22 00:30:00,,9.51856009878711e-07,3.549178030396239e-08
2023-03-22 00:45:00,,9.546205154060283e-07,3.522847297595247e-08
2023-03-22 01:00:00,,9.578413820880393e-07,3.502382828296532e-08
2023-03-22 01:15:00,,9.615348534433768e-07,3.488933250095238e-08
2023-03-22 01:30:00,,9.656726684648516e-07,3.482948338973211e-08
2023-03-22 01:45:00,,9.701776833486069e-07,3.4838524514321224e-08
2023-03-22 02:00:00,,9.74953662878751e-07,3.490103486611237e-08
2023-03-22 02:15:00,,9.798655463863543e-07,3.4996174368840676e-08
2023-03-22 02:30:00,,9.847973305767311e-07,3.510306885792501e-08
2023-03-22 02:45:00,,9.896596820710446e-07,3.520473136136262e-08
2023-03-22 03:00:00,,9.943775111923237e-07,3.528960470260821e-08
2023-03-22 03:15:00,,9.989048286335536e-07,3.5351292629622106e-08
2023-03-22 03:30:00,,1.0032075945327064e-06,3.538763502690237e-08
2023-03-22 03:45:00,,1.0072737492246637e-06,3.5398715024480036e-08
2023-03-22 04:00:00,,1.0110901339566177e-06,3.538673421925273e-08
2023-03-22 04:15:00,,1.0146497530086674e-06,3.5354724071790846e-08
2023-03-22 04:30:00,,1.0179496161100796e-06,3.530561976172371e-08
2023-03-22 04:45:00,,1.0209833879298216e-06,3.524254646169958e-08
2023-03-22 05:00:00,,1.023742210819804e-06,3.5168831400564446e-08
2023-03-22 05:15:00,,1.0262181488264464e-06,3.50881638761175e-08
2023-03-22 05:30:00,,1.028405778218059e-06,3.500352039152402e-08
2023-03-22 05:45:00,,1.030303465396374e-06,3.491797960514389e-08
2023-03-22 06:00:00,,1.0319197845457147e-06,3.483555867255198e-08
2023-03-22 06:15:00,,1.0332673425867836e-06,3.475990839929922e-08
2023-03-22 06:30:00,,1.0343538551221652e-06,3.4693058431691794e-08
2023-03-22 06:45:00,,1.0351967162397268e-06,3.46371685853818e-08
2023-03-22 07:00:00,,1.035815203931444e-06,3.459372826355001e-08
2023-03-22 07:15:00,,1.0362108420808015e-06,3.4561607068383464e-08
2023-03-22 07:30:00,,1.0363793382613066e-06,3.4538367635087625e-08
2023-03-22 07:45:00,,1.0363282959493312e-06,3.452197744198445e-08
2023-03-22 08:00:00,,1.0360943830489168e-06,3.451171193743311e-08
2023-03-22 08:15:00,,1.0357247570905817e-06,3.4505888068441866e-08
2023-03-22 08:30:00,,1.0352352319969587e-06,3.4500846251441435e-08
2023-03-22 08:45:00,,1.0346495551929288e-06,3.4491513824448305e-08
2023-03-22 09:00:00,,1.0339828310883727e-06,3.447223629647485e-08
2023-03-22 09:15:00,,1.0332506894845101e-06,3.443356936921789e-08
2023-03-22 09:30:00,,1.0324597928280616e-06,3.436804953328811e-08
2023-03-22 09:45:00,,1.0316182810652592e-06,3.4263561568503054e-08
2023-03-22 10:00:00,,1.0307337142334891e-06,3.4118018400442145e-08
2023-03-22 10:15:00,,1.029814360244475e-06,3.3935543690227485e-08
2023-03-22 10:30:00,,1.0288649246897902e-06,3.3724011463512395e-08
2023-03-22 10:45:00,,1.0278815160691478e-06,3.3494263312036075e-08
