Date (MM/DD/YYYY),Time (HH:mm:ss),fDOM QSU,Turbidity FNU
7/23/2021,19:00:23,519.38,26.6
7/23/2021,19:05:24,520.01,15.52
7/23/2021,19:10:25,520.45,23.17
7/23/2021,19:15:26,514.61,27.88
7/23/2021,19:20:27,515.85,22.13
7/23/2021,19:25:28,519.28,18.95
7/23/2021,19:30:29,518.66,22.69
7/23/2021,19:35:30,519.22,21.23
7/23/2021,19:40:31,518.71,21.62
7/23/2021,19:45:32,518.28,13.46
7/23/2021,19:50:33,518.39,19.06
7/23/2021,19:55:34,517.01,15.98
7/23/2021,20:00:35,517.15,15.2
7/23/2021,20:05:36,516.71,11.66
7/23/2021,20:10:37,515.58,11.22
7/23/2021,20:15:38,515.23,11.83
7/23/2021,20:20:39,514.61,13.17
7/23/2021,20:25:40,513.3,22.36
7/23/2021,20:30:41,512.16,11.25
7/23/2021,20:35:42,511.76,12.88
7/23/2021,20:40:43,510.24,29.02
7/23/2021,20:45:44,508.99,19.68
7/23/2021,20:50:45,508.48,10.49
7/23/2021,20:55:46,507.06,14.31
7/23/2021,21:00:47,506.48,11.14
7/23/2021,21:05:48,505.3,10.25
7/23/2021,21:10:49,504.39,14.7
7/23/2021,21:15:50,503.22,9.28
7/23/2021,21:20:51,502.46,11.68
7/23/2021,21:25:52,501.64,18.59
7/23/2021,21:30:53,500.03,29.65
7/23/2021,21:35:54,498,12.11
7/23/2021,21:40:55,497.64,12.1
7/23/2021,21:45:56,496.37,11.67
7/23/2021,21:50:57,494.85,8.58
7/23/2021,21:55:58,492.93,11.49
7/23/2021,22:00:59,493.06,11.14
7/23/2021,22:06:00,491.26,20.45
7/23/2021,22:11:01,489.79,11.62
7/23/2021,22:16:02,488.74,31.88
7/23/2021,22:21:03,487.64,12.78
7/23/2021,22:26:04,485.57,13.18
7/23/2021,22:31:05,484.45,11.54
7/23/2021,22:36:06,480.86,43.31
7/23/2021,22:41:07,478.78,12.4
7/23/2021,22:46:08,479.2,11.77
7/23/2021,22:51:09,478.62,10.73
7/23/2021,22:56:10,476.97,11.76
7/23/2021,23:01:11,476.02,12.75
7/23/2021,23:06:12,474.96,12
7/23/2021,23:11:13,472.84,12.03
7/23/2021,23:16:14,471.75,7.74
7/23/2021,23:21:15,471.08,16.51
7/23/2021,23:26:16,469.63,9.49
7/23/2021,23:31:17,467.57,12.25
7/23/2021,23:36:18,466.43,11.87
7/23/2021,23:41:19,465.25,14.11
7/23/2021,23:46:20,464.21,13.59
7/23/2021,23:51:21,462.92,10.56
7/23/2021,23:56:22,461.3,12.12
7/24/2021,0:01:23,460.54,10.79
7/24/2021,0:06:24,458.57,10.46
7/24/2021,0:11:25,457.88,11.71
7/24/2021,0:16:26,456.4,6.68
7/24/2021,0:21:27,455.33,12.58
7/24/2021,0:26:28,453.34,11.69
7/24/2021,0:31:29,452.27,13.72
7/24/2021,0:36:30,450.94,9.23
7/24/2021,0:41:31,450.05,13.52
7/24/2021,0:46:32,448.64,18.42
7/24/2021,0:51:33,447.39,7.53
7/24/2021,0:56:34,446.12,11.71
7/24/2021,1:01:35,444.15,10.3
7/24/2021,1:06:36,443.47,17.11
7/24/2021,1:11:37,442.25,15.87
7/24/2021,1:16:38,440.72,6.04
7/24/2021,1:21:39,439.35,24.39
7/24/2021,1:26:40,438.24,24.97
7/24/2021,1:31:41,437.15,23.56
7/24/2021,1:36:42,435.81,18.81
7/24/2021,1:41:43,434.62,24.38
7/24/2021,1:46:44,433.16,21.83
7/24/2021,1:51:45,431.97,47.92
7/24/2021,1:56:46,430.73,13.04
7/24/2021,2:01:47,429.75,7.7
7/24/2021,2:06:48,428.45,18.78
7/24/2021,2:11:49,427.61,5.71
7/24/2021,2:16:50,426.31,26.6
7/24/2021,2:21:51,424.89,6.17
7/24/2021,2:26:52,423.72,17.94
7/24/2021,2:31:53,422.61,23.81
7/24/2021,2:36:54,421.01,45.45
7/24/2021,2:41:55,419.95,19.77
7/24/2021,2:46:56,419.18,9.76
7/24/2021,2:51:57,417.87,14.22
7/24/2021,2:56:58,416.92,33.82
7/24/2021,3:01:59,415.7,20.2
7/24/2021,3:07:00,414.54,23.73
7/24/2021,3:12:01,413.66,25.68
7/24/2021,3:17:02,412.62,31.45
7/24/2021,3:22:03,411.25,24.2
7/24/2021,3:27:04,410.78,34.24
7/24/2021,3:32:05,409.25,9.35
7/24/2021,3:37:06,408.7,24.03
7/24/2021,3:42:07,407.62,19.9
7/24/2021,3:47:08,406.59,54.61
7/24/2021,3:52:09,405.5,19.68
7/24/2021,3:57:10,404.44,48.69
7/24/2021,4:02:11,403.72,25.56
7/24/2021,4:07:12,402.89,6.16
7/24/2021,4:15:00,400.96,19.51
7/24/2021,4:17:14,400.99,28.13
7/24/2021,4:22:15,400.21,20.78
7/24/2021,4:27:16,399.01,26.49
7/24/2021,4:32:17,398.04,26.56
7/24/2021,4:37:18,397.25,26.02
7/24/2021,4:42:19,396.27,24.34
7/24/2021,4:47:20,395.83,10.47
7/24/2021,4:52:21,394.76,25.7
7/24/2021,4:57:22,394.1,18.01
7/24/2021,5:02:23,392.77,27.08
7/24/2021,5:07:24,391.88,14.84
7/24/2021,5:12:25,391.34,8.08
7/24/2021,5:17:26,390.74,30.05
7/24/2021,5:22:27,390.03,21.85
7/24/2021,5:27:28,389.06,23.65
7/24/2021,5:32:29,388.18,24.4
7/24/2021,5:37:30,387.35,22.55
7/24/2021,5:42:31,386.53,27.7
7/24/2021,5:47:32,386.02,24.96
7/24/2021,5:52:33,385.01,16.82
7/24/2021,5:57:34,384.14,25.72
7/24/2021,6:02:35,383.25,27.91
7/24/2021,6:07:36,382.5,13.29
7/24/2021,6:12:37,381.78,11.13
7/24/2021,6:17:38,380.87,17.47
7/24/2021,6:22:39,379.85,23.36
7/24/2021,6:27:40,379.97,37.75
7/24/2021,6:32:41,379.24,23.01
7/24/2021,6:37:42,378.64,40.89
7/24/2021,6:42:43,378.12,20.27
7/24/2021,6:47:44,377.53,27.99
7/24/2021,6:52:45,376.58,26.72
7/24/2021,6:57:46,376.49,31.9
7/24/2021,7:02:47,375.9,71.83
7/24/2021,7:07:48,375.28,23.41
7/24/2021,7:12:49,374.75,23.46
7/24/2021,7:17:50,374.56,15.82
7/24/2021,7:22:51,373.78,36.33
7/24/2021,7:27:52,373.04,34.05
7/24/2021,7:32:53,372.77,34.68
7/24/2021,7:37:54,371.82,6.09
7/24/2021,7:42:55,371.28,15.7
7/24/2021,7:47:56,370.93,34.69
7/24/2021,7:52:57,370.17,33.67
7/24/2021,7:57:58,369.61,29.45
7/24/2021,8:02:59,368.98,15.51
7/24/2021,8:08:00,368.07,35.4
7/24/2021,8:13:01,367.58,35.47
7/24/2021,8:18:02,366.31,31.63
7/24/2021,8:23:03,365.99,15.05
7/24/2021,8:28:04,365.29,24.76
7/24/2021,8:33:05,364.56,21.29
7/24/2021,8:38:06,363.51,41.82
7/24/2021,8:43:07,362.94,23.72
7/24/2021,8:48:08,362.14,6.08
7/24/2021,9:00:00,359.78,21.61
7/24/2021,9:03:11,359.47,21.6
7/24/2021,9:08:12,358.69,35.9
7/24/2021,9:13:13,358.18,26.49
7/24/2021,9:18:14,357.32,51.23
7/24/2021,9:23:15,356.49,51.19
7/24/2021,9:28:16,355.14,21.7
7/24/2021,9:33:17,353.97,21.99
7/24/2021,9:38:18,352.88,23.66
7/24/2021,9:43:19,352.03,13.54
7/24/2021,9:48:20,351,24.12
7/24/2021,9:53:21,350.61,12.04
7/24/2021,9:58:22,350.13,11.16
7/24/2021,10:03:23,349.39,26.8
7/24/2021,10:08:24,348.51,12.76
7/24/2021,10:13:25,347.59,47.3
7/24/2021,10:18:26,347.02,15.66
7/24/2021,10:23:27,343.5,25.7
7/24/2021,10:28:28,343.93,6.4
7/24/2021,10:33:29,343.02,45.62
7/24/2021,10:38:30,342.15,6.14
7/24/2021,10:43:31,339.93,11.05
7/24/2021,10:48:32,341.52,26.6
7/24/2021,10:53:33,341.33,32.43
7/24/2021,10:58:34,341.06,28.23
7/24/2021,11:03:35,340.66,25.44
7/24/2021,11:08:36,340.04,25.73
7/24/2021,11:13:37,340.01,21.94
7/24/2021,11:18:38,339.42,21.84
7/24/2021,11:23:39,338.9,28.04
7/24/2021,11:28:40,339,13.84
7/24/2021,11:33:41,338.31,57.49
7/24/2021,11:38:42,338.04,31.68
7/24/2021,11:43:43,337.68,25.88
7/24/2021,11:48:44,336.87,13.11
7/24/2021,11:53:45,335.94,19.75
7/24/2021,11:58:46,335.26,38.94
7/24/2021,12:03:47,334.6,31.17
7/24/2021,12:08:48,333.53,10.22
7/24/2021,12:13:49,332.73,35.78
7/24/2021,12:18:50,332.53,13.62
7/24/2021,12:23:51,332.16,6.27
7/24/2021,12:28:52,331.35,7.86
7/24/2021,12:33:53,329.41,52.84
7/24/2021,12:38:54,328.02,11.55
7/24/2021,12:43:55,325.89,38.56
7/24/2021,12:48:56,324.06,44.71
7/24/2021,12:53:57,321.1,55.21
7/24/2021,12:58:58,321.85,10.1
7/24/2021,13:03:59,321.67,11.71
7/24/2021,13:09:00,321.06,24.26
7/24/2021,13:14:01,320.13,24.84
7/24/2021,13:19:02,320.19,28.81
7/24/2021,13:24:03,319.07,13.18
7/24/2021,13:29:04,318.23,13.5
7/24/2021,13:34:05,318.07,4.54
7/24/2021,13:45:00,317.75,12.84
7/24/2021,13:49:08,317.36,12.5
7/24/2021,13:54:09,317.26,6.48
7/24/2021,13:59:10,317.91,20.73
7/24/2021,14:04:11,317.02,11.67
7/24/2021,14:09:12,316.45,22.39
7/24/2021,14:14:13,315.83,5.63
7/24/2021,14:19:14,315.02,10.36
7/24/2021,14:24:15,316.13,17.15
7/24/2021,14:29:16,315.62,6.55
7/24/2021,14:34:17,315.99,9.81
7/24/2021,14:39:18,315.27,6.31
7/24/2021,14:44:19,315.4,13.03
7/24/2021,14:49:20,315.02,16.85
7/24/2021,14:54:21,313.58,15.8
7/24/2021,14:59:22,313.04,40.29
7/24/2021,15:04:23,313.03,34.52
7/24/2021,15:09:24,309.17,10.51
7/24/2021,15:14:25,312.69,10.02
7/24/2021,15:19:26,312.55,26.87
7/24/2021,15:24:27,311.87,8.15
7/24/2021,15:29:28,311.87,1.85
7/24/2021,15:45:00,309.05,5.02
