Date (MM/DD/YYYY),Time (HH:mm:ss),fDOM QSU,Turbidity FNU
7/23/2021,0:00:00,151.06,1.47
7/23/2021,0:15:00,151.21,1.57
7/23/2021,0:30:00,151.04,1.55
7/23/2021,0:45:00,150.85,1.51
7/23/2021,1:00:00,150.78,1.41
7/23/2021,1:15:00,150.4,1.46
7/23/2021,1:30:00,150.3,1.5
7/23/2021,1:45:00,149.92,1.47
7/23/2021,2:00:00,149.67,1.45
7/23/2021,2:15:00,149.68,1.59
7/23/2021,2:30:00,149.57,1.4
7/23/2021,2:45:00,149.49,1.39
7/23/2021,3:00:00,149.26,1.44
7/23/2021,3:15:00,148.95,1.51
7/23/2021,3:30:00,148.94,1.4
7/23/2021,3:45:00,148.78,1.44
7/23/2021,4:00:00,148.53,1.43
7/23/2021,4:15:00,148.2,1.41
7/23/2021,4:30:00,148.08,1.49
7/23/2021,4:45:00,148.07,1.41
7/23/2021,5:00:00,147.78,1.51
7/23/2021,5:15:00,147.82,1.37
7/23/2021,5:30:00,147.46,1.37
7/23/2021,5:45:00,147.38,1.44
7/23/2021,6:00:00,147.16,1.41
7/23/2021,6:15:00,146.95,1.41
7/23/2021,6:30:00,146.94,1.46
7/23/2021,6:45:00,147.3,1.62
7/23/2021,7:00:00,147.39,1.42
7/23/2021,7:15:00,147.58,1.46
7/23/2021,7:30:00,147.6,1.44
7/23/2021,7:45:00,147.51,1.36
7/23/2021,8:00:00,147.43,1.37
7/23/2021,8:15:00,147.18,1.33
7/23/2021,8:30:00,147.17,1.34
7/23/2021,8:45:00,146.97,1.34
7/23/2021,9:00:00,146.28,1.43
7/23/2021,9:15:00,145.83,1.42
7/23/2021,9:30:00,145.29,1.54
7/23/2021,9:45:00,144.46,1.43
7/23/2021,10:00:00,143.72,1.47
7/23/2021,10:15:00,143.01,1.34
7/23/2021,10:30:00,142.22,1.44
7/23/2021,10:45:00,141.42,1.45
7/23/2021,11:00:00,140.43,1.43
7/23/2021,11:15:00,139.49,1.46
7/23/2021,11:30:00,138.65,1.38
7/23/2021,11:45:00,138.38,1.44
7/23/2021,12:00:00,137.76,1.36
7/23/2021,12:15:00,138.54,1.47
7/23/2021,12:30:00,138.67,1.51
7/23/2021,12:45:00,137.36,2.53
7/23/2021,13:00:00,142.51,2.18
7/23/2021,13:15:00,161.41,7.08
7/23/2021,13:19:15,169.22,9.86
7/23/2021,13:24:16,186.11,8.11
7/23/2021,13:29:17,192.32,6.55
7/23/2021,13:34:18,192.8,4.79
7/23/2021,13:39:19,192.18,4.34
7/23/2021,13:44:20,197.08,4.17
7/23/2021,13:49:21,205.36,4.07
7/23/2021,14:00:00,224.04,3.46
7/23/2021,14:15:00,221.07,3.08
7/23/2021,14:30:00,215.3,2.97
7/23/2021,14:45:00,212.48,4.11
7/23/2021,15:00:00,220,12.4
7/23/2021,15:04:36,186.92,18.27
7/23/2021,15:09:37,207.51,36.94
7/23/2021,15:14:38,228.04,41.3
7/23/2021,15:19:39,245.04,30.19
7/23/2021,15:24:40,279.25,26.36
7/23/2021,15:29:41,320.23,25.63
7/23/2021,15:34:42,371.96,25.17
7/23/2021,15:39:43,253.6,24.84
7/23/2021,15:44:44,309.26,29.69
7/23/2021,15:49:45,249.27,91.2
7/23/2021,15:54:46,214.5,613.31
7/23/2021,15:59:47,184.93,190.56
7/23/2021,16:04:48,200.71,256.63
7/23/2021,16:09:49,236.32,685.4
7/23/2021,16:14:50,276.99,133.38
7/23/2021,16:19:51,300.51,113.58
7/23/2021,16:24:52,318.18,94.89
7/23/2021,16:29:53,347.01,82.37
7/23/2021,16:34:54,364.81,174.17
7/23/2021,16:39:55,377.89,76.14
7/23/2021,16:44:56,391.21,101.15
7/23/2021,16:49:57,401.58,69.58
7/23/2021,16:54:58,413.81,100.94
7/23/2021,16:59:59,426.29,69.53
7/23/2021,17:05:00,436.68,911.72
7/23/2021,17:10:01,446.32,305.73
7/23/2021,17:15:02,454.11,63
7/23/2021,17:20:03,460.69,607.15
7/23/2021,17:25:04,467.95,34.84
7/23/2021,17:30:05,473.89,288.39
7/23/2021,17:35:06,478.88,186.14
7/23/2021,17:40:07,483.53,345.17
7/23/2021,17:45:08,488.5,424
7/23/2021,17:50:09,490.48,44.13
7/23/2021,17:55:10,495.35,1296.79
7/23/2021,18:00:11,494.76,930.79
7/23/2021,18:05:12,497.88,171.08
7/23/2021,18:10:13,504.42,35.09
7/23/2021,18:15:14,506.59,47.22
7/23/2021,18:20:15,509.07,19.23
7/23/2021,18:25:16,511.08,27.88
7/23/2021,18:30:17,513.67,16.47
7/23/2021,18:35:18,514.65,20.14
7/23/2021,18:40:19,515.91,25.28
7/23/2021,18:45:20,516.93,56.42
7/23/2021,18:50:21,516.51,91.54
7/23/2021,18:55:22,518.15,15.39
