Date (MM/DD/YYYY),Time (HH:mm:ss),fDOM QSU,Turbidity FNU
8/8/2022,0:00:00,33.85,2.56
8/8/2022,0:15:00,33.74,2.54
8/8/2022,0:30:00,33.46,2.56
8/8/2022,0:45:00,33.23,2.53
8/8/2022,1:00:00,33.02,2.62
8/8/2022,1:15:00,32.93,2.54
8/8/2022,1:30:00,32.81,2.55
8/8/2022,1:45:00,32.74,2.49
8/8/2022,2:00:00,32.76,2.55
8/8/2022,2:15:00,32.77,2.54
8/8/2022,2:30:00,32.8,2.49
8/8/2022,2:45:00,32.81,2.56
8/8/2022,3:00:00,32.73,2.58
8/8/2022,3:15:00,32.67,2.48
8/8/2022,3:30:00,32.55,2.49
8/8/2022,3:45:00,32.44,2.44
8/8/2022,4:00:00,32.36,2.5
8/8/2022,4:15:00,32.2,2.48
8/8/2022,4:30:00,32.15,2.4
8/8/2022,4:45:00,32.07,2.51
8/8/2022,5:00:00,31.97,2.53
8/8/2022,5:15:00,31.97,2.41
8/8/2022,5:30:00,31.91,2.41
8/8/2022,5:45:00,31.83,2.44
8/8/2022,6:00:00,31.79,2.36
8/8/2022,6:15:00,31.7,2.48
8/8/2022,6:30:00,31.68,2.49
8/8/2022,6:45:00,31.65,2.44
8/8/2022,7:00:00,31.72,2.36
8/8/2022,7:15:00,31.68,2.44
8/8/2022,7:30:00,31.71,2.49
8/8/2022,7:45:00,31.74,2.4
8/8/2022,8:00:00,31.7,2.41
8/8/2022,8:15:00,31.71,2.47
8/8/2022,8:30:00,31.65,2.45
8/8/2022,8:45:00,31.56,2.39
8/8/2022,9:00:00,31.49,2.4
8/8/2022,9:15:00,31.4,2.39
8/8/2022,9:30:00,31.31,2.49
8/8/2022,9:45:00,31.25,2.45
8/8/2022,10:00:00,31.15,2.52
8/8/2022,10:15:00,31.04,2.42
8/8/2022,10:30:00,30.8,2.42
8/8/2022,10:45:00,30.59,2.43
8/8/2022,11:00:00,29.98,2.49
8/8/2022,11:15:00,29.82,2.47
8/8/2022,11:30:00,22.06,2.47
