Date (MM/DD/YYYY),Time (HH:mm:ss),fDOM QSU,Turbidity FNU
8/28/2023,0:00:00,13.86,2.8
8/28/2023,0:15:00,13.74,2.77
8/28/2023,0:30:00,13.72,2.8
8/28/2023,0:45:00,13.7,2.48
8/28/2023,1:00:00,13.81,2.68
8/28/2023,1:15:00,13.74,2.55
8/28/2023,1:30:00,13.73,3.23
8/28/2023,1:45:00,13.69,2.54
8/28/2023,2:00:00,13.69,2.47
8/28/2023,2:15:00,13.65,2.52
8/28/2023,2:30:00,13.64,2.61
8/28/2023,2:45:00,13.63,2.78
8/28/2023,3:00:00,13.66,2.57
8/28/2023,3:15:00,13.59,2.63
8/28/2023,3:30:00,13.62,2.54
8/28/2023,3:45:00,13.55,2.46
8/28/2023,4:00:00,13.59,2.53
8/28/2023,4:15:00,13.62,2.46
8/28/2023,4:30:00,13.6,2.53
8/28/2023,4:45:00,13.48,2.3
8/28/2023,5:00:00,13.54,2.66
8/28/2023,5:15:00,13.54,2.34
8/28/2023,5:30:00,13.56,2.56
8/28/2023,5:45:00,13.5,2.32
8/28/2023,6:00:00,13.46,2.51
8/28/2023,6:15:00,13.48,2.37
8/28/2023,6:30:00,13.48,2.45
8/28/2023,6:45:00,13.38,2.39
8/28/2023,7:00:00,13.5,2.5
8/28/2023,7:15:00,13.45,2.43
8/28/2023,7:30:00,13.44,2.44
8/28/2023,7:45:00,13.49,2.42
8/28/2023,8:00:00,13.58,2.3
8/28/2023,8:15:00,13.84,2.46
8/28/2023,8:30:00,13.5,2.43
8/28/2023,8:45:00,13.55,2.42
8/28/2023,9:00:00,13.5,2.41
8/28/2023,9:15:00,13.41,2.33
8/28/2023,9:30:00,13.37,2.32
8/28/2023,9:45:00,13.33,2.33
8/28/2023,10:00:00,13.23,2.44
8/28/2023,10:15:00,13.1,2.4
8/28/2023,10:30:00,12.98,2.51
8/28/2023,10:45:00,12.86,2.56
8/28/2023,11:00:00,12.81,2.4
8/28/2023,11:15:00,12.75,2.44
8/28/2023,11:30:00,12.91,2.32
8/28/2023,11:45:00,13.02,2.39
8/28/2023,12:00:00,13.1,2.37
8/28/2023,12:15:00,15.05,25.18
8/28/2023,12:20:00,20.59,36.07
8/28/2023,12:25:00,24.33,32.18
8/28/2023,12:30:00,25.18,28.35
8/28/2023,12:35:00,24.21,25.26
8/28/2023,12:40:00,26.46,21.61
8/28/2023,12:45:00,28.32,16.82
8/28/2023,12:50:00,28.86,15.44
8/28/2023,12:55:00,29.09,15.12
8/28/2023,13:00:00,29.27,13.4
8/28/2023,13:05:00,28.53,13.02
8/28/2023,13:10:00,27.92,11.97
8/28/2023,13:15:00,27.52,12.58
8/28/2023,13:20:00,27.67,11.49
8/28/2023,13:25:00,27.65,11.65
8/28/2023,13:30:00,27.31,11.53
8/28/2023,13:35:00,26.57,13.39
8/28/2023,13:40:00,26.34,12.03
8/28/2023,13:45:00,26.54,11.92
8/28/2023,13:50:00,26.8,10.99
8/28/2023,13:55:00,27.15,10.92
8/28/2023,14:00:00,27.33,11.49
8/28/2023,14:05:00,26.75,10.75
8/28/2023,14:10:00,26.68,11.58
8/28/2023,14:15:00,25.95,11.33
8/28/2023,14:20:00,26.23,11.79
8/28/2023,14:25:00,26.04,11.44
8/28/2023,14:30:00,26.68,11.86
8/28/2023,14:35:00,26.34,11.01
8/28/2023,14:40:00,26.59,11.18
8/28/2023,14:45:00,26.07,10.83
8/28/2023,14:50:00,26.44,10.44
8/28/2023,14:55:00,26.76,10.16
8/28/2023,15:00:00,27.14,10.19
8/28/2023,15:05:00,27.53,10.24
8/28/2023,15:10:00,28.24,9.77
8/28/2023,15:15:00,28.43,9.52
8/28/2023,15:30:00,28.05,8.37
8/28/2023,15:45:00,27.98,7.36
8/28/2023,16:00:00,27.24,6.71
8/28/2023,16:15:00,26.76,6.26
8/28/2023,16:30:00,26.15,6.09
8/28/2023,16:45:00,25.99,5.72
8/28/2023,17:00:00,25.54,5.42
8/28/2023,17:15:00,25.67,5.36
8/28/2023,17:30:00,25.45,4.94
8/28/2023,17:45:00,25.31,4.8
8/28/2023,18:00:00,24.98,4.74
8/28/2023,18:15:00,25,5.25
8/28/2023,18:30:00,25.05,4.55
8/28/2023,18:45:00,25.07,4.54
8/28/2023,19:00:00,24.53,4.46
8/28/2023,19:15:00,24.23,4.04
8/28/2023,19:30:00,23.96,3.91
8/28/2023,19:45:00,23.55,3.94
8/28/2023,20:00:00,23.22,3.77
8/28/2023,20:15:00,22.96,3.76
8/28/2023,20:30:00,22.6,3.74
8/28/2023,20:45:00,22.38,3.66
8/28/2023,21:00:00,22.17,3.58
8/28/2023,21:15:00,21.79,3.48
8/28/2023,21:30:00,21.52,3.53
8/28/2023,21:45:00,21.36,3.48
8/28/2023,22:00:00,21.3,3.74
8/28/2023,22:15:00,20.85,3.56
8/28/2023,22:30:00,20.62,3.45
8/28/2023,22:45:00,20.3,3.79
8/28/2023,23:00:00,20.16,3.22
8/28/2023,23:15:00,19.86,3.26
8/28/2023,23:30:00,19.72,3.26
8/28/2023,23:45:00,19.55,3.35
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
