Time,T1,Pressure Temp 1,T2,T3,T4,Pressure Temp 2
2022-06-23 12:00:00,,-4.300486792384573e-05,-2.5056297658327323e-05,-1.6176230448431854e-05,9.302614364125625e-07,9.695153749667924e-06
2022-06-23 12:15:00,,-4.300710729458566e-05,-2.505687109139447e-05,-1.6191947888153834e-05,9.153399153726153e-07,9.690542588120213e-06
2022-06-23 12:30:00,,-4.300711648195461e-05,-2.5056672247515035e-05,-1.6205910905194574e-05,9.002745734234276e-07,9.685747515925023e-06
2022-06-23 12:45:00,,-4.301042340397251e-05,-2.5058251987981784e-05,-1.6221352965891906e-05,8.848874412754791e-07,9.680696120834462e-06
2022-06-23 13:00:00,,-4.301348574138883e-05,-2.5059261095560952e-05,-1.6236646134489203e-05,8.693462840106689e-07,9.675432237117129e-06
2022-06-23 13:15:00,,-4.3018310815440504e-05,-2.506087032499292e-05,-1.6252102478733923e-05,8.535378450992724e-07,9.669936454582548e-06
2022-06-23 13:30:00,,-4.302244892145888e-05,-2.5062033411795986e-05,-1.6267452741962446e-05,8.376825583187533e-07,9.66425696641528e-06
2022-06-23 13:45:00,,-4.3025903400708125e-05,-2.5063030932381128e-05,-1.628210239893461e-05,8.21740854304169e-07,9.658433254436437e-06
2022-06-23 14:00:00,,-4.3030711934847e-05,-2.506457034558112e-05,-1.629732154956382e-05,8.057646279606702e-07,9.652438602304517e-06
2022-06-23 14:15:00,,-4.303625751249423e-05,-2.5066566133210044e-05,-1.6313039556931594e-05,7.897671402138886e-07,9.646299867020758e-06
2022-06-23 14:30:00,,-4.30428793218802e-05,-2.5069154413864656e-05,-1.632986991750973e-05,7.737980578467285e-07,9.640009685114941e-06
2022-06-23 14:45:00,,-4.305221590804357e-05,-2.5073468795631575e-05,-1.634825237132384e-05,7.575866955840738e-07,9.633547338717468e-06
2022-06-23 15:00:00,,-4.3062950445306987e-05,-2.50784654483675e-05,-1.6367404799951366e-05,7.412181404490383e-07,9.626923249796561e-06
2022-06-23 15:15:00,,-4.3075927397827414e-05,-2.5084613490219243e-05,-1.6388319772974392e-05,7.2452524585371e-07,9.62011070264174e-06
2022-06-23 15:30:00,,-4.3090848352722214e-05,-2.509239345753208e-05,-1.6410745725431856e-05,7.075647894395136e-07,9.613105580623814e-06
2022-06-23 15:45:00,,-4.310747144233066e-05,-2.510157456693211e-05,-1.6434414080455653e-05,6.902283219107002e-07,9.60590120880352e-06
