Iteration,Time (s),Head A (m),Head B (m),Head C (m),Flow Rate Siphon 1 (m^3/s),Flow Rate Siphon 2 (m^3/s),Flow Rate Siphon 3 (m^3/s),Flow Rate Siphon 4 (m^3/s),Total Flow Rate (m^3/s)
23,230,0.8312648785568515,0.8571018438542712,0.8803711296172929,0.001227800433425097,0.001227800433425097,0.0012467353716570178,0.0012635457245490167,0.004965881963056229
24,240,0.8278994686308043,0.8532538951763174,0.876471297134117,0.0012253125125739007,0.0012253125125739007,0.0012439336215974753,0.0012607440164658001,0.004955302663211077
25,250,0.8245408781139216,0.8494145938750907,0.8725801118981115,0.0012228245865942356,0.0012228245865942356,0.0012411318644312659,0.0012579423014644822,0.00494472333908422
26,260,0.8211891070202605,0.845583939972525,0.8686975739306285,0.00122033665546518,0.00122033665546518,0.0012383301001262133,0.0012551405795141594,0.004934143990570733
27,270,0.8178441553639355,0.841761933490654,0.8648236832531156,0.0012178487191656835,0.0012178487191656835,0.0012355283286499227,0.0012523388505837226,0.004923564617565012
28,280,0.8145060231591189,0.837948574451611,0.8609584398871165,0.001215360777674567,0.001215360777674567,0.0012327265499697767,0.001249537114641852,0.004912985219960763
29,290,0.811174710420041,0.8341438628776302,0.8571018438542712,0.0012128728309705205,0.0012128728309705205,0.0012299247640529364,0.0012467353716570178,0.004902405797650996
30,300,0.8078502171609904,0.830347798791047,0.8532538951763174,0.001210384879032103,0.001210384879032103,0.0012271229708663376,0.0012439336215974753,0.004891826350528019
31,310,0.8045325433963145,0.8265603822142991,0.8494145938750907,0.0012078969218377404,0.0012078969218377404,0.0012243211703766874,0.0012411318644312659,0.004881246878483434
32,320,0.80122168914042,0.8227816131699266,0.845583939972525,0.001205408959365725,0.001205408959365725,0.001221519362550466,0.0012383301001262133,0.004870667381408129
33,330,0.797917654407773,0.8190114916805733,0.841761933490654,0.0012029209915942146,0.0012029209915942146,0.0012187175473539192,0.0012355283286499227,0.004860087859192271
34,340,0.7946204392128993,0.8152500177689871,0.837948574451611,0.0012004330185012306,0.0012004330185012306,0.0012159157247530622,0.0012327265499697767,0.004849508311725301
35,350,0.7913300435703852,0.8114971914580208,0.8341438628776302,0.0011979450400646573,0.0011979450400646573,0.0012131138947136725,0.0012299247640529364,0.004838928738895924
36,360,0.7880464674948775,0.8077530127706329,0.830347798791047,0.0011954570562622419,0.0011954570562622419,0.001210312057201291,0.0012271229708663376,0.004828349140592113
37,370,0.7847697110010841,0.8040174817298882,0.8265603822142991,0.0011929690670715906,0.0011929690670715906,0.001207510212181217,0.0012243211703766874,0.004817769516701085
38,380,0.781499774103774,0.8002905983589585,0.8227816131699266,0.0011904810724701705,0.0011904810724701705,0.0012047083596185089,0.001221519362550466,0.004807189867109316
39,390,0.7782366568177783,0.7965723626811236,0.8190114916805733,0.0011879930724353058,0.0011879930724353058,0.00120190649947798,0.0012187175473539192,0.004796610191702511
40,400,0.7749803591579901,0.7928627747197718,0.8152500177689871,0.0011855050669441793,0.0011855050669441793,0.0011991046317241963,0.0012159157247530622,0.004786030490365617
41,410,0.771730881139365,0.7891618344984008,0.8114971914580208,0.001183017055973828,0.001183017055973828,0.001196302756321475,0.0012131138947136725,0.004775450762982804
42,420,0.7684882227769217,0.7854695420406185,0.8077530127706329,0.0011805290395011448,0.0011805290395011448,0.0011935008732338816,0.001210312057201291,0.0047648710094374625
43,430,0.765252384085742,0.7817858973701435,0.8040174817298882,0.001178041017502876,0.001178041017502876,0.0011906989824252282,0.001207510212181217,0.004754291229612197
44,440,0.7620233650809717,0.7781109005108063,0.8002905983589585,0.001175552989955619,0.001175552989955619,0.0011878970838590695,0.0012047083596185089,0.0047437114233888165
45,450,0.7588011657778204,0.77444455148655,0.7965723626811236,0.0011730649568358236,0.0011730649568358236,0.0011850951774987025,0.00120190649947798,0.0047331315906483295
46,460,0.7555857861915627,0.7707868503214306,0.7928627747197718,0.0011705769181197883,0.0011705769181197883,0.0011822932633071624,0.0011991046317241963,0.004722551731270935
47,470,0.7523772263375378,0.7671377970396184,0.7891618344984008,0.001168088873783661,0.001168088873783661,0.0011794913412472208,0.001196302756321475,0.004711971845136017
48,480,0.7491754862311505,0.7634973916653985,0.7854695420406185,0.0011656008238034353,0.0011656008238034353,0.0011766894112813834,0.0011935008732338816,0.004701391932122136
49,490,0.7459805658878713,0.759865634223172,0.7817858973701435,0.001163112768154952,0.001163112768154952,0.0011738874733718868,0.0011906989824252282,0.004690811992107019
50,500,0.742792465323237,0.7562425247374563,0.7781109005108063,0.0011606247068138957,0.0011606247068138957,0.0011710855274806962,0.0011878970838590695,0.004680232024967557
51,510,0.7396111845528507,0.7526280632328863,0.77444455148655,0.0011581366397557938,0.0011581366397557938,0.001168283573569503,0.0011850951774987025,0.004669652030579794
52,520,0.7364367235923831,0.749022249734215,0.7707868503214306,0.0011556485669560166,0.0011556485669560166,0.0011654816115997228,0.0011822932633071624,0.004659072008818919
53,530,0.7332690824575722,0.7454250842663147,0.7671377970396184,0.0011531604883897738,0.0011531604883897738,0.0011626796415324906,0.0011794913412472208,0.004648491959559259
54,540,0.7301082611642238,0.7418365668541774,0.7634973916653985,0.0011506724040321148,0.0011506724040321148,0.0011598776633286604,0.0011766894112813834,0.004637911882674274
55,550,0.7269542597282123,0.7382566975229161,0.759865634223172,0.0011481843138579258,0.0011481843138579258,0.0011570756769488006,0.0011738874733718868,0.004627331778036539
56,560,0.7238070781654808,0.7346854762977655,0.7562425247374563,0.0011456962178419306,0.0011456962178419306,0.0011542736823531936,0.0011710855274806962,0.004616751645517751
57,570,0.7206667164920418,0.7311229032040828,0.7526280632328863,0.0011432081159586864,0.0011432081159586864,0.0011514716795018305,0.001168283573569503,0.004606171484988706
58,580,0.7175331747239775,0.7275689782673488,0.749022249734215,0.0011407200081825848,0.0011407200081825848,0.0011486696683544095,0.0011654816115997228,0.004595591296319302
59,590,0.7144064528774401,0.7240237015131685,0.7454250842663147,0.0011382318944878488,0.0011382318944878488,0.001145867648870333,0.0011626796415324906,0.004585011079378521
60,600,0.7112865509686527,0.7204870729672724,0.7418365668541774,0.0011357437748485317,0.0011357437748485317,0.001143065621008704,0.0011598776633286604,0.0045744308340344274
61,610,0.7081734690139094,0.7169590926555172,0.7382566975229161,0.001133255649238516,0.001133255649238516,0.0011402635847283249,0.0011570756769488006,0.004563850560154157
62,620,0.705067207029576,0.7134397606038865,0.7346854762977655,0.001130767517631512,0.001130767517631512,0.001137461539987692,0.0011542736823531936,0.0045532702576039094
63,630,0.7019677650320904,0.7099290768384924,0.7311229032040828,0.0011282793800010552,0.0011282793800010552,0.0011346594867449947,0.0011514716795018305,0.004542689926248936
64,640,0.6988751430379627,0.7064270413855758,0.7275689782673488,0.001125791236320506,0.001125791236320506,0.001131857424958111,0.0011486696683544095,0.004532109565953533
65,650,0.6957893410637764,0.7029336542715076,0.7240237015131685,0.0011233030865630473,0.0011233030865630473,0.0011290553545846055,0.001145867648870333,0.004521529176581033
66,660,0.6927103591261883,0.6994489155227896,0.7204870729672724,0.0011208149307016834,0.0011208149307016834,0.0011262532755817252,0.001143065621008704,0.004510948757993796
67,670,0.6896381972419292,0.695972825166056,0.7169590926555172,0.0011183267687092382,0.0011183267687092382,0.0011234511879063974,0.0011402635847283249,0.004500368310053199
68,680,0.6865728554278046,0.6925053832280732,0.7134397606038865,0.0011158386005583536,0.0011158386005583536,0.0011206490915152256,0.001137461539987692,0.004489787832619625
69,690,0.6835143337006946,0.6890465897357423,0.7099290768384924,0.0011133504262214882,0.0011133504262214882,0.0011178469863644862,0.0011346594867449947,0.004479207325552457
70,700,0.6804626320775551,0.6855964447160988,0.7064270413855758,0.0011108622456709144,0.0011108622456709144,0.0011150448724101271,0.001131857424958111,0.004468626788710067
71,710,0.677417750575418,0.6821549481963145,0.7029336542715076,0.0011083740588787193,0.0011083740588787193,0.0011122427496077611,0.0011290553545846055,0.004458046221949805
72,720,0.6743796892113916,0.6787221002036979,0.6994489155227896,0.0011058858658168,0.0011058858658168,0.0011094406179126654,0.0011262532755817252,0.0044474656251279904
73,730,0.6713484480026612,0.6752979007656958,0.695972825166056,0.001103397666456864,0.001103397666456864,0.0011066384772797772,0.0011234511879063974,0.0044368849980999025
74,740,0.6683240269664898,0.671882349909894,0.6925053832280732,0.0011009094607704263,0.0011009094607704263,0.0011038363276636896,0.0011206490915152256,0.004426304340719767
75,750,0.6653064261202184,0.6684754476640185,0.6890465897357423,0.0010984212487288088,0.0010984212487288088,0.0011010341690186486,0.0011178469863644862,0.004415723652840753
76,760,0.6622956454812664,0.6650771940559362,0.6855964447160988,0.0010959330303031375,0.0010959330303031375,0.0010982320012985502,0.0011150448724101271,0.004405142934314953
77,770,0.6592916850671328,0.6616875891136568,0.6821549481963145,0.001093444805464341,0.001093444805464341,0.0010954298244569359,0.0011122427496077611,0.004394562184993379
78,780,0.6562945448953957,0.6583066328653329,0.6787221002036979,0.0010909565741831486,0.0010909565741831486,0.0010926276384469894,0.0011094406179126654,0.004383981404725952
79,790,0.6533042249837141,0.6549343253392619,0.6752979007656958,0.0010884683364300897,0.0010884683364300897,0.0010898254432215326,0.0011066384772797772,0.00437340059336149
80,800,0.6503207253498272,0.6515706665638867,0.671882349909894,0.0010859800921754897,0.0010859800921754897,0.0010870232387330226,0.0011038363276636896,0.004362819750747692
81,810,0.6473440460115559,0.6482156565677971,0.6684754476640185,0.0010834918413894703,0.0010834918413894703,0.0010842210249335472,0.0011010341690186486,0.004352238876731136
82,820,0.6443741869868028,0.6448692953797306,0.6650771940559362,0.001081003584041946,0.001081003584041946,0.0010814188017748217,0.0010982320012985502,0.004341657971157264
83,830,0.6414111482935531,0.6415315830285737,0.6616875891136568,0.0010785153201026227,0.0010785153201026227,0.0010786165692081844,0.0010954298244569359,0.004331077033870366
84,840,0.6384549299498748,0.6382025195433633,0.6583066328653329,0.0010760270495409974,0.0010760270495409974,0.0010758143271845926,0.0010926276384469894,0.004320496064713577
85,850,0.6355055319739199,0.6348821049532873,0.6549343253392619,0.001073538772326353,0.001073538772326353,0.0010730120756546196,0.0010898254432215326,0.0043099150635288585
86,860,0.6325629543839243,0.6315703392876867,0.6515706665638867,0.0010710504884277592,0.0010710504884277592,0.0010702098145684497,0.0010870232387330226,0.004299334030156991
87,870,0.6296271971982087,0.6282672225760557,0.6482156565677971,0.001068562197814069,0.001068562197814069,0.0010674075438758743,0.0010842210249335472,0.004288752964437559
88,880,0.6266982604351792,0.6249727548480437,0.6448692953797306,0.0010660739004539172,0.0010660739004539172,0.0010646052635262877,0.0010814188017748217,0.004278171866208944
89,890,0.6237761441133279,0.6216869361334564,0.6415315830285737,0.0010635855963157183,0.0010635855963157183,0.0010618029734686843,0.0010786165692081844,0.0042675907353083055
90,900,0.6208608482512337,0.6184097664622568,0.6382025195433633,0.0010610972853676642,0.0010610972853676642,0.0010590006736516514,0.0010758143271845926,0.004257009571571572
91,910,0.6179523728675622,0.6151412458645665,0.6348821049532873,0.0010586089675777225,0.0010586089675777225,0.001056198364023368,0.0010730120756546196,0.0042464283748334325
92,920,0.6150507179810671,0.6118813743706673,0.6315703392876867,0.0010561206429136338,0.0010561206429136338,0.0010533960445315985,0.0010702098145684497,0.004235847144927316
93,930,0.6121558836105907,0.6086301520110018,0.6282672225760557,0.0010536323113429107,0.0010536323113429107,0.001050593715123689,0.0010674075438758743,0.004225265881685385
94,940,0.6092678697750639,0.6053875788161756,0.6249727548480437,0.0010511439728328339,0.0010511439728328339,0.0010477913757465623,0.0010646052635262877,0.0042146845849385176
95,950,0.6063866764935075,0.6021536548169578,0.6216869361334564,0.0010486556273504514,0.0010486556273504514,0.0010449890263467137,0.0010618029734686843,0.004204103254516301
96,960,0.6035123037850328,0.5989283800442827,0.6184097664622568,0.0010461672748625762,0.0010461672748625762,0.0010421866668702078,0.0010590006736516514,0.004193521890247012
97,970,0.6006447516688419,0.5957117545292512,0.6151412458645665,0.0010436789153357828,0.0010436789153357828,0.0010393842972626702,0.001056198364023368,0.004182940491957604
98,980,0.5977840201642285,0.5925037783031318,0.6118813743706673,0.0010411905487364068,0.0010411905487364068,0.0010365819174692867,0.0010533960445315985,0.004172359059473699
99,990,0.5949301092905785,0.5893044513973624,0.6086301520110018,0.0010387021750305407,0.0010387021750305407,0.0010337795274347964,0.001050593715123689,0.004161777592619567
