Iteration,Time (s),Head A (m),Head B (m),Flow Rate Siphon 1 (m^3/s),Flow Rate Siphon 2 (m^3/s),Flow Rate Siphon 3 (m^3/s),Flow Rate Siphon 4 (m^3/s),Total Flow Rate (m^3/s)
28,280,0.8145060231591189,0.8550136903268676,0.001215360777674567,0.001215360777674567,0.0012452157375172817,0.0012452157375172817,0.0049211530303836975
29,290,0.811174710420041,0.8516005449255254,0.0012128728309705205,0.0012128728309705205,0.0012427278519901263,0.0012427278519901263,0.004911201365921294
30,300,0.8078502171609904,0.8481942188365241,0.001210384879032103,0.001210384879032103,0.0012402399614774462,0.0012402399614774462,0.004901249681019099
31,310,0.8045325433963145,0.8447947120735293,0.0012078969218377404,0.0012078969218377404,0.00123775206595919,0.00123775206595919,0.004891297975593861
32,320,0.80122168914042,0.8414020246502611,0.001205408959365725,0.001205408959365725,0.0012352641654151842,0.0012352641654151842,0.004881346249561818
33,330,0.797917654407773,0.8380161565804953,0.0012029209915942146,0.0012029209915942146,0.001232776259825133,0.001232776259825133,0.004871394502838695
34,340,0.7946204392128993,0.834637107878063,0.0012004330185012306,0.0012004330185012306,0.0012302883491686185,0.0012302883491686185,0.004861442735339698
35,350,0.7913300435703852,0.8312648785568515,0.0011979450400646573,0.0011979450400646573,0.001227800433425097,0.001227800433425097,0.004851490946979509
36,360,0.7880464674948775,0.8278994686308043,0.0011954570562622419,0.0011954570562622419,0.0012253125125739007,0.0012253125125739007,0.004841539137672286
37,370,0.7847697110010841,0.8245408781139216,0.0011929690670715906,0.0011929690670715906,0.0012228245865942356,0.0012228245865942356,0.004831587307331652
38,380,0.781499774103774,0.8211891070202605,0.0011904810724701705,0.0011904810724701705,0.00122033665546518,0.00122033665546518,0.004821635455870701
39,390,0.7782366568177783,0.8178441553639355,0.0011879930724353058,0.0011879930724353058,0.0012178487191656835,0.0012178487191656835,0.004811683583201979
40,400,0.7749803591579901,0.8145060231591189,0.0011855050669441793,0.0011855050669441793,0.001215360777674567,0.001215360777674567,0.004801731689237493
41,410,0.771730881139365,0.811174710420041,0.001183017055973828,0.001183017055973828,0.0012128728309705205,0.0012128728309705205,0.004791779773888697
42,420,0.7684882227769217,0.8078502171609904,0.0011805290395011448,0.0011805290395011448,0.001210384879032103,0.001210384879032103,0.004781827837066496
43,430,0.765252384085742,0.8045325433963145,0.001178041017502876,0.001178041017502876,0.0012078969218377404,0.0012078969218377404,0.004771875878681233
44,440,0.7620233650809717,0.80122168914042,0.001175552989955619,0.001175552989955619,0.001205408959365725,0.001205408959365725,0.0047619238986426875
45,450,0.7588011657778204,0.797917654407773,0.0011730649568358236,0.0011730649568358236,0.0012029209915942146,0.0012029209915942146,0.0047519718968600765
46,460,0.7555857861915627,0.7946204392128993,0.0011705769181197883,0.0011705769181197883,0.0012004330185012306,0.0012004330185012306,0.004742019873242038
47,470,0.7523772263375378,0.7913300435703852,0.001168088873783661,0.001168088873783661,0.0011979450400646573,0.0011979450400646573,0.0047320678276966364
48,480,0.7491754862311505,0.7880464674948775,0.0011656008238034353,0.0011656008238034353,0.0011954570562622419,0.0011954570562622419,0.004722115760131354
49,490,0.7459805658878713,0.7847697110010841,0.001163112768154952,0.001163112768154952,0.0011929690670715906,0.0011929690670715906,0.0047121636704530855
50,500,0.742792465323237,0.781499774103774,0.0011606247068138957,0.0011606247068138957,0.0011904810724701705,0.0011904810724701705,0.004702211558568132
51,510,0.7396111845528507,0.7782366568177783,0.0011581366397557938,0.0011581366397557938,0.0011879930724353058,0.0011879930724353058,0.004692259424382199
52,520,0.7364367235923831,0.7749803591579901,0.0011556485669560166,0.0011556485669560166,0.0011855050669441793,0.0011855050669441793,0.004682307267800391
53,530,0.7332690824575722,0.771730881139365,0.0011531604883897738,0.0011531604883897738,0.001183017055973828,0.001183017055973828,0.004672355088727203
54,540,0.7301082611642238,0.7684882227769217,0.0011506724040321148,0.0011506724040321148,0.0011805290395011448,0.0011805290395011448,0.00466240288706652
55,550,0.7269542597282123,0.765252384085742,0.0011481843138579258,0.0011481843138579258,0.001178041017502876,0.001178041017502876,0.004652450662721604
56,560,0.7238070781654808,0.7620233650809717,0.0011456962178419306,0.0011456962178419306,0.001175552989955619,0.001175552989955619,0.004642498415595099
57,570,0.7206667164920418,0.7588011657778204,0.0011432081159586864,0.0011432081159586864,0.0011730649568358236,0.0011730649568358236,0.00463254614558902
58,580,0.7175331747239775,0.7555857861915627,0.0011407200081825848,0.0011407200081825848,0.0011705769181197883,0.0011705769181197883,0.004622593852604746
59,590,0.7144064528774401,0.7523772263375378,0.0011382318944878488,0.0011382318944878488,0.001168088873783661,0.001168088873783661,0.00461264153654302
60,600,0.7112865509686527,0.7491754862311505,0.0011357437748485317,0.0011357437748485317,0.0011656008238034353,0.0011656008238034353,0.004602689197303934
61,610,0.7081734690139094,0.7459805658878713,0.001133255649238516,0.001133255649238516,0.001163112768154952,0.001163112768154952,0.004592736834786936
62,620,0.705067207029576,0.742792465323237,0.001130767517631512,0.001130767517631512,0.0011606247068138957,0.0011606247068138957,0.0045827844488908155
63,630,0.7019677650320904,0.7396111845528507,0.0011282793800010552,0.0011282793800010552,0.0011581366397557938,0.0011581366397557938,0.0045728320395136985
64,640,0.6988751430379627,0.7364367235923831,0.001125791236320506,0.001125791236320506,0.0011556485669560166,0.0011556485669560166,0.004562879606553045
65,650,0.6957893410637764,0.7332690824575722,0.0011233030865630473,0.0011233030865630473,0.0011531604883897738,0.0011531604883897738,0.004552927149905642
66,660,0.6927103591261883,0.7301082611642238,0.0011208149307016834,0.0011208149307016834,0.0011506724040321148,0.0011506724040321148,0.004542974669467596
67,670,0.6896381972419292,0.7269542597282123,0.0011183267687092382,0.0011183267687092382,0.0011481843138579258,0.0011481843138579258,0.0045330221651343275
68,680,0.6865728554278046,0.7238070781654808,0.0011158386005583536,0.0011158386005583536,0.0011456962178419306,0.0011456962178419306,0.004523069636800568
69,690,0.6835143337006946,0.7206667164920418,0.0011133504262214882,0.0011133504262214882,0.0011432081159586864,0.0011432081159586864,0.004513117084360349
70,700,0.6804626320775551,0.7175331747239775,0.0011108622456709144,0.0011108622456709144,0.0011407200081825848,0.0011407200081825848,0.0045031645077069984
71,710,0.677417750575418,0.7144064528774401,0.0011083740588787193,0.0011083740588787193,0.0011382318944878488,0.0011382318944878488,0.004493211906733136
72,720,0.6743796892113916,0.7112865509686527,0.0011058858658168,0.0011058858658168,0.0011357437748485317,0.0011357437748485317,0.0044832592813306635
73,730,0.6713484480026612,0.7081734690139094,0.001103397666456864,0.001103397666456864,0.001133255649238516,0.001133255649238516,0.00447330663139076
74,740,0.6683240269664898,0.705067207029576,0.0011009094607704263,0.0011009094607704263,0.001130767517631512,0.001130767517631512,0.004463353956803876
75,750,0.6653064261202184,0.7019677650320904,0.0010984212487288088,0.0010984212487288088,0.0011282793800010552,0.0011282793800010552,0.004453401257459728
76,760,0.6622956454812664,0.6988751430379627,0.0010959330303031375,0.0010959330303031375,0.001125791236320506,0.001125791236320506,0.004443448533247287
77,770,0.6592916850671328,0.6957893410637764,0.001093444805464341,0.001093444805464341,0.0011233030865630473,0.0011233030865630473,0.004433495784054777
78,780,0.6562945448953957,0.6927103591261883,0.0010909565741831486,0.0010909565741831486,0.0011208149307016834,0.0011208149307016834,0.0044235430097696645
79,790,0.6533042249837141,0.6896381972419292,0.0010884683364300897,0.0010884683364300897,0.0011183267687092382,0.0011183267687092382,0.004413590210278656
80,800,0.6503207253498272,0.6865728554278046,0.0010859800921754897,0.0010859800921754897,0.0011158386005583536,0.0011158386005583536,0.004403637385467687
81,810,0.6473440460115559,0.6835143337006946,0.0010834918413894703,0.0010834918413894703,0.0011133504262214882,0.0011133504262214882,0.004393684535221917
82,820,0.6443741869868028,0.6804626320775551,0.001081003584041946,0.001081003584041946,0.0011108622456709144,0.0011108622456709144,0.004383731659425721
83,830,0.6414111482935531,0.677417750575418,0.0010785153201026227,0.0010785153201026227,0.0011083740588787193,0.0011083740588787193,0.004373778757962684
84,840,0.6384549299498748,0.6743796892113916,0.0010760270495409974,0.0010760270495409974,0.0011058858658168,0.0011058858658168,0.004363825830715595
85,850,0.6355055319739199,0.6713484480026612,0.001073538772326353,0.001073538772326353,0.001103397666456864,0.001103397666456864,0.004353872877566434
86,860,0.6325629543839243,0.6683240269664898,0.0010710504884277592,0.0010710504884277592,0.0011009094607704263,0.0011009094607704263,0.004343919898396371
87,870,0.6296271971982087,0.6653064261202184,0.001068562197814069,0.001068562197814069,0.0010984212487288088,0.0010984212487288088,0.004333966893085756
88,880,0.6266982604351792,0.6622956454812664,0.0010660739004539172,0.0010660739004539172,0.0010959330303031375,0.0010959330303031375,0.00432401386151411
89,890,0.6237761441133279,0.6592916850671328,0.0010635855963157183,0.0010635855963157183,0.001093444805464341,0.001093444805464341,0.004314060803560118
90,900,0.6208608482512337,0.6562945448953957,0.0010610972853676642,0.0010610972853676642,0.0010909565741831486,0.0010909565741831486,0.004304107719101625
91,910,0.6179523728675622,0.6533042249837141,0.0010586089675777225,0.0010586089675777225,0.0010884683364300897,0.0010884683364300897,0.0042941546080156245
92,920,0.6150507179810671,0.6503207253498272,0.0010561206429136338,0.0010561206429136338,0.0010859800921754897,0.0010859800921754897,0.004284201470178247
93,930,0.6121558836105907,0.6473440460115559,0.0010536323113429107,0.0010536323113429107,0.0010834918413894703,0.0010834918413894703,0.004274248305464762
94,940,0.6092678697750639,0.6443741869868028,0.0010511439728328339,0.0010511439728328339,0.001081003584041946,0.001081003584041946,0.00426429511374956
95,950,0.6063866764935075,0.6414111482935531,0.0010486556273504514,0.0010486556273504514,0.0010785153201026227,0.0010785153201026227,0.004254341894906148
96,960,0.6035123037850328,0.6384549299498748,0.0010461672748625762,0.0010461672748625762,0.0010760270495409974,0.0010760270495409974,0.004244388648807147
97,970,0.6006447516688419,0.6355055319739199,0.0010436789153357828,0.0010436789153357828,0.001073538772326353,0.001073538772326353,0.004234435375324272
98,980,0.5977840201642285,0.6325629543839243,0.0010411905487364068,0.0010411905487364068,0.0010710504884277592,0.0010710504884277592,0.004224482074328332
99,990,0.5949301092905785,0.6296271971982087,0.0010387021750305407,0.0010387021750305407,0.001068562197814069,0.001068562197814069,0.00421452874568922
