Iteration,Time (s),Head A (m),Head B (m),Head C (m),Flow Rate Siphon 1 (m^3/s),Flow Rate Siphon 2 (m^3/s),Flow Rate Siphon 3 (m^3/s),Flow Rate Siphon 4 (m^3/s),Total Flow Rate (m^3/s)
20,200,0.7436004627002614,0.9,0.9,0.003870852631449227,0.003870852631449227,0.0,0.0,0.007741705262898454
21,210,0.732990427458781,0.9,0.9,0.0038431378568435314,0.0038431378568435314,0.0,0.0,0.007686275713687063
22,220,0.7224563586162502,0.9,0.9,0.0038154223615374447,0.0038154223615374447,0.0,0.0,0.007630844723074889
23,230,0.7119982581481142,0.9,0.9,0.0037877061349648974,0.0037877061349648974,0.0,0.0,0.007575412269929795
24,240,0.7016161280587796,0.9,0.9,0.003759989166325458,0.003759989166325458,0.004258513874202809,0.0,0.011778492206853725
25,250,0.6913099703822572,0.8868564386598679,0.9,0.003732271444577339,0.003732271444577339,0.004227303931103722,0.0,0.0116918468202584
26,260,0.6810797871828232,0.8738092043046094,0.9,0.0037045529584301506,0.0037045529584301506,0.004196093137364821,0.0,0.011605199054225121
27,270,0.6709255805557013,0.8608582995596562,0.9,0.003676833696337367,0.003676833696337367,0.004164881480213525,0.0,0.011518548872888258
28,280,0.6608473526277637,0.8480037270898614,0.9,0.0036491136464885184,0.0036491136464885184,0.004133668946587034,0.0,0.01143189623956407
29,290,0.6508451055582558,0.8352454896003952,0.9,0.0036213927968010754,0.0036213927968010754,0.004102455523123464,0.0,0.011345241116725614
30,300,0.6409188415395408,0.8225835898376685,0.9,0.0035936711349120174,0.0035936711349120174,0.004071241196152638,0.0,0.011258583465976673
31,310,0.6310685627978694,0.8100180305902839,0.9,0.0035659486481690763,0.0035659486481690763,0.00404002595168652,0.0,0.011171923248024674
32,320,0.6212942715941719,0.7975488146900168,0.9,0.003538225323621636,0.003538225323621636,0.004008809775409271,0.0,0.011085260422652543
33,330,0.6115959702248768,0.7851759450128277,0.9,0.0035105011480112648,0.0035105011480112648,0.0039775926526669165,0.0,0.010998594948689447
34,340,0.6019736610227535,0.7728994244799051,0.9,0.003482776107761873,0.003482776107761873,0.0039463745684566055,0.0,0.010911926783980352
35,350,0.592427346357784,0.7607192560587428,0.9,0.0034550501889694767,0.0034550501889694767,0.003915155507415433,0.0,0.010825255885354386
36,360,0.5829570286380611,0.7486354427642508,0.9,0.003427323377391537,0.003427323377391537,0.0038839354538088146,0.004258513874202809,0.014997096082794698
37,370,0.5735627103107164,0.7366479876599026,0.8868564386598679,0.0033995956584358744,0.0033995956584358744,0.0038527143915183895,0.004227303931103722,0.01487920963949386
38,380,0.5642443938628788,0.72475689385892,0.8738092043046094,0.003371867017149109,0.003371867017149109,0.003821492304029421,0.004196093137364821,0.01476131947569246
39,390,0.5550020818226648,0.7129621645254958,0.8608582995596562,0.0033441374382046354,0.0033441374382046354,0.003790269174417683,0.004164881480213525,0.014643425531040477
40,400,0.5458357767602008,0.7012638028760585,0.8480037270898614,0.0033164069058900817,0.0033164069058900817,0.0037590449853357926,0.004133668946587034,0.014525527743702991
41,410,0.5367454812886812,0.6896618121805776,0.8352454896003952,0.0032886754040942394,0.0032886754040942394,0.0037278197189989687,0.004102455523123464,0.014407626050310911
42,420,0.5277311980654612,0.6781561957639142,0.8225835898376685,0.003260942916293438,0.003260942916293438,0.0036965933571701907,0.004071241196152638,0.014289720385909706
43,430,0.5187929297931876,0.6667469570072161,0.8100180305902839,0.003233209425537325,0.003233209425537325,0.003665365881144714,0.00404002595168652,0.014171810683905883
44,440,0.5099306792209682,0.655434099349362,0.7975488146900168,0.003205474914434037,0.003205474914434037,0.003634137271733924,0.004008809775409271,0.01405389687601127
45,450,0.5011444491455822,0.6442176262884549,0.7851759450128277,0.003177739365134711,0.003177739365134711,0.0036029075092484796,0.0039775926526669165,0.013935978892184817
46,460,0.4924342424127323,0.633097541383367,0.7728994244799051,0.003150002759317315,0.003150002759317315,0.0035716765734807223,0.0039463745684566055,0.013818056660571959
47,470,0.4838000619183423,0.6220738482553402,0.7607192560587428,0.003122265078169757,0.003122265078169757,0.003540444443686302,0.003915155507415433,0.013700130107441248
48,480,0.47524191060989995,0.6111465505896417,0.7486354427642508,0.0030945263023722295,0.0030945263023722295,0.0035092110985649764,0.0038839354538088146,0.01358219915711825
49,490,0.46675979148784885,0.6003156521372807,0.7366479876599026,0.003066786412078753,0.003066786412078753,0.0034779765162405553,0.0038527143915183895,0.01346426373191645
50,500,0.4583537076070305,0.5895811567167851,0.72475689385892,0.0030390453868978707,0.0030390453868978707,0.003446740674239916,0.003821492304029421,0.013346323752065079
51,510,0.45002366207817945,0.5789430682160447,0.7129621645254958,0.0030113032058724535,0.0030113032058724535,0.0034155035494710666,0.003790269174417683,0.013228379135633656
52,520,0.4417696580694741,0.5684013905942205,0.7012638028760585,0.0029835598474585554,0.0029835598474585554,0.003384265118200183,0.0037590449853357926,0.013110429798453085
53,530,0.4335916988081448,0.5579561278837261,0.6896618121805776,0.0029558152895032726,0.0029558152895032726,0.003353025356027572,0.0037278197189989687,0.012992475654033084
54,540,0.4254897875821432,0.547607284192283,0.6781561957639142,0.002928069509221547,0.002928069509221547,0.0033217842378625,0.0036965933571701907,0.012874516613475785
55,550,0.41746392774187496,0.537354863705053,0.6667469570072161,0.002900322483171856,0.002900322483171856,0.0032905417378968176,0.003665365881144714,0.012756552585385245
56,560,0.4095141227019992,0.527198870686853,0.655434099349362,0.0028725741872307185,0.0028725741872307185,0.0032592978295773118,0.003634137271733924,0.012638583475772673
57,570,0.40164037594329766,0.5171393094844539,0.6442176262884549,0.0028448245965659483,0.0028448245965659483,0.0032280524855767137,0.0036029075092484796,0.01252060918795709
58,580,0.3938426910146171,0.5071761845289702,0.633097541383367,0.0028170736856085884,0.0028170736856085884,0.00319680567776328,0.0035716765734807223,0.01240262962246118
59,590,0.3861210715348892,0.49730950033834276,0.6220738482553402,0.002789321428023435,0.002789321428023435,0.0031655573771688645,0.003540444443686302,0.012284644676902035
60,600,0.3784755211952306,0.48753926151992033,0.6111465505896417,0.002761567796678071,0.002761567796678071,0.003134307553955386,0.0035092110985649764,0.012166654245876506
61,610,0.37090604376112796,0.47786547277314445,0.6003156521372807,0.002733812763610324,0.002733812763610324,0.0031030561773796026,0.0034779765162405553,0.012048658220840804
62,620,0.36341264307471255,0.4682881388923432,0.5895811567167851,0.0027060562999940336,0.0027060562999940336,0.003071803215756074,0.003446740674239916,0.011930656489984056
63,630,0.3559953230571284,0.4588072647696393,0.5789430682160447,0.002678298376103047,0.002678298376103047,0.003040548636418218,0.0034155035494710666,0.011812648938095378
64,640,0.348654087710999,0.4494228553979781,0.5684013905942205,0.0026505389612733058,0.0026505389612733058,0.0030092924056773235,0.003384265118200183,0.011694635446424118
65,650,0.34138894112299834,0.44013491587428266,0.5579561278837261,0.0026227780238629182,0.0026227780238629182,0.002978034488779402,0.003353025356027572,0.01157661589253281
66,660,0.3341998874665311,0.4309434514027413,0.547607284192283,0.0025950155312100833,0.0025950155312100833,0.00294677484985974,0.0033217842378625,0.011458590150142407
67,670,0.3270869310045281,0.42184846729823594,0.537354863705053,0.0025672514495887182,0.0025672514495887182,0.0029155134518949865,0.0032905417378968176,0.01134055808896924
68,680,0.32005007609236374,0.4128499689899181,0.527198870686853,0.0025394857441616504,0.0025394857441616504,0.00288425025665264,0.0032592978295773118,0.011222519574553252
69,690,0.31308932718090116,0.4039479620249408,0.5171393094844539,0.0025117183789312007,0.0025117183789312007,0.002852985224637741,0.0032280524855767137,0.011104474468076855
70,700,0.30620468881967355,0.3951424520723552,0.5071761845289702,0.002483949316686987,0.002483949316686987,0.002821718315036592,0.00319680567776328,0.010986422626173846
71,710,0.29939616566020805,0.38643344492718057,0.49730950033834276,0.002456178518950756,0.002456178518950756,0.0027904494856573064,0.0031655573771688645,0.010868363900727682
72,720,0.2926637624595008,0.37782094651465803,0.48753926151992033,0.0024284059459180364,0.0024284059459180364,0.0027591786928669606,0.003134307553955386,0.01075029813865842
73,730,0.2860074840836525,0.3693049628946983,0.47786547277314445,0.002400631556396397,0.002400631556396397,0.0027279058915251173,0.0031030561773796026,0.010632225181697513
74,740,0.2794273355116725,0.3608855002665343,0.4682881388923432,0.0023728553077400623,0.0023728553077400623,0.002696631034913473,0.003071803215756074,0.010514144866149672
75,750,0.27292332183946244,0.3525625649735915,0.4588072647696393,0.0023450771557806246,0.0023450771557806246,0.002665354074661343,0.003040548636418218,0.01039605702264081
76,760,0.2664954482839901,0.34433616350858737,0.4494228553979781,0.002317297054753581,0.002317297054753581,0.0026340749606666896,0.0030092924056773235,0.010277961475851175
77,770,0.2601437201876639,0.33620630251887534,0.44013491587428266,0.002289514957220369,0.002289514957220369,0.00260279364101237,0.002978034488779402,0.010159858044232509
78,780,0.2538681430229218,0.32817298881204704,0.4309434514027413,0.0022617308139855877,0.0022617308139855877,0.0025715100618772554,0.00294677484985974,0.010041746539708171
79,790,0.2476687223970467,0.3202362293618086,0.42184846729823594,0.002233944574009026,0.002233944574009026,0.0025402241674418327,0.0029155134518949865,0.009923626767354872
80,800,0.24154546405722307,0.31239603131414867,0.4128499689899181,0.002206156184312105,0.002206156184312105,0.002508935899787873,0.00288425025665264,0.009805498525064724
81,810,0.23549837389585007,0.3046524019938157,0.4039479620249408,0.0021783655898783144,0.0021783655898783144,0.0024776451987917197,0.002852985224637741,0.00968736160318609
82,820,0.22952745795612753,0.29700534891112523,0.3951424520723552,0.002150572733547159,0.002150572733547159,0.0024463520020106956,0.002821718315036592,0.009569215784141605
83,830,0.22363272243793256,0.28945487976911694,0.38643344492718057,0.002122777555901105,0.002122777555901105,0.002415056244562093,0.0027904494856573064,0.00945106084202161
84,840,0.21781417370400621,0.2820010024710858,0.37782094651465803,0.0020949799951449676,0.0020949799951449676,0.0023837578589941547,0.0027591786928669606,0.00933289654215105
85,850,0.21207181828647056,0.2746437251285112,0.3693049628946983,0.002067179986977127,0.002067179986977127,0.0023524567751484022,0.0027279058915251173,0.009214722640627773
86,860,0.20640566289369894,0.2673830560694112,0.3608855002665343,0.0020393774644518795,0.0020393774644518795,0.0023211529200126042,0.002696631034913473,0.009096538883829837
87,870,0.20081571441756327,0.2602190038471501,0.3525625649735915,0.0020115723578322123,0.0020115723578322123,0.0022898462175636133,0.002665354074661343,0.00897834500788938
88,880,0.19530197994108517,0.25315157724973153,0.34433616350858737,0.0019837645944321557,0.0019837645944321557,0.0022585365885992074,0.0026340749606666896,0.008860140738130209
89,890,0.18986446674651902,0.24618078530961052,0.33620630251887534,0.0019559540984478417,0.0019559540984478417,0.0022272239505580233,0.00260279364101237,0.008741925788466076
90,900,0.18450318232389817,0.23930663731406107,0.32817298881204704,0.0019281407907762653,0.0019281407907762653,0.0021959082173265295,0.0025715100618772554,0.008623699860756315
91,910,0.1792181343800779,0.23252914281613968,0.3202362293618086,0.0019003245888206672,0.0019003245888206672,0.002164589299031911,0.0025402241674418327,0.008505462644115079
92,920,0.17400933084831174,0.2258483116462881,0.31239603131414867,0.0018725054062813256,0.0018725054062813256,0.0021332671018196234,0.002508935899787873,0.008387213814170147
93,930,0.16887677989840147,0.2192641539246226,0.3046524019938157,0.0018446831529304291,0.0018446831529304291,0.0021019415276142075,0.0024776451987917197,0.008268953032266785
94,940,0.16382048994746387,0.21277668007396144,0.29700534891112523,0.0018168577343695498,0.0018168577343695498,0.002070612473861857,0.0024463520020106956,0.008150679944611652
95,950,0.1588404696713626,0.20638590083364708,0.28945487976911694,0.0017890290517680767,0.0017890290517680767,0.002039279833253017,0.002415056244562093,0.008032394181351264
96,960,0.15393672801685662,0.2000918272742242,0.2820010024710858,0.0017611970015807838,0.0017611970015807838,0.0020079434934231304,0.0023837578589941547,0.007914095355578854
97,970,0.14910927421452325,0.1938944708130417,0.2746437251285112,0.0017333614752424985,0.0017333614752424985,0.0019766033366294417,0.0023524567751484022,0.00779578306226284
98,980,0.14435811779251762,0.18779384323085208,0.2673830560694112,0.001705522358837609,0.001705522358837609,0.0019452592394015018,0.0023211529200126042,0.007677456877089324
99,990,0.13968326859123845,0.1817899566894894,0.2602190038471501,0.0016776795327418704,0.0016776795327418704,0.0019139110721627679,0.0022898462175636133,0.007559116355210121
