Iteration,Time (s),Head A (m),Head B (m),Head C (m),Flow Rate Siphon 1 (m^3/s),Flow Rate Siphon 2 (m^3/s),Flow Rate Siphon 3 (m^3/s),Flow Rate Siphon 4 (m^3/s),Total Flow Rate (m^3/s)
87,870,0.6208565850626793,0.6282672225760557,0.6282672225760557,0.0010610936423085307,0.0010610936423085307,0.0010674075438758743,0.0010674075438758743,0.0042570023723688104
88,880,0.6179481196646593,0.6249727548480437,0.6249727548480437,0.0010586053245085485,0.0010586053245085485,0.0010646052635262877,0.0010646052635262877,0.004246421176069673
89,890,0.6150464747638434,0.6216869361334564,0.6216869361334564,0.001056116999834372,0.001056116999834372,0.0010618029734686843,0.0010618029734686843,0.004235839946606113
90,900,0.6121516503790737,0.6184097664622568,0.6184097664622568,0.0010536286682535129,0.0010536286682535129,0.0010590006736516514,0.0010590006736516514,0.004225258683810329
91,910,0.6092636465292814,0.6151412458645665,0.6151412458645665,0.0010511403297332523,0.0010511403297332523,0.001056198364023368,0.001056198364023368,0.004214677387513241
92,920,0.6063824632334877,0.6118813743706673,0.6118813743706673,0.0010486519842406378,0.0010486519842406378,0.0010533960445315985,0.0010533960445315985,0.004204096057544473
93,930,0.6035081005108035,0.6086301520110018,0.6086301520110018,0.0010461636317424816,0.0010461636317424816,0.001050593715123689,0.001050593715123689,0.004193514693732341
94,940,0.6006405583804313,0.6053875788161756,0.6053875788161756,0.0010436752722053583,0.0010436752722053583,0.0010477913757465623,0.0010477913757465623,0.004182933295903841
95,950,0.5977798368616648,0.6021536548169578,0.6021536548169578,0.0010411869055956023,0.0010411869055956023,0.0010449890263467137,0.0010449890263467137,0.004172351863884632
96,960,0.5949259359738903,0.5989283800442827,0.5989283800442827,0.001038698531879307,0.001038698531879307,0.0010421866668702078,0.0010421866668702078,0.00416177039749903
97,970,0.5920788557365868,0.5957117545292512,0.5957117545292512,0.0010362101510223202,0.0010362101510223202,0.0010393842972626702,0.0010393842972626702,0.004151188896569981
98,980,0.589238596169327,0.5925037783031318,0.5925037783031318,0.0010337217629902426,0.0010337217629902426,0.0010365819174692867,0.0010365819174692867,0.004140607360919059
99,990,0.5864051572917778,0.5893044513973624,0.5893044513973624,0.0010312333677484267,0.0010312333677484267,0.0010337795274347964,0.0010337795274347964,0.004130025790366447
