Sieve Size (mm),Weight (g),Percent Retained (%),Cumulative Retained (%),Percent Passing (%)
0.063,0,0,0,100
0.053,0.062,19.21289123,19.21289123,80.78710877
0.038,0.1156,35.82274558,55.03563681,44.96436319
0.025,0.0963,29.84195848,84.87759529,15.12240471
pan,0.0488,15.12240471,100,0
TOTAL,0.3227,,,
