Sieve Size (mm),Weight (g),Percent Retained (%),Cumulative Retained (%),Percent Passing (%)
0.063,0,0,0,100
0.053,0.1917,19.00465946,19.00465946,80.99534054
0.038,0.3849,38.15802518,57.16268464,42.83731536
0.025,0.285,28.25418856,85.4168732,14.5831268
pan,0.1471,14.5831268,100,0
TOTAL,1.0087,,,
