Sieve Size (mm),Weight (g),Percent Retained (%),Cumulative Retained (%),Percent Passing (%)
0.063,0,0,0,100
0.053,0.1536,13.26539425,13.26539425,86.73460575
0.038,0.2484,21.45262976,34.71802401,65.28197599
0.025,0.1384,11.95267294,46.67069695,53.32930305
pan,0.6175,53.32930305,100,0
TOTAL,1.1579,,,
