Sieve Size (mm),Weight (g),Percent Retained (%),Cumulative Retained (%),Percent Passing (%)
0.063,0,0,0,100
0.053,0.0861,27.534378,27.534378,72.465622
0.038,0.1178,37.67188999,65.20626799,34.79373201
0.025,0.0917,29.32523185,94.53149984,5.46850016
pan,0.0171,5.46850016,100,0
TOTAL,0.3127,,,
