Sieve Size (mm),Weight (g),Percent Retained (%),Cumulative Retained (%),Percent Passing (%)
0.063,0,0,0,100
0.053,0.0678,13.46306593,13.46306593,86.53693407
0.038,0.1806,35.86179508,49.324861,50.675139
0.025,0.1592,31.61239079,80.93725179,19.06274821
pan,0.096,19.06274821,100,0
TOTAL,0.5036,,,
