Sieve Size (mm),Weight (g),Percent Retained (%),Cumulative Retained (%),Percent Passing (%)
0.063,0,0,0,100
0.053,0.063,12.92572835,12.92572835,87.07427165
0.038,0.1565,32.10915059,45.03487895,54.96512105
0.025,0.185,37.9565039,82.99138285,17.00861715
pan,0.0829,17.00861715,100,0
TOTAL,0.4874,,,
