Time,30L,30I,45L,45I,60L,60I
2023-03-21 13:00:00,-1.4527308043838647e-05,4.386201158052785e-06,9.717322820042259e-05,1.1811711046742494e-05,3.4148818091259746e-06,2.804897155829363e-07
2023-03-21 13:15:00,,4.393262997335227e-06,,1.1837231238525825e-05,,2.8583180225679915e-07
2023-03-21 13:30:00,,4.3997623505756264e-06,,1.1868716612250421e-05,,2.912253096261609e-07
2023-03-21 13:45:00,,4.405983300751628e-06,,1.1904145548323199e-05,,2.9655837233351306e-07
2023-03-21 14:00:00,,4.412157696985694e-06,,1.194246926615602e-05,,3.016551972063519e-07
2023-03-21 14:15:00,,4.418563550322573e-06,,1.1982787752669588e-05,,3.063826662174061e-07
2023-03-21 14:30:00,,4.425491129664954e-06,,1.2024645761401856e-05,,3.106181587191541e-07
2023-03-21 14:45:00,,4.433207093372234e-06,,1.206738980483095e-05,,3.1430088278875086e-07
2023-03-21 15:00:00,,4.441927579892416e-06,,1.211086583068111e-05,,3.1736284015990644e-07
2023-03-21 15:15:00,,4.451815863162781e-06,,1.2155250384132777e-05,,3.197466988525561e-07
2023-03-21 15:30:00,,4.462958630357311e-06,,1.2201055942660978e-05,,3.214069438966161e-07
2023-03-21 15:45:00,,4.475294660392961e-06,,1.2248772548235879e-05,,3.223390548673866e-07
2023-03-21 16:00:00,,4.488572048031699e-06,,1.2298652939382962e-05,,3.2259111919057634e-07
2023-03-21 16:15:00,,4.502364399852073e-06,,1.2350436047901725e-05,,3.2227677202748785e-07
2023-03-21 16:30:00,,4.516193801565136e-06,,1.2403818479973787e-05,,3.2151607710516946e-07
2023-03-21 16:45:00,,4.52957988319381e-06,,1.2458267018647473e-05,,3.2044672888247246e-07
2023-03-21 17:00:00,,4.542089156966944e-06,,1.251339448215631e-05,,3.19176022748111e-07
2023-03-21 17:15:00,,4.553328126326713e-06,,1.2568850445099021e-05,,3.1780360590069333e-07
2023-03-21 17:30:00,,4.56295083762833e-06,,1.2624407791687374e-05,,3.1642242695862015e-07
2023-03-21 17:45:00,,4.570638278837343e-06,,1.2679941579561065e-05,,3.151014375623713e-07
2023-03-21 18:00:00,,4.576097182971095e-06,,1.2735416033753354e-05,,3.1389866252944026e-07
2023-03-21 18:15:00,,4.57905658351173e-06,,1.2790892806581149e-05,,3.1286211792494215e-07
2023-03-21 18:30:00,,4.579241366609864e-06,,1.2846267596276323e-05,,3.120246145799789e-07
2023-03-21 18:45:00,,4.576420036991078e-06,,1.2901716750103524e-05,,3.1141602804178743e-07
2023-03-21 19:00:00,,4.570358445221292e-06,,1.2957149044326995e-05,,3.1105196433891435e-07
2023-03-21 19:15:00,,4.560880509813585e-06,,1.301278556751577e-05,,3.1094400193643194e-07
2023-03-21 19:30:00,,4.547836375476332e-06,,1.3068675818732385e-05,,3.1109303694767276e-07
2023-03-21 19:45:00,,4.531124291067424e-06,,1.3124713848435484e-05,,3.1149017245100717e-07
2023-03-21 20:00:00,,4.510696788063943e-06,,1.3180462921129348e-05,,3.121134153018029e-07
2023-03-21 20:15:00,,4.486589823346179e-06,,1.323526176263527e-05,,3.1293017008872254e-07
2023-03-21 20:30:00,,4.458931620812942e-06,,1.3288203895806074e-05,,3.138980310189204e-07
2023-03-21 20:45:00,,4.427969158622825e-06,,1.3338305848185653e-05,,3.1497358418665996e-07
2023-03-21 21:00:00,,4.394052520520778e-06,,1.3384435345594165e-05,,3.1611115263425773e-07
2023-03-21 21:15:00,,4.357578265543836e-06,,1.3425247748703845e-05,,3.1725182083393856e-07
2023-03-21 21:30:00,,4.319002185245748e-06,,1.3459545402639529e-05,,3.183338475145663e-07
2023-03-21 21:45:00,,4.2788800356340545e-06,,1.3486556219086514e-05,,3.193090837787689e-07
2023-03-21 22:00:00,,4.237733926542558e-06,,1.350581860344378e-05,,3.201189641503834e-07
2023-03-21 22:15:00,,4.196082227188717e-06,,1.3517346151440962e-05,,3.207092031468564e-07
2023-03-21 22:30:00,,4.1544897700333855e-06,,1.3521624581148582e-05,,3.210454286587872e-07
2023-03-21 22:45:00,,4.113414783429041e-06,,1.3519451840842726e-05,,3.210888512409629e-07
2023-03-21 23:00:00,,4.073350157735724e-06,,1.3511860467698333e-05,,3.208278024331908e-07
2023-03-21 23:15:00,,4.034635357727415e-06,,1.3499977685731945e-05,,3.20245978054537e-07
2023-03-21 23:30:00,,3.997640347496423e-06,,1.3484877268341405e-05,,3.1935723995568394e-07
