Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
00,2023,04,27,16,36,50,0.901,0.086,0.295,50.061,49.122,49.925,83.397,338.269,16665.63,7.456
00,2023,04,27,16,36,51,1.472,0.091,0.134,50.718,49.82,49.708,386.326,44.592,16626.32,7.456
00,2023,04,27,16,36,51,1.363,0.174,-0.094,51.549,50.605,45.339,138.481,-266.007,16707.5,7.456
00,2023,04,27,16,36,52,1.573,0.122,0.67,51.899,49.253,49.882,59.581,85.241,16609.83,7.456
00,2023,04,27,16,36,52,1.462,-0.028,-0.095,49.974,46.353,50.599,-673.936,735.475,16686.3,7.456
00,2023,04,27,16,36,53,1.321,0.001,-0.051,52.665,48.381,51.512,-154.263,52.968,16639.93,7.456
00,2023,04,27,16,36,53,0.625,0.212,2.182,51.549,47.988,53.272,403.8,-114.324,16578.69,7.456
00,2023,04,27,16,36,54,1.234,-0.058,-0.222,53.715,49.384,53.207,140.174,-166.003,16599.59,7.456
00,2023,04,27,16,36,54,0.881,0.175,0.488,50.346,49.427,50.382,88.959,603.218,16656.55,7.456
00,2023,04,27,16,36,55,1.18,0.113,0.214,54.35,49.733,53.099,-251.475,1125.186,16607.82,7.456
00,2023,04,27,16,36,55,1.602,0.1,0.074,51.134,50.343,50.121,132.283,68.975,16619.71,7.456
00,2023,04,27,16,36,56,1.198,0.127,0.637,50.827,51.913,52.186,-120.115,508.181,16659.55,7.456
00,2023,04,27,16,36,56,1.172,-0.077,0.89,49.908,48.141,49.686,-76.677,330.254,16667.56,7.456
00,2023,04,27,16,36,57,0.647,0.155,0.337,51.834,48.163,52.034,147.834,147.86,16535.34,7.456
00,2023,04,27,16,36,57,1.498,-0.105,-0.437,50.762,49.035,50.295,-187.948,338.953,16604.01,7.456
00,2023,04,27,16,36,58,0.838,0.069,0.076,53.037,48.773,53.012,-171.092,532.828,16617.8,7.456
00,2023,04,27,16,36,58,1.897,0.294,0.982,50.083,49.079,53.533,276.441,-186.363,16549.94,7.456
00,2023,04,27,16,36,59,1.071,0.044,0.136,51.134,49.754,48.165,103.377,639.69,16607,7.456
00,2023,04,27,16,36,59,1.438,-0.017,0.763,50.521,46.571,52.707,197.994,-310.206,16609.12,7.456
00,2023,04,27,16,37,00,1.358,-0.107,0.894,52.84,50.387,51.099,2.818,446.424,16606.53,7.456
00,2023,04,27,16,37,00,0.627,0.206,0.392,49.252,48.621,48.056,32.29,-3.326,16624.86,7.456
00,2023,04,27,16,37,01,1.606,0.12,0.759,53.234,50.409,51.142,89.859,-245.606,16610.71,7.456
00,2023,04,27,16,37,01,1.842,-0.014,-0.047,48.989,46.528,51.599,-339.45,638.627,16618.22,7.456
00,2023,04,27,16,37,02,1.508,0.081,0.497,53.125,49.689,51.947,-29.164,49.775,16579.09,7.456
00,2023,04,27,16,37,02,0.656,0.188,0.735,50.565,50.452,50.143,69.254,72.945,16597.29,7.46
00,2023,04,27,16,37,03,0.773,0.078,0.527,52.381,50.038,50.469,-89.354,-273.667,16564.66,7.456
00,2023,04,27,16,37,03,0.954,-0.073,0.739,52.84,48.468,52.338,133.227,-389.471,16641.4,7.46
00,2023,04,27,16,37,04,2.01,0.156,0.915,49.996,49.057,50.947,-173.063,216.742,16648.36,7.456
00,2023,04,27,16,37,04,1.365,-0.114,-0.962,53.015,48.228,48.86,130.636,-415.594,16540.35,7.456
