Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
00,2023,04,27,16,06,58,0.372,0.146,0.564,54.963,50.823,50.512,-62.982,1031.611,16886.61,7.763
00,2023,04,27,16,06,58,0.401,0.131,-0.025,50.959,49.493,36.667,596.203,408.745,16416.42,7.763
00,2023,04,27,16,06,59,0.882,0.137,-0.76,52.884,50.3,48.36,-360.724,231.071,16777.9,7.763
00,2023,04,27,16,06,59,0.999,0.127,-0.442,50.805,46.702,42.405,12.242,307.575,16654.58,7.763
00,2023,04,27,16,07,00,0.222,0.092,-0.333,52.403,53.112,49.73,-263.81,-207.863,16779.59,7.763
00,2023,04,27,16,07,00,0.551,0.128,-0.034,51.659,52.785,39.014,-50.831,157.374,16644.55,7.763
00,2023,04,27,16,07,01,0.417,0.273,0.224,50.04,52.938,49.556,216.13,411.74,16495.47,7.763
00,2023,04,27,16,07,01,0.979,0.228,0.378,52.95,47.356,41.144,244.939,-470.814,16956.37,7.763
00,2023,04,27,16,07,02,0.998,0.129,-0.099,52.315,52.829,42.166,-349.606,1014.761,17011.55,7.763
00,2023,04,27,16,07,02,0.835,0.148,-0.578,51.199,48.773,49.23,1272.556,98.473,16461.18,7.763
00,2023,04,27,16,07,03,0.729,0.098,0.222,54.459,50.212,47.643,173.57,-1160.693,16128.83,7.763
00,2023,04,27,16,07,03,0.55,0.226,1.582,54.35,47.182,34.254,241.29,-169.715,16846.99,7.763
00,2023,04,27,16,07,04,0.988,-0.066,-0.54,51.112,49.493,45.948,389.14,405.126,16033.37,7.763
00,2023,04,27,16,07,04,1.044,0.135,-0.548,51.155,48.228,32.776,557.872,219.361,16613.57,7.763
00,2023,04,27,16,07,05,1.096,0.181,-0.185,51.243,50.692,49.338,607.532,-292.605,16511.63,7.763
00,2023,04,27,16,07,05,0.925,0.147,0.676,51.615,50.975,50.534,985.252,-58.758,16173.58,7.763
00,2023,04,27,16,07,06,1.072,-0.059,-0.484,51.484,49.82,43.535,144.653,341.546,17001.24,7.763
00,2023,04,27,16,07,06,1.082,0.123,-0.607,49.908,46.593,47.143,208.773,736.395,16737.81,7.763
00,2023,04,27,16,07,07,0.423,0.008,-0.126,51.681,47.509,43.253,700.006,-189.919,16444.15,7.763
00,2023,04,27,16,07,07,0.819,0.093,-0.445,51.877,47.182,42.992,1123.591,169.844,16215.45,7.763
00,2023,04,27,16,07,08,1.014,0.248,0.459,50.937,51.281,38.362,1085.099,92.679,16039.97,7.763
00,2023,04,27,16,07,08,0.405,0.042,0.105,52.468,50.343,46.709,175.41,-341.486,16643.58,7.763
00,2023,04,27,16,07,09,0.968,0.214,0.444,52.6,52.262,47.708,460.39,835.575,16454.46,7.763
00,2023,04,27,16,07,09,1.071,0.158,-1.142,52.556,49.798,47.6,150.171,-382.004,16591,7.763
00,2023,04,27,16,07,10,0.609,0.125,-0.636,50.018,47.792,36.319,322.52,520.368,16916.14,7.763
00,2023,04,27,16,07,10,1.01,0.077,-0.233,52.818,48.948,43.731,-164.325,415.171,16609.73,7.763
00,2023,04,27,16,07,11,1.609,-0.129,-1.995,49.996,50.125,36.102,402.201,-266.988,16424.28,7.763
00,2023,04,27,16,07,11,1.043,0.142,-1.394,50.258,45.852,46.209,113.209,183.127,16727.62,7.763
00,2023,04,27,16,07,12,0.997,0.141,0.04,51.33,47.901,37.688,251.599,-138.595,16649.89,7.763
00,2023,04,27,16,07,12,0.982,0.046,0.94,49.252,49.34,35.059,18.504,570.062,16792.21,7.763
00,2023,04,27,16,07,13,0.723,-0.007,-0.79,53.694,49.406,42.97,-449.391,497.666,16818.45,7.763
00,2023,04,27,16,07,13,0.705,0.275,-0.302,51.134,51.804,47.73,266.861,383.034,16525.18,7.763
00,2023,04,27,16,07,14,0.194,0.085,-0.253,52.468,49.536,53.968,154.359,-139.891,16762.47,7.763
00,2023,04,27,16,07,14,1.365,0.058,0.547,52.49,47.073,45.557,-26.32,-184.146,16729.06,7.763
00,2023,04,27,16,07,15,1.171,0.192,0.148,51.615,48.839,46.317,505.382,93.737,16524.95,7.763
00,2023,04,27,16,07,15,1.436,0.183,0.179,51.768,47.007,46.013,350.682,-470.347,16650.27,7.763
00,2023,04,27,16,07,16,0.943,0.156,-0.211,51.155,52.567,44.752,-173.257,-103.193,16742.47,7.763
00,2023,04,27,16,07,16,0.62,0.032,-0.255,51.309,49.231,45.557,0.186,303.784,16731.3,7.763
00,2023,04,27,16,07,17,1.389,0.197,-1.287,51.177,47.727,46.317,150.391,-254.886,16778.25,7.763
00,2023,04,27,16,07,17,0.986,0.147,-0.264,53.147,49.711,47.361,753.383,-37.735,16610.87,7.763
00,2023,04,27,16,07,18,0.867,-0.012,-0.579,54.35,49.035,53.186,40.626,833.387,16355.54,7.763
00,2023,04,27,16,07,18,0.885,0.356,-0.043,51.199,51.281,46.948,163.783,38.288,16422.72,7.763
00,2023,04,27,16,07,19,1.049,0.12,0.678,50.762,49.689,48.078,288.574,1537.9,16109.47,7.763
