Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
00,2023,04,27,17,03,47,1.198,0.269,0.36,50.915,49.079,52.186,220.989,-218.985,16663.36,7.19
00,2023,04,27,17,03,48,0.599,0.182,0.048,51.155,50.954,50.947,226.682,-111.879,16599.68,7.186
00,2023,04,27,17,03,48,0.839,0.168,-0.035,50.236,49.035,49.664,214.729,-201.096,16626.26,7.186
00,2023,04,27,17,03,49,1.453,0.264,-0.902,51.856,50.278,51.403,164.206,29.968,16526.84,7.186
00,2023,04,27,17,03,49,1.604,0.127,0.584,51.571,48.926,50.686,182.317,-301.86,16615.96,7.186
00,2023,04,27,17,03,50,1.319,0.232,-0.154,51.352,50.169,50.077,86.765,-5.915,16568.05,7.186
00,2023,04,27,17,03,50,0.662,0.188,0.029,51.352,51.063,50.512,387.508,-292.118,16586.05,7.186
00,2023,04,27,17,03,51,0.942,0.22,-0.123,52.796,48.533,50.708,30.185,241.098,16591.59,7.186
00,2023,04,27,17,03,51,0.993,0.343,-0.016,50.805,50.016,50.751,109.702,-130.373,16606.65,7.186
00,2023,04,27,17,03,52,0.874,0.207,-0.113,50.674,48.206,50.208,-10.76,99.136,16610.5,7.186
00,2023,04,27,17,03,52,1.238,0.16,-0.376,52.446,50.474,50.447,399.915,-68.216,16581.82,7.186
00,2023,04,27,17,03,53,0.197,0.426,0.669,51.44,50.866,51.968,177.027,-335.075,16645.12,7.186
00,2023,04,27,17,03,53,1.278,0.258,0.158,51.921,49.34,51.229,237.622,-121.299,16619.12,7.186
00,2023,04,27,17,03,54,0.907,0.239,0.085,51.287,49.384,50.36,107.697,48.55,16582.01,7.186
00,2023,04,27,17,03,54,1.066,0.027,-0.079,52.381,49.515,52.512,96.639,114.44,16600.27,7.186
00,2023,04,27,17,03,55,1.111,0.101,0.064,49.886,50.212,51.577,303.956,-58.1,16582.25,7.186
00,2023,04,27,17,03,55,0.956,0.242,0.287,49.689,50.3,52.164,72.193,86.104,16627.56,7.186
00,2023,04,27,17,03,56,1.974,0.101,-0.599,52.95,49.166,50.99,384.605,-20.633,16541.06,7.186
00,2023,04,27,17,03,56,1.048,0.261,-0.48,50.652,50.06,50.012,-27.84,108.291,16567,7.186
00,2023,04,27,17,03,57,1.111,0.214,-0.299,49.689,51.63,50.664,146.995,727.752,16529.22,7.186
00,2023,04,27,17,03,57,1.337,0.253,-0.369,51.724,51.106,50.251,247.56,-237.413,16679.88,7.186
00,2023,04,27,17,03,58,1.114,0.264,0.147,52.009,50.081,48.621,224.385,-246.279,16599.72,7.186
00,2023,04,27,17,03,58,1.344,0.217,0.025,51.046,50.67,51.077,192.283,-151.028,16654.2,7.186
00,2023,04,27,17,03,59,0.35,0.011,-0.32,51.221,48.555,50.077,163.289,-187.675,16654.34,7.186
