Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
00,2023,04,27,15,04,59,0.687,0.038,-0.254,49.339,48.381,50.077,210.683,-42.523,16550.82,8.108
00,2023,04,27,15,04,59,0.937,0.018,0.008,48.727,49.122,49.882,66.517,127.159,16580.59,8.108
00,2023,04,27,15,05,00,0.526,-0.048,-0.276,50.346,48.163,50.621,132.862,48.913,16622.28,8.108
00,2023,04,27,15,05,00,0.811,0.031,0.082,48.311,49.384,50.447,140.791,61.828,16635.01,8.108
00,2023,04,27,15,05,01,0.633,-0.027,0.228,49.514,49.34,50.599,241.791,-115.985,16532.69,8.108
00,2023,04,27,15,05,01,0.676,0,-0.074,48.595,48.054,49.143,226.409,134.487,16595.03,8.108
00,2023,04,27,15,05,02,0.472,-0.01,0.212,48.683,48.664,48.904,186.11,152.535,16483.96,8.108
00,2023,04,27,15,05,02,0.913,-0.004,-0.178,48.377,49.689,48.991,139.209,-36.368,16586.6,8.108
00,2023,04,27,15,05,03,0.734,0.008,0.152,49.536,49.427,51.099,71.743,-8.347,16623.93,8.108
00,2023,04,27,15,05,03,0.906,0.017,0.408,49.558,48.773,48.947,15.102,151.818,16611.73,8.108
00,2023,04,27,15,05,04,0.845,-0.019,-0.091,49.318,49.645,49.512,222.371,-154.263,16534.55,8.108
00,2023,04,27,15,05,04,0.679,0.047,-0.004,49.252,48.185,42.253,176.885,105.689,16574.05,8.108
00,2023,04,27,15,05,05,0.706,-0.037,0.22,48.005,48.228,44.166,223.99,-78.642,16568.84,8.108
00,2023,04,27,15,05,05,0.667,0.059,-0.005,48.836,47.967,50.012,143.243,117.181,16583.14,8.108
00,2023,04,27,15,05,06,0.776,0.028,0.323,50.018,48.337,49.491,157.592,2.883,16533.51,8.108
00,2023,04,27,15,05,06,0.636,0.011,-0.121,49.471,48.032,49.295,265.066,48.684,16530.9,8.108
00,2023,04,27,15,05,07,0.601,-0.016,0.215,48.158,49.231,49.382,52.456,-80.578,16597.41,8.108
00,2023,04,27,15,05,07,0.79,0.068,0.456,49.164,50.103,48.925,172.148,-117.878,16608.77,8.108
00,2023,04,27,15,05,08,0.861,-0.073,-0.317,48.727,48.686,49.534,134.829,19.513,16574.66,8.108
00,2023,04,27,15,05,08,0.617,0.01,0.15,48.661,48.076,50.317,255.397,52.032,16538.76,8.108
00,2023,04,27,15,05,09,0.808,0.015,0.214,48.464,48.795,49.186,143.421,-45.378,16636.37,8.108
00,2023,04,27,15,05,09,0.822,0.102,0.03,50.149,47.858,49.317,247.645,-113.785,16583.93,8.108
00,2023,04,27,15,05,10,0.734,0.003,-0.21,48.661,50.975,50.49,219.403,49.906,16610.4,8.108
00,2023,04,27,15,05,10,0.995,-0.084,-0.5,49.865,48.381,50.338,342.461,-100.271,16552.79,8.108
00,2023,04,27,15,05,11,0.95,0.005,-0.239,49.471,48.468,49.664,200.726,33.314,16554.4,8.108
00,2023,04,27,15,05,11,0.534,0.009,-0.01,49.318,48.25,49.643,267.11,-90.045,16571.05,8.108
00,2023,04,27,15,05,12,0.747,-0.048,-0.003,47.895,49.645,50.056,181.545,115.482,16591.58,8.108
00,2023,04,27,15,05,12,1.16,-0.023,-0.391,50.718,49.122,49.317,200.627,-138.587,16628.54,8.108
