Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
00,2023,04,27,16,28,04,1.414,-0.457,-0.114,50.696,50.518,51.338,499.533,432.263,16537.4,7.61
00,2023,04,27,16,28,05,0.973,-0.411,-0.628,50.608,50.147,50.621,-135.78,236.86,16695.46,7.61
00,2023,04,27,16,28,05,0.794,-0.144,-0.897,50.762,50.081,50.403,135.836,-362.263,16888.24,7.61
00,2023,04,27,16,28,06,1.396,-0.339,-0.736,51.484,49.972,51.708,-84.979,828.526,16426.25,7.61
00,2023,04,27,16,28,06,1.117,-0.164,-0.293,51.44,51.891,51.86,-263.299,609.221,17121.52,7.61
00,2023,04,27,16,28,07,0.965,-0.348,-0.939,52.403,50.081,51.382,-656.174,629.144,16620.96,7.61
00,2023,04,27,16,28,07,1.054,-0.206,-0.76,51.33,51.411,54.033,87.987,263.098,16583.94,7.61
00,2023,04,27,16,28,08,1.593,-0.278,-0.269,51.309,50.343,50.621,-59.347,410.498,16665.33,7.61
00,2023,04,27,16,28,08,1.031,-0.29,-0.852,51.987,50.518,52.186,256.76,193.726,16481.01,7.61
00,2023,04,27,16,28,09,1.252,-0.264,-0.533,51.571,51.041,52.207,67.195,-342.768,16882.45,7.61
00,2023,04,27,16,28,09,1.102,-0.318,-0.392,51.024,50.866,50.947,290.005,-457.079,16791.87,7.61
00,2023,04,27,16,28,10,0.536,-0.052,0.15,50.74,51.433,51.621,603.255,-363.576,16723.69,7.61
00,2023,04,27,16,28,10,1.142,-0.288,0.038,51.265,50.888,52.946,-146.317,175.208,16752.11,7.61
00,2023,04,27,16,28,11,1.002,-0.293,-0.629,53.584,51.411,52.903,103.115,-48.248,16515.95,7.61
00,2023,04,27,16,28,11,1.234,-0.183,-0.758,50.28,49.82,50.143,724.772,-901.299,16770.07,7.61
00,2023,04,27,16,28,12,0.746,-0.181,-0.354,53.103,50.452,50.36,-121.858,245.378,16743.51,7.61
00,2023,04,27,16,28,12,1.137,-0.208,-0.549,51.724,50.212,51.121,419.957,-172.505,16308.09,7.61
00,2023,04,27,16,28,13,1.039,-0.375,-0.853,51.177,50.496,50.947,120.621,-392.261,16654.81,7.61
00,2023,04,27,16,28,13,1.03,-0.295,-0.686,50.171,49.166,51.838,435.792,496.763,16347.98,7.61
00,2023,04,27,16,28,14,1.049,-0.242,-0.379,52.578,50.387,53.012,168.239,60.005,16758.55,7.61
00,2023,04,27,16,28,14,1.178,-0.273,-0.032,51.177,52.044,53.294,414.303,250.208,16587.63,7.61
00,2023,04,27,16,28,15,0.851,-0.309,-0.406,52.162,51.084,52.229,-65.583,136.927,16667.05,7.61
00,2023,04,27,16,28,15,1.182,-0.136,-0.46,51.943,50.888,52.338,96.287,84.261,16618.25,7.61
00,2023,04,27,16,28,16,1.225,-0.208,-0.539,53.847,49.863,52.686,-179.216,198.727,16698.66,7.61
00,2023,04,27,16,28,16,1.363,-0.342,-0.653,50.762,50.452,51.751,249.025,37.548,16529.27,7.61
00,2023,04,27,16,28,17,1.818,-0.51,-1.513,50.805,49.122,50.469,-279.184,582.573,16510.4,7.61
00,2023,04,27,16,28,17,1.508,-0.275,-1.079,52.118,51.717,50.86,348.629,-712.868,16576.44,7.61
00,2023,04,27,16,28,18,0.888,-0.184,-0.732,51.659,50.474,51.425,320.709,-311.115,16833.6,7.61
