KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;7/22/2021 5:09:03 AM;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;39.3;-1.019;31.46;10.39;53.4;34.6;41.4;3.73;-1.449;0.02;52.5;34;1.72;0;1.194;NA;-528.8;12.082;-1.019;6.10;0.0
;;;STANDARD DEVIATION:;8.0;0.066;7.14;2.35;10.6;2.6;3.1;0.27;0.094;0.00;10.5;7;1.53;0;0.005;0.36;19.5;2.403;0.066;0.07;0.0
;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;17G101782;19A101287;17G101462;17G101462;17G101782;17G101884;17G101884;17G101884;19A101287;17G101782;17G101782;17G101782;17G100815;17G100815;17G102241;17H100999;17H100999;17G101782;19A101287;17H101021;17H101021
Date (MM/DD/YYYY);Time (HH:mm:ss);Time (Fract. Sec);Site Name;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;TDS mg/L;Turbidity FNU;TSS mg/L;Wiper Position volt;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
7/11/2021;13:00:00;0.0;LaJaraUpstream;41.5;-1.026;38.91;12.84;53.6;34.5;41.3;3.57;-1.459;0.02;52.8;34;1.79;0;1.198;17.10;-568.6;13.830;-1.026;6.19;0.0
7/11/2021;13:15:00;0.0;LaJaraUpstream;41.7;-1.028;38.51;12.71;53.6;34.5;41.3;3.56;-1.461;0.02;52.8;34;2.26;0;1.202;17.10;-568.9;14.005;-1.028;6.19;0.0
7/11/2021;13:30:00;0.0;LaJaraUpstream;42.0;-1.030;38.48;12.70;53.8;34.5;41.3;3.54;-1.463;0.02;52.9;34;2.04;0;1.195;17.09;-568.7;14.181;-1.030;6.20;0.0
7/11/2021;13:45:00;0.0;LaJaraUpstream;42.4;-1.032;38.52;12.71;54.4;34.5;41.2;3.55;-1.467;0.02;53.6;35;1.83;0;1.189;17.09;-568.7;14.066;-1.032;6.20;0.0
7/11/2021;14:00:00;0.0;LaJaraUpstream;42.8;-1.033;38.58;12.73;55.4;34.4;41.1;3.57;-1.467;0.02;54.5;35;1.81;0;1.186;17.10;-568.4;13.776;-1.032;6.21;0.0
7/11/2021;14:15:00;0.0;LaJaraUpstream;42.9;-1.029;38.50;12.70;55.8;34.4;41.1;3.58;-1.463;0.02;54.9;36;2.46;0;1.186;17.10;-568.1;13.511;-1.029;6.21;0.0
7/11/2021;14:30:00;0.0;LaJaraUpstream;42.5;-1.027;39.18;12.93;55.6;34.4;41.1;3.60;-1.460;0.02;54.7;36;2.14;0;1.193;17.10;-567.7;13.295;-1.027;6.20;0.0
7/11/2021;14:45:00;0.0;LaJaraUpstream;42.2;-1.023;39.56;13.05;55.5;34.3;41.0;3.61;-1.455;0.02;54.6;36;1.94;0;1.201;17.10;-567.3;13.107;-1.024;6.21;0.0
7/11/2021;15:00:00;0.0;LaJaraUpstream;42.3;-1.025;39.76;13.12;55.9;34.3;41.0;3.62;-1.457;0.02;55.0;36;1.90;0;1.197;17.10;-567.0;12.926;-1.025;6.20;0.0
7/11/2021;15:15:00;0.0;LaJaraUpstream;42.5;-1.029;39.91;13.17;56.5;34.3;41.0;3.63;-1.463;0.03;55.5;36;1.67;0;1.190;17.10;-566.7;12.739;-1.028;6.21;0.0
7/11/2021;15:30:00;0.0;LaJaraUpstream;42.6;-1.027;40.04;13.21;56.9;34.3;41.0;3.65;-1.460;0.03;55.9;36;1.72;0;1.189;17.11;-566.5;12.565;-1.027;6.21;0.0
7/11/2021;15:45:00;0.0;LaJaraUpstream;42.5;-1.029;40.07;13.22;56.9;34.3;41.0;3.66;-1.463;0.03;56.0;36;1.61;0;1.185;17.11;-566.5;12.405;-1.029;6.21;0.0
7/11/2021;16:00:00;0.0;LaJaraUpstream;42.4;-1.024;39.97;13.19;57.0;34.3;41.0;3.67;-1.456;0.03;56.1;36;1.62;0;1.197;17.12;-566.4;12.257;-1.024;6.21;0.0
7/11/2021;16:15:00;0.0;LaJaraUpstream;42.5;-1.026;39.87;13.15;57.3;34.3;41.0;3.68;-1.458;0.03;56.3;37;1.59;0;1.201;17.12;-566.4;12.110;-1.026;6.20;0.0
7/11/2021;16:30:00;0.0;LaJaraUpstream;42.4;-1.030;39.97;13.19;57.4;34.3;41.0;3.70;-1.465;0.03;56.5;37;1.57;0;1.197;17.13;-566.5;11.971;-1.030;6.21;0.0
7/11/2021;16:45:00;0.0;LaJaraUpstream;42.1;-1.033;39.98;13.19;57.2;34.3;41.0;3.71;-1.468;0.03;56.2;37;1.63;0;1.197;17.14;-566.7;11.848;-1.033;6.21;0.0
7/11/2021;17:00:00;0.0;LaJaraUpstream;41.5;-1.033;39.94;13.18;56.5;34.3;41.0;3.71;-1.469;0.03;55.5;36;1.58;0;1.199;17.14;-566.9;11.809;-1.033;6.21;0.0
7/11/2021;17:15:00;0.0;LaJaraUpstream;41.1;-1.033;39.84;13.14;55.9;34.3;41.0;3.71;-1.469;0.02;55.0;36;1.57;0;1.198;17.14;-566.9;11.791;-1.033;6.21;0.0
7/11/2021;17:30:00;0.0;LaJaraUpstream;40.8;-1.034;39.67;13.09;55.6;34.3;41.0;3.71;-1.470;0.02;54.6;36;1.69;0;1.197;17.14;-566.8;11.782;-1.033;6.20;0.0
7/11/2021;17:45:00;0.0;LaJaraUpstream;40.7;-1.032;39.50;13.03;55.4;34.3;41.0;3.72;-1.467;0.02;54.5;35;1.66;0;1.195;17.14;-566.7;11.792;-1.032;6.21;0.0
7/11/2021;18:00:00;0.0;LaJaraUpstream;40.7;-1.033;39.38;12.99;55.4;34.3;41.0;3.72;-1.468;0.02;54.4;35;1.67;0;1.194;17.13;-566.5;11.814;-1.032;6.21;0.0
7/11/2021;18:15:00;0.0;LaJaraUpstream;40.7;-1.032;39.25;12.95;55.3;34.3;41.0;3.72;-1.468;0.02;54.4;35;1.68;0;1.193;17.13;-566.3;11.783;-1.032;6.20;0.0
7/11/2021;18:30:00;0.0;LaJaraUpstream;40.6;-1.033;39.10;12.90;55.4;34.3;41.0;3.72;-1.468;0.02;54.4;35;1.68;0;1.193;17.13;-566.2;11.730;-1.033;6.21;0.0
7/11/2021;18:45:00;0.0;LaJaraUpstream;40.6;-1.036;39.02;12.88;55.4;34.3;41.0;3.73;-1.472;0.02;54.5;35;1.69;0;1.190;17.13;-566.1;11.658;-1.035;6.20;0.0
7/11/2021;19:00:00;0.0;LaJaraUpstream;40.6;-1.035;39.00;12.87;55.5;34.4;41.1;3.74;-1.472;0.02;54.6;35;1.68;0;1.188;17.13;-566.1;11.579;-1.035;6.21;0.0
7/11/2021;19:15:00;0.0;LaJaraUpstream;40.6;-1.037;39.00;12.87;55.8;34.3;41.0;3.75;-1.474;0.02;54.8;36;1.64;0;1.197;17.14;-566.0;11.484;-1.037;6.21;0.0
