KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;7/21/2021 10:44:16 PM;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;40.6;-0.349;729.15;76.34;55.3;94.9;94.9;10.27;-0.495;0.02;54.4;35;3.57;0;1.207;NA;-29.8;11.884;-0.336;5.17;0.0
;;;STANDARD DEVIATION:;4.2;0.023;12.34;1.29;5.2;1.5;1.5;0.46;0.033;0.00;5.1;3;0.87;0;0.004;0.74;43.3;2.310;0.023;0.24;0.0
;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;17G101781;17G100304;21A106445;21A106445;17G101781;17G102845;17G102845;17G102845;17G100304;17G101781;17G101781;17G101781;17G100814;17G100814;17G102240;17H101000;17H101000;17G101781;17G100304;17H101020;17H101020
Date (MM/DD/YYYY);Time (HH:mm:ss);Time (Fract. Sec);Site Name;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;TDS mg/L;Turbidity FNU;TSS mg/L;Wiper Position volt;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
7/16/2021;14:30:00;0.0;LaJaraDownstream;0.0;0.026;686.29;71.85;0.0;100.3;100.3;8.56;0.037;0.00;0.0;0;6.34;0;1.212;0.06;395.0;23.320;0.038;5.78;0.0
7/16/2021;14:45:00;0.0;LaJaraDownstream;0.0;-0.292;681.03;71.30;0.0;97.4;97.4;8.30;-0.413;0.00;0.0;0;6.49;0;1.211;-3.01;576.1;23.405;-0.293;5.77;0.0
7/16/2021;15:00:00;0.0;LaJaraDownstream;0.0;-0.294;678.88;71.08;0.0;97.5;97.5;8.31;-0.416;0.00;0.0;0;6.54;0;1.208;-1.41;481.6;23.327;-0.282;5.81;0.0
7/16/2021;15:15:00;0.0;LaJaraDownstream;0.0;-0.389;678.12;71.00;0.0;95.8;95.8;8.30;-0.551;0.00;0.0;0;6.38;0;1.211;2.34;259.9;22.461;-0.377;5.76;0.0
7/16/2021;15:30:00;0.0;LaJaraDownstream;33.1;-0.370;728.26;76.25;47.9;93.5;93.5;10.35;-0.525;0.02;47.0;31;5.19;0;1.209;6.79;-1.0;11.110;-0.357;5.77;0.0
7/16/2021;15:45:00;0.0;LaJaraDownstream;37.3;-0.369;755.38;79.09;53.5;93.4;93.4;10.56;-0.523;0.02;52.6;34;4.80;0;1.209;7.24;-27.5;9.990;-0.356;5.75;0.0
7/16/2021;16:00:00;0.0;LaJaraDownstream;38.1;-0.370;754.21;78.96;54.1;93.4;93.4;10.50;-0.525;0.02;53.2;35;4.74;0;1.212;7.36;-34.6;10.174;-0.357;5.74;0.0
7/16/2021;16:15:00;0.0;LaJaraDownstream;38.5;-0.370;746.76;78.18;54.1;93.3;93.3;10.39;-0.525;0.02;53.1;35;4.80;0;1.213;7.40;-36.8;10.579;-0.357;5.73;0.0
7/16/2021;16:30:00;0.0;LaJaraDownstream;38.9;-0.372;740.21;77.50;53.9;93.3;93.3;10.27;-0.528;0.02;53.0;34;4.66;0;1.210;7.41;-37.1;11.066;-0.359;5.72;0.0
7/16/2021;16:45:00;0.0;LaJaraDownstream;39.3;-0.374;736.11;77.07;54.0;93.1;93.1;10.17;-0.530;0.02;53.1;35;4.70;0;1.212;7.40;-36.6;11.423;-0.360;5.70;0.0
