Desktop_Software_Build_Version,1.7
#,St,Method,%Dep,MeasD,Npts,Spike,CorrFact,Loc,LocY,Depth1,Depth2,FinalD,IceD,WsIceD,WsSlushD,VelX,VelY,VelZ,Angle,VxErr,VyErr,VzErr,SNR1,SNR2,SNR3,SNRStd1,SNRStd2,SNRStd3,Temp,Batt,Tilt
(),(),(),(),(m),(),(),(),(m),(m),(m),(m),(m),(m),(m),(m),(m/s),(m/s),(m/s),(deg),(m/s),(m/s),(m/s),(dB),(dB),(dB),(dB),(dB),(dB),(°C),(V),(deg)
000,000,None,0.6,0.06,80,1,1.00,0,0,0.1,NaN,0.1,NaN,NaN,NaN,0.509,0.035,-0.001,3.976,0.01,0.004,0.019,50.675,49.606,48.47,0.956,1.081,4.23,13.417,10.042,1.456
001,001,None,0.5,0.04,80,1,1.00,0,0,0.08,NaN,0.08,NaN,NaN,NaN,0.294,0.06,0.11,11.54,0.014,0.006,0.048,49.663,48.78,10.632,0.867,0.88,5.529,13.356,10.022,0.962
002,002,None,0.6,0.06,80,1,1.00,0,0,0.1,NaN,0.1,NaN,NaN,NaN,0.443,-0.013,0.129,-1.699,0.008,0.003,0.018,50.275,49.461,50.728,0.879,0.807,1.315,13.354,10.011,1.104
003,003,None,0.6,0.06,80,1,1.00,0,0,0.1,NaN,0.1,NaN,NaN,NaN,0.458,-0.024,0.098,-2.942,0.008,0.003,0.01,50.211,49.995,50.85,0.97,0.966,1.232,13.318,10.011,1.217
004,004,None,0.6,0.06,80,3,1.00,0,0,0.1,NaN,0.1,NaN,NaN,NaN,0.441,0.02,0.017,2.552,0.016,0.005,0.031,49.842,49.363,21.87,0.839,0.889,8.386,13.297,10,1.42
005,005,None,0.6,0.06,80,4,1.00,0,0,0.1,NaN,0.1,NaN,NaN,NaN,0.491,0.104,-0.021,11.925,0.008,0.003,0.016,50.296,50.123,51.362,0.938,0.813,0.809,13.282,9.984,1.558
