Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
00,2023,07,13,18,23,09,-0.02,0.013,0.146,50.171,48.403,48.426,309.735,-269.888,16538.53,13.537
00,2023,07,13,18,23,09,0.143,0.015,0.14,48.377,49.013,48.273,173.365,-376.592,16520.77,13.537
00,2023,07,13,18,23,10,0.057,-0.08,0.132,48.967,50.365,48.991,183.625,-219.658,16534.94,13.537
00,2023,07,13,18,23,10,0.016,-0.029,0.155,49.471,48.577,48.513,326.168,-390.975,16588.21,13.537
00,2023,07,13,18,23,11,0.047,0.05,0.235,50.937,49.1,50.164,192.861,-314.257,16523.41,13.537
00,2023,07,13,18,23,11,0.035,0.023,0.203,50.171,49.624,46.904,234.707,-293.833,16510.81,13.537
00,2023,07,13,18,23,12,0.157,-0.012,0.034,49.668,48.882,48.034,285.763,-271.403,16535.09,13.537
00,2023,07,13,18,23,12,-0.048,-0.02,0.094,49.208,46.397,50.403,296.098,-381.535,16562.17,13.537
00,2023,07,13,18,23,13,0.068,-0.034,0.089,49.93,47.923,45.644,188.76,-104.176,16559.17,13.537
00,2023,07,13,18,23,13,-0.053,0.046,0.237,51.155,48.991,48.404,271.733,-440.546,16567.44,13.537
00,2023,07,13,18,23,14,0.182,-0.03,0.008,48.486,48.163,46.035,218.142,-351.048,16535.34,13.537
00,2023,07,13,18,23,14,0.123,0.006,0.287,50.127,48.424,48.121,300.508,-471.251,16555.33,13.537
00,2023,07,13,18,23,15,0.3,0.101,0.366,47.458,47.596,48.86,328.581,-293.728,16559.83,13.537
00,2023,07,13,18,23,15,-0.006,0.039,0.212,48.552,48.991,46.556,296.825,-287.401,16540.21,13.537
00,2023,07,13,18,23,16,0.273,-0.054,0.254,51.155,48.403,48.426,270.464,-371.704,16569.77,13.537
00,2023,07,13,18,23,16,0.021,-0.058,0.122,48.486,49.188,49.86,238.659,-391.073,16542.46,13.537
00,2023,07,13,18,23,17,0.068,0.021,-0.009,48.639,49.667,41.862,299.439,-407.466,16536.92,13.537
00,2023,07,13,18,23,17,0.053,-0.085,0.217,49.471,49.689,33.602,245.374,-338.351,16538.68,13.537
00,2023,07,13,18,23,18,0.038,-0.069,0.213,49.339,48.73,47.926,300.915,-476.545,16515.39,13.537
00,2023,07,13,18,23,18,-0.075,0.034,0.093,47.655,47.313,47.491,104.014,-55.503,16576.86,13.537
00,2023,07,13,18,23,19,-0.029,-0.006,0.186,48.18,48.882,47.752,239.203,-282.243,16544.32,13.537
00,2023,07,13,18,23,19,0.042,-0.002,0.194,48.42,47.64,45.796,153.383,-121.493,16567,13.537
00,2023,07,13,18,23,20,0.051,0.005,0.074,48.792,48.468,49.469,239.579,-433.762,16584.61,13.533
00,2023,07,13,18,23,20,0.104,0.042,0.152,49.077,49.122,46.904,324.372,-218.728,16541.26,13.537
00,2023,07,13,18,23,21,-0.065,0.069,-0.154,47.808,48.664,46.448,216.813,-280.527,16544.05,13.529
00,2023,07,13,18,23,21,0.012,-0.096,0.329,47.852,48.555,45.926,171.046,-168.336,16538.97,13.537
00,2023,07,13,18,23,22,0.069,0.051,0.396,47.108,47.552,47.947,266.052,-436.505,16503.31,13.537
00,2023,07,13,18,23,22,0.07,-0.027,0.311,49.252,47.858,46.795,348.261,-262.187,16530.85,13.537
00,2023,07,13,18,23,23,0.019,0.007,0.312,48.486,46.964,45.122,200.422,-341.16,16551.03,13.537
00,2023,07,13,18,23,23,0.121,-0.074,0.012,46.254,47.291,38.319,354.147,-316.358,16552.39,13.533
00,2023,07,13,18,23,24,0.072,0.028,0.352,47.939,48.926,45.97,183.239,-341.544,16512.45,13.537
00,2023,07,13,18,23,24,0.162,-0.04,0.303,48.639,48.686,45.231,366.005,-330.047,16485.48,13.537
00,2023,07,13,18,23,25,0.017,0.043,0.046,49.821,50.169,49.817,279.349,-306.765,16519.46,13.533
00,2023,07,13,18,23,25,-0.094,-0.024,0.149,48.508,48.294,47.708,236.365,-260.106,16521.61,13.533
00,2023,07,13,18,23,26,0.094,0.055,-0.001,49.164,48.141,44.926,274.32,-258.19,16563.61,13.537
00,2023,07,13,18,23,26,0.09,-0.059,-0.274,46.889,46.964,47.1,190.964,-376.683,16520.96,13.526
00,2023,07,13,18,23,27,0.001,-0.071,-0.075,49.865,48.076,48.317,207.059,-388.143,16506.88,13.533
00,2023,07,13,18,23,27,0.052,-0.007,0.183,48.508,47.923,48.86,143.351,-219.133,16560.1,13.526
00,2023,07,13,18,23,28,-0.02,-0.009,0.596,47.917,48.708,46.839,234.199,-317.395,16546.3,13.533
00,2023,07,13,18,23,28,-0.016,-0.029,0.179,47.37,48.926,48.817,301.257,-333.683,16552.03,13.529
00,2023,07,13,18,23,29,0.035,-0.056,0.209,46.67,49.34,47.339,325.286,-383.739,16525.71,13.522
00,2023,07,13,18,23,29,0.26,-0.025,-0.092,49.274,47.814,47.817,264.793,-293.634,16539.94,13.533
00,2023,07,13,18,23,30,-0.008,0.012,0.179,47.698,48.555,48.947,109.548,-336.224,16522.78,13.529
00,2023,07,13,18,23,30,0.159,0.047,0.193,47.677,50.67,46.1,240.636,-254.697,16572.8,13.518
00,2023,07,13,18,23,31,-0.035,0.022,0.064,48.814,46.789,45.296,250.074,-291.583,16570.16,13.522
00,2023,07,13,18,23,31,0.093,0.026,0.316,46.495,47.901,46.404,253.587,-308.054,16533.59,13.522
00,2023,07,13,18,23,32,0.028,-0.077,0.293,48.005,46.92,44.1,218.726,-205.243,16551.15,13.526
00,2023,07,13,18,23,33,0.032,0.03,0.135,49.996,47.988,46.035,165.926,-251.643,16528.75,13.518
00,2023,07,13,18,23,33,-0.003,0.007,0.019,47.764,48.446,46.904,233.764,-186.734,16501.47,13.515
00,2023,07,13,18,23,34,-0.102,-0.055,0.036,48.53,49.122,44.274,187.863,-315.614,16540.98,13.526
00,2023,07,13,18,23,34,0.035,-0.018,0.187,46.823,48.163,44.383,227.894,-312.642,16539.78,13.511
00,2023,07,13,18,23,35,0.086,0.015,0.071,48.005,47.4,45.187,293.881,-245.827,16536.46,13.515
00,2023,07,13,18,23,35,0.242,-0.004,0.07,49.646,49.689,44.991,272.296,-351.053,16558.33,13.515
00,2023,07,13,18,23,36,0.02,-0.005,0.011,48.289,47.443,47.708,377.711,-394.855,16555.21,13.515
