Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
00,2023,07,13,17,52,31,1.228,-0.08,-0.706,51.243,51.041,52.49,582.684,48.009,16555.51,14.227
00,2023,07,13,17,52,31,0.739,-0.003,-0.415,49.405,50.845,50.882,707.904,-234.081,16514.13,14.227
00,2023,07,13,17,52,32,0.41,0.071,0.142,50.696,49.82,48.556,747.805,-169.018,16472.86,14.223
00,2023,07,13,17,52,32,0.63,0.025,-0.368,50.105,50.06,50.512,769.002,-270.914,16437.01,14.227
00,2023,07,13,17,52,33,1.007,-0.033,-0.575,49.646,51.411,52.034,615.923,-176.894,16498.2,14.227
00,2023,07,13,17,52,33,0.949,-0.052,-0.515,50.893,51.586,52.968,593.97,-217.206,16535.8,14.223
00,2023,07,13,17,52,34,0.889,0.012,-0.122,50.937,51.673,52.686,809.865,-256.558,16609.74,14.227
00,2023,07,13,17,52,34,0.761,0.099,0.225,51.002,49.58,52.577,710.82,-281.655,16550.31,14.227
00,2023,07,13,17,52,35,0.95,-0.078,-0.488,51.462,50.539,51.686,738.204,-210.603,16600.04,14.227
00,2023,07,13,17,52,35,0.486,0.004,0.083,51.768,49.842,50.99,687.152,-280.897,16601.61,14.227
00,2023,07,13,17,52,36,0.813,-0.036,0.186,49.865,50.365,50.012,791.459,-312.975,16640.47,14.227
00,2023,07,13,17,52,36,0.7,-0.031,-0.573,51.659,52.066,52.316,689.627,-233.416,16560.15,14.227
00,2023,07,13,17,52,37,0.769,-0.067,-0.29,50.652,49.427,51.751,582.84,-297.1,16540.22,14.219
00,2023,07,13,17,52,37,1.01,0.021,-0.367,50.871,50.474,52.751,585.922,-280.481,16591.61,14.227
00,2023,07,13,17,52,38,0.811,-0.006,-0.387,50.258,51.76,53.946,449.277,-305.077,16556.66,14.227
00,2023,07,13,17,52,38,0.928,-0.013,-0.614,51.506,50.779,51.316,489.716,-261.856,16618.79,14.227
00,2023,07,13,17,52,39,0.745,0.003,-0.147,52.053,49.362,51.251,458.614,-122.681,16602.33,14.223
00,2023,07,13,17,52,39,0.994,-0.016,-1.353,51.199,50.692,51.251,467.731,-144.985,16570.88,14.227
00,2023,07,13,17,52,40,1.202,-0.164,-0.91,50.455,50.845,54.142,578.411,-294.529,16458.36,14.227
00,2023,07,13,17,52,40,0.677,-0.078,-0.678,52.359,50.278,51.316,572.359,-418.869,16465.16,14.223
00,2023,07,13,17,52,41,0.686,0.031,0.459,51.527,49.624,54.316,533.231,-313.126,16516.77,14.223
00,2023,07,13,17,52,41,1.186,-0.16,-1.435,50.499,50.692,52.012,620.11,-370.55,16511.31,14.227
00,2023,07,13,17,52,42,0.766,-0.002,-0.027,50.368,49.842,50.534,559.472,-509.507,16462.59,14.223
00,2023,07,13,17,52,42,0.375,0.024,0.455,50.893,50.234,52.425,612.305,-253.471,16630.68,14.227
00,2023,07,13,17,52,43,0.717,-0.001,-0.521,50.258,51.128,53.512,533.743,-345.118,16503.48,14.227
00,2023,07,13,17,52,43,0.686,-0.014,-0.569,50.827,51.39,51.142,556.312,-416.942,16470.3,14.223
00,2023,07,13,17,52,44,0.63,-0.054,-0.141,50.521,51.52,50.99,514.375,-494.219,16529.48,14.223
00,2023,07,13,17,52,44,0.574,0.004,-0.073,51.221,51.019,53.164,588.785,-487.166,16556.87,14.219
00,2023,07,13,17,52,45,0.694,-0.058,-0.059,52.359,50.496,51.512,694.186,-611.47,16614.66,14.227
00,2023,07,13,17,52,45,0.334,0.019,-0.134,50.871,51.15,51.403,550.73,-529.301,16439.62,14.227
00,2023,07,13,17,52,46,1.243,-0.052,-0.638,50.346,49.667,52.664,529.595,-505.931,16595.57,14.227
00,2023,07,13,17,52,46,0.739,-0.026,-0.326,51.44,50.888,51.903,582.536,-670.299,16553.73,14.223
00,2023,07,13,17,52,47,0.533,-0.082,-0.395,51.571,51.695,52.903,487.281,-589.248,16539.61,14.227
00,2023,07,13,17,52,47,0.699,0.02,0.331,50.215,51.172,50.903,557.038,-617.606,16634.59,14.227
00,2023,07,13,17,52,48,1.068,0.021,-0.001,50.236,51.302,52.338,539.67,-235.493,16615.45,14.223
00,2023,07,13,17,52,48,0.599,-0.02,-0.039,52.468,49.602,52.729,589.465,-355.6,16557.02,14.227
00,2023,07,13,17,52,49,0.797,0.005,-0.21,51.681,49.929,50.816,464.224,-248.751,16517.01,14.219
00,2023,07,13,17,52,49,0.743,-0.075,-0.683,51.374,51.608,52.49,501.996,-442.6,16384.68,14.227
