Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
00,2023,07,13,18,06,55,0.3,-0.006,-0.307,48.42,31.178,30.494,-181,-102.405,16572.21,13.977
00,2023,07,13,18,06,56,0.265,0.032,-0.187,48.639,29.805,23.235,-238.979,-114.186,16601.07,13.973
00,2023,07,13,18,06,56,0.266,0.015,-0.106,48.617,29.848,37.341,-169.383,-72,16548.5,13.98
00,2023,07,13,18,06,57,0.455,0.086,0.739,48.399,29.238,29.712,-190.416,-63.576,16573.77,13.973
00,2023,07,13,18,06,57,0.677,0.138,1.04,48.639,27.668,25.321,-140.962,-116.787,16562.16,13.973
00,2023,07,13,18,06,58,0.715,0.111,0.348,48.442,30.437,31.581,-88.024,-149.415,16534.33,13.976
00,2023,07,13,18,06,58,0.761,0.137,0.359,49.799,26.97,26.039,-33.817,-159.137,16547.84,13.973
00,2023,07,13,18,06,59,0.592,0.208,0.176,48.42,27.908,32.907,-119.767,-94.814,16536.52,13.98
00,2023,07,13,18,06,59,0.576,0.003,-0.556,48.967,30.851,24.235,-142.968,-209.67,16555.29,13.973
00,2023,07,13,18,07,00,0.534,0.096,-0.068,49.361,32.552,36.819,-111.632,-268.634,16588.36,13.98
00,2023,07,13,18,07,00,0.679,0.118,-0.302,49.711,31.331,37.297,-76.486,-366.942,16546.75,13.976
00,2023,07,13,18,07,01,0.703,0.143,-0.802,49.646,30.045,27.517,-193.479,-341.963,16575.58,13.976
00,2023,07,13,18,07,01,0.916,0.148,0.579,48.705,29.936,19.453,-119.073,-314.3,16515.23,13.98
00,2023,07,13,18,07,02,0.655,0.061,0.096,50.893,30.895,22.887,-109.55,-237.002,16559.19,13.98
00,2023,07,13,18,07,02,0.706,0.165,0.036,49.624,30.263,23.582,-127.628,-294.307,16575.7,13.973
00,2023,07,13,18,07,03,0.515,0.114,-0.42,48.902,30.023,23.278,-93.959,-317.097,16558.75,13.973
00,2023,07,13,18,07,03,0.5,0.054,-0.705,47.567,33.555,26.451,-89.143,-307.483,16561.88,13.98
00,2023,07,13,18,07,04,0.613,0.117,0.049,48.639,34.143,42.492,-47.403,-352.931,16527.69,13.98
00,2023,07,13,18,07,04,0.726,0.136,0.899,49.164,29.042,25.039,-122.419,-318.944,16526.46,13.973
00,2023,07,13,18,07,05,0.406,0.067,0.446,49.493,31.614,32.798,-182.127,-310.004,16576.91,13.984
00,2023,07,13,18,07,05,0.88,0.173,0.04,49.055,28.54,24.756,-122.047,-222.794,16538.07,13.991
00,2023,07,13,18,07,06,0.405,0.054,0.071,48.114,31.375,24.474,-222.33,-328.876,16586.31,13.98
00,2023,07,13,18,07,06,0.713,0.121,0.629,47.764,29.87,27.125,-145.044,-305.692,16553.25,13.984
00,2023,07,13,18,07,07,0.509,0.153,-0.416,47.261,28.518,23.648,-153.094,-318.47,16551.73,13.987
00,2023,07,13,18,07,07,0.536,0.165,1.18,48.202,26.556,21.561,-191.401,-268.477,16566.69,13.991
00,2023,07,13,18,07,08,0.408,0.093,-0.197,48.683,29.914,22.452,-166.638,-494.605,16536.15,13.991
00,2023,07,13,18,07,08,0.826,0.103,-0.446,50.105,28.976,28.755,-235.373,-400.962,16574.26,13.987
00,2023,07,13,18,07,09,0.476,0.083,0.346,49.536,30.982,28.908,-103.908,-471.168,16517.34,13.984
00,2023,07,13,18,07,09,0.577,0.126,0.299,49.93,32.923,19.235,-101.64,-590.838,16546.05,13.987
00,2023,07,13,18,07,10,0.333,0.153,-0.294,49.996,27.668,26.778,-230.854,-257.625,16521.32,13.987
00,2023,07,13,18,07,10,1.024,0.149,-0.065,48.07,24.768,33.798,-228.38,-358.215,16540.2,13.991
00,2023,07,13,18,07,11,0.448,0.117,-0.76,48.07,29.347,27.169,-249.356,-401.363,16535.71,13.987
00,2023,07,13,18,07,11,0.785,0.132,0.211,50.783,29.085,39.623,-272.274,-407.091,16580.33,13.995
00,2023,07,13,18,07,12,0.525,0.111,0.019,49.952,30.786,30.755,-208.306,-478.213,16549.9,13.987
00,2023,07,13,18,07,12,0.356,0.168,0.305,49.58,28.366,26.778,-242.305,-540.354,16556.71,13.987
00,2023,07,13,18,07,13,0.706,0.05,0.155,48.048,30.088,33.233,-159.831,-503.153,16494.73,13.998
00,2023,07,13,18,07,13,0.63,0.119,-0.34,48.42,30.11,42.275,-214.708,-455.643,16560.76,13.991
00,2023,07,13,18,07,14,0.757,0.17,-0.669,50.893,27.624,29.364,-230.489,-378.549,16577.23,13.998
00,2023,07,13,18,07,14,0.46,0.038,-0.612,47.501,30.96,34.407,-225.41,-404.647,16539.21,13.995
00,2023,07,13,18,07,15,0.314,0.075,0.399,48.858,29.783,22.409,-264.552,-492.123,16565.47,13.987
00,2023,07,13,18,07,15,0.649,0.089,-0.217,47.895,30.611,29.647,-237.342,-431.113,16593.81,13.987
00,2023,07,13,18,07,16,0.79,0.098,0.114,49.93,28.976,37.362,-180.752,-401.501,16554.05,13.998
00,2023,07,13,18,07,16,0.608,0.128,0.167,50.018,28.322,37.319,-184.898,-353.936,16516.61,13.995
00,2023,07,13,18,07,17,0.515,-0.011,-0.301,48.508,31.418,34.493,-178.711,-302.219,16560.85,13.976
00,2023,07,13,18,07,17,0.4,0.103,0.185,48.989,30.481,29.56,-218.67,-343.906,16536.93,13.984
00,2023,07,13,18,07,18,0.789,0.156,-0.101,48.639,27.494,27.886,-187.136,-382.171,16561.74,13.998
00,2023,07,13,18,07,18,0.716,0.121,-0.219,50.674,31.832,23.278,-191.97,-388.545,16561.77,13.995
00,2023,07,13,18,07,19,0.359,0.019,-0.552,47.764,27.799,33.515,-169.263,-353.603,16550.38,13.998
