Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
00,2023,07,13,18,47,43,0.068,0.063,0.071,53.059,49.82,51.881,383.547,-358.439,16526.38,13.136
00,2023,07,13,18,47,44,0.222,0.075,0.194,50.849,49.035,52.533,52.91,-208.254,16494.98,13.136
00,2023,07,13,18,47,44,0.492,-0.001,-0.431,51.396,50.605,52.925,145.986,-381.072,16534.93,13.136
00,2023,07,13,18,47,45,0.059,-0.173,0.218,50.674,50.888,53.077,85.47,-315.084,16539.86,13.136
00,2023,07,13,18,47,45,0.121,-0.201,0.15,51.527,52.523,51.664,61.3,-334.078,16546.24,13.136
00,2023,07,13,18,47,46,0.236,-0.178,0.047,52.315,50.43,52.816,74.513,-312.083,16518.9,13.136
00,2023,07,13,18,47,46,0.807,0.028,0.372,50.915,50.736,51.773,85.373,-300.487,16555.69,13.136
00,2023,07,13,18,47,47,0.224,0.13,0.02,50.74,50.845,51.881,198.87,-391.103,16522.83,13.136
00,2023,07,13,18,47,47,0.031,-0.124,-0.139,51.921,49.951,51.49,173.859,-287.02,16518.07,13.136
00,2023,07,13,18,47,48,0.235,-0.019,0.256,50.368,51.019,51.425,105.501,-436.642,16552.79,13.136
00,2023,07,13,18,47,48,0.117,0.029,-0.338,51.177,50.169,50.751,109.524,-350.682,16518.16,13.136
00,2023,07,13,18,47,49,0.242,0.025,0.034,51.549,50.539,50.729,149.208,-340.875,16552.07,13.136
00,2023,07,13,18,47,49,0.364,-0.087,0.131,50.587,50.234,52.425,120.512,-324.746,16549.96,13.136
00,2023,07,13,18,47,50,0.379,-0.116,0.088,51.046,50.954,51.49,112.943,-289.786,16527.04,13.136
00,2023,07,13,18,47,50,0.305,0.043,-0.106,51.637,50.539,53.229,122.19,-323.234,16543.56,13.136
00,2023,07,13,18,47,51,0.218,-0.054,-0.169,51.199,50.038,52.512,182.408,-438.778,16542.45,13.136
00,2023,07,13,18,47,51,0.003,-0.045,0.173,50.258,49.624,53.838,181.587,-347.915,16514.11,13.132
00,2023,07,13,18,47,52,0.203,-0.082,-0.013,51.921,50.43,52.36,123.841,-310.424,16545.02,13.132
00,2023,07,13,18,47,52,0.234,-0.083,0.089,51.177,48.577,50.925,160.777,-313.992,16531.06,13.125
00,2023,07,13,18,47,53,0.079,-0.016,0.227,51.659,50.387,52.881,122.164,-324.814,16545.18,13.132
00,2023,07,13,18,47,53,0.162,-0.035,0.289,52.6,50.91,52.034,125.099,-361.548,16552.07,13.128
00,2023,07,13,18,47,54,-0.02,-0.032,0.014,51.834,50.561,51.403,112.689,-353.879,16519.83,13.117
00,2023,07,13,18,47,54,0.337,0.035,0.014,50.696,49.624,54.664,130.056,-377.849,16529.92,13.128
00,2023,07,13,18,47,55,0.214,0.091,0.077,50.674,50.169,51.49,73.703,-447.972,16528.58,13.121
00,2023,07,13,18,47,55,0.346,-0.044,-0.15,53.431,50.387,51.512,91.406,-353.216,16564.4,13.117
00,2023,07,13,18,47,56,0.579,-0.002,-0.368,51.812,49.536,51.816,78.664,-407.941,16532.94,13.117
00,2023,07,13,18,47,56,0.406,-0.116,-0.461,52.053,48.119,50.382,127.265,-304.259,16527.38,13.11
00,2023,07,13,18,47,57,0.497,0.1,0.534,50.28,51.019,51.447,114.048,-366.488,16536.01,13.114
00,2023,07,13,18,47,57,0.13,-0.12,0.007,52.359,52.153,52.577,176.763,-362.348,16509.43,13.103
00,2023,07,13,18,47,58,0.181,0.064,0.28,50.893,50.212,51.729,118.95,-353.753,16532.7,13.099
00,2023,07,13,18,47,58,0.198,-0.116,0.026,52.096,50.714,52.36,176.809,-298.017,16535.84,13.117
00,2023,07,13,18,47,59,0.245,-0.086,0.542,50.871,50.191,51.86,220.952,-342.57,16575.27,13.106
00,2023,07,13,18,47,59,0.262,-0.047,0.279,49.58,50.757,52.164,211.226,-376.177,16570.78,13.106
00,2023,07,13,18,48,00,0.27,0.119,0.173,51.724,49.231,51.034,158.833,-342.564,16549,13.103
00,2023,07,13,18,48,00,0.151,-0.057,0.122,50.324,49.427,51.795,176.857,-253.004,16552.88,13.114
00,2023,07,13,18,48,01,0.123,0.065,-0.017,49.886,51.063,52.555,181.687,-302.961,16526.35,13.099
00,2023,07,13,18,48,01,0.089,-0.074,-0.244,49.164,50.845,52.49,199.071,-323.731,16536.4,13.103
00,2023,07,13,18,48,02,0.005,-0.037,0.029,50.215,50.67,53.077,224.464,-355.821,16540.27,13.103
00,2023,07,13,18,48,02,-0.017,0.068,0.14,51.856,50.539,54.229,228.175,-263.066,16537.56,13.099
00,2023,07,13,18,48,03,0.399,0.027,-0.171,51.134,50.452,52.447,321.003,-352.114,16493.27,13.106
00,2023,07,13,18,48,03,0.199,-0.214,0.087,52.118,50.539,50.077,279.323,-301.906,16524.2,13.099
00,2023,07,13,18,48,04,0.161,0.077,0.157,50.959,49.951,51.773,205.55,-243.375,16567.48,13.099
00,2023,07,13,18,48,04,0.339,0.104,-0.062,50.302,49.558,50.295,239.332,-271.123,16537.78,13.103
00,2023,07,13,18,48,05,0.032,-0.084,0.057,50.477,50.736,51.208,220.032,-204.915,16578.36,13.099
00,2023,07,13,18,48,05,0.145,0.006,0.13,51.593,50.692,52.316,173.923,-229.148,16539.76,13.099
00,2023,07,13,18,48,06,0.156,0.01,0.135,50.937,50.975,51.838,162.64,-254.747,16535.15,13.099
00,2023,07,13,18,48,06,0.339,-0.024,0.241,49.843,49.275,51.838,203.898,-331.835,16530.15,13.099
00,2023,07,13,18,48,07,0.142,-0.176,-0.306,52.315,52.022,53.707,202.625,-227.578,16549.65,13.099
00,2023,07,13,18,48,07,0.385,-0.135,-0.142,52.053,50.823,51.903,173.197,-329.721,16558.59,13.103
00,2023,07,13,18,48,08,0.354,0.182,0.11,50.455,49.842,50.86,229.602,-354.623,16509.91,13.099
00,2023,07,13,18,48,08,0.111,0.018,0.158,50.455,50.016,53.316,167.047,-321.926,16539.23,13.099
00,2023,07,13,18,48,09,0.252,-0.117,-0.281,50.587,50.081,51.425,182.723,-382.803,16540.15,13.099
00,2023,07,13,18,48,09,0.175,0.097,0.187,50.368,49.275,52.121,118.9,-379.45,16525.02,13.099
00,2023,07,13,18,48,10,-0.088,0.005,0.158,51.965,51.499,53.142,133.209,-337.572,16553.46,13.099
00,2023,07,13,18,48,10,-0.035,-0.096,-0.11,50.587,49.711,50.338,154.324,-392.768,16498.36,13.099
00,2023,07,13,18,48,11,0.313,-0.111,-0.116,50.915,51.084,52.251,162.603,-330.356,16502.48,13.099
00,2023,07,13,18,48,11,0.286,0.04,0.027,50.849,49.994,52.012,154.419,-296.301,16535.57,13.099
00,2023,07,13,18,48,12,0.455,0.109,-0.313,52.446,49.536,52.36,190.888,-299.335,16564.81,13.099
00,2023,07,13,18,48,12,0.293,-0.033,0.278,50.762,50.256,52.316,162.775,-225.929,16536.39,13.099
00,2023,07,13,18,48,13,-0.26,-0.127,0.084,51.002,49.624,51.403,217.38,-232.888,16514.67,13.099
00,2023,07,13,18,48,13,0.179,-0.091,0.14,51.702,49.602,50.751,81.136,-207.75,16548.09,13.099
00,2023,07,13,18,48,14,0.244,0.13,-0.189,51.527,49.885,51.512,142.936,-114.248,16501.19,13.099
00,2023,07,13,18,48,14,0.047,0.037,0.136,50.827,50.561,53.664,48.523,-84.763,16515.81,13.099
00,2023,07,13,18,48,15,0.037,-0.129,0.184,50.543,49.929,53.62,75.683,-52.669,16534.91,13.099
00,2023,07,13,18,48,15,0.132,0.042,0.179,51.352,49.645,52.664,22.127,43.228,16502.74,13.099
00,2023,07,13,18,48,16,0.044,-0.017,0.111,51.462,50.016,51.512,48.527,-34.87,16539.19,13.099
00,2023,07,13,18,48,16,0.115,-0.026,0.135,51.309,49.515,53.12,46.084,-186.809,16544.25,13.099
00,2023,07,13,18,48,17,0.177,-0.018,0.11,52.162,50.561,52.142,-17.606,-210.97,16503.85,13.099
00,2023,07,13,18,48,17,0.109,-0.098,-0.096,51.921,50.692,52.338,-3.5,-220.367,16526.52,13.099
00,2023,07,13,18,48,18,0.369,0.115,-0.219,51.812,50.888,50.447,35.151,-166.131,16529.47,13.099
00,2023,07,13,18,48,18,0.17,0.04,0.272,51.024,48.555,51.49,76.331,-235.081,16535.57,13.099
00,2023,07,13,18,48,19,0.154,-0.059,-0.011,51.987,51.041,51.142,103.421,-281.776,16523.64,13.099
00,2023,07,13,18,48,19,0.312,0.117,-0.023,51.681,50.191,51.382,135.388,-235.229,16549.02,13.099
00,2023,07,13,18,48,20,0.13,0.09,0.048,49.865,48.359,51.034,92.768,-201.864,16511.34,13.099
00,2023,07,13,18,48,20,0.132,-0.096,0.257,50.63,50.387,53.142,145.265,-248.474,16517.28,13.099
00,2023,07,13,18,48,21,0.352,-0.013,0.167,50.433,48.795,51.164,62.031,-186.832,16549.22,13.099
00,2023,07,13,18,48,21,0.132,0.056,0.065,50.499,49.558,51.86,92.726,-219.522,16506.75,13.099
00,2023,07,13,18,48,22,0.263,-0.105,-0.002,51.374,51.15,52.012,108.925,-132.915,16529.86,13.099
00,2023,07,13,18,48,22,0.299,0.014,0.171,51.221,50.256,50.838,126.083,-235.516,16521.72,13.099
00,2023,07,13,18,48,23,0.04,0.228,0.004,51.659,50.038,51.316,94.124,-188.717,16539.99,13.099
01,2023,07,13,18,48,48,0.258,-0.054,-0.157,51.374,51.782,51.164,-14.131,-208.524,16545.11,13.099
01,2023,07,13,18,48,49,0.08,0.059,0.937,51.965,50.103,51.99,-69.511,-219.551,16564.21,13.099
01,2023,07,13,18,48,49,0.15,-0.051,-0.037,51.659,52.48,53.186,20.223,-245.93,16539.9,13.099
01,2023,07,13,18,48,50,0.242,0.067,0.383,51.374,51.433,52.773,90.718,-296.306,16507.68,13.099
01,2023,07,13,18,48,50,0.239,-0.028,-0.084,52.009,50.147,52.012,-10.461,-335.582,16523.08,13.099
01,2023,07,13,18,48,51,0.21,-0.069,0.059,50.105,50.801,50.729,4.245,-278.062,16522.52,13.099
01,2023,07,13,18,48,51,0.141,-0.005,0.064,50.718,50.409,50.882,-57.01,-275.613,16565.04,13.099
01,2023,07,13,18,48,52,0.066,-0.007,-0.088,52.709,51.15,53.338,-7.782,-109.872,16531.51,13.099
01,2023,07,13,18,48,52,0.226,-0.145,-0.009,51.637,51.15,51.208,-100.669,-130.209,16529.16,13.099
01,2023,07,13,18,48,53,0.378,0.071,0.073,51.484,50.888,52.599,-65.2,-69.538,16533.59,13.099
01,2023,07,13,18,48,53,0.39,-0.091,0.264,50.783,50.518,53.077,-53.9,-37.52,16539.72,13.099
01,2023,07,13,18,48,54,0.317,-0.045,0.258,49.405,49.972,52.099,-71.621,-119.378,16511.74,13.099
01,2023,07,13,18,48,54,-0.031,0.007,-0.13,51.549,51.368,51.881,-63.926,-196.331,16503.17,13.099
01,2023,07,13,18,48,55,0.258,-0.106,-0.014,51.44,50.212,53.099,-53.769,-52.156,16520.7,13.099
01,2023,07,13,18,48,55,0.235,-0.059,0.019,50.171,50.343,51.599,-221.541,-43.484,16502.77,13.099
01,2023,07,13,18,48,56,0.086,0.083,0.12,51.965,50.343,52.316,-52.907,-125.361,16553.62,13.099
01,2023,07,13,18,48,56,0.109,-0.011,-0.074,51.637,51.215,53.077,-52.404,-129.155,16505.67,13.099
01,2023,07,13,18,48,57,0.423,0.068,-0.1,49.908,50.736,52.121,-61.836,-68.133,16519.21,13.099
01,2023,07,13,18,48,57,0.027,-0.174,0.32,51.702,50.692,51.36,-68.546,-87.06,16538.57,13.099
01,2023,07,13,18,48,58,0.206,0.038,0.113,51.44,51.782,51.577,-64.049,-173.656,16525.29,13.099
01,2023,07,13,18,48,58,0.165,0.094,0.04,51.79,49.82,52.664,-75.999,2.494,16530.98,13.099
01,2023,07,13,18,48,59,0.181,-0.047,0.15,50.762,51.76,52.099,-82.81,-42.071,16547.46,13.099
01,2023,07,13,18,49,00,0.234,-0.063,-0.064,52.009,50.954,50.86,-146.879,-88.333,16531.34,13.099
01,2023,07,13,18,49,00,0.442,0.201,-0.18,50.827,50.474,52.229,-159.199,-30.87,16514.49,13.099
01,2023,07,13,18,49,01,0.05,-0.058,-0.04,52.731,52.175,50.729,-135.312,-42.134,16519.69,13.099
01,2023,07,13,18,49,01,0.134,-0.01,-0.033,50.959,51.172,52.86,-138.284,17.176,16526.93,13.099
01,2023,07,13,18,49,02,0.077,-0.022,-0.194,50.805,50.845,51.121,-122.706,-101.534,16509.36,13.099
01,2023,07,13,18,49,02,0.313,0.031,0.487,50.412,51.346,51.555,-121.11,-69.347,16524.98,13.099
01,2023,07,13,18,49,03,0.087,-0.108,0.05,51.287,50.452,51.686,-215.008,7.837,16515.01,13.099
01,2023,07,13,18,49,03,0.247,0.023,0.16,50.083,50.452,52.142,-97.126,-91.988,16515.92,13.099
01,2023,07,13,18,49,04,0.706,-0.016,0.276,51.221,51.259,51.534,-126.216,-123.697,16527.2,13.099
01,2023,07,13,18,49,04,0.347,0.063,0.148,50.805,51.193,52.62,-41.392,-170.849,16503.1,13.099
01,2023,07,13,18,49,05,0.055,-0.075,-0.261,50.849,50.627,51.881,-36.918,-199.473,16519.51,13.099
01,2023,07,13,18,49,05,0.217,-0.029,0.044,51.046,50.91,51.599,-17.788,-205.933,16522.99,13.099
01,2023,07,13,18,49,06,0.375,-0.167,-0.359,49.843,51.237,52.034,-25.123,-97.2,16513.56,13.099
01,2023,07,13,18,49,06,0.287,-0.008,-0.161,49.843,50.452,51.881,-60.511,-96.8,16530.78,13.099
01,2023,07,13,18,49,07,0.241,-0.102,0.115,50.565,51.324,51.664,-129.341,-86.745,16537.91,13.099
01,2023,07,13,18,49,07,0.132,0.007,0.014,51.177,50.212,52.034,-192.465,41.357,16518.04,13.099
01,2023,07,13,18,49,08,0.162,-0.062,0.008,51.527,49.907,51.903,-198.983,9.334,16513.56,13.099
01,2023,07,13,18,49,08,0.337,-0.06,-0.611,50.477,50.736,51.229,-216.865,-14.395,16528.07,13.099
01,2023,07,13,18,49,09,0.212,0.049,-0.026,51.702,52.785,52.686,-150.126,-51.242,16553.25,13.099
01,2023,07,13,18,49,09,0.113,-0.11,0.01,49.777,52.175,52.012,-124.702,-130.045,16532.1,13.099
01,2023,07,13,18,49,10,0.606,0.022,0.342,51.79,50.518,51.838,-116.955,-207.058,16518.73,13.099
01,2023,07,13,18,49,10,0.296,0.065,-0.294,53.015,49.842,52.425,-143.857,-134.825,16525.55,13.099
01,2023,07,13,18,49,11,0.386,-0.056,0.156,50.368,51.063,53.729,-137.748,-176.375,16532.53,13.099
01,2023,07,13,18,49,11,0.273,-0.082,0.042,50.171,50.321,51.447,-35.56,-297.39,16495.13,13.099
01,2023,07,13,18,49,12,0.248,0.056,-0.053,51.856,49.798,51.251,-26.853,-92.214,16527.88,13.099
01,2023,07,13,18,49,12,0.034,-0.059,-0.002,52.315,50.714,52.121,-81.34,-132.067,16516.59,13.099
01,2023,07,13,18,49,13,0.175,-0.027,0.05,52.053,50.648,49.947,-98.313,-269.295,16540.51,13.099
01,2023,07,13,18,49,13,0.081,-0.037,0.015,50.149,51.651,50.295,-56.214,-266.865,16496.13,13.099
01,2023,07,13,18,49,14,0.078,-0.082,0.092,51.287,51.368,51.751,-99.785,-248.508,16538.63,13.099
01,2023,07,13,18,49,14,0.083,-0.107,0.163,52.009,50.256,52.077,-74.124,-276.076,16520.05,13.099
01,2023,07,13,18,49,15,0.279,-0.07,0.048,50.499,50.365,51.251,-111.074,-304.683,16520,13.096
01,2023,07,13,18,49,15,0.144,-0.01,0.346,51.549,50.278,52.925,-109.408,-275.794,16527.66,13.099
01,2023,07,13,18,49,16,0.039,-0.014,0.173,51.221,50.387,50.969,-111.475,-366.998,16527.17,13.099
01,2023,07,13,18,49,16,0.119,0.004,0.015,51.484,51.542,50.295,-80.26,-223.228,16520.93,13.096
01,2023,07,13,18,49,17,0.115,-0.077,0.175,50.652,49.645,50.903,-88.108,-266.818,16486.18,13.099
01,2023,07,13,18,49,17,0.171,0.018,0.02,51.396,50.256,50.882,-27.448,-210.643,16526.14,13.099
01,2023,07,13,18,49,18,0.15,-0.044,0.184,50.98,50.256,51.751,-103.927,-157.489,16521.46,13.099
01,2023,07,13,18,49,18,0.308,0.029,-0.004,50.302,51.193,52.207,-195.826,-286.585,16523.66,13.099
01,2023,07,13,18,49,19,0.238,-0.023,0.016,52.206,49.885,52.403,-195.393,-198.554,16525.78,13.099
01,2023,07,13,18,49,19,0.24,-0.08,0.246,53.015,52.458,53.49,-172.903,-161.754,16535.17,13.096
01,2023,07,13,18,49,20,0.308,-0.151,-0.323,51.068,49.842,51.838,-212.724,-193.94,16503.13,13.099
01,2023,07,13,18,49,20,0.21,0.047,-0.042,52.271,50.932,51.686,-145.966,-237.247,16523.59,13.099
01,2023,07,13,18,49,21,0.064,-0.03,-0.046,51.418,50.997,51.947,-192.432,-240.147,16527.93,13.099
01,2023,07,13,18,49,21,0.096,0.031,0.106,51.068,51.826,51.968,-155.756,-243.418,16537.96,13.099
