Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
00,2023,07,13,19,03,55,0.372,0.059,-0.801,48.552,47.727,48.969,198.606,-373.501,16522.79,12.844
00,2023,07,13,19,03,56,0.26,-0.044,-0.237,49.142,47.487,49.708,186.383,-306.086,16534.44,12.844
00,2023,07,13,19,03,56,0.294,-0.028,-0.145,49.099,48.664,49.252,260.516,-528.995,16526.8,12.844
00,2023,07,13,19,03,57,0.27,-0.038,0.165,48.355,47.64,51.795,239.954,-461.554,16536.95,12.844
00,2023,07,13,19,03,57,0.169,-0.117,-0.091,47.655,49.536,52.316,158.592,-446.911,16521.48,12.844
00,2023,07,13,19,03,58,0.375,-0.037,0.095,50.696,48.599,50.425,190.193,-456.28,16553.95,12.844
00,2023,07,13,19,03,58,0.578,-0.113,-0.342,50.915,50.648,50.947,184.41,-392.569,16527.49,12.844
00,2023,07,13,19,03,59,0.534,-0.111,-0.661,49.121,49.667,49.969,131.731,-344.141,16539.12,12.844
00,2023,07,13,19,03,59,0.402,0.024,-0.026,48.661,49.406,50.273,155.844,-368.541,16517.28,12.844
00,2023,07,13,19,04,00,0.315,0.021,0.028,48.267,47.923,50.512,127.01,-349.035,16529.53,12.844
00,2023,07,13,19,04,01,0.162,-0.04,0.068,48.792,48.206,50.708,176.378,-411.805,16521.24,12.836
00,2023,07,13,19,04,01,0.034,-0.014,-0.158,49.733,46.876,48.925,146.232,-331.457,16535.92,12.822
00,2023,07,13,19,04,01,0.358,-0.213,-0.411,50.762,48.272,51.316,155.9,-325.147,16532.75,12.836
00,2023,07,13,19,04,02,0.283,-0.034,-0.536,47.764,48.599,50.795,66.276,-274.75,16558.36,12.822
00,2023,07,13,19,04,03,0.452,-0.175,-0.211,50.302,48.25,51.664,72.562,-355.133,16530.62,12.811
00,2023,07,13,19,04,03,0.258,0.001,0.235,47.567,48.097,49.078,61.755,-291.14,16524.91,12.811
00,2023,07,13,19,04,04,0.314,-0.054,-0.011,48.771,49.776,51.903,56.938,-291.095,16526.46,12.807
00,2023,07,13,19,04,04,0.381,0.005,0.319,49.799,47.552,50.795,69.809,-228.47,16549.82,12.807
00,2023,07,13,19,04,05,0.144,0.013,0.125,48.377,48.032,49.208,92.277,-228.665,16543.66,12.807
00,2023,07,13,19,04,05,0.331,-0.057,0.176,48.311,50.125,50.599,101.881,-280.227,16518.8,12.807
00,2023,07,13,19,04,06,0.665,0.003,0.047,49.689,48.948,50.534,82.152,-347.124,16535.42,12.807
00,2023,07,13,19,04,06,0.009,-0.048,0.034,50.543,49.885,50.425,125.549,-355.624,16513.6,12.807
00,2023,07,13,19,04,07,0.133,-0.034,-0.146,48.267,49.951,48.969,183.354,-283.731,16529.33,12.807
00,2023,07,13,19,04,07,0.233,-0.053,-0.086,47.895,49.362,48.752,188.969,-408.414,16542.14,12.807
00,2023,07,13,19,04,08,0.243,-0.119,-0.131,48.136,47.4,51.925,162.157,-371.695,16523.79,12.807
00,2023,07,13,19,04,08,0.315,0.123,0.292,50.849,50.343,49.599,136.465,-389.16,16523.73,12.807
00,2023,07,13,19,04,09,0.256,-0.063,0.027,47.48,45.786,49.056,104.303,-387.197,16539.36,12.807
00,2023,07,13,19,04,09,0.356,-0.014,0.064,48.989,48.555,50.23,170.304,-370.295,16511.06,12.807
00,2023,07,13,19,04,10,0.573,-0.136,-0.006,50.105,49.34,50.925,195.667,-355.672,16539.96,12.807
00,2023,07,13,19,04,10,0.354,0.043,-0.088,49.471,48.054,50.773,195.196,-417.908,16553.52,12.807
00,2023,07,13,19,04,11,0.134,0.082,-0.148,49.033,46.549,49.404,170.266,-341.279,16528.3,12.807
00,2023,07,13,19,04,11,0.306,-0.014,0.031,50.849,49.711,51.295,163.906,-297.832,16545.3,12.807
00,2023,07,13,19,04,12,0.756,-0.138,-0.051,48.289,49.231,51.382,166.861,-370.001,16533.42,12.807
00,2023,07,13,19,04,12,0.437,0.071,0.139,49.952,49.471,50.273,146.3,-315.438,16537.32,12.807
00,2023,07,13,19,04,13,0.499,-0.18,-0.203,48.967,48.991,52.077,120.806,-318.644,16525.89,12.807
00,2023,07,13,19,04,13,0.653,-0.061,-0.342,49.646,48.773,49.73,157.519,-341.272,16523.37,12.807
00,2023,07,13,19,04,14,0.656,0,0.409,48.53,47.901,52.729,122.028,-343.973,16548.62,12.807
00,2023,07,13,19,04,14,0.397,-0.069,0.046,47.808,48.621,50.49,159.075,-336.402,16529.72,12.807
00,2023,07,13,19,04,15,0.285,-0.048,0.214,49.208,47.792,51.555,164.018,-293.132,16537.24,12.807
00,2023,07,13,19,04,15,0.094,-0.055,-0.389,49.274,48.446,50.23,191.158,-317.35,16531.43,12.807
00,2023,07,13,19,04,16,0.788,-0.034,0.37,50.193,48.795,49.512,241.986,-360.653,16545.32,12.807
00,2023,07,13,19,04,16,0.203,-0.062,0.055,47.808,47.705,50.186,218.139,-318.853,16550.95,12.807
00,2023,07,13,19,04,17,0.071,0.108,0.809,48.967,46.767,50.295,228.947,-386.065,16555.1,12.807
00,2023,07,13,19,04,17,0.28,-0.021,0.026,49.055,48.25,50.708,229.316,-355.906,16535.53,12.807
00,2023,07,13,19,04,18,0.316,-0.044,-0.07,49.974,48.272,50.773,269.152,-392.949,16533.21,12.807
00,2023,07,13,19,04,18,0.433,0.021,-0.091,49.208,48.512,49.643,257.874,-384.753,16544.19,12.807
00,2023,07,13,19,04,19,0.309,-0.102,0.246,48.792,48.882,51.099,216.178,-432.712,16529.93,12.807
00,2023,07,13,19,04,19,0.25,-0.034,0.191,50.368,47.16,50.643,190.714,-390.884,16537.14,12.807
00,2023,07,13,19,04,20,0.604,-0.105,-0.161,50.061,49.471,51.512,171.619,-387.683,16528.89,12.8
00,2023,07,13,19,04,20,0.358,0.052,0.046,50.193,48.228,49.295,234.243,-328.713,16536.84,12.803
00,2023,07,13,19,04,21,0.256,-0.055,0.407,50.258,47.858,50.534,200.615,-376.792,16516.27,12.807
00,2023,07,13,19,04,21,0.219,0.018,0.001,49.208,48.054,49.186,197.252,-381.417,16529.09,12.796
00,2023,07,13,19,04,22,0.217,-0.045,-0.01,49.208,48.141,49.36,199.079,-407.439,16495.83,12.796
00,2023,07,13,19,04,22,0.447,-0.084,-0.089,48.333,48.599,51.099,193.778,-413.278,16539.05,12.796
00,2023,07,13,19,04,23,0.424,-0.035,-0.048,50.215,47.574,50.773,174.91,-337.906,16544.31,12.792
00,2023,07,13,19,04,23,0.473,-0.065,-0.118,50.827,48.185,49.252,210.169,-346.207,16535.2,12.792
00,2023,07,13,19,04,24,0.262,-0.094,-0.035,48.595,49.318,49.143,197.525,-343.099,16522.22,12.781
