Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
00,2023,07,13,18,32,07,0.506,0.075,0.02,50.412,50.169,50.056,-16.988,-393.277,16556.26,13.427
00,2023,07,13,18,32,08,0.576,0.018,-0.242,51.987,49.929,53.468,11.506,-431.041,16533.92,13.427
00,2023,07,13,18,32,08,0.46,-0.004,-0.051,53.081,50.954,41.188,38.063,-411.383,16553.52,13.427
00,2023,07,13,18,32,09,0.631,-0.011,0.139,51.856,50.561,53.012,6.207,-384.553,16552.84,13.427
00,2023,07,13,18,32,09,0.443,-0.007,-0.176,50.455,50.387,50.621,-2.339,-341.976,16541.56,13.427
00,2023,07,13,18,32,10,0.37,0.092,0.415,50.783,51.957,50.382,47.72,-303.215,16534.51,13.427
00,2023,07,13,18,32,10,0.496,0.012,-0.053,51.09,50.256,52.36,76.108,-331.914,16526.28,13.427
00,2023,07,13,18,32,11,0.682,0.024,-0.493,50.477,49.558,52.164,38.799,-258.42,16558.75,13.427
00,2023,07,13,18,32,11,0.618,0.003,-0.154,51.462,49.536,51.382,111.163,-310.496,16533.68,13.427
00,2023,07,13,18,32,12,0.544,0.01,-0.08,50.805,49.297,51.208,67.19,-326.469,16531.45,13.427
00,2023,07,13,18,32,12,0.598,-0.001,0.072,50.783,49.624,50.338,72.285,-353.051,16540.72,13.427
00,2023,07,13,18,32,13,0.585,0.011,0.151,49.558,48.926,47.165,94.264,-278.788,16516.93,13.427
00,2023,07,13,18,32,13,0.465,0.023,-0.098,51.243,50.605,46.774,118.55,-326.516,16549.79,13.427
00,2023,07,13,18,32,14,0.273,0.122,0.422,50.39,51.477,51.729,101.034,-339.241,16519.53,13.427
00,2023,07,13,18,32,14,0.481,0.045,0.099,50.74,50.103,51.881,104.186,-349.53,16551.69,13.427
00,2023,07,13,18,32,15,0.43,0.014,-0.05,50.783,50.081,50.295,102.861,-249.886,16557.56,13.427
00,2023,07,13,18,32,15,0.408,0.066,0.162,49.449,50.321,51.773,123.793,-266.911,16570.09,13.427
00,2023,07,13,18,32,16,0.582,0.02,-0.001,52.775,49.645,50.121,148.98,-316.183,16535.76,13.427
00,2023,07,13,18,32,16,0.546,0.009,0.139,51.44,48.904,48.426,132.759,-303.327,16562.1,13.427
00,2023,07,13,18,32,17,0.335,0.026,-0.004,50.652,48.73,51.012,112.267,-232.64,16518.33,13.427
00,2023,07,13,18,32,17,0.574,0.002,-0.09,50.215,49.558,50.708,156.639,-216.695,16532.84,13.427
00,2023,07,13,18,32,18,0.56,0.049,-0.086,50.871,48.904,51.947,184.844,-250.552,16538.9,13.427
00,2023,07,13,18,32,18,0.416,0.041,0.035,50.149,49.384,51.295,179.297,-225.241,16570.53,13.427
00,2023,07,13,18,32,19,0.451,-0.004,0.011,51.571,50.496,51.251,167.161,-221.951,16543.68,13.427
00,2023,07,13,18,32,19,0.541,0.101,0.013,51.068,46.44,52.229,135.604,-233.867,16529.8,13.427
00,2023,07,13,18,32,20,0.531,0.05,-0.091,51.199,49.166,50.273,126.146,-275.244,16529.67,13.427
00,2023,07,13,18,32,20,0.463,0.069,-0.131,50.499,48.708,47.947,153.152,-218.543,16525.71,13.427
00,2023,07,13,18,32,21,0.57,0.074,0.407,48.639,49.188,50.382,175.618,-234.023,16577.71,13.427
00,2023,07,13,18,32,21,0.563,0.03,-0.137,50.959,50.823,50.317,141.687,-321.303,16549.97,13.427
00,2023,07,13,18,32,22,0.584,0.049,0.035,50.587,48.163,44.166,201.031,-204.35,16543.83,13.427
00,2023,07,13,18,32,22,0.456,0.019,0.108,51.046,49.754,51.881,204.39,-259.585,16535.66,13.427
00,2023,07,13,18,32,23,0.606,0.081,0.022,51.265,49.515,50.251,188.208,-261.082,16551.51,13.427
00,2023,07,13,18,32,23,0.465,0.012,0.09,50.959,51.215,51.903,134.047,-225.859,16529.68,13.427
00,2023,07,13,18,32,24,0.494,-0.007,-0.131,51.112,50.43,50.143,97.861,-209.105,16546.33,13.427
00,2023,07,13,18,32,24,0.498,0.06,0.134,49.449,50.43,46.73,124.534,-196.734,16551.8,13.427
00,2023,07,13,18,32,25,0.519,0,0.226,50.63,49.754,50.86,142.944,-186.82,16498.54,13.427
00,2023,07,13,18,32,25,0.546,0.027,-0.047,50.477,51.193,51.468,190.374,-191.786,16548.89,13.427
00,2023,07,13,18,32,26,0.356,0.011,-0.154,50.061,49.885,44.448,147.634,-202.208,16550.34,13.427
00,2023,07,13,18,32,26,0.434,0.056,-0.02,50.959,49.515,50.186,186.659,-236.296,16542.29,13.423
00,2023,07,13,18,32,27,0.462,-0.018,-0.039,49.493,51.259,51.925,174.538,-186.524,16536.21,13.427
00,2023,07,13,18,32,27,0.416,0.028,-0.024,49.208,48.708,51.121,180.544,-194.024,16536.19,13.427
00,2023,07,13,18,32,28,0.529,0.043,-0.117,51.571,49.907,49.621,186.393,-264.606,16553.31,13.427
00,2023,07,13,18,32,28,0.52,0.037,0.199,48.749,49.515,49.078,95.944,-267.955,16531.04,13.427
00,2023,07,13,18,32,29,0.523,0.036,-0.026,51.024,49.863,49.578,92.519,-218.009,16542.82,13.419
00,2023,07,13,18,32,29,0.593,0.008,-0.024,51.199,48.991,44.122,134.395,-337.155,16558.98,13.427
00,2023,07,13,18,32,30,0.547,0.068,-0.251,49.471,49.166,48.534,120.935,-248.53,16531.07,13.427
00,2023,07,13,18,32,30,0.615,0.073,0.007,49.23,49.885,32.016,237.961,-341.795,16515.71,13.423
00,2023,07,13,18,32,31,0.586,0.081,0.292,50.324,48.773,41.014,161.26,-310.695,16553.61,13.427
00,2023,07,13,18,32,31,0.631,0.047,0.026,50.083,48.686,46.774,125.716,-288.212,16530.37,13.424
00,2023,07,13,18,32,32,0.578,0.051,0.111,49.339,49.754,52.838,72.718,-256.972,16546.65,13.415
00,2023,07,13,18,32,32,0.577,0.048,0.331,49.252,49.079,50.534,73.878,-329.599,16568.9,13.419
00,2023,07,13,18,32,33,0.834,-0.004,-0.007,50.455,50.103,52.012,82.594,-343.756,16578.06,13.423
00,2023,07,13,18,32,33,0.528,0.051,-0.055,52.031,48.861,48.339,74.33,-226.387,16576.51,13.403
00,2023,07,13,18,32,34,0.338,0.027,-0.245,50.171,49.013,50.382,98.093,-223.678,16518.06,13.411
00,2023,07,13,18,32,34,0.424,0.074,0.011,49.799,48.01,40.514,175.923,-307.697,16514.61,13.415
00,2023,07,13,18,32,35,0.558,0.019,-0.172,47.523,49.449,52.273,255.124,-359.069,16564.11,13.415
00,2023,07,13,18,32,35,0.525,0.012,0.068,50.74,50.365,51.599,313.069,-516.113,16556.02,13.405
00,2023,07,13,18,32,36,0.479,0.019,-0.05,50.718,48.49,50.099,241.654,-599.269,16543.83,13.403
00,2023,07,13,18,32,36,0.498,0.025,0.081,51.834,48.926,50.947,128.499,-486.711,16539.43,13.407
00,2023,07,13,18,32,37,0.621,0.028,-0.198,50.368,48.926,44.883,137.483,-479.713,16534.11,13.415
00,2023,07,13,18,32,37,0.593,-0.023,-0.051,51.309,48.97,51.621,128.353,-561.657,16517.24,13.411
00,2023,07,13,18,32,38,0.546,0.086,-0.168,50.696,48.337,50.903,189.921,-709.676,16507.29,13.399
