Calibration_Time,cal_timestamp,cal_stress,match_timestamp,match_stress,time_diff,minute,rms,maa,peak,mean_envelope,std_envelope,p90_envelope,recording,tau
2023-09-20 13:00:00,2023-09-20 13:00:00,0.3505363850574061,2022-05-05 20:30:00,0.351041533,502 days 16:30:00,,,,,,,,,
2023-09-20 13:01:00,2023-09-20 13:01:00,0.3095683244385637,2022-05-06 03:30:00,0.309926425,502 days 09:31:00,,,,,,,,,
2023-09-20 13:02:00,2023-09-20 13:02:00,0.3095316892663856,2022-05-06 03:30:00,0.309926425,502 days 09:32:00,,,,,,,,,
2023-09-20 13:03:00,2023-09-20 13:03:00,0.3260617854829681,2022-04-02 11:15:00,0.327050471,536 days 01:48:00,,,,,,,,,
2023-09-20 13:04:00,2023-09-20 13:04:00,0.3585176989500311,2022-05-05 18:00:00,0.357878836,502 days 19:04:00,,,,,,,,,
2023-09-20 13:05:00,2023-09-20 13:05:00,0.3245405849648653,2022-04-02 10:45:00,0.325163966,536 days 02:20:00,,,,,,,,,
2023-09-20 13:06:00,2023-09-20 13:06:00,0.3183067371731088,2022-04-02 10:00:00,0.317836579,536 days 03:06:00,,,,,,,,,
2023-09-20 13:07:00,2023-09-20 13:07:00,0.3429495197214929,2022-05-05 21:15:00,0.342125769,502 days 15:52:00,,,,,,,,,
2023-09-20 13:08:00,2023-09-20 13:08:00,0.2966143054986189,2022-05-06 07:30:00,0.296047002,502 days 05:38:00,,,,,,,,,
2023-09-20 13:09:00,2023-09-20 13:09:00,0.287749180760633,2022-05-06 01:45:00,0.288544776,502 days 11:24:00,,,,,,,,,
2023-09-20 13:10:00,2023-09-20 13:10:00,0.2868748581019561,2022-05-06 00:30:00,0.287850869,502 days 12:40:00,,,,,,,,,
2023-09-20 13:30:00,2023-09-20 13:30:00,0.3188251854664269,2022-04-02 10:00:00,0.317836579,536 days 03:30:00,,,,,,,,,
2023-09-20 13:31:00,2023-09-20 13:31:00,0.3120660967189774,2022-05-06 05:30:00,0.311552097,502 days 08:01:00,,,,,,,,,
2023-09-20 13:32:00,2023-09-20 13:32:00,0.3097275574679406,2022-05-06 03:30:00,0.309926425,502 days 10:02:00,,,,,,,,,
2023-09-20 13:33:00,2023-09-20 13:33:00,0.3000404905595898,2022-05-06 06:45:00,0.300246771,502 days 06:48:00,,,,,,,,,
2023-09-20 13:34:00,2023-09-20 13:34:00,0.3005645865785293,2022-05-06 06:45:00,0.300246771,502 days 06:49:00,,,,,,,,,
2023-09-20 13:35:00,2023-09-20 13:35:00,0.3014236503631373,2022-05-06 02:45:00,0.30209801,502 days 10:50:00,,,,,,,,,
2023-09-20 13:36:00,2023-09-20 13:36:00,0.2992508949072822,2022-05-06 06:45:00,0.300246771,502 days 06:51:00,,,,,,,,,
2023-09-20 13:37:00,2023-09-20 13:37:00,0.2799374313835712,2022-05-06 12:00:00,0.280065109,502 days 01:37:00,,,,,,,,,
2023-09-20 13:38:00,2023-09-20 13:38:00,0.2940264858586647,2022-05-05 23:45:00,0.294029353,502 days 13:53:00,,,,,,,,,
2023-09-20 13:39:00,2023-09-20 13:39:00,0.2776538281970727,2022-05-06 11:30:00,0.278507455,502 days 02:09:00,,,,,,,,,
2023-09-20 13:40:00,2023-09-20 13:40:00,0.3054183520647437,2022-05-06 06:30:00,0.305215313,502 days 07:10:00,,,,,,,,,
2023-09-20 13:41:00,2023-09-20 13:41:00,0.2779661350718991,2022-05-06 11:30:00,0.278507455,502 days 02:11:00,,,,,,,,,
2023-09-20 13:42:00,2023-09-20 13:42:00,0.280083918839166,2022-05-06 12:00:00,0.280065109,502 days 01:42:00,,,,,,,,,
2023-09-20 13:43:00,2023-09-20 13:43:00,0.2577830019222952,2022-03-27 07:00:00,0.257304003,542 days 06:43:00,,,,,,,,,
2023-09-20 13:44:00,2023-09-20 13:44:00,0.2745558645881643,2022-03-31 10:45:00,0.274622151,538 days 02:59:00,,,,,,,,,
2023-09-20 13:45:00,2023-09-20 13:45:00,0.2783765381394343,2022-05-06 11:45:00,0.279191541,502 days 02:00:00,,,,,,,,,
2023-09-20 14:30:00,2023-09-20 14:30:00,0.4495130968460737,2022-05-05 11:30:00,0.449973875,503 days 03:00:00,,,,,,,,,
2023-09-20 14:31:00,2023-09-20 14:31:00,0.457105972747488,2022-05-05 01:15:00,0.456496132,503 days 13:16:00,,,,,,,,,
2023-09-20 14:32:00,2023-09-20 14:32:00,0.4586624567564373,2022-05-05 11:45:00,0.458692642,503 days 02:47:00,,,,,,,,,
2023-09-20 14:33:00,2023-09-20 14:33:00,0.4625079514925111,2022-05-04 11:30:00,0.462185691,504 days 03:03:00,,,,,,,,,
2023-09-20 14:34:00,2023-09-20 14:34:00,0.4767369138033838,2022-05-05 12:30:00,0.476549676,503 days 02:04:00,,,,,,,,,
2023-09-20 14:35:00,2023-09-20 14:35:00,0.4871484379469908,2022-05-05 03:15:00,0.486991223,503 days 11:20:00,,,,,,,,,
2023-09-20 14:36:00,2023-09-20 14:36:00,0.4532962452855178,2022-05-05 15:00:00,0.45423708,502 days 23:36:00,,,,,,,,,
2023-09-20 14:37:00,2023-09-20 14:37:00,0.481916631995603,2022-05-05 07:15:00,0.480945736,503 days 07:22:00,,,,,,,,,
2023-09-20 14:38:00,2023-09-20 14:38:00,0.449903860527965,2022-05-05 11:30:00,0.449973875,503 days 03:08:00,,,,,,,,,
2023-09-20 14:39:00,2023-09-20 14:39:00,0.4667822013425157,2022-05-05 12:00:00,0.467702878,503 days 02:39:00,,,,,,,,,
2023-09-20 14:40:00,2023-09-20 14:40:00,0.4929565103232252,2022-05-05 13:30:00,0.492561126,503 days 01:10:00,,,,,,,,,
2023-09-20 14:41:00,2023-09-20 14:41:00,0.4991873394088428,2022-05-04 12:45:00,0.499156802,504 days 01:56:00,,,,,,,,,
2023-09-20 14:42:00,2023-09-20 14:42:00,0.5134688571525854,2022-05-05 06:30:00,0.514158057,503 days 08:12:00,,,,,,,,,
2023-09-20 14:43:00,2023-09-20 14:43:00,0.5170110348203196,2022-05-01 16:15:00,0.517100374,506 days 22:28:00,,,,,,,,,
2023-09-20 14:44:00,2023-09-20 14:44:00,0.4991873394088428,2022-05-04 12:45:00,0.499156802,504 days 01:59:00,,,,,,,,,
2023-09-20 14:45:00,2023-09-20 14:45:00,0.5080290860379701,2022-05-04 13:15:00,0.507315492,504 days 01:30:00,,,,,,,,,
2023-09-20 14:46:00,2023-09-20 14:46:00,0.5097851728183873,2022-05-05 04:00:00,0.509473188,503 days 10:46:00,,,,,,,,,
2023-09-20 14:47:00,2023-09-20 14:47:00,0.4707657057634127,2022-05-05 02:00:00,0.471341597,503 days 12:47:00,,,,,,,,,
2023-09-20 14:48:00,2023-09-20 14:48:00,0.5188026329790276,2022-05-05 04:15:00,0.519638264,503 days 10:33:00,,,,,,,,,
2023-09-20 14:49:00,2023-09-20 14:49:00,0.4700791247963344,2022-05-03 14:15:00,0.470368581,505 days 00:34:00,,,,,,,,,
2023-09-20 14:50:00,2023-09-20 14:50:00,0.4779433333510813,2022-05-05 02:45:00,0.47715365,503 days 12:05:00,,,,,,,,,
2023-09-20 14:51:00,2023-09-20 14:51:00,0.4707657057634127,2022-05-05 02:00:00,0.471341597,503 days 12:51:00,,,,,,,,,
2023-09-20 14:52:00,2023-09-20 14:52:00,0.4951013015538946,2022-05-05 13:45:00,0.4952573,503 days 01:07:00,,,,,,,,,
2023-09-20 14:53:00,2023-09-20 14:53:00,0.4695658439547973,2022-05-03 14:15:00,0.470368581,505 days 00:38:00,,,,,,,,,
2023-09-20 14:54:00,2023-09-20 14:54:00,0.4921708110907318,2022-05-05 13:30:00,0.492561126,503 days 01:24:00,,,,,,,,,
2023-09-20 14:55:00,2023-09-20 14:55:00,0.4726941895591853,2022-05-05 14:30:00,0.473453961,503 days 00:25:00,,,,,,,,,
2023-09-20 14:56:00,2023-09-20 14:56:00,0.4606354955609871,2022-05-05 14:45:00,0.460691095,503 days 00:11:00,,,,,,,,,
2023-09-20 14:57:00,2023-09-20 14:57:00,0.4795873100038783,2022-05-05 13:00:00,0.480031556,503 days 01:57:00,,,,,,,,,
2023-09-20 14:58:00,2023-09-20 14:58:00,0.4695658439547973,2022-05-03 14:15:00,0.470368581,505 days 00:43:00,,,,,,,,,
2023-09-20 14:59:00,2023-09-20 14:59:00,0.4783823478475084,2022-05-03 14:00:00,0.478785855,505 days 00:59:00,,,,,,,,,
2023-09-20 15:00:00,2023-09-20 15:00:00,0.4716771178016671,2022-05-05 12:15:00,0.472114319,503 days 02:45:00,,,,,,,,,
2023-09-20 15:15:00,2023-09-20 15:15:00,0.4119353615064173,2022-05-05 16:15:00,0.410942042,502 days 23:00:00,10.0,2.631372274106445e-05,1.6627879007988723e-05,0.0006481437234962202,2.615795908184054e-05,2.6468568596747873e-05,5.0038441847709236e-05,flood3,0.4119353615064173
2023-09-20 15:16:00,2023-09-20 15:16:00,0.3844665855413149,2022-05-03 19:15:00,0.384912586,504 days 20:01:00,11.0,2.5319184712057765e-05,1.6239225478553622e-05,0.0005422802486585042,2.5538126583276194e-05,2.509833092225769e-05,4.939620951019543e-05,flood3,0.3844665855413149
2023-09-20 15:17:00,2023-09-20 15:17:00,0.4294898238012888,2022-05-04 22:00:00,0.429668173,503 days 17:17:00,12.0,2.598843058560699e-05,1.633042039456971e-05,0.0008253030079185203,2.567441174625529e-05,2.6298698049598814e-05,4.884543903586085e-05,flood3,0.4294898238012888
2023-09-20 15:18:00,2023-09-20 15:18:00,0.4131909514586639,2022-05-03 10:00:00,0.413108681,505 days 05:18:00,13.0,2.589770524436872e-05,1.6166451790234432e-05,0.0005530826440501078,2.5422063080911857e-05,2.6364766159582006e-05,4.799022361364214e-05,flood3,0.4131909514586639
2023-09-20 15:19:00,2023-09-20 15:19:00,0.4529681463790141,2022-05-04 15:45:00,0.453487899,503 days 23:34:00,14.0,2.4865280330097423e-05,1.617503328498619e-05,0.0007842539054304263,2.543474264881026e-05,2.428246478739339e-05,4.8725419361490634e-05,flood3,0.4529681463790141
2023-09-20 15:20:00,2023-09-20 15:20:00,0.4574031065069059,2022-05-05 01:15:00,0.456496132,503 days 14:05:00,15.0,2.4698933183915856e-05,1.6103510486292094e-05,0.0005466012068151456,2.5331126483507626e-05,2.405012477434453e-05,4.906579269548755e-05,flood3,0.4574031065069059
2023-09-20 15:21:00,2023-09-20 15:21:00,0.4908466086629295,2022-05-05 14:00:00,0.4901137,503 days 01:21:00,16.0,2.5043518351924796e-05,1.6455061910920354e-05,0.00044505869013407117,2.587124392016798e-05,2.4187481949554603e-05,5.0233863159396665e-05,flood3,0.4908466086629295
2023-09-20 15:22:00,2023-09-20 15:22:00,0.4626780593724431,2022-05-04 11:30:00,0.462185691,504 days 03:52:00,17.0,2.9583820487770537e-05,1.9103713729553757e-05,0.0010175856458890656,3.002589396526488e-05,2.9135037733630353e-05,5.89223528593316e-05,flood3,0.4626780593724431
2023-09-20 15:23:00,2023-09-20 15:23:00,0.51066082864599,2022-05-04 06:00:00,0.51048112,504 days 09:23:00,18.0,2.973910124464173e-05,1.950478552289747e-05,0.0005790083929899567,3.0666525727390245e-05,2.8781804316957703e-05,5.9122213606478975e-05,flood3,0.51066082864599
2023-09-20 15:24:00,2023-09-20 15:24:00,0.4994888076055125,2022-05-04 12:45:00,0.499156802,504 days 02:39:00,19.0,3.272952203610527e-05,2.0553232706096923e-05,0.0009484503153828021,3.230103500612595e-05,3.315246962241091e-05,6.345887883554745e-05,flood3,0.4994888076055125
2023-09-20 15:25:00,2023-09-20 15:25:00,0.5255481882246197,2022-05-04 05:30:00,0.524863387,504 days 09:55:00,,,,,,,,,
2023-09-20 15:26:00,2023-09-20 15:26:00,0.5491360341444774,2022-04-30 02:30:00,0.549385551,508 days 12:56:00,,,,,,,,,
2023-09-20 15:27:00,2023-09-20 15:27:00,0.5665019069221227,2022-04-28 16:30:00,0.567251327,509 days 22:57:00,,,,,,,,,
