sample,sediment (mg),SSC (mg/L)_x,D50,datetime,volconc,0.37,0.44,0.52,0.61,0.72,0.85,1.01,1.19,1.4,1.65,1.95,2.3,2.72,3.2,3.78,4.46,5.27,6.21,7.33,8.65,10.21,12.05,14.22,16.78,19.81,23.37,27.58,32.55,38.41,45.32,53.48,63.11,74.48,87.89,103.72,122.39,144.43,170.44,201.13,237.35,280.09,330.52,390.04,460.27,SSC (mg/L)_y,P3,Turbidity (FNU),Clay,Silt,Fine_Sand,Coarse_Sand
ST5-U1,0.0108,43.2,89.534,2023-08-13 18:45:00,183.8056,0.000424361,0.000457005,0.000505969,0.000582137,0.000669185,0.000767115,0.00091945,0.001262203,0.001887864,0.002426477,0.00297053,0.003628834,0.004287138,0.00502705,0.005968262,0.007301192,0.008802779,0.010217317,0.011446876,0.012991987,0.014635027,0.016267187,0.018840558,0.02163155,0.024623842,0.027006794,0.029645451,0.032637743,0.036680058,0.040711491,0.044557946,0.049954952,0.053404249,0.058556431,0.060373569,0.061015551,0.059432357,0.054579403,0.045281537,0.039585301,0.038529838,0.037376446,0.030494174,0.02163155,56.327,0.1642,22.6081168,0.5560831871999999,7.1569266768,28.245781382400004,6.3065847888
ST5-U2,0.0076,29.231,46.058,2023-08-13 19:00:00,83.53,0.000622531,0.00068239,0.000766192,0.000885909,0.001041542,0.001221118,0.001484497,0.002071112,0.003148569,0.004070394,0.00500419,0.006177421,0.00726685,0.008523884,0.010044295,0.012187238,0.01466539,0.0172034,0.019513947,0.022255477,0.025404046,0.028480785,0.032910332,0.037639172,0.042044774,0.044906022,0.046594038,0.047934874,0.050508799,0.051969352,0.052687657,0.053908775,0.052113013,0.051227104,0.04633066,0.041015204,0.035029331,0.029941338,0.024314618,0.019573806,0.015539327,0.012235125,0.009816832,0.00905064,33.435,0.1607,14.3981904,0.613805516564,8.310870548541,18.371121826335003,1.67099274579
ST5-U3,0.0065,25.0,50.4025,2023-08-13 19:15:00,72.103,0.000607464,0.000662941,0.000748929,0.000880685,0.001051274,0.001245441,0.001504792,0.002094226,0.003200976,0.00415378,0.005094101,0.006300709,0.007382494,0.008640417,0.010110536,0.012197828,0.014569435,0.016913305,0.018910448,0.021203001,0.023771549,0.026251335,0.030120799,0.034572764,0.039024729,0.04198577,0.043587645,0.044717973,0.047258783,0.049373812,0.051072771,0.053011664,0.052189229,0.052137914,0.047290681,0.042681997,0.03651027,0.03228021,0.027183335,0.023130799,0.019753686,0.016934108,0.014389138,0.013311513,24.658,0.1607,11.2503941,0.531115225,6.749233724999999,15.532051350000001,1.855193275
ST5-U4,0.0057,23.75,51.933,2023-08-13 19:30:00,68.38725,0.000584904,0.000628772,0.000701885,0.000804243,0.00095047,0.001111318,0.001374525,0.001900939,0.002836786,0.00364103,0.00443065,0.005424988,0.006273099,0.007355172,0.008583471,0.01036743,0.01244384,0.014549496,0.016465057,0.018716939,0.021349009,0.024112682,0.028470219,0.033748981,0.039247082,0.043122073,0.045198484,0.046894706,0.050287151,0.052948466,0.055463555,0.058007889,0.057554588,0.058066379,0.052568278,0.046953197,0.039130101,0.033368793,0.026686261,0.020968821,0.016333454,0.012546198,0.009650922,0.008247151,20.064,0.1578,9.6024882,0.4504311475000001,5.868802293749999,15.823435623750001,1.41311063125
ST5-U5,0.002,22.222,59.06,2023-08-13 19:45:00,70.304,0.00054051,0.000583182,0.000668525,0.000768093,0.000924556,0.001095244,0.001322827,0.001820665,0.002702549,0.003456418,0.004196063,0.005092171,0.00584604,0.006742148,0.007780496,0.009288234,0.011009331,0.012716204,0.014266614,0.016144174,0.018491124,0.021008762,0.02500569,0.029784934,0.034848657,0.038717569,0.041491238,0.044563609,0.049926036,0.054477697,0.058019458,0.062514224,0.060565544,0.059441853,0.051405325,0.044108443,0.036740442,0.031818958,0.026655667,0.023625967,0.021350137,0.019998862,0.018832499,0.019643264,17.78,0.1543,8.7834691,0.40174336030400004,4.8449421945380005,14.676432411986001,1.86236948723
ST5-U6,0.002,22.222,56.53,2023-08-13 20:00:00,67.884,0.000515585,0.000559778,0.000618702,0.000707089,0.000810206,0.000913323,0.001075364,0.00145837,0.002135997,0.002666313,0.00319663,0.003918449,0.004537152,0.005347357,0.00626068,0.007601202,0.009147958,0.01076837,0.01237405,0.01442166,0.016970126,0.019989983,0.024630252,0.030596311,0.03712215,0.042749396,0.046859348,0.05110188,0.05765718,0.06144305,0.065243651,0.067085027,0.065214189,0.063696895,0.05649343,0.048538684,0.039272877,0.03189264,0.024939603,0.018840964,0.014303812,0.01063579,0.008264098,0.00742443,13.048,0.1543,7.0862247,0.3257157872540001,4.526303625400001,16.048458402700003,1.156536523408
ST5-U7,0.0023,21.905,78.86,2023-08-13 20:15:00,84.66,0.00042523,0.000460666,0.000507914,0.000578786,0.000661469,0.000744153,0.000885897,0.001204819,0.001771793,0.002220647,0.002681313,0.003283723,0.003791637,0.004512166,0.005327191,0.006543822,0.007902197,0.0091897,0.0102764,0.011563903,0.013099457,0.01481219,0.017540751,0.020871722,0.024415308,0.027557288,0.03065202,0.035093314,0.042357666,0.049102292,0.057429719,0.06735176,0.073092369,0.079210961,0.076246161,0.067623435,0.056992677,0.046184739,0.035872903,0.027285613,0.020989842,0.016146941,0.013111269,0.012426175,12.635,0.1578,6.9382092,0.265985558735,3.3543163081350005,16.31412779412,1.698374931825
ST5-U8,0.0018,18.0,82.1,2023-08-13 20:30:00,67.568,0.000384798,0.000399597,0.000443997,0.000503197,0.000562396,0.000636396,0.000754795,0.001021193,0.001450391,0.001775989,0.002131186,0.002575184,0.002900781,0.003359578,0.003877575,0.00469157,0.005653564,0.006645157,0.007636751,0.008879943,0.010448733,0.012165522,0.014755506,0.017833886,0.021252664,0.024449444,0.028001421,0.033462586,0.042860526,0.052021667,0.061982003,0.076767109,0.081088681,0.08589865,0.07969749,0.06881956,0.057926829,0.046664101,0.035268174,0.02807542,0.021489462,0.017079091,0.013393914,0.012313521,11.094,0.1561,6.385618,0.18115083,2.2081754520000003,13.948348338,1.440681966
ST5-U9,0.0041,20.5,51.824,2023-08-13 20:45:00,54.9378,0.000618882,0.000673489,0.000746299,0.000855513,0.001001132,0.001183156,0.001456192,0.002038669,0.003058004,0.003931719,0.004823637,0.005897579,0.006825901,0.007972653,0.009283226,0.011230883,0.013451576,0.015726877,0.01787476,0.020477704,0.023499303,0.026520902,0.030853074,0.03536727,0.039335394,0.041465075,0.042356993,0.04384959,0.047581083,0.049856383,0.051895052,0.055262497,0.054461591,0.055353509,0.051039539,0.045433199,0.039426406,0.033838268,0.027704058,0.022516373,0.017965772,0.01408866,0.011158073,0.009993119,13.185,0.1607,7.1355632,0.41792718599999995,5.418500591000001,13.110226481500002,1.3474419990000002
