,shear_stress,discharge,avg_U,R,depth,wet_area_P3,wet_area_P2
2023-09-20 12:55:00,0.2663680371212378,0.0033026198433447405,0.03479603145613786,0.06434718308379579,0.149886111,0.07408813392066804,0.1320247546373139
2023-09-20 12:56:00,0.2921707861139189,0.0035210249464378927,0.036442406997762106,0.06455579695668628,0.151442444,0.07573698225496628,0.13339920534963312
2023-09-20 12:57:00,0.30937274131824793,0.0036349120329624996,0.03749986310994699,0.06450341602360792,0.152222111,0.07657476471285918,0.13203012972007855
2023-09-20 12:58:00,1.8673212022696344,0.01380158362072846,0.09212938535928782,0.07330079269425908,0.188776778,0.12842639385598886,0.1797270930619561
2023-09-20 12:59:00,0.2936657538721173,0.003811243748557152,0.03653552156165765,0.06777699522701855,0.153389778,0.07784416096365021,0.1580699262849521
2023-09-20 13:00:00,0.3505363850574061,0.003883859408073409,0.039916753435198,0.0643355336053281,0.1538575,0.07835757430075319,0.1283171282539115
2023-09-20 13:01:00,0.30956832443856375,0.0035779130795120955,0.03751171480281883,0.06412933176052117,0.1518345,0.07615727970369335,0.12758735204806726
2023-09-20 13:02:00,0.30953168926638563,0.0035524740679248293,0.03750949511707824,0.06397147484382201,0.151659833,0.07596978535002563,0.12571871986074257
2023-09-20 13:03:00,0.3260617854829681,0.00367004586684025,0.038498039234778986,0.06401612696077302,0.1524585,0.07683032586101035,0.1255665903154295
2023-09-20 13:04:00,0.3585176989500311,0.003896342913160287,0.04036862524682161,0.06411537734979672,0.153937167,0.07844530568218033,0.1254145836319367
2023-09-20 13:05:00,0.3245405849648653,0.0036468282300478852,0.03840813035169799,0.06393704217597429,0.1523025,0.07666159256950777,0.12469584626160213
2023-09-20 13:06:00,0.3183067371731088,0.003592057495524676,0.038037465811122495,0.06385491929172196,0.151931167,0.07626121530483942,0.12397987053918769
2023-09-20 13:07:00,0.34294951972149296,0.0037698544797490413,0.03948241954692637,0.06395855152878904,0.153119833,0.07754913198550639,0.12420295337142306
2023-09-20 13:08:00,0.29661430549861895,0.003526946461536408,0.036718480948638665,0.06438186903217821,0.1514835,0.07578090257447911,0.13113470411190065
2023-09-20 13:09:00,0.287749180760633,0.003473929052712214,0.036165602741268406,0.06445112958900617,0.151113833,0.07538623025720881,0.13234287534032774
2023-09-20 13:10:00,0.2868748581019561,0.0034628281764764973,0.03611061655159275,0.06441816187320486,0.151035833,0.07530317974487843,0.13198724992798816
2023-09-20 13:11:00,0.42491336910297145,0.00446358945155969,0.04394797384423435,0.06471007037575699,0.1573495,0.08229607931571081,0.13261691366278683
2023-09-20 13:12:00,0.34600645277228326,0.003916417839079039,0.03965799545501989,0.06470025327315923,0.154064833,0.0785860718551703,0.13285017095768126
2023-09-20 13:13:00,0.33032746041756,0.003783662744495925,0.03874904458749215,0.0645357417751789,0.153210167,0.07764775520990952,0.13151629221829353
2023-09-20 13:14:00,0.14220606888222365,0.0022135298199103346,0.025424225105043528,0.0640184110839695,0.140517167,0.06482366092313896,0.13253473001896054
2023-09-20 13:15:00,0.3016339177828903,0.0035700806543394028,0.037027871430174074,0.06443333834324197,0.151780833,0.07609962949754845,0.13153103411968914
2023-09-20 13:16:00,0.18601020550252906,0.002639879107535399,0.029077498759391338,0.06422487056859333,0.144567167,0.06868930541349982,0.13384892161775497
2023-09-20 13:17:00,0.36302022491834895,0.0040383215628386916,0.04062132360530662,0.06469855580114922,0.1548285,0.07943343789884239,0.13282386544415203
2023-09-20 13:18:00,0.3221323160219692,0.0037167526081006773,0.03826536031582428,0.06446481471062084,0.152769833,0.07716801114474947,0.13102705358141975
2023-09-20 13:19:00,0.3403362295869259,0.003862833895677996,0.03933170301116841,0.06460949683926104,0.153722833,0.07820946198808088,0.1319610566024494
2023-09-20 13:20:00,0.19607686697589463,0.0027203548303252863,0.02985395260688384,0.06416288295660694,0.145269167,0.06938090587209444,0.13270721936714835
2023-09-20 13:21:00,0.300613870127796,0.003581712826150083,0.0369652090809598,0.06455855232865651,0.1518605,0.07618522282791673,0.133064114883382
2023-09-20 13:22:00,0.2946489715483976,0.003564640578600433,0.036596632454888124,0.06473261664538905,0.1517435,0.07605954756763822,0.1353995867229969
2023-09-20 13:23:00,0.3100282878821593,0.003662292920409453,0.037539572325393525,0.06465266549821254,0.1524065,0.07677404648711672,0.1337730141949578
2023-09-20 13:24:00,0.3036842771043755,0.003616063109158363,0.037153506937396386,0.06464273252391992,0.1520945,0.07643710407137405,0.13393163568616728
2023-09-20 13:25:00,0.29052913753890836,0.003499947216116994,0.03633988151897609,0.0644923483326734,0.151295833,0.07558032054839714,0.132713959492321
2023-09-20 13:26:00,0.28278235634050286,0.0034417525690868794,0.03585211774780237,0.06447732950190647,0.150887167,0.07514510533837893,0.1328717582000536
2023-09-20 13:27:00,0.2934941530516459,0.0035363385026563506,0.0365248454076528,0.06459545994367666,0.1515485,0.07585048192049726,0.13381435375777073
2023-09-20 13:28:00,0.29935056217557904,0.0035760144743578865,0.03688745550353615,0.06458050750477044,0.1518215,0.07614331141485309,0.1333803801862814
2023-09-20 13:29:00,0.300462306098349,0.003616063109158363,0.03695588931405244,0.06479795484273136,0.1520945,0.07643710407137405,0.1359213490432012
2023-09-20 13:30:00,0.3188251854664269,0.003727179778221998,0.038068430339111156,0.06467586534466915,0.152838889,0.07724308201250096,0.1336660933920939
2023-09-20 13:31:00,0.31206609671897745,0.00366866155429188,0.03766274363098809,0.06460101792286538,0.152449222,0.07682028175986488,0.13307165492915374
2023-09-20 13:32:00,0.3097275574679406,0.0036687113807502207,0.03752136103535138,0.0647089548353276,0.152449556,0.07682064332220762,0.1344545775318693
2023-09-20 13:33:00,0.3000404905595898,0.003582354586363039,0.036929939231394614,0.06459014792989931,0.151864889,0.07618994070617191,0.1334650482331199
2023-09-20 13:34:00,0.30056458657852936,0.0036110140300552062,0.03696217886253518,0.06475856935651203,0.152060222,0.07640016245932202,0.13544751435983926
2023-09-20 13:35:00,0.30142365036313734,0.003568096485924673,0.03701496321287682,0.06442999359947063,0.151767222,0.07608501419781533,0.13150032321755134
2023-09-20 13:36:00,0.2992508949072822,0.0035540797860796006,0.03688131424566709,0.06443853248932593,0.151670889,0.07598164160299348,0.13169539952832565
2023-09-20 13:37:00,0.2799374313835712,0.00341484120181338,0.03567131718797784,0.06443413561326965,0.150696222,0.07494249530464003,0.13247895018685085
2023-09-20 13:38:00,0.2940264858586647,0.003511778918100895,0.036557954355109834,0.06440311468740748,0.151378222,0.07566832341581176,0.1314989824732038
2023-09-20 13:39:00,0.2776538281970727,0.0033876337636951537,0.03552552399953081,0.06436027101528165,0.150501889,0.07473677408961521,0.13169405748340068
2023-09-20 13:40:00,0.30541835206474377,0.0036108178013896943,0.037259431512811976,0.06452673884580189,0.152058889,0.07639872618892696,0.13247760492231464
2023-09-20 13:41:00,0.27796613507189916,0.003387726834609665,0.035545498057348926,0.06434498379023662,0.150502556,0.0747374793409108,0.13149764174704615
2023-09-20 13:42:00,0.28008391883916606,0.0033877733011011993,0.03568064912520804,0.06423873972460421,0.150502889,0.07473783144087065,0.13013611666428915
2023-09-20 13:43:00,0.25778300192229525,0.003214889194698636,0.0342307013925893,0.06417561492077144,0.149236556,0.07340922502771718,0.1303298589609767
2023-09-20 13:44:00,0.27455586458816433,0.003347140483123587,0.03532677741704548,0.0642349647496182,0.150210222,0.07442893088955316,0.13032719321927289
2023-09-20 13:45:00,0.27837653813943436,0.0033831090870722236,0.03557172895198928,0.06429198112509446,0.150469444,0.07470247530545748,0.1308458739440539
2023-09-20 13:46:00,0.26751403418235764,0.0033025743584114576,0.034870802724443845,0.0642856221447331,0.149885778,0.0740877844782517,0.13123627790628234
2023-09-20 13:47:00,0.292251314650743,0.0035070677303810573,0.03644742880635459,0.06445676786164539,0.151345444,0.07563330146513181,0.13221496118603682
2023-09-20 13:48:00,0.27395269094140234,0.0033832020537188736,0.03528795126213906,0.06452183910003406,0.150470111,0.07470318027844769,0.13379051957417687
2023-09-20 13:49:00,0.3011345728744765,0.0035774666852626605,0.03699720953079843,0.06450563332673323,0.151831444,0.0761539958875801,0.13241207953069534
2023-09-20 13:50:00,0.3137870045872591,0.003678153130114598,0.03776644762624257,0.06458485180123369,0.152512778,0.07688910797878634,0.1328055446538201
2023-09-20 13:51:00,0.31907300893617013,0.0037073531745622935,0.03808322279955799,0.06453779119013607,0.152707444,0.07710024096741108,0.13202072392050468
2023-09-20 13:52:00,0.3059051290737826,0.0036061424631887687,0.03728911180795655,0.06447358367957393,0.152027111,0.07636449295569037,0.13182533114559192
2023-09-20 13:53:00,0.29961177871952127,0.0035634191106603146,0.03690354619074391,0.06448374745023354,0.151735111,0.07605054333907901,0.13221765226080606
2023-09-20 13:54:00,0.31597699890609177,0.003707453558253142,0.03789800899700116,0.06467617004486703,0.152708111,0.0771009652326029,0.13379323160370404
2023-09-20 13:55:00,0.33225319193057495,0.0038261059485935954,0.03886182936381937,0.06471895332412143,0.153486111,0.0779496734685381,0.13359612346539507
2023-09-20 13:56:00,0.3203855814448115,0.003766438687853338,0.03816147399507016,0.06486000685447427,0.153097444,0.07752470483319485,0.13578023605805356
2023-09-20 13:57:00,2.5541050561941474,0.015908847405383227,0.10774770734102014,0.07043304147261788,0.193153778,0.13615570456386195,0.1612616888996854
2023-09-20 13:58:00,0.3690945473527536,0.004589428255786086,0.040959766698152246,0.06988385369791836,0.158056778,0.083117222015062,0.17186810138082365
2023-09-20 13:59:00,0.34871285974708577,0.003932721263118427,0.03981279258474397,0.06468191284832926,0.154168111,0.07870013114006724,0.1326174755795364
2023-09-20 14:00:00,0.36806210257484373,0.0040706052368666475,0.040902439501310686,0.06468044816027801,0.1550275,0.07965576013702957,0.13258255441724032
2023-09-20 14:01:00,0.35736499964336954,0.003995023369434109,0.04030367678035487,0.0646823626151094,0.1545595,0.07913390518297092,0.13262365077753202
2023-09-20 14:02:00,0.34238738474798264,0.0038902275688543326,0.039450048090072236,0.0646929923047729,0.153898167,0.07840234761351894,0.1328569178640464
2023-09-20 14:03:00,0.3632832508021603,0.004032665796318038,0.04063603700714654,0.06465823797921771,0.1547935,0.07939440062546055,0.13230856267909985
2023-09-20 14:04:00,0.36832732512041144,0.004051598271977805,0.040917173829379865,0.06457017206682973,0.1549105,0.07952497236874478,0.13117550523566024
2023-09-20 14:05:00,0.3634278355852862,0.004023361684096,0.040644122664978834,0.06460315882442151,0.154735833,0.07933012385001348,0.13160476395751175
2023-09-20 14:06:00,0.4668654551120001,0.004695940637497167,0.04606642709234726,0.06454182280756628,0.158642833,0.08380360651062801,0.13008942923988798
2023-09-20 14:07:00,0.37497654782332435,0.004108843581008039,0.041284850172216725,0.06462662571941825,0.1552615,0.07991798371949699,0.13187779859799775
2023-09-20 14:08:00,0.39573120856100963,0.00424135125826538,0.04241200562024699,0.06457527690794984,0.1560585,0.08081759620108642,0.13113470411190065
2023-09-20 14:09:00,0.4365164299792822,0.004513529746499672,0.04454397367562664,0.06458769179877122,0.157632167,0.08262330586876487,0.13097826323428308
2023-09-20 14:10:00,0.36868520078138584,0.004054625776048843,0.040937047056835596,0.0645729021395606,0.154929167,0.07954582468119042,0.13120962461471208
2023-09-20 14:11:00,0.3706484489361737,0.004089414528334046,0.04104589720036106,0.06468366805399947,0.155142833,0.0797848958754912,0.13261691366278683
2023-09-20 14:12:00,0.34216481046048125,0.0038748441596419465,0.03943722344438294,0.06460842298928793,0.153799833,0.0782941210673016,0.13187108434976835
2023-09-20 14:13:00,0.46026695000473583,0.004661610066416142,0.04573972562249938,0.06457299213100832,0.158455167,0.08358322318781575,0.1305503507865069
2023-09-20 14:14:00,0.43400799183050537,0.004490209447291891,0.04441580348512869,0.06455432042529784,0.1575005,0.08247072604899586,0.1305843630561867
2023-09-20 14:15:00,0.4641043782247179,0.004692363574190123,0.04593000495936071,0.06460304670332469,0.158623333,0.08378068105048442,0.1308803837509913
2023-09-20 14:16:00,0.20424605739045668,0.002773507618205562,0.03046951213847411,0.06402432428915658,0.145723333,0.0698317367277923,0.13069010641993373
2023-09-20 14:17:00,0.4465606770448602,0.004574727945795523,0.0450535377001054,0.06457251720586102,0.157975,0.08302187497429259,0.13069010641993373
2023-09-20 14:18:00,0.38256420138028424,0.004155573965639312,0.04170045788827985,0.06459636583135643,0.155545,0.08023683525789238,0.1314657059720048
2023-09-20 14:19:00,0.3980393033905542,0.004253130338183711,0.04253550941115147,0.06455620026035319,0.156128333,0.08089689771259145,0.1308803837509913
2023-09-20 14:20:00,0.35584093473177414,0.003981502899712738,0.04021764282296188,0.06466816990461974,0.154475,0.07904004973897827,0.13244281897823384
2023-09-20 14:21:00,0.39534413069039265,0.004253130338183711,0.042391258248198074,0.06464770295055014,0.156128333,0.08089689771259145,0.1320527481730096
2023-09-20 14:22:00,0.41220561098311204,0.004352600442260221,0.04328581601523823,0.06457921916116266,0.156711667,0.08156233103363775,0.13107752878022438
2023-09-20 14:23:00,0.17143321753494573,0.0024987645935741526,0.027914904583145488,0.06411854540768622,0.143291667,0.06744899908153457,0.13303271792756277
2023-09-20 14:24:00,0.4581368590184717,0.004674360250384498,0.04563376237245599,0.06469201811831886,0.158525,0.0836651658082701,0.1320527481730096
2023-09-20 14:25:00,0.4548113124314275,0.0046388299312572325,0.045467836405700894,0.06462592437440097,0.15833,0.08343654376767518,0.13126817702323024
2023-09-20 14:26:00,0.4977350607604774,0.004947706398353342,0.04756503016256593,0.064811571333376,0.159985,0.08539596520131454,0.13303271792756277
2023-09-20 14:27:00,0.42716742934091906,0.004505164079810963,0.044064386224793986,0.06483955098943683,0.157585,0.0825686158350436,0.1342176677117095
2023-09-20 14:28:00,0.4495130968460737,0.004644887327293022,0.045202227260394315,0.064810625962763,0.158363333,0.08347558154491708,0.13362433485417569
