,shear_stress,discharge,avg_U,R,depth,wet_area_P3,wet_area_P2
2023-09-21 10:35:00,0.5538481420705735,0.005348303809445409,0.050174610659837145,0.0650830390051185,0.162006944,0.08784848684626922,0.13550911991296744
2023-09-21 10:36:00,0.5826688378136954,0.00549317741235125,0.05146352803039235,0.06499406847758876,0.162706944,0.08871258716135344,0.13396034506695287
2023-09-21 10:37:00,1.4703597252575615,0.010013112254522014,0.08175239015848576,0.06512700022700696,0.179253611,0.11278725978445436,0.13399765230678895
2023-09-21 10:38:00,0.9098854050123988,0.009081511867809021,0.0643105181914775,0.07521916983128195,0.176451944,0.10841811038517335,0.20245362053537974
2023-09-21 10:39:00,0.5521520970938422,0.0052652841874711856,0.05009772708933474,0.06478463655716532,0.161598611,0.08734799960620876,0.1319089037606318
2023-09-21 10:40:00,0.5592529246095596,0.0052689882171202875,0.050418833269178995,0.064636248784507,0.161616944,0.08737041365566256,0.12999786103864608
2023-09-21 10:41:00,0.5249321709605024,0.005022033459048537,0.04884726525147276,0.0644402991182779,0.160370278,0.08585831369782682,0.12810517037178215
2023-09-21 10:42:00,0.566392890326803,0.005276740344583407,0.05073966040336794,0.0645081592323247,0.161655278,0.08741729820758337,0.128335808232805
2023-09-21 10:43:00,0.55313073676003,0.005202314669021762,0.05014210428010077,0.0645109554218253,0.161285278,0.0869657364928571,0.1285667209631356
2023-09-21 10:44:00,0.5490219821637602,0.0052063150423835676,0.04995552486342955,0.06462032847609314,0.161305278,0.08699009000520164,0.12995796577524743
2023-09-21 10:45:00,0.5151880811172947,0.004990034488141528,0.04839177621330522,0.0645443156179384,0.160205,0.08565968680886726,0.12951246493321378
2023-09-21 10:46:00,0.5085881605324211,0.004915204950910115,0.04808081078826,0.06439595073931276,0.159815,0.08519270344004326,0.12777890641154954
2023-09-21 10:47:00,0.4663893438078892,0.004678931880815266,0.04604293173510059,0.06447938834673791,0.15855,0.08369451972612296,0.1293201876032981
2023-09-21 10:48:00,0.4635792503294187,0.004643372402167696,0.04590401301180831,0.0643991913374539,0.158355,0.08346582074955222,0.12835503996211628
2023-09-21 10:49:00,0.47994966020721713,0.004786983692426205,0.04670748724324891,0.0645861006660244,0.159135,0.0843842169506388,0.13048334370432713
2023-09-21 10:50:00,0.4793918530573128,0.004786983692426205,0.04668033716173481,0.06460119649815554,0.159135,0.0843842169506388,0.13067675980346394
2023-09-21 10:51:00,0.464886001058396,0.004714719467717098,0.04596866526917083,0.06468177032719888,0.158745,0.08392381874909915,0.13184792655374622
2023-09-21 10:52:00,0.33778480729119253,0.0038427052260523375,0.03918399530021459,0.0645907126024978,0.153593333,0.07806725360751443,0.13184792655374622
2023-09-21 10:53:00,0.5272033295019658,0.004947706398353342,0.04895282188458068,0.06409096656393762,0.159985,0.08539596520131454,0.1237940649207303
2023-09-21 10:54:00,0.5319387774994854,0.005022950193571561,0.049172182523135675,0.06428102465409076,0.160375,0.08586399481464468,0.12606080964360444
2023-09-21 10:55:00,0.5247512166377036,0.005060604788350036,0.04883884522486842,0.064602607966993,0.160568333,0.08609689892728056,0.13009375238107168
2023-09-21 10:56:00,0.4468769559365693,0.004556209430428149,0.04506948957577365,0.06447833108650194,0.157871667,0.08290154733003874,0.12951246493321378
2023-09-21 10:57:00,0.4979052694833855,0.004933982837567,0.04757316229113874,0.06474739473938627,0.159913333,0.08531022041643155,0.13224096363046556
2023-09-21 10:58:00,0.5008234277233398,0.004933982837567,0.047712368690049134,0.06467094713024955,0.159913333,0.08531022041643155,0.13126148519404524
2023-09-21 10:59:00,0.47113850906482885,0.004786983692426205,0.04627676174461005,0.06483097855516501,0.159135,0.0843842169506388,0.133620948628959
2023-09-21 11:00:00,0.468269196522468,0.0047507363432469415,0.04613562991690262,0.06474849365062829,0.15894,0.08415371782029979,0.13263476862084644
2023-09-21 11:01:00,0.37569560569756616,0.004122286946879375,0.04132441528473574,0.0646706957437229,0.155343333,0.08000989081665466,0.13243608789161954
2023-09-21 11:02:00,0.5619911648521553,0.005214267834594936,0.0505421140711637,0.06436243130128733,0.161345,0.0870384772279067,0.12663178929324204
2023-09-21 11:03:00,0.49139204900537514,0.004764340659879803,0.04726097991738751,0.06419323138383368,0.159013333,0.0842403304632171,0.1254915460212942
2023-09-21 11:04:00,0.4780841181415172,0.004746414577646111,0.04661662394378198,0.06445893123095982,0.158916667,0.08412617732028593,0.1289328934653895
2023-09-21 11:05:00,0.29606379425882157,0.0034948117607400677,0.03668439067721147,0.06419482840743378,0.15126,0.07554207331304497,0.1289328934653895
2023-09-21 11:06:00,0.49976615610104635,0.004990034488141528,0.04766198008805181,0.06494228759393786,0.160205,0.08565968680886726,0.13461191170245002
2023-09-21 11:07:00,0.48589061132181705,0.004990034488141528,0.046995677331286984,0.06545054104886536,0.160205,0.08565968680886726,0.13963146230526036
2023-09-21 11:08:00,0.48027590027234673,0.004878460383313144,0.04672335897562602,0.06498521427301744,0.159621667,0.08496209765507956,0.13540949142225145
2023-09-21 11:09:00,0.48027590027234673,0.004878460383313144,0.04672335897562602,0.06498521427301744,0.159621667,0.08496209765507956,0.13540949142225145
2023-09-21 11:10:00,0.48302061290980575,0.004878460383313144,0.04685667765110024,0.06490760694312109,0.159621667,0.08496209765507956,0.13441469534882344
2023-09-21 11:11:00,0.4786476842240024,0.004878460383313144,0.04664409171510668,0.06503189393843198,0.159621667,0.08496209765507956,0.13600797819162835
2023-09-21 11:12:00,0.46241434107441476,0.0047507363432469415,0.04584630157951748,0.06491844427948945,0.15894,0.08415371782029979,0.13481272057833849
2023-09-21 11:13:00,0.46319661628672193,0.004786983692426205,0.04588506472633165,0.06506400561029313,0.159135,0.0843842169506388,0.13660818497737637
2023-09-21 11:14:00,0.4994477189683866,0.005046619208944603,0.04764679322264781,0.06520722799287312,0.160496667,0.08601049563912966,0.1378137442152365
2023-09-21 11:15:00,0.5122523767965784,0.005084749455418192,0.04825370342812976,0.06502197946219222,0.160691667,0.08624578491253487,0.13540949142225145
2023-09-21 11:16:00,0.543686128771013,0.005318302581504884,0.049712177434938276,0.06520929712756299,0.16186,0.08766807687061373,0.13721010974222736
2023-09-21 11:17:00,0.5195055219726309,0.005142232554691651,0.048594122445407235,0.06507971905085838,0.160983333,0.08659883247491962,0.13600797819162835
2023-09-21 11:18:00,0.5104997397095936,0.005084749455418192,0.048171084296664266,0.06506865912760676,0.160691667,0.08624578491253487,0.13600797819162835
2023-09-21 11:19:00,0.5003366288078004,0.004990034488141528,0.047689174910788924,0.06492690058157502,0.160205,0.08565968680886726,0.13441469534882344
2023-09-21 11:20:00,0.5512506748765098,0.005318302581504884,0.05005681657678919,0.0650223302250362,0.16186,0.08766807687061373,0.13481272057833849
2023-09-21 11:21:00,0.553199213516718,0.005377990190135352,0.050145207942748085,0.06522207214248556,0.162151667,0.08802650304824056,0.13721010974222736
2023-09-21 11:22:00,0.5345679869815612,0.005318302581504884,0.049293554206202496,0.06559934300969028,0.16186,0.08766807687061373,0.1402393682365073
2023-09-21 11:23:00,0.5082562482640152,0.005103740890308279,0.048065119098233196,0.06521799408608095,0.160788333,0.08636264569213381,0.1378137442152365
2023-09-21 11:24:00,0.5152331499313898,0.005103740890308279,0.04839389283085727,0.06502559648069867,0.160788333,0.08636264569213381,0.13540949142225145
2023-09-21 11:25:00,0.7342589239566621,0.006411810162341423,0.05777145111072919,0.06318122599248514,0.166816667,0.09421977191414044,0.13501031760824844
2023-09-21 11:26:00,1.2420534069705385,0.011216931939152918,0.0751378553354535,0.07644940954424959,0.182566667,0.11808916623522236,0.20287913132051472
2023-09-21 11:27:00,0.5824589604216939,0.005418208116870685,0.05145425861082363,0.06470601201950073,0.162346667,0.08826688505905622,0.13048334370432713
2023-09-21 11:28:00,0.6028697877157703,0.005478833623629104,0.0523480392841018,0.06450844300972483,0.162638333,0.08862754994515853,0.12777890641154954
2023-09-21 11:29:00,0.5899098604121282,0.005377990190135352,0.05178231799001243,0.06439673243118987,0.162151667,0.08802650304824056,0.12663178929324204
2023-09-21 11:30:00,0.6143909623588112,0.00554688130401352,0.05284587204825038,0.06452889171489844,0.1629625,0.08902997968289128,0.1278430192542146
2023-09-21 11:31:00,0.6306395967208378,0.005563360075544258,0.053540112266023066,0.06427769655166465,0.1630405,0.08912705850889324,0.12457234009525564
2023-09-21 11:32:00,0.6579770776009953,0.005746990957704204,0.05468825192110589,0.06442148124853994,0.163896833,0.09019916386023397,0.12585925618441252
2023-09-21 11:33:00,0.6268608848855458,0.005575922616361876,0.053379468511504144,0.06439276158695509,0.163099833,0.08920096868132532,0.1260116220164491
2023-09-21 11:34:00,0.6478117094503183,0.0057385187896070375,0.05426415648768189,0.06457725897802397,0.163857833,0.09015008541791758,0.12788314106182952
