Size Class,SP 25th Percentile,SP 50th Percentile,SP 75th Percentile
Fine Sand,3.24608969425,5.177482481,9.64810587975
Silt,3.37209681725,4.9881757035,7.30973802125
Clay,0.05892501775,0.122076691,0.1923304455
