Size Class,SP 25th Percentile,SP 50th Percentile,SP 75th Percentile
Coarse Sand,0.19179861474999998,0.461787045,0.92506998575
Fine Sand,5.08408441425,7.6151095495,13.991443697500001
Silt,1.10522650025,1.8671228545,2.80149264825
Clay,0.05892501775,0.122076691,0.1923304455
