Date_Time,WSE
2022-03-02 00:15:00,2721.8601610953365
2022-03-02 00:30:00,2721.858994651523
2022-03-02 00:45:00,2721.8578282077096
2022-03-02 01:00:00,2721.8584114296164
2022-03-02 01:15:00,2721.857244985803
2022-03-02 01:30:00,2721.8595778734298
2022-03-02 01:45:00,2721.8601610953365
2022-03-02 02:00:00,2721.8601610953365
2022-03-02 02:15:00,2721.86307720487
2022-03-02 02:30:00,2721.858994651523
2022-03-02 02:45:00,2721.8578282077096
2022-03-02 03:00:00,2721.858994651523
2022-03-02 03:15:00,2721.858994651523
2022-03-02 03:30:00,2721.8595778734298
2022-03-02 03:45:00,2721.8593845770265
2022-03-02 04:00:00,2721.8578282077096
2022-03-02 04:15:00,2721.858994651523
2022-03-02 04:30:00,2721.858994651523
2022-03-02 04:45:00,2721.858994651523
2022-03-02 05:00:00,2721.8601610953365
2022-03-02 05:15:00,2721.8607476499396
2022-03-02 05:30:00,2721.858994651523
2022-03-02 05:45:00,2721.7755972515565
2022-03-02 06:00:00,2721.7767570299766
2022-03-02 06:15:00,2721.7615999257946
2022-03-02 06:30:00,2721.728356277111
2022-03-02 06:45:00,2721.6513643200287
2022-03-02 07:00:00,2721.6327078844065
2022-03-02 07:15:00,2721.6070427878135
2022-03-02 07:30:00,2721.603150198173
2022-03-02 07:45:00,2721.5965447934923
2022-03-02 08:00:00,2721.6087924535336
2022-03-02 08:15:00,2721.6326978863167
2022-03-02 08:30:00,2721.63503410664
2022-03-02 08:45:00,2721.63815017797
2022-03-02 09:00:00,2721.7172783935794
2022-03-02 09:15:00,2721.8327562819054
2022-03-02 09:30:00,2721.806701830534
2022-03-02 09:45:00,2721.818749270202
2022-03-02 10:00:00,2721.8525751857455
2022-03-02 10:15:00,2721.8578235321856
2022-03-02 10:30:00,2721.8560736879235
2022-03-02 10:45:00,2721.8560734902962
2022-03-02 11:00:00,2721.856073207016
2022-03-02 11:15:00,2721.856072748152
2022-03-02 11:30:00,2721.8568492673903
2022-03-02 11:45:00,2721.853155303105
2022-03-02 12:00:00,2721.8537402394204
2022-03-02 12:15:00,2721.8549069774467
2022-03-02 12:30:00,2721.8523871029306
2022-03-02 12:45:00,2721.853166293341
2022-03-02 13:00:00,2721.854909061296
2022-03-02 13:15:00,2721.8519996004034
2022-03-02 13:30:00,2721.8535560317478
2022-03-02 13:45:00,2721.853752573113
2022-03-02 14:00:00,2721.8543358581896
2022-03-02 14:15:00,2721.853552588421
2022-03-02 14:30:00,2721.853159481564
2022-03-02 14:45:00,2721.854326049159
2022-03-02 15:00:00,2721.8549092837075
2022-03-02 15:15:00,2721.8547166645412
2022-03-02 15:30:00,2721.8572468175553
2022-03-02 15:45:00,2721.8554967266145
2022-03-02 16:00:00,2721.852576704428
2022-03-02 16:15:00,2721.8543293605467
2022-03-02 16:30:00,2721.854912630721
2022-03-02 16:45:00,2721.8537460535704
2022-03-02 17:00:00,2721.853745400052
2022-03-02 17:15:00,2721.8543282562637
2022-03-02 17:30:00,2721.8537411336997
2022-03-02 17:45:00,2721.853740664798
2022-03-02 18:00:00,2721.8537401646577
2022-03-02 18:15:00,2721.853546380389
2022-03-02 18:30:00,2721.858411462869
2022-03-02 18:45:00,2721.8572419910674
2022-03-02 19:00:00,2721.857242163957
2022-03-02 19:15:00,2721.8580220478225
2022-03-02 19:30:00,2721.8564626018333
2022-03-02 19:45:00,2721.8580223399263
2022-03-02 20:00:00,2721.8589922726837
2022-03-02 20:15:00,2721.858992443449
2022-03-02 20:30:00,2721.85724306302
2022-03-02 20:45:00,2721.856659979643
2022-03-02 21:00:00,2721.857243225037
2022-03-02 21:15:00,2721.8572433422287
2022-03-02 21:30:00,2721.8572435023284
2022-03-02 21:45:00,2721.858993271247
2022-03-02 22:00:00,2721.8572440221346
2022-03-02 22:15:00,2721.858410629818
2022-03-02 22:30:00,2721.857244361618
2022-03-02 22:45:00,2721.8595774258397
2022-03-02 23:00:00,2721.860744041177
2022-03-02 23:15:00,2721.8613274107242
2022-03-02 23:30:00,2721.8619107610566
2022-03-02 23:45:00,2721.8601610953365
2022-03-03 00:00:00,2721.860164428033
2022-03-03 00:15:00,2721.858994651523
2022-03-03 00:30:00,2721.860164428033
2022-03-03 00:45:00,2721.858994651523
2022-03-03 01:00:00,2721.857244985803
2022-03-03 01:15:00,2721.857244985803
2022-03-03 01:30:00,2721.857244985803
2022-03-03 01:45:00,2721.8586047260196
2022-03-03 02:00:00,2721.858214800516
2022-03-03 02:15:00,2721.860164428033
2022-03-03 02:30:00,2721.860164428033
2022-03-03 02:45:00,2721.858994651523
2022-03-03 03:00:00,2721.8578282077096
2022-03-03 03:15:00,2721.8595778734298
2022-03-03 03:30:00,2721.858994651523
2022-03-03 03:45:00,2721.857634911306
2022-03-03 04:00:00,2721.858414762313
2022-03-03 04:15:00,2721.858414762313
2022-03-03 04:30:00,2721.8580248368094
2022-03-03 04:45:00,2721.859967798933
2022-03-03 05:00:00,2721.860164428033
2022-03-03 05:15:00,2721.859581206126
2022-03-03 05:30:00,2721.858414762313
2022-03-03 05:45:00,2721.8589979842195
2022-03-03 06:00:00,2721.8584114296164
2022-03-03 06:15:00,2721.858414762313
2022-03-03 06:30:00,2721.8584114296164
2022-03-03 06:45:00,2721.861914093753
2022-03-03 07:00:00,2721.860164428033
2022-03-03 07:15:00,2721.858994651523
2022-03-03 07:30:00,2721.860164428033
2022-03-03 07:45:00,2721.8584114296164
2022-03-03 08:00:00,2721.857831540406
2022-03-03 08:15:00,2721.8568550602995
