Time,T1,Pressure Temp 1,T2,T3,T4,Pressure Temp 2
2022-06-23 12:00:00,,4.461460389323103e-07,5.57659378101521e-07,1.105012057302083e-06,8.074028386007004e-07,3.5197714246473094e-07
2022-06-23 12:15:00,,4.409516526906282e-07,5.517034735101819e-07,1.099917254345751e-06,8.034831241143161e-07,3.4903517708189833e-07
2022-06-23 12:30:00,,4.3586652140786424e-07,5.45732804766763e-07,1.094859005744606e-06,7.995484244986066e-07,3.4600006866128003e-07
2022-06-23 12:45:00,,4.3068424660876553e-07,5.396968047502921e-07,1.0897827710140669e-06,7.955860665392048e-07,3.4286220447155234e-07
2022-06-23 13:00:00,,4.254920156944175e-07,5.336285580533706e-07,1.0847291458217502e-06,7.91608479138523e-07,3.3963794831260853e-07
2022-06-23 13:15:00,,4.202244112186969e-07,5.274995461758922e-07,1.0796854972687058e-06,7.876127197272413e-07,3.3632907927852396e-07
2022-06-23 13:30:00,,4.149873845284187e-07,5.213528241559981e-07,1.074664398563395e-06,7.836122555225334e-07,3.329411413920042e-07
2022-06-23 13:45:00,,4.0984656698301293e-07,5.152044195852359e-07,1.0696757564958315e-06,7.796877859197476e-07,3.2948441048743085e-07
2022-06-23 14:00:00,,4.047173508081429e-07,5.090423537048835e-07,1.064710730882329e-06,7.756999437415935e-07,3.2597233374785745e-07
2022-06-23 14:15:00,,3.9958342856285506e-07,5.028659007278507e-07,1.0597656164914602e-06,7.717199937307386e-07,3.224001164083536e-07
2022-06-23 14:30:00,,3.9439443685749383e-07,4.966665713643203e-07,1.0548480693703823e-06,7.67748657733387e-07,3.1877187082591027e-07
2022-06-23 14:45:00,,3.890927194012621e-07,4.904307748195238e-07,1.049930411736931e-06,7.637841236577398e-07,3.15105438404848e-07
2022-06-23 15:00:00,,3.8368731983229244e-07,4.841546719926121e-07,1.0450078183958288e-06,7.598928786584576e-07,3.1139240103412713e-07
2022-06-23 15:15:00,,3.782001998995289e-07,4.778450656126727e-07,1.040080030420238e-06,7.560750625719912e-07,3.076568779251157e-07
2022-06-23 15:30:00,,3.7258105194802497e-07,4.714841598699822e-07,1.0351315628614075e-06,7.522599414609782e-07,3.0388514268433836e-07
2022-06-23 15:45:00,,3.668754770382089e-07,4.6508193808873826e-07,1.0301763547038188e-06,7.484520138965979e-07,3.001048398344166e-07
2022-06-23 16:00:00,,3.6105326615402766e-07,4.586291183003702e-07,1.0252011654392474e-06,7.446487491055503e-07,2.9630261096154965e-07
2022-06-23 16:15:00,,3.5506198620424914e-07,4.521151479522276e-07,1.0201998374824114e-06,7.408458722607274e-07,2.924810805506784e-07
2022-06-23 16:30:00,,3.489268700718982e-07,4.4553888469518464e-07,1.015170693931787e-06,7.370444820188319e-07,2.886468619279322e-07
2022-06-23 16:45:00,,3.425788576955003e-07,4.3887885617287874e-07,1.0100993303254082e-06,7.33237129643436e-07,2.8484114651440547e-07
2022-06-23 17:00:00,,3.3601680372610513e-07,4.3212583952869535e-07,1.004987773334569e-06,7.294205461839515e-07,2.8102785760194357e-07
2022-06-23 17:15:00,,3.2920848694860526e-07,4.2526738573658407e-07,9.998183083641637e-07,7.255888506802985e-07,2.7720828937501994e-07
2022-06-23 17:30:00,,3.2215185006076847e-07,4.1829335300277404e-07,9.945838853949101e-07,7.217391688278506e-07,2.7338584118430054e-07
2022-06-23 17:45:00,,3.148237069885536e-07,4.1118926138703464e-07,9.892890838127066e-07,7.178656164025259e-07,2.695825711580118e-07
2022-06-23 18:00:00,,3.0719109869521605e-07,4.0392008448331654e-07,9.839093750785714e-07,7.139619220893589e-07,2.65778326419965e-07
2022-06-23 18:15:00,,2.9923278880437633e-07,3.964884328216751e-07,9.784304716462774e-07,7.100203369207279e-07,2.6197260715177157e-07
2022-06-23 18:30:00,,2.9093792508920387e-07,3.888599366590952e-07,9.728397597449654e-07,7.060109667959761e-07,2.581856932409496e-07
2022-06-23 18:45:00,,2.8231158938739844e-07,3.8107042238863625e-07,9.671498010773916e-07,7.019754698635764e-07,2.543970395136723e-07
2022-06-23 19:00:00,,2.7335471112263e-07,3.7305841029545376e-07,9.613284631639244e-07,6.978663605377302e-07,2.506258714103022e-07
2022-06-23 19:15:00,,2.640706564667374e-07,3.6481800570903103e-07,9.55364202218248e-07,6.936977196547689e-07,2.468508787667044e-07
2022-06-23 19:30:00,,2.5446439518184805e-07,3.563593418511842e-07,9.49277921745698e-07,6.894614105071488e-07,2.4307082469092747e-07
2022-06-23 19:45:00,,2.4453923101989935e-07,3.4767566027217337e-07,9.430282324810606e-07,6.851487772082612e-07,2.392838692345576e-07
2022-06-23 20:00:00,,2.3430699663926645e-07,3.387397279368468e-07,9.366044473443374e-07,6.807518987401881e-07,2.3550579206728928e-07
2022-06-23 20:15:00,,2.2378423265615347e-07,3.2954757269321866e-07,9.299964804578547e-07,6.76257237061662e-07,2.316992968414001e-07
2022-06-23 20:30:00,,2.1298121557727657e-07,3.200946915001718e-07,9.231941512663023e-07,6.716528627773682e-07,2.2791098270921968e-07
2022-06-23 20:45:00,,2.0193574730981469e-07,3.103847525723692e-07,9.1622249542797e-07,6.669449652313712e-07,2.240906069362682e-07
2022-06-23 21:00:00,,1.906609994341793e-07,3.0041672761260533e-07,9.090414608893693e-07,6.62101362534979e-07,2.2025105868879558e-07
2022-06-23 21:15:00,,1.7919052728681042e-07,2.901962687534617e-07,9.016454557068999e-07,6.571252511383167e-07,2.16402903918339e-07
2022-06-23 21:30:00,,1.6753377612024266e-07,2.797130510944027e-07,8.94026401961552e-07,6.520076982113525e-07,2.125154556198056e-07
2022-06-23 21:45:00,,1.5574362480786753e-07,2.6899445456648646e-07,8.862164082286346e-07,6.467734149693418e-07,2.086117489556142e-07
2022-06-23 22:00:00,,1.438204706604732e-07,2.580299895761669e-07,8.781743583469078e-07,6.413884307856394e-07,2.0467360998030589e-07
2022-06-23 22:15:00,,1.3181661391709914e-07,2.4684275081591897e-07,8.69901045576412e-07,6.358472100344449e-07,2.0069915975926827e-07
2022-06-23 22:30:00,,1.1974231157302362e-07,2.3545061257692952e-07,8.61359097361366e-07,6.301406797092909e-07,1.9669045362359063e-07
2022-06-23 22:45:00,,1.0763890119073195e-07,2.2386369833569426e-07,8.526167670431803e-07,6.242633509570421e-07,1.9262899063955597e-07
2022-06-23 23:00:00,,9.551338690279118e-08,2.1209555588260457e-07,8.436385919729069e-07,6.182070368707707e-07,1.8852208026720207e-07
2022-06-23 23:15:00,,8.34240591897273e-08,2.0017326973906991e-07,8.344310789801663e-07,6.119690549617035e-07,1.8435736827750803e-07
2022-06-23 23:30:00,,7.135540366010724e-08,1.8810490671654247e-07,8.249915352295727e-07,6.05540469357637e-07,1.8013237622715537e-07
2022-06-23 23:45:00,,5.934997134790798e-08,1.7591636790137692e-07,8.153268585104873e-07,5.98979508717782e-07,1.7584328302059597e-07
2022-06-24 00:00:00,,4.7452223979103736e-08,1.6362850007826031e-07,8.054444850388469e-07,5.922257668042893e-07,1.7148594334199435e-07
2022-06-24 00:15:00,,3.56362378267684e-08,1.5125339814109226e-07,7.953449179391553e-07,5.852704294203952e-07,1.6705073259243532e-07
2022-06-24 00:30:00,,2.3965598003840585e-08,1.388207700601999e-07,7.850712066605119e-07,5.780462945977874e-07,1.6253271858842002e-07
2022-06-24 00:45:00,,1.245519800018725e-08,1.2635092440361285e-07,7.745692913293456e-07,5.706129925231376e-07,1.5792507635922621e-07
2022-06-24 01:00:00,,1.0958621011014684e-09,1.1385874156120209e-07,7.639039959473292e-07,5.630344680653308e-07,1.5321956478836818e-07
2022-06-24 01:15:00,,-1.0075172727542843e-08,1.0136862473942693e-07,7.530580380269465e-07,5.552435234439941e-07,1.4841095256896635e-07
2022-06-24 01:30:00,,-2.1057843126326532e-08,8.890148132641089e-08,7.420161321526953e-07,5.472368409631141e-07,1.4349159122901298e-07
2022-06-24 01:45:00,,-3.1835080268641885e-08,7.64671796087581e-08,7.308188523314402e-07,5.39015229801642e-07,1.384552427466981e-07
2022-06-24 02:00:00,,-4.239472106718139e-08,6.408933113363358e-08,7.194775656758554e-07,5.306385714079106e-07,1.3329455063801617e-07
2022-06-24 02:15:00,,-5.2724855765914125e-08,5.1787646215245974e-08,7.080050794460768e-07,5.219169513584223e-07,1.2801385431393913e-07
2022-06-24 02:30:00,,-6.280150161568206e-08,3.9569707700897005e-08,6.964166758642875e-07,5.130540338604454e-07,1.2259785562899706e-07
2022-06-24 02:45:00,,-7.266056572093983e-08,2.74511628754868e-08,6.847206258296696e-07,5.040364437294069e-07,1.1703713749106202e-07
2022-06-24 03:00:00,,-8.2266793846272e-08,1.544256877701179e-08,6.72926703094798e-07,4.947430712416631e-07,1.1132750663791783e-07
2022-06-24 03:15:00,,-9.162930911158615e-08,3.56507392724711e-09,6.610604028250944e-07,4.852457822088915e-07,1.0546173179064931e-07
2022-06-24 03:30:00,,-1.0073287652904425e-07,-8.150306518306444e-09,6.4914418420401e-07,4.755509264913222e-07,9.943416940944324e-08
2022-06-24 03:45:00,,-1.0958456200458354e-07,-1.9721532057214315e-08,6.371779919877169e-07,4.6566415407739714e-07,9.323861921963702e-08
2022-06-24 04:00:00,,-1.1819629696710653e-07,-3.114378946865095e-08,6.251878608972317e-07,4.5559070438130314e-07,8.68685094374623e-08
2022-06-24 04:15:00,,-1.26581162213862e-07,-4.2389898160817694e-08,6.13188637024298e-07,4.4533781829612676e-07,8.031881456661482e-08
2022-06-24 04:30:00,,-1.3473642534660594e-07,-5.347076951453366e-08,6.011957008575976e-07,4.3491380014792815e-07,7.358471995191165e-08
