Date/time,Pressure[cmH2O],Barometric[cmH2O],CompPressure[cmH2O]
7/19/2022 16:00,753.033,754.492,-1.459
7/19/2022 16:15,766.567,754.317,12.25
7/19/2022 16:30,766.683,754.317,12.366
7/19/2022 16:45,766.683,754.2,12.483
7/19/2022 17:00,766.858,754.2,12.658
7/19/2022 17:15,766.683,754.142,12.541
7/19/2022 17:30,766.683,753.85,12.833
7/19/2022 17:45,766.683,753.85,12.833
7/19/2022 18:00,766.508,753.675,12.833
7/19/2022 18:15,766.508,753.558,12.95
7/19/2022 18:30,766.508,753.675,12.833
7/19/2022 18:45,766.508,753.675,12.833
7/19/2022 19:00,766.858,753.85,13.008
7/19/2022 19:15,766.858,754.025,12.833
7/19/2022 19:30,767.15,754.142,13.008
7/19/2022 19:45,767.033,754.142,12.891
7/19/2022 20:00,767.15,754.317,12.833
7/19/2022 20:15,767.15,754.492,12.658
7/19/2022 20:30,767.325,754.317,13.008
7/19/2022 20:45,767.325,754.317,13.008
7/19/2022 21:00,767.325,754.317,13.008
7/19/2022 21:15,767.675,754.783,12.892
7/19/2022 21:30,767.792,754.958,12.834
7/19/2022 21:45,767.967,755.075,12.892
7/19/2022 22:00,767.967,755.075,12.892
7/19/2022 22:15,768.142,755.25,12.892
7/19/2022 22:30,768.142,755.075,13.067
7/19/2022 22:45,768.142,755.075,13.067
7/19/2022 23:00,767.967,755.075,12.892
7/19/2022 23:15,767.967,754.958,13.009
7/19/2022 23:30,767.792,754.783,13.009
7/19/2022 23:45,767.967,754.958,13.009
7/20/2022 0:00,767.967,754.958,13.009
7/20/2022 0:15,767.792,755.075,12.717
7/20/2022 0:30,767.967,754.958,13.009
7/20/2022 0:45,767.967,754.958,13.009
7/20/2022 1:00,767.967,754.783,13.184
7/20/2022 1:15,767.792,754.608,13.184
7/20/2022 1:30,767.792,754.783,13.009
7/20/2022 1:45,767.792,754.783,13.009
7/20/2022 2:00,767.967,754.608,13.359
7/20/2022 2:15,767.792,754.608,13.184
7/20/2022 2:30,767.967,754.783,13.184
7/20/2022 2:45,767.967,754.608,13.359
7/20/2022 3:00,768.258,754.958,13.3
7/20/2022 3:15,768.433,755.075,13.358
7/20/2022 3:30,768.258,755.25,13.008
7/20/2022 3:45,768.608,755.25,13.358
